"Status","Year","Disability","Organisation","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Dorset and Somerset","EO","465","400","27490","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Dorset and Somerset","SEO/HEO","70","65","33330","33170"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","East Anglia","AA/AO","295","235","20900","21010"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","East Anglia","EO","960","855","27570","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","East Anglia","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","East Anglia","SEO/HEO","125","115","33460","32690"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","East Wales","AA/AO","505","435","20850","21010"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","East Wales","EO","1025","940","27460","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","East Wales","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","East Wales","SEO/HEO","150","140","33710","33160"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","East Yorkshire and Northern Lincolnshire","AA/AO","330","265","20840","21010"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","East Yorkshire and Northern Lincolnshire","EO","505","445","27520","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","East Yorkshire and Northern Lincolnshire","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","East Yorkshire and Northern Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","East Yorkshire and Northern Lincolnshire","SEO/HEO","90","80","33320","32670"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Eastern Scotland","AA/AO","1120","975","20880","21010"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Eastern Scotland","EO","1130","1020","27490","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Eastern Scotland","G6/G7","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Eastern Scotland","SEO/HEO","185","175","33680","32860"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Essex","AA/AO","315","275","24120","24180"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Essex","EO","790","720","29870","29290"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Essex","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Essex","SEO/HEO","90","85","36960","36560"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","280","235","20980","21010"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","1005","895","27540","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","110","100","33970","33900"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Greater Manchester","AA/AO","1360","1180","20660","21010"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Greater Manchester","EO","1890","1750","27410","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Greater Manchester","G6/G7","180","180","58240","56630"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Greater Manchester","SCS level","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Greater Manchester","SEO/HEO","470","455","34140","33180"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Hampshire and Isle of Wight","AA/AO","250","200","20770","21010"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Hampshire and Isle of Wight","EO","645","570","27480","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Hampshire and Isle of Wight","SEO/HEO","70","65","32890","31990"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","AA/AO","255","210","20700","21010"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","EO","385","340","27480","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","55","50","33520","32750"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Highlands and Islands","AA/AO","120","105","20850","21010"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Highlands and Islands","EO","210","190","27440","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Highlands and Islands","SEO/HEO","30","30","33160","32470"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Inner London - East","AA/AO","510","450","24220","25110"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Inner London - East","EO","1490","1405","31050","31060"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Inner London - East","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Inner London - East","SEO/HEO","110","110","38210","37610"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Inner London - West","AA/AO","140","120","24800","25110"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Inner London - West","EO","625","600","31200","31060"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Inner London - West","G6/G7","405","385","60620","57230"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Inner London - West","SCS level","90","85","92610","81960"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Inner London - West","SEO/HEO","710","690","39160","39000"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Kent","AA/AO","390","355","24430","24180"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Kent","EO","820","780","29950","29290"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Kent","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Kent","SEO/HEO","80","80","37110","36400"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Lancashire","AA/AO","2215","1960","20830","21010"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Lancashire","EO","2295","2070","27460","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Lancashire","G6/G7","330","310","55620","52750"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Lancashire","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Lancashire","SEO/HEO","895","850","34150","33180"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Leicestershire, Rutland and Northamptonshire","AA/AO","440","365","20800","21010"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Leicestershire, Rutland and Northamptonshire","EO","640","585","27460","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Leicestershire, Rutland and Northamptonshire","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Leicestershire, Rutland and Northamptonshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Leicestershire, Rutland and Northamptonshire","SEO/HEO","80","80","33390","32400"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Lincolnshire","AA/AO","110","85","20820","21010"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Lincolnshire","EO","240","220","27520","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Lincolnshire","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Lincolnshire","SEO/HEO","40","35","33200","32470"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Merseyside","AA/AO","990","810","20790","21010"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Merseyside","EO","1510","1355","27510","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Merseyside","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Merseyside","SEO/HEO","245","225","33470","32870"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","North Eastern Scotland","AA/AO","45","40","20640","21010"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","North Eastern Scotland","EO","140","125","27540","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","North Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","North Eastern Scotland","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","North Yorkshire","AA/AO","50","40","20800","21010"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","North Yorkshire","EO","205","185","27460","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","North Yorkshire","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","North Yorkshire","SEO/HEO","30","30","33020","32290"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Northumberland and Tyne and Wear","AA/AO","2450","2100","20860","21010"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Northumberland and Tyne and Wear","EO","1780","1580","27470","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Northumberland and Tyne and Wear","G6/G7","390","375","55970","52750"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Northumberland and Tyne and Wear","SCS level","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Northumberland and Tyne and Wear","SEO/HEO","955","890","34320","33820"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Outer London - East and North East","AA/AO","330","290","24590","25110"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Outer London - East and North East","EO","1045","970","31070","31060"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Outer London - East and North East","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Outer London - East and North East","SEO/HEO","100","95","37910","36760"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Outer London - South","AA/AO","90","85","24680","25110"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Outer London - South","EO","505","475","31120","31060"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Outer London - South","SEO/HEO","40","40","38270","37610"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Outer London - West and North West","AA/AO","180","155","24750","25110"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Outer London - West and North West","EO","1030","965","31130","31060"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Outer London - West and North West","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Outer London - West and North West","SEO/HEO","95","90","38120","37610"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Shropshire and Staffordshire","AA/AO","260","210","20730","21010"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Shropshire and Staffordshire","EO","735","650","27520","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Shropshire and Staffordshire","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Shropshire and Staffordshire","SEO/HEO","95","90","33080","32250"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","South Yorkshire","AA/AO","690","575","20800","21010"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","South Yorkshire","EO","905","770","27500","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","South Yorkshire","G6/G7","265","255","55290","52150"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","South Yorkshire","SCS level","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","South Yorkshire","SEO/HEO","610","570","34750","34290"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Southern Scotland","AA/AO","185","150","20710","21010"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Southern Scotland","EO","460","405","27470","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Southern Scotland","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Southern Scotland","SEO/HEO","60","55","33170","32470"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","AA/AO","570","485","21090","21010"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","EO","1090","990","27980","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","SEO/HEO","140","135","34730","34290"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Tees Valley and Durham","AA/AO","765","650","20830","21010"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Tees Valley and Durham","EO","770","675","27420","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Tees Valley and Durham","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Tees Valley and Durham","SEO/HEO","120","110","33290","32200"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Unknown","AA/AO","140","125","22540","21010"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Unknown","EO","370","345","28000","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Unknown","G6/G7","50","45","55600","52510"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Unknown","SEO/HEO","115","110","34210","32830"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","West Central Scotland","AA/AO","1435","1225","20660","21010"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","West Central Scotland","EO","1445","1280","27380","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","West Central Scotland","G6/G7","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","West Central Scotland","SEO/HEO","240","225","33330","32470"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","West Midlands","AA/AO","1305","1085","20710","21010"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","West Midlands","EO","2240","1995","27380","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","West Midlands","G6/G7","30","30","53830","49170"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","West Midlands","SEO/HEO","330","310","33510","33170"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","West Wales and The Valleys","AA/AO","1055","910","20860","21010"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","West Wales and The Valleys","EO","1310","1180","27500","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","West Wales and The Valleys","G6/G7","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","West Wales and The Valleys","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","West Wales and The Valleys","SEO/HEO","190","180","33780","33180"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","West Yorkshire","AA/AO","660","575","20810","21010"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","West Yorkshire","EO","1690","1530","27450","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","West Yorkshire","G6/G7","285","270","56110","53660"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","West Yorkshire","SCS level","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","West Yorkshire","SEO/HEO","675","625","34950","34290"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Inner London - West","AA/AO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Inner London - West","EO","55","50","29010","29130"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Inner London - West","G6/G7","235","220","59900","56850"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Inner London - West","SCS level","75","75","81720","76700"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Inner London - West","SEO/HEO","160","155","37430","37290"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","West Yorkshire","EO","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","West Yorkshire","G6/G7","145","140","55800","52620"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","West Yorkshire","SCS level","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","West Yorkshire","SEO/HEO","130","125","35280","36820"
"In post","2021","Declared non-disabled","Disclosure Scotland","West Central Scotland","AA/AO","80","75","21670","21150"
"In post","2021","Declared non-disabled","Disclosure Scotland","West Central Scotland","EO","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Disclosure Scotland","West Central Scotland","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Disclosure Scotland","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Disclosure Scotland","West Central Scotland","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","West Wales and The Valleys","AA/AO","2780","2360","20720","21590"
"In post","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","West Wales and The Valleys","EO","690","645","26730","26700"
"In post","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","West Wales and The Valleys","G6/G7","215","210","63590","60260"
"In post","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","West Wales and The Valleys","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","West Wales and The Valleys","SEO/HEO","740","710","36890","33350"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Bedfordshire and Hertfordshire","AA/AO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Bedfordshire and Hertfordshire","EO","60","55","29520","28550"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Bedfordshire and Hertfordshire","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","EO","35","35","27680","26780"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Cheshire","EO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Cornwall and Isles of Scilly","EO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Cumbria","EO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","AA/AO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","EO","80","70","27130","26780"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","G6/G7","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","SEO/HEO","80","80","37500","39040"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Devon","AA/AO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Devon","EO","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Devon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Devon","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Dorset and Somerset","AA/AO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Dorset and Somerset","EO","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Dorset and Somerset","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","East Anglia","AA/AO","30","30","26690","27680"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","East Anglia","EO","65","60","28060","26780"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","East Anglia","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","East Wales","AA/AO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","East Wales","EO","45","40","28820","26780"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","East Wales","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","East Yorkshire and Northern Lincolnshire","AA/AO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","East Yorkshire and Northern Lincolnshire","EO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","East Yorkshire and Northern Lincolnshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Eastern Scotland","AA/AO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Eastern Scotland","EO","45","45","28340","26780"
