"Status","Year","Disability","Function_of_post","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","Finance","Department for Transport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Department of Health and Social Care","Female","85","[c]","34960","32790"
"New entrant CS","2021","Unknown","Finance","Department of Health and Social Care","Male","55","[c]","35830","32790"
"New entrant CS","2021","Unknown","Finance","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","HM Revenue and Customs","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","HM Revenue and Customs","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","HM Treasury","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","HM Treasury","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Ministry of Defence","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Ministry of Defence","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Other Cabinet Office Agencies","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","The National Archives","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Welsh Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Welsh Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Grants Management","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Grants Management","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Grants Management","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Grants Management","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Attorney General's Departments","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Cabinet Office","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Cabinet Office","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Department for Business, Energy and Industrial Strategy","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Department for Education","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Department for Education","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Department for Environment, Food and Rural Affairs","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Department for Transport","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Department for Transport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Department for Work and Pensions","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Department of Health and Social Care","Female","35","[c]","31270","27270"
"New entrant CS","2021","Unknown","Human Resources","Department of Health and Social Care","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","HM Revenue and Customs","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","HM Treasury","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","HM Treasury","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Ministry of Defence","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Ministry of Justice","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","National Crime Agency","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","National Crime Agency","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Scottish Government","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","The National Archives","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","United Kingdom Statistics Authority","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","United Kingdom Statistics Authority","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Wales Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Wales Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Welsh Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Welsh Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","HM Treasury","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","HM Treasury","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Attorney General's Departments","Female","455","[c]","31650","25480"
"New entrant CS","2021","Unknown","Legal","Attorney General's Departments","Male","240","[c]","36910","38000"
"New entrant CS","2021","Unknown","Legal","Charity Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Charity Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Department for Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Department for Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Land Registry","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Land Registry","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Revenue and Customs","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Revenue and Customs","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Ministry of Justice","Female","65","[c]","30500","27370"
"New entrant CS","2021","Unknown","Legal","Ministry of Justice","Male","35","[c]","29970","26550"
"New entrant CS","2021","Unknown","Legal","National Crime Agency","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Scottish Government","Female","40","[c]","23520","20850"
"New entrant CS","2021","Unknown","Legal","Scottish Government","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Welsh Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Welsh Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Cabinet Office","Female","400","[c]","29980","28000"
"New entrant CS","2021","Unknown","No function","Cabinet Office","Male","250","[c]","31360","28000"
"New entrant CS","2021","Unknown","No function","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Charity Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Charity Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Department for Business, Energy and Industrial Strategy","Female","285","[c]","27400","24250"
"New entrant CS","2021","Unknown","No function","Department for Business, Energy and Industrial Strategy","Male","255","[c]","29710","24900"
"New entrant CS","2021","Unknown","No function","Department for Digital, Culture, Media and Sport","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Department for Digital, Culture, Media and Sport","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Department for Education","Female","190","[c]","34530","29360"
"New entrant CS","2021","Unknown","No function","Department for Education","Male","105","[c]","34860","32710"
"New entrant CS","2021","Unknown","No function","Department for Environment, Food and Rural Affairs","Female","150","[c]","31920","29180"
"New entrant CS","2021","Unknown","No function","Department for Environment, Food and Rural Affairs","Male","100","[c]","35090","29790"
"New entrant CS","2021","Unknown","No function","Department for International Trade","Female","65","[c]","30470","31800"
"New entrant CS","2021","Unknown","No function","Department for International Trade","Male","40","[c]","35180","31800"
"New entrant CS","2021","Unknown","No function","Department for Transport","Female","155","[c]","23520","21590"
"New entrant CS","2021","Unknown","No function","Department for Transport","Male","205","[c]","27750","26580"
"New entrant CS","2021","Unknown","No function","Department for Work and Pensions","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Department for Work and Pensions","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Department of Health and Social Care","Female","385","[c]","38350","32790"
"New entrant CS","2021","Unknown","No function","Department of Health and Social Care","Male","245","[c]","42210","32790"
"New entrant CS","2021","Unknown","No function","ESTYN","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","ESTYN","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","HM Land Registry","Female","300","[c]","22950","22350"
"New entrant CS","2021","Unknown","No function","HM Land Registry","Male","195","[c]","22810","22350"
"New entrant CS","2021","Unknown","No function","HM Revenue and Customs","Female","695","[c]","21430","20140"
"New entrant CS","2021","Unknown","No function","HM Revenue and Customs","Male","670","[c]","21840","20140"
"New entrant CS","2021","Unknown","No function","HM Treasury","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","HM Treasury","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Ministry of Defence","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Ministry of Defence","Male","35","[c]","29990","21550"
"New entrant CS","2021","Unknown","No function","Ministry of Housing, Communities and Local Government","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Ministry of Housing, Communities and Local Government","Male","40","[c]","36640","33210"
"New entrant CS","2021","Unknown","No function","Ministry of Justice","Female","1870","[c]","22650","21980"
"New entrant CS","2021","Unknown","No function","Ministry of Justice","Male","1370","[c]","23310","22680"
"New entrant CS","2021","Unknown","No function","National Crime Agency","Female","425","[c]","31820","32260"
"New entrant CS","2021","Unknown","No function","National Crime Agency","Male","390","[c]","34990","34140"
"New entrant CS","2021","Unknown","No function","Northern Ireland Office","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Office of Gas and Electricity Markets","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Office of Gas and Electricity Markets","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Other Cabinet Office Agencies","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Other Cabinet Office Agencies","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Scottish Government","Female","110","[c]","21710","20810"
"New entrant CS","2021","Unknown","No function","Scottish Government","Male","125","[c]","22240","20810"
"New entrant CS","2021","Unknown","No function","The National Archives","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","United Kingdom Statistics Authority","Female","110","[c]","27610","26050"
"New entrant CS","2021","Unknown","No function","United Kingdom Statistics Authority","Male","85","[c]","28040","29540"
"New entrant CS","2021","Unknown","No function","United Kingdom Statistics Authority","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Wales Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Wales Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Water Services Regulation Authority","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Water Services Regulation Authority","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Charity Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Charity Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Department for Business, Energy and Industrial Strategy","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Department for Business, Energy and Industrial Strategy","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Department for Digital, Culture, Media and Sport","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Department for Education","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Department for Education","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Department for Environment, Food and Rural Affairs","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Department for Transport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Department for Transport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","HM Land Registry","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","HM Land Registry","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","HM Revenue and Customs","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","HM Revenue and Customs","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","HM Treasury","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","HM Treasury","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Ministry of Defence","Female","65","[c]","29380","26350"
"New entrant CS","2021","Unknown","Project Delivery","Ministry of Defence","Male","175","[c]","28260","26180"
"New entrant CS","2021","Unknown","Project Delivery","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Ministry of Justice","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Ministry of Justice","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","National Crime Agency","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","National Crime Agency","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Scotland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Scotland Office","Male","[c]","[c]","[c]","[c]"
