"Status","Year","Function_of_post","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Suffolk","Outside London","25","25","43560","42540"
"In post","2021","Commercial","Swansea","Outside London","170","155","33450","31040"
"In post","2021","Commercial","Swindon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Telford and Wrekin","Outside London","45","45","46850","39470"
"In post","2021","Commercial","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tower Hamlets","London","170","165","49430","46130"
"In post","2021","Commercial","Tyneside","Outside London","50","50","41750","41090"
"In post","2021","Commercial","Unknown","Unknown","30","30","47790","40580"
"In post","2021","Commercial","Wakefield","Outside London","10","10","[c]","[c]"
"In post","2021","Commercial","Walsall","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wandsworth","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Warrington","Outside London","20","20","40470","36000"
"In post","2021","Commercial","Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Cumbria","Outside London","15","15","39570","38860"
"In post","2021","Commercial","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Lothian","Outside London","10","10","33400","39500"
"In post","2021","Commercial","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Surrey","Outside London","30","25","37740","32010"
"In post","2021","Commercial","West Sussex (North East)","Outside London","25","20","29500","25760"
"In post","2021","Commercial","West Sussex (South West)","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Westminster","London","1440","1415","61930","54700"
"In post","2021","Commercial","Wiltshire","Outside London","335","325","39170","34800"
"In post","2021","Commercial","Wirral","Outside London","10","10","[c]","[c]"
"In post","2021","Commercial","Worcestershire","Outside London","20","20","41620","38050"
"In post","2021","Commercial","York","Outside London","50","50","43210","38180"
"In post","2021","Communications","Barnet","London","15","15","40900","38430"
"In post","2021","Communications","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","75","75","39300","35930"
"In post","2021","Communications","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Belfast","Outside London","30","30","40200","37640"
"In post","2021","Communications","Berkshire","Outside London","35","35","34060","31560"
"In post","2021","Communications","Birmingham","Outside London","250","240","31350","28130"
"In post","2021","Communications","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bournemouth and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bradford","Outside London","15","15","35130","33530"
"In post","2021","Communications","Bristol, City of","Outside London","95","90","38260","36420"
"In post","2021","Communications","Buckinghamshire CC","Outside London","30","30","32980","31200"
"In post","2021","Communications","Cambridgeshire CC","Outside London","15","15","30860","30680"
"In post","2021","Communications","Camden and City of London","London","25","25","45630","36160"
"In post","2021","Communications","Cardiff and Vale of Glamorgan","Outside London","800","770","28710","25560"
"In post","2021","Communications","Central Bedfordshire","Outside London","5","5","[c]","[c]"
"In post","2021","Communications","Central Hampshire","Outside London","75","70","31600","26930"
"In post","2021","Communications","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","City of Edinburgh","Outside London","145","135","33000","31810"
"In post","2021","Communications","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","Outside London","10","10","23260","21130"
"In post","2021","Communications","Coventry","Outside London","35","35","43090","40230"
"In post","2021","Communications","Croydon","London","35","35","43590","40600"
"In post","2021","Communications","Darlington","Outside London","30","30","31240","29360"
"In post","2021","Communications","Devon CC","Outside London","55","50","34400","32730"
"In post","2021","Communications","Dorset CC","Outside London","20","20","30700","29200"
"In post","2021","Communications","Durham CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Cumbria","Outside London","30","25","30390","26520"
"In post","2021","Communications","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Essex Haven Gateway","Outside London","10","10","27260","26670"
"In post","2021","Communications","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Glasgow City","Outside London","35","30","30310","28130"
"In post","2021","Communications","Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester South West","Outside London","375","370","28620","25560"
"In post","2021","Communications","Hackney and Newham","London","15","15","47170","43500"
"In post","2021","Communications","Harrow and Hillingdon","London","175","170","23760","21190"
"In post","2021","Communications","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Hertfordshire","Outside London","20","20","38980","39050"
"In post","2021","Communications","Hounslow and Richmond upon Thames","London","20","15","34170","29470"
"In post","2021","Communications","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lambeth","London","60","60","49970","45650"
"In post","2021","Communications","Lancaster and Wyre","Outside London","15","15","29990","26930"
"In post","2021","Communications","Leeds","Outside London","540","530","29920","25560"
"In post","2021","Communications","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Leicestershire CC and Rutland","Outside London","5","5","[c]","[c]"
"In post","2021","Communications","Lincolnshire","Outside London","15","15","29900","29720"
"In post","2021","Communications","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Liverpool","Outside London","35","35","37910","33340"
"In post","2021","Communications","Manchester","Outside London","125","120","32150","30200"
"In post","2021","Communications","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mid Lancashire","Outside London","15","15","35130","33530"
"In post","2021","Communications","Milton Keynes","Outside London","10","5","[c]","[c]"
"In post","2021","Communications","Monmouthshire and Newport","Outside London","65","60","35610","30640"
"In post","2021","Communications","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North Hampshire","Outside London","20","20","32310","33150"
"In post","2021","Communications","North Lanarkshire","Outside London","5","5","[c]","[c]"
"In post","2021","Communications","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North Yorkshire CC","Outside London","10","10","24520","20750"
"In post","2021","Communications","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Nottingham","Outside London","480","470","29450","25560"
"In post","2021","Communications","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","Communications","Oxfordshire","Outside London","25","25","30830","29170"
"In post","2021","Communications","Perth and Kinross and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Peterborough","Outside London","15","15","36280","31270"
"In post","2021","Communications","Plymouth","Outside London","10","10","27240","26510"
"In post","2021","Communications","Portsmouth","Outside London","50","45","33100","33300"
"In post","2021","Communications","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Sefton","Outside London","55","55","37930","35910"
"In post","2021","Communications","Sheffield","Outside London","45","40","38240","33590"
"In post","2021","Communications","Shropshire CC","Outside London","10","10","27150","26670"
"In post","2021","Communications","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Somerset","Outside London","25","25","37650","33300"
"In post","2021","Communications","South Hampshire","Outside London","40","40","32170","29540"
"In post","2021","Communications","South Lanarkshire","Outside London","20","20","33900","31810"
"In post","2021","Communications","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Southampton","Outside London","20","20","35110","33430"
"In post","2021","Communications","Southend-on-Sea","Outside London","5","5","[c]","[c]"
"In post","2021","Communications","Staffordshire CC","Outside London","20","20","32160","29200"
"In post","2021","Communications","Suffolk","Outside London","15","15","31820","29960"
"In post","2021","Communications","Sunderland","Outside London","5","5","[c]","[c]"
"In post","2021","Communications","Swansea","Outside London","80","75","29440","26700"
"In post","2021","Communications","Swindon","Outside London","5","5","[c]","[c]"
"In post","2021","Communications","Telford and Wrekin","Outside London","10","10","35080","34280"
"In post","2021","Communications","Tower Hamlets","London","155","145","45580","37930"
"In post","2021","Communications","Tyneside","Outside London","1505","1425","27900","25560"
"In post","2021","Communications","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Communications","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wandsworth","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Warrington","Outside London","10","10","[c]","[c]"
"In post","2021","Communications","Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Cumbria","Outside London","40","35","26520","24920"
"In post","2021","Communications","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Sussex (North East)","Outside London","5","5","[c]","[c]"
"In post","2021","Communications","West Sussex (South West)","Outside London","10","10","35980","36970"
"In post","2021","Communications","Westminster","London","1950","1910","46540","42360"
"In post","2021","Communications","Wiltshire","Outside London","55","50","32850","30000"
"In post","2021","Communications","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Worcestershire","Outside London","20","15","38650","36970"
"In post","2021","Communications","York","Outside London","25","25","30600","29440"
"In post","2021","Counter Fraud","Angus and Dundee City","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Belfast","Outside London","395","370","31230","28130"
"In post","2021","Counter Fraud","Berkshire","Outside London","85","80","32030","31810"
"In post","2021","Counter Fraud","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Birmingham","Outside London","590","545","32550","31810"
"In post","2021","Counter Fraud","Blackburn with Darwen","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Blackpool","Outside London","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Bournemouth and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bradford","Outside London","30","30","29720","27040"
"In post","2021","Counter Fraud","Bristol, City of","Outside London","390","365","35350","31810"
"In post","2021","Counter Fraud","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Camden and City of London","London","1090","1045","37410","36160"
"In post","2021","Counter Fraud","Cardiff and Vale of Glamorgan","Outside London","360","330","31020","31810"
"In post","2021","Counter Fraud","Causeway Coast and Glens","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","City of Edinburgh","Outside London","225","215","31110","28130"
"In post","2021","Counter Fraud","Croydon","London","625","600","37810","36160"
"In post","2021","Counter Fraud","Derby","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Durham CC","Outside London","5","5","[c]","[c]"
