"Status","Year","Function_of_post","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Finance","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Flintshire and Wrexham","Outside London","10","10","41050","26330"
"In post","2021","Finance","Glasgow City","Outside London","65","60","35950","31810"
"In post","2021","Finance","Gloucestershire","Outside London","5","5","[c]","[c]"
"In post","2021","Finance","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Greater Manchester South West","Outside London","70","70","37320","31810"
"In post","2021","Finance","Hackney and Newham","London","25","25","44140","39210"
"In post","2021","Finance","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Harrow and Hillingdon","London","5","5","[c]","[c]"
"In post","2021","Finance","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Heart of Essex","Outside London","5","5","[c]","[c]"
"In post","2021","Finance","Herefordshire, County of","Outside London","10","10","[c]","[c]"
"In post","2021","Finance","Hertfordshire","Outside London","95","90","45110","39600"
"In post","2021","Finance","Hounslow and Richmond upon Thames","London","20","15","42270","42890"
"In post","2021","Finance","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","25","25","34730","37530"
"In post","2021","Finance","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Kent Thames Gateway","Outside London","10","10","[c]","[c]"
"In post","2021","Finance","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Lambeth","London","40","40","50350","41990"
"In post","2021","Finance","Lancaster and Wyre","Outside London","20","20","34040","26670"
"In post","2021","Finance","Leeds","Outside London","285","275","40550","36820"
"In post","2021","Finance","Leicester","Outside London","10","10","[c]","[c]"
"In post","2021","Finance","Leicestershire CC and Rutland","Outside London","5","5","[c]","[c]"
"In post","2021","Finance","Lewisham and Southwark","London","5","5","[c]","[c]"
"In post","2021","Finance","Lincolnshire","Outside London","30","30","24180","21580"
"In post","2021","Finance","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Liverpool","Outside London","160","155","32200","27770"
"In post","2021","Finance","Manchester","Outside London","225","215","40600","37600"
"In post","2021","Finance","Medway","Outside London","5","5","[c]","[c]"
"In post","2021","Finance","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Mid Lancashire","Outside London","55","50","34530","31990"
"In post","2021","Finance","Milton Keynes","Outside London","70","70","38760","31730"
"In post","2021","Finance","Monmouthshire and Newport","Outside London","75","70","36270","30750"
"In post","2021","Finance","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North Hampshire","Outside London","15","15","31850","33300"
"In post","2021","Finance","North Lanarkshire","Outside London","515","415","22990","21400"
"In post","2021","Finance","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North Yorkshire CC","Outside London","15","15","34070","26670"
"In post","2021","Finance","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Norwich and East Norfolk","Outside London","10","10","31450","23760"
"In post","2021","Finance","Nottingham","Outside London","175","170","37290","32230"
"In post","2021","Finance","Overseas","Overseas","35","35","35040","33300"
"In post","2021","Finance","Oxfordshire","Outside London","50","45","33660","32090"
"In post","2021","Finance","Perth and Kinross and Stirling","Outside London","10","10","30310","26930"
"In post","2021","Finance","Peterborough","Outside London","50","45","39800","36970"
"In post","2021","Finance","Plymouth","Outside London","25","25","39310","39640"
"In post","2021","Finance","Portsmouth","Outside London","120","115","36840","33300"
"In post","2021","Finance","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Sefton","Outside London","60","55","39010","37810"
"In post","2021","Finance","Sheffield","Outside London","90","85","41490","37100"
"In post","2021","Finance","Shropshire CC","Outside London","5","5","[c]","[c]"
"In post","2021","Finance","Solihull","Outside London","20","15","42380","38060"
"In post","2021","Finance","Somerset","Outside London","25","20","37170","33290"
"In post","2021","Finance","South and West Derbyshire","Outside London","5","5","[c]","[c]"
"In post","2021","Finance","South Hampshire","Outside London","20","20","36640","33020"
"In post","2021","Finance","South Lanarkshire","Outside London","135","130","37050","33930"
"In post","2021","Finance","South Nottinghamshire","Outside London","5","5","[c]","[c]"
"In post","2021","Finance","South Teesside","Outside London","5","5","[c]","[c]"
"In post","2021","Finance","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Southampton","Outside London","30","30","38490","38420"
"In post","2021","Finance","Southend-on-Sea","Outside London","200","180","30150","28130"
"In post","2021","Finance","Staffordshire CC","Outside London","70","70","37800","33300"
"In post","2021","Finance","Suffolk","Outside London","40","35","30440","26670"
"In post","2021","Finance","Sunderland","Outside London","25","25","33620","31810"
"In post","2021","Finance","Swansea","Outside London","195","190","34620","31990"
"In post","2021","Finance","Swindon","Outside London","10","10","44380","39040"
"In post","2021","Finance","Telford and Wrekin","Outside London","70","65","42790","38630"
"In post","2021","Finance","Tower Hamlets","London","335","330","48430","43490"
"In post","2021","Finance","Tyneside","Outside London","320","300","36520","31810"
"In post","2021","Finance","Wakefield","Outside London","10","10","30070","26780"
"In post","2021","Finance","Warrington","Outside London","25","25","37790","36520"
"In post","2021","Finance","Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Cumbria","Outside London","5","5","[c]","[c]"
"In post","2021","Finance","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Northamptonshire","Outside London","5","5","[c]","[c]"
"In post","2021","Finance","West Surrey","Outside London","20","20","35700","28730"
"In post","2021","Finance","West Sussex (North East)","Outside London","10","10","[c]","[c]"
"In post","2021","Finance","West Sussex (South West)","Outside London","235","215","31540","28130"
"In post","2021","Finance","Westminster","London","1910","1870","49310","44660"
"In post","2021","Finance","Wiltshire","Outside London","250","240","37630","33300"
"In post","2021","Finance","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Worcestershire","Outside London","30","30","43980","40500"
"In post","2021","Finance","York","Outside London","125","120","40070","37620"
"In post","2021","Grants Management","Berkshire","Outside London","150","145","28830","25190"
"In post","2021","Grants Management","Bristol, City of","Outside London","30","30","27660","25190"
"In post","2021","Grants Management","Cambridgeshire CC","Outside London","40","40","26220","25190"
"In post","2021","Grants Management","Cheshire East","Outside London","100","90","24740","24920"
"In post","2021","Grants Management","Cornwall and Isles of Scilly","Outside London","10","10","[c]","[c]"
"In post","2021","Grants Management","Devon CC","Outside London","180","165","26610","25190"
"In post","2021","Grants Management","East Cumbria","Outside London","230","205","25290","21050"
"In post","2021","Grants Management","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Gwynedd","Outside London","5","5","[c]","[c]"
"In post","2021","Grants Management","Heart of Essex","Outside London","5","5","[c]","[c]"
"In post","2021","Grants Management","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Leeds","Outside London","50","45","25410","21050"
"In post","2021","Grants Management","Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2021","Grants Management","Mid Kent","Outside London","5","5","[c]","[c]"
"In post","2021","Grants Management","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","North Yorkshire CC","Outside London","10","10","30650","29180"
"In post","2021","Grants Management","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Nottingham","Outside London","65","60","25370","25100"
"In post","2021","Grants Management","Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Shropshire CC","Outside London","5","5","[c]","[c]"
"In post","2021","Grants Management","Somerset","Outside London","15","15","24810","21050"
"In post","2021","Grants Management","South Hampshire","Outside London","10","5","[c]","[c]"
"In post","2021","Grants Management","Tyneside","Outside London","255","235","25330","21050"
"In post","2021","Grants Management","West Cumbria","Outside London","420","370","23300","21050"
"In post","2021","Grants Management","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Worcestershire","Outside London","135","125","25060","24920"
"In post","2021","Grants Management","York","Outside London","130","125","26510","24920"
"In post","2021","Human Resources","Aberdeen City and Aberdeenshire","Outside London","10","5","[c]","[c]"
"In post","2021","Human Resources","Antrim and Newtownabbey","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","Barnet","London","10","10","37850","31340"
"In post","2021","Human Resources","Barnsley, Doncaster and Rotherham","Outside London","10","10","[c]","[c]"
"In post","2021","Human Resources","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","625","580","35350","31450"
"In post","2021","Human Resources","Bedford","Outside London","25","25","33270","31780"
"In post","2021","Human Resources","Belfast","Outside London","10","10","40100","33800"
"In post","2021","Human Resources","Berkshire","Outside London","35","35","41940","39240"
"In post","2021","Human Resources","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Birmingham","Outside London","115","110","41690","39490"
"In post","2021","Human Resources","Blackburn with Darwen","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Blackpool","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","Bournemouth and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Bradford","Outside London","20","20","43210","31810"
"In post","2021","Human Resources","Brent","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Bristol, City of","Outside London","160","150","40450","38470"
"In post","2021","Human Resources","Buckinghamshire CC","Outside London","45","45","34080","28670"
"In post","2021","Human Resources","Caithness and Sutherland and Ross and Cromarty","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cambridgeshire CC","Outside London","30","25","43750","40550"
"In post","2021","Human Resources","Camden and City of London","London","30","30","38630","32520"
"In post","2021","Human Resources","Cardiff and Vale of Glamorgan","Outside London","190","180","37350","31730"
"In post","2021","Human Resources","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Central Hampshire","Outside London","50","50","35260","33300"
"In post","2021","Human Resources","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Chorley and West Lancashire","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","City of Edinburgh","Outside London","215","205","35390","33120"
"In post","2021","Human Resources","Clackmannanshire and Fife","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","Cornwall and Isles of Scilly","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","Coventry","Outside London","45","45","36630","32210"
"In post","2021","Human Resources","Croydon","London","100","100","52200","52570"
"In post","2021","Human Resources","Darlington","Outside London","25","25","30990","29360"
"In post","2021","Human Resources","Derby","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Devon CC","Outside London","100","90","36610","32940"
"In post","2021","Human Resources","Dorset CC","Outside London","30","25","32550","26500"
"In post","2021","Human Resources","Dudley","Outside London","10","10","27240","21440"
"In post","2021","Human Resources","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Durham CC","Outside London","25","25","37400","33840"
"In post","2021","Human Resources","Ealing","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Cumbria","Outside London","10","10","[c]","[c]"
"In post","2021","Human Resources","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","15","15","36880","34610"
"In post","2021","Human Resources","East Kent","Outside London","10","10","[c]","[c]"
"In post","2021","Human Resources","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Riding of Yorkshire","Outside London","10","10","27620","21580"
"In post","2021","Human Resources","East Surrey","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","East Sussex CC","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","Essex Haven Gateway","Outside London","20","15","29900","26670"
"In post","2021","Human Resources","Falkirk","Outside London","45","45","35040","35810"
"In post","2021","Human Resources","Flintshire and Wrexham","Outside London","15","15","35000","32110"
"In post","2021","Human Resources","Glasgow City","Outside London","465","435","24910","21580"
"In post","2021","Human Resources","Gloucestershire","Outside London","10","10","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester South East","Outside London","175","165","26110","21130"
"In post","2021","Human Resources","Greater Manchester South West","Outside London","270","265","36910","33990"
"In post","2021","Human Resources","Hackney and Newham","London","40","40","44370","40780"
"In post","2021","Human Resources","Haringey and Islington","London","5","5","[c]","[c]"
"In post","2021","Human Resources","Harrow and Hillingdon","London","5","5","[c]","[c]"
"In post","2021","Human Resources","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Heart of Essex","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hertfordshire","Outside London","25","20","40440","37320"
"In post","2021","Human Resources","Hounslow and Richmond upon Thames","London","25","20","37180","34770"
"In post","2021","Human Resources","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","15","15","29960","30160"
"In post","2021","Human Resources","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Kent Thames Gateway","Outside London","15","15","37510","31180"
"In post","2021","Human Resources","Kingston upon Hull, City of","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","Lambeth","London","160","155","46050","40170"
"In post","2021","Human Resources","Lancaster and Wyre","Outside London","170","150","25260","26670"
"In post","2021","Human Resources","Leeds","Outside London","210","200","39680","38420"
"In post","2021","Human Resources","Leicester","Outside London","10","10","39130","38180"
"In post","2021","Human Resources","Leicestershire CC and Rutland","Outside London","15","10","31130","30230"
"In post","2021","Human Resources","Lewisham and Southwark","London","5","5","[c]","[c]"
"In post","2021","Human Resources","Lincolnshire","Outside London","30","30","26770","22860"
"In post","2021","Human Resources","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Liverpool","Outside London","155","145","31980","27770"
"In post","2021","Human Resources","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Outside London","10","10","21090","19160"
"In post","2021","Human Resources","Luton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Manchester","Outside London","215","210","36860","32010"
"In post","2021","Human Resources","Medway","Outside London","25","25","37770","33520"
"In post","2021","Human Resources","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mid Kent","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","Mid Lancashire","Outside London","45","40","34190","31810"
"In post","2021","Human Resources","Milton Keynes","Outside London","40","40","40600","37730"
"In post","2021","Human Resources","Monmouthshire and Newport","Outside London","225","210","34860","30450"
"In post","2021","Human Resources","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Hampshire","Outside London","45","45","35350","33300"
"In post","2021","Human Resources","North Lanarkshire","Outside London","165","145","27730","25560"
"In post","2021","Human Resources","North Nottinghamshire","Outside London","10","10","[c]","[c]"
"In post","2021","Human Resources","North Yorkshire CC","Outside London","10","10","32620","33300"
"In post","2021","Human Resources","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Norwich and East Norfolk","Outside London","45","40","30320","25750"
"In post","2021","Human Resources","Nottingham","Outside London","405","385","37360","31900"
"In post","2021","Human Resources","Overseas","Overseas","25","25","36740","33300"
"In post","2021","Human Resources","Oxfordshire","Outside London","10","10","[c]","[c]"
"In post","2021","Human Resources","Perth and Kinross and Stirling","Outside London","10","10","34020","32290"
"In post","2021","Human Resources","Peterborough","Outside London","15","15","34450","30990"
"In post","2021","Human Resources","Plymouth","Outside London","10","10","34880","28680"
"In post","2021","Human Resources","Portsmouth","Outside London","80","75","32740","26670"
"In post","2021","Human Resources","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Sefton","Outside London","135","125","36070","31810"
"In post","2021","Human Resources","Sheffield","Outside London","90","85","38490","36640"
"In post","2021","Human Resources","Shropshire CC","Outside London","10","10","34180","33520"
"In post","2021","Human Resources","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Somerset","Outside London","25","25","37260","33290"
"In post","2021","Human Resources","South and West Derbyshire","Outside London","10","10","[c]","[c]"
"In post","2021","Human Resources","South Ayrshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","South Hampshire","Outside London","65","60","37890","33300"
"In post","2021","Human Resources","South Lanarkshire","Outside London","85","85","37310","33930"
"In post","2021","Human Resources","South Nottinghamshire","Outside London","10","10","39350","33680"
"In post","2021","Human Resources","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Southampton","Outside London","40","35","34740","31380"
"In post","2021","Human Resources","Southend-on-Sea","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","Staffordshire CC","Outside London","35","35","39010","40270"
"In post","2021","Human Resources","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Suffolk","Outside London","35","35","35370","31500"
"In post","2021","Human Resources","Sunderland","Outside London","10","10","34460","31810"
"In post","2021","Human Resources","Swansea","Outside London","210","200","33350","31810"
"In post","2021","Human Resources","Swindon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Telford and Wrekin","Outside London","15","10","43090","38630"
"In post","2021","Human Resources","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tower Hamlets","London","220","210","50940","45960"
"In post","2021","Human Resources","Tyneside","Outside London","540","500","27830","23850"
"In post","2021","Human Resources","Unknown","Unknown","30","30","40040","37300"
"In post","2021","Human Resources","Wakefield","Outside London","35","35","34930","31270"
"In post","2021","Human Resources","Wandsworth","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Warrington","Outside London","60","60","41600","39240"
"In post","2021","Human Resources","Warwickshire","Outside London","75","70","36110","31180"
"In post","2021","Human Resources","West Cumbria","Outside London","20","15","36130","29610"
"In post","2021","Human Resources","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","West Northamptonshire","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","West Surrey","Outside London","10","10","39180","34890"
"In post","2021","Human Resources","West Sussex (North East)","Outside London","10","10","[c]","[c]"
"In post","2021","Human Resources","West Sussex (South West)","Outside London","90","80","27290","25560"
"In post","2021","Human Resources","Westminster","London","2045","1990","46300","41500"
"In post","2021","Human Resources","Wiltshire","Outside London","125","120","34280","33300"
"In post","2021","Human Resources","Wirral","Outside London","35","30","33170","30070"
"In post","2021","Human Resources","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Worcestershire","Outside London","30","30","38340","31410"
"In post","2021","Human Resources","York","Outside London","75","70","40580","37910"
"In post","2021","Internal Audit","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","25","25","43290","42130"
"In post","2021","Internal Audit","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Berkshire","Outside London","15","15","41110","42770"
"In post","2021","Internal Audit","Birmingham","Outside London","20","20","49210","44210"
"In post","2021","Internal Audit","Blackpool","Outside London","15","10","46480","44580"
"In post","2021","Internal Audit","Bournemouth and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Bristol, City of","Outside London","10","10","45250","40550"
"In post","2021","Internal Audit","Buckinghamshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Cambridgeshire CC","Outside London","5","5","[c]","[c]"
"In post","2021","Internal Audit","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Cardiff and Vale of Glamorgan","Outside London","10","10","[c]","[c]"
"In post","2021","Internal Audit","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Central Hampshire","Outside London","15","15","29920","26930"
"In post","2021","Internal Audit","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Chorley and West Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","City of Edinburgh","Outside London","10","5","[c]","[c]"
"In post","2021","Internal Audit","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Coventry","Outside London","10","10","59920","51590"
"In post","2021","Internal Audit","Croydon","London","15","15","53590","51970"
"In post","2021","Internal Audit","Darlington","Outside London","5","5","[c]","[c]"
"In post","2021","Internal Audit","Devon CC","Outside London","10","10","[c]","[c]"
"In post","2021","Internal Audit","Dorset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Durham CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Essex Haven Gateway","Outside London","5","5","[c]","[c]"
"In post","2021","Internal Audit","Glasgow City","Outside London","15","15","39450","36460"
"In post","2021","Internal Audit","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Greater Manchester South West","Outside London","10","10","45910","41350"
"In post","2021","Internal Audit","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Kensington & Chelsea and Hammersmith & Fulham","London","10","10","[c]","[c]"
"In post","2021","Internal Audit","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Leeds","Outside London","25","25","45960","44760"
"In post","2021","Internal Audit","Leicester","Outside London","5","5","[c]","[c]"
"In post","2021","Internal Audit","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Liverpool","Outside London","10","10","[c]","[c]"
"In post","2021","Internal Audit","Manchester","Outside London","20","15","36880","33970"
"In post","2021","Internal Audit","Milton Keynes","Outside London","10","10","[c]","[c]"
"In post","2021","Internal Audit","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Nottingham","Outside London","20","20","41240","41730"
"In post","2021","Internal Audit","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Plymouth","Outside London","5","5","[c]","[c]"
"In post","2021","Internal Audit","Portsmouth","Outside London","15","10","35710","33300"
"In post","2021","Internal Audit","Sefton","Outside London","5","5","[c]","[c]"
"In post","2021","Internal Audit","Sheffield","Outside London","15","15","51700","49750"
"In post","2021","Internal Audit","Shropshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Somerset","Outside London","5","5","[c]","[c]"
"In post","2021","Internal Audit","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","South Lanarkshire","Outside London","40","40","39370","33930"
"In post","2021","Internal Audit","Southampton","Outside London","15","15","38250","35410"
"In post","2021","Internal Audit","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Staffordshire CC","Outside London","5","5","[c]","[c]"
"In post","2021","Internal Audit","Suffolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Swansea","Outside London","15","15","51170","49660"
"In post","2021","Internal Audit","Swindon","Outside London","10","10","48750","45680"
"In post","2021","Internal Audit","Telford and Wrekin","Outside London","10","10","44950","42890"
"In post","2021","Internal Audit","Tower Hamlets","London","10","10","[c]","[c]"
"In post","2021","Internal Audit","Tyneside","Outside London","35","35","44060","41850"
"In post","2021","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Wandsworth","London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Westminster","London","175","170","55370","53520"
"In post","2021","Internal Audit","Wiltshire","Outside London","20","20","40030","39440"
"In post","2021","Internal Audit","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Worcestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","York","Outside London","15","10","42720","39200"
"In post","2021","Legal","Aberdeen City and Aberdeenshire","Outside London","105","95","31560","22820"
"In post","2021","Legal","Angus and Dundee City","Outside London","100","90","33520","29350"
"In post","2021","Legal","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Barnet","London","5","5","[c]","[c]"
"In post","2021","Legal","Barnsley, Doncaster and Rotherham","Outside London","10","5","[c]","[c]"
