"Status","Year","Age","Region_ITL1","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Yorkshire and The Humber","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","AA/AO","Female","775","740","21570","21010"
"In post","2021","20-29","East Midlands (England)","AA/AO","Male","750","740","22700","22350"
"In post","2021","20-29","East Midlands (England)","EO","Female","455","450","26180","26390"
"In post","2021","20-29","East Midlands (England)","EO","Male","390","390","26230","25560"
"In post","2021","20-29","East Midlands (England)","G6/G7","Female","20","20","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","G6/G7","Male","25","25","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","SEO/HEO","Female","220","220","31760","31810"
"In post","2021","20-29","East Midlands (England)","SEO/HEO","Male","200","200","32870","31810"
"In post","2021","20-29","East Midlands (England)","Unknown","Female","155","150","25220","22920"
"In post","2021","20-29","East Midlands (England)","Unknown","Male","25","25","[c]","[c]"
"In post","2021","20-29","East of England","AA/AO","Female","695","665","23250","21500"
"In post","2021","20-29","East of England","AA/AO","Male","725","715","25280","24870"
"In post","2021","20-29","East of England","EO","Female","500","495","27490","27570"
"In post","2021","20-29","East of England","EO","Male","345","345","27300","27570"
"In post","2021","20-29","East of England","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","20-29","East of England","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","20-29","East of England","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East of England","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East of England","SEO/HEO","Female","195","195","33360","32960"
"In post","2021","20-29","East of England","SEO/HEO","Male","165","165","34060","33000"
"In post","2021","20-29","East of England","Unknown","Female","200","195","24260","22920"
"In post","2021","20-29","East of England","Unknown","Male","30","25","[c]","[c]"
"In post","2021","20-29","London","AA/AO","Female","1515","1485","25320","24470"
"In post","2021","20-29","London","AA/AO","Male","1140","1135","26060","25110"
"In post","2021","20-29","London","EO","Female","3255","3220","29180","28810"
"In post","2021","20-29","London","EO","Male","2210","2195","29180","28810"
"In post","2021","20-29","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","London","G6/G7","Female","1765","1760","55130","53760"
"In post","2021","20-29","London","G6/G7","Male","1635","1635","55460","54650"
"In post","2021","20-29","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","London","SCS level","Female","15","15","[c]","[c]"
"In post","2021","20-29","London","SCS level","Male","20","20","[c]","[c]"
"In post","2021","20-29","London","SEO/HEO","Female","6180","6150","35560","34710"
"In post","2021","20-29","London","SEO/HEO","Male","4905","4890","35810","35050"
"In post","2021","20-29","London","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","London","Unknown","Female","295","290","28840","26810"
"In post","2021","20-29","London","Unknown","Male","65","65","28810","26810"
"In post","2021","20-29","North East (England)","AA/AO","Female","1030","975","21100","21010"
"In post","2021","20-29","North East (England)","AA/AO","Male","970","955","21360","21010"
"In post","2021","20-29","North East (England)","EO","Female","640","630","26300","25560"
"In post","2021","20-29","North East (England)","EO","Male","520","515","26060","25560"
"In post","2021","20-29","North East (England)","G6/G7","Female","30","30","50720","50520"
"In post","2021","20-29","North East (England)","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","20-29","North East (England)","SEO/HEO","Female","335","330","32090","31810"
"In post","2021","20-29","North East (England)","SEO/HEO","Male","275","275","32930","31810"
"In post","2021","20-29","North East (England)","Unknown","Female","95","95","24430","22920"
"In post","2021","20-29","North East (England)","Unknown","Male","10","10","[c]","[c]"
"In post","2021","20-29","North West (England)","AA/AO","Female","1940","1865","21260","21010"
"In post","2021","20-29","North West (England)","AA/AO","Male","1790","1755","21460","21010"
"In post","2021","20-29","North West (England)","EO","Female","1590","1560","26360","25560"
"In post","2021","20-29","North West (England)","EO","Male","1225","1215","26300","25560"
"In post","2021","20-29","North West (England)","G6/G7","Female","70","70","50790","50210"
"In post","2021","20-29","North West (England)","G6/G7","Male","80","80","51600","52580"
"In post","2021","20-29","North West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North West (England)","SEO/HEO","Female","695","690","32380","31810"
"In post","2021","20-29","North West (England)","SEO/HEO","Male","670","665","32790","31810"
"In post","2021","20-29","North West (England)","Unknown","Female","230","220","25150","23840"
"In post","2021","20-29","North West (England)","Unknown","Male","60","60","26650","25530"
"In post","2021","20-29","Northern Ireland","AA/AO","Female","120","110","20350","20140"
"In post","2021","20-29","Northern Ireland","AA/AO","Male","140","135","20370","20140"
"In post","2021","20-29","Northern Ireland","EO","Female","55","50","25860","25560"
"In post","2021","20-29","Northern Ireland","EO","Male","55","55","25190","25560"
"In post","2021","20-29","Northern Ireland","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland","SEO/HEO","Female","30","30","[c]","[c]"
"In post","2021","20-29","Northern Ireland","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2021","20-29","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Overseas","EO","Female","10","10","[c]","[c]"
"In post","2021","20-29","Overseas","EO","Male","10","10","[c]","[c]"
"In post","2021","20-29","Overseas","G6/G7","Female","25","25","[c]","[c]"
"In post","2021","20-29","Overseas","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","20-29","Overseas","SEO/HEO","Female","115","115","35350","34100"
"In post","2021","20-29","Overseas","SEO/HEO","Male","110","110","36460","34220"
"In post","2021","20-29","Overseas","Unknown","Female","10","10","[c]","[c]"
"In post","2021","20-29","Overseas","Unknown","Male","10","10","[c]","[c]"
"In post","2021","20-29","Scotland","AA/AO","Female","1700","1625","21470","21010"
"In post","2021","20-29","Scotland","AA/AO","Male","1510","1480","21890","21010"
"In post","2021","20-29","Scotland","EO","Female","1105","1090","27080","27150"
"In post","2021","20-29","Scotland","EO","Male","770","770","26910","27120"
"In post","2021","20-29","Scotland","G6/G7","Female","75","75","50820","49920"
"In post","2021","20-29","Scotland","G6/G7","Male","40","40","51370","52580"
"In post","2021","20-29","Scotland","SEO/HEO","Female","750","745","33850","32140"
"In post","2021","20-29","Scotland","SEO/HEO","Male","555","550","34440","33300"
"In post","2021","20-29","Scotland","Unknown","Female","5","5","[c]","[c]"
"In post","2021","20-29","Scotland","Unknown","Male","10","10","[c]","[c]"
"In post","2021","20-29","South East (England)","AA/AO","Female","1280","1245","24220","22360"
"In post","2021","20-29","South East (England)","AA/AO","Male","1385","1370","25650","25630"
"In post","2021","20-29","South East (England)","EO","Female","915","905","27150","27570"
"In post","2021","20-29","South East (England)","EO","Male","720","715","26990","26670"
"In post","2021","20-29","South East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","South East (England)","G6/G7","Female","30","30","50540","50520"
"In post","2021","20-29","South East (England)","G6/G7","Male","30","30","[c]","[c]"
"In post","2021","20-29","South East (England)","SEO/HEO","Female","520","520","32860","32150"
"In post","2021","20-29","South East (England)","SEO/HEO","Male","530","530","32440","31800"
"In post","2021","20-29","South East (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","South East (England)","Unknown","Female","240","235","25120","24020"
"In post","2021","20-29","South East (England)","Unknown","Male","65","65","23660","22920"
"In post","2021","20-29","South West (England)","AA/AO","Female","995","955","21560","21010"
"In post","2021","20-29","South West (England)","AA/AO","Male","810","800","22150","21010"
"In post","2021","20-29","South West (England)","EO","Female","1060","1035","24940","25560"
"In post","2021","20-29","South West (England)","EO","Male","1180","1170","24860","25750"
"In post","2021","20-29","South West (England)","G6/G7","Female","60","60","51150","51360"
"In post","2021","20-29","South West (England)","G6/G7","Male","50","50","50370","52260"
"In post","2021","20-29","South West (England)","SEO/HEO","Female","1045","1030","32030","31600"
"In post","2021","20-29","South West (England)","SEO/HEO","Male","1340","1335","32350","31810"
"In post","2021","20-29","South West (England)","Unknown","Female","250","245","26950","26440"
"In post","2021","20-29","South West (England)","Unknown","Male","255","255","28410","27540"
"In post","2021","20-29","Unknown","AA/AO","Female","25","25","[c]","[c]"
"In post","2021","20-29","Unknown","AA/AO","Male","25","25","[c]","[c]"
"In post","2021","20-29","Unknown","EO","Female","50","50","27410","27570"
"In post","2021","20-29","Unknown","EO","Male","45","45","27300","27570"
"In post","2021","20-29","Unknown","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","SEO/HEO","Female","200","200","31310","32000"
"In post","2021","20-29","Unknown","SEO/HEO","Male","150","150","30990","30550"
"In post","2021","20-29","Unknown","Unknown","Female","60","60","28000","28980"
"In post","2021","20-29","Unknown","Unknown","Male","315","315","29140","28980"
"In post","2021","20-29","Wales","AA/AO","Female","1365","1295","21080","21010"
"In post","2021","20-29","Wales","AA/AO","Male","1160","1140","21450","21010"
"In post","2021","20-29","Wales","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales","EO","Female","800","780","26140","26290"
"In post","2021","20-29","Wales","EO","Male","700","700","26450","26130"
"In post","2021","20-29","Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales","G6/G7","Female","60","60","51430","49120"
"In post","2021","20-29","Wales","G6/G7","Male","35","35","52070","51060"
"In post","2021","20-29","Wales","SEO/HEO","Female","505","505","32680","31810"
"In post","2021","20-29","Wales","SEO/HEO","Male","455","450","33730","31810"
"In post","2021","20-29","Wales","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Wales","Unknown","Female","135","135","24750","22920"
"In post","2021","20-29","Wales","Unknown","Male","20","20","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","AA/AO","Female","1095","1055","21280","20880"
"In post","2021","20-29","West Midlands (England)","AA/AO","Male","925","915","22000","21010"
"In post","2021","20-29","West Midlands (England)","EO","Female","735","725","26260","27130"
"In post","2021","20-29","West Midlands (England)","EO","Male","580","580","26200","26000"
"In post","2021","20-29","West Midlands (England)","G6/G7","Female","30","30","51800","51720"
"In post","2021","20-29","West Midlands (England)","G6/G7","Male","40","40","51790","52580"
"In post","2021","20-29","West Midlands (England)","SEO/HEO","Female","355","355","32440","31810"
"In post","2021","20-29","West Midlands (England)","SEO/HEO","Male","305","305","33090","31810"
"In post","2021","20-29","West Midlands (England)","Unknown","Female","175","170","24300","22920"
"In post","2021","20-29","West Midlands (England)","Unknown","Male","45","40","24890","22920"
"In post","2021","20-29","Yorkshire and The Humber","AA/AO","Female","1270","1225","21760","21010"
"In post","2021","20-29","Yorkshire and The Humber","AA/AO","Male","1325","1315","22320","21430"
"In post","2021","20-29","Yorkshire and The Humber","EO","Female","865","850","26070","25560"
"In post","2021","20-29","Yorkshire and The Humber","EO","Male","810","805","26170","25560"
"In post","2021","20-29","Yorkshire and The Humber","G6/G7","Female","85","85","51280","49860"
"In post","2021","20-29","Yorkshire and The Humber","G6/G7","Male","80","80","52650","52150"
"In post","2021","20-29","Yorkshire and The Humber","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Yorkshire and The Humber","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Yorkshire and The Humber","SEO/HEO","Female","675","670","32110","31810"
"In post","2021","20-29","Yorkshire and The Humber","SEO/HEO","Male","465","460","32560","31810"
"In post","2021","20-29","Yorkshire and The Humber","Unknown","Female","180","175","24590","22920"
"In post","2021","20-29","Yorkshire and The Humber","Unknown","Male","40","40","23370","22920"
"In post","2021","30-39","East Midlands (England)","AA/AO","Female","820","695","21730","21010"
"In post","2021","30-39","East Midlands (England)","AA/AO","Male","735","725","23400","22850"
"In post","2021","30-39","East Midlands (England)","EO","Female","650","585","26510","27410"
"In post","2021","30-39","East Midlands (England)","EO","Male","550","545","27060","27380"
"In post","2021","30-39","East Midlands (England)","G6/G7","Female","115","110","53620","52580"
"In post","2021","30-39","East Midlands (England)","G6/G7","Male","105","105","53980","52580"
"In post","2021","30-39","East Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","SCS level","Male","5","5","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","SEO/HEO","Female","590","555","34620","31990"
"In post","2021","30-39","East Midlands (England)","SEO/HEO","Male","440","435","34740","31990"
"In post","2021","30-39","East Midlands (England)","Unknown","Female","185","165","29110","30210"
"In post","2021","30-39","East Midlands (England)","Unknown","Male","40","35","31530","31420"
"In post","2021","30-39","East of England","AA/AO","Female","705","600","23000","21430"
"In post","2021","30-39","East of England","AA/AO","Male","715","710","26060","25810"
"In post","2021","30-39","East of England","EO","Female","660","590","27560","27570"
"In post","2021","30-39","East of England","EO","Male","485","485","28310","27570"
"In post","2021","30-39","East of England","G6/G7","Female","120","115","55600","53830"
"In post","2021","30-39","East of England","G6/G7","Male","100","100","55070","52840"
"In post","2021","30-39","East of England","SCS level","Female","5","5","[c]","[c]"
"In post","2021","30-39","East of England","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East of England","SEO/HEO","Female","560","525","35530","33300"
"In post","2021","30-39","East of England","SEO/HEO","Male","455","455","35400","33300"
"In post","2021","30-39","East of England","Unknown","Female","205","185","29390","30210"
"In post","2021","30-39","East of England","Unknown","Male","45","45","28700","30210"
"In post","2021","30-39","London","AA/AO","Female","975","865","25490","25060"
"In post","2021","30-39","London","AA/AO","Male","980","965","27880","25630"
"In post","2021","30-39","London","EO","Female","2225","2070","29800","29570"
"In post","2021","30-39","London","EO","Male","1635","1625","30150","29570"
"In post","2021","30-39","London","G6/G7","Female","5005","4785","58790","57430"
"In post","2021","30-39","London","G6/G7","Male","4440","4405","59410","57680"
"In post","2021","30-39","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","London","SCS level","Female","475","450","78770","74840"
"In post","2021","30-39","London","SCS level","Male","460","455","79680","74840"
"In post","2021","30-39","London","SEO/HEO","Female","4150","4005","38530","38540"
"In post","2021","30-39","London","SEO/HEO","Male","3575","3555","38780","38600"
"In post","2021","30-39","London","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","London","Unknown","Female","300","290","32620","34100"
"In post","2021","30-39","London","Unknown","Male","90","90","32530","32790"
"In post","2021","30-39","North East (England)","AA/AO","Female","1415","1160","21080","21010"
"In post","2021","30-39","North East (England)","AA/AO","Male","1030","1005","21860","21010"
"In post","2021","30-39","North East (England)","EO","Female","945","855","26400","26450"
"In post","2021","30-39","North East (England)","EO","Male","760","750","26390","25560"
"In post","2021","30-39","North East (England)","G6/G7","Female","180","175","52630","52580"
"In post","2021","30-39","North East (England)","G6/G7","Male","235","230","53640","52580"
"In post","2021","30-39","North East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","North East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","North East (England)","SEO/HEO","Female","770","725","33730","31990"
"In post","2021","30-39","North East (England)","SEO/HEO","Male","710","705","34350","31990"
"In post","2021","30-39","North East (England)","Unknown","Female","130","125","28070","28200"
"In post","2021","30-39","North East (England)","Unknown","Male","35","35","26290","23840"
"In post","2021","30-39","North West (England)","AA/AO","Female","1990","1680","21240","21010"
"In post","2021","30-39","North West (England)","AA/AO","Male","1750","1720","21960","21010"
"In post","2021","30-39","North West (England)","EO","Female","2110","1925","26530","26670"
"In post","2021","30-39","North West (England)","EO","Male","1800","1785","26610","26000"
"In post","2021","30-39","North West (England)","G6/G7","Female","445","420","53610","52580"
"In post","2021","30-39","North West (England)","G6/G7","Male","445","445","53910","52580"
"In post","2021","30-39","North West (England)","SCS level","Female","15","15","[c]","[c]"
"In post","2021","30-39","North West (England)","SCS level","Male","10","10","[c]","[c]"
"In post","2021","30-39","North West (England)","SEO/HEO","Female","1515","1445","34100","31990"
"In post","2021","30-39","North West (England)","SEO/HEO","Male","1475","1470","34400","31990"
"In post","2021","30-39","North West (England)","Unknown","Female","375","345","29040","30210"
"In post","2021","30-39","North West (England)","Unknown","Male","125","125","31600","31420"
"In post","2021","30-39","Northern Ireland","AA/AO","Female","130","105","20700","20140"
"In post","2021","30-39","Northern Ireland","AA/AO","Male","175","170","20540","20140"
"In post","2021","30-39","Northern Ireland","EO","Female","125","115","26080","25560"
"In post","2021","30-39","Northern Ireland","EO","Male","120","120","25720","25560"
"In post","2021","30-39","Northern Ireland","G6/G7","Female","25","25","[c]","[c]"
"In post","2021","30-39","Northern Ireland","G6/G7","Male","30","30","54430","52580"
"In post","2021","30-39","Northern Ireland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland","SEO/HEO","Female","105","100","33630","31810"
"In post","2021","30-39","Northern Ireland","SEO/HEO","Male","110","110","33190","31810"
"In post","2021","30-39","Northern Ireland","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Overseas","EO","Female","20","20","[c]","[c]"
"In post","2021","30-39","Overseas","EO","Male","30","30","27410","26670"
"In post","2021","30-39","Overseas","G6/G7","Female","205","200","56710","55460"
"In post","2021","30-39","Overseas","G6/G7","Male","265","265","56550","55060"
"In post","2021","30-39","Overseas","SCS level","Female","15","15","[c]","[c]"
"In post","2021","30-39","Overseas","SCS level","Male","10","10","[c]","[c]"
"In post","2021","30-39","Overseas","SEO/HEO","Female","175","170","37600","35000"
"In post","2021","30-39","Overseas","SEO/HEO","Male","255","255","38370","34770"
"In post","2021","30-39","Overseas","Unknown","Female","35","35","[c]","[c]"
"In post","2021","30-39","Overseas","Unknown","Male","45","45","[c]","[c]"
"In post","2021","30-39","Scotland","AA/AO","Female","1710","1475","21680","21010"
"In post","2021","30-39","Scotland","AA/AO","Male","1420","1400","22990","21010"
"In post","2021","30-39","Scotland","EO","Female","1565","1455","27870","27570"
"In post","2021","30-39","Scotland","EO","Male","1385","1380","28180","27570"
"In post","2021","30-39","Scotland","G6/G7","Female","595","570","56790","55980"
"In post","2021","30-39","Scotland","G6/G7","Male","465","460","57680","56120"
"In post","2021","30-39","Scotland","SCS level","Female","15","15","[c]","[c]"
"In post","2021","30-39","Scotland","SCS level","Male","10","10","[c]","[c]"
"In post","2021","30-39","Scotland","SEO/HEO","Female","1705","1620","36980","35110"
"In post","2021","30-39","Scotland","SEO/HEO","Male","1440","1435","36890","35110"
"In post","2021","30-39","Scotland","Unknown","Female","10","10","[c]","[c]"
"In post","2021","30-39","Scotland","Unknown","Male","10","10","[c]","[c]"
"In post","2021","30-39","South East (England)","AA/AO","Female","1085","940","23610","21500"
"In post","2021","30-39","South East (England)","AA/AO","Male","1335","1320","27620","27750"
"In post","2021","30-39","South East (England)","EO","Female","1275","1145","27530","27570"
"In post","2021","30-39","South East (England)","EO","Male","995","990","28530","27410"
"In post","2021","30-39","South East (England)","G6/G7","Female","270","255","53670","51730"
"In post","2021","30-39","South East (England)","G6/G7","Male","315","310","52570","51710"
"In post","2021","30-39","South East (England)","SCS level","Female","10","10","[c]","[c]"
"In post","2021","30-39","South East (England)","SCS level","Male","5","5","[c]","[c]"
"In post","2021","30-39","South East (England)","SEO/HEO","Female","1035","975","35540","34120"
"In post","2021","30-39","South East (England)","SEO/HEO","Male","850","845","36230","36030"
"In post","2021","30-39","South East (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","South East (England)","Unknown","Female","275","245","30140","31420"
"In post","2021","30-39","South East (England)","Unknown","Male","90","90","32350","32080"
"In post","2021","30-39","South West (England)","AA/AO","Female","945","800","21610","21010"
"In post","2021","30-39","South West (England)","AA/AO","Male","725","720","23730","21590"
"In post","2021","30-39","South West (England)","EO","Female","1030","900","26330","26700"
"In post","2021","30-39","South West (England)","EO","Male","815","805","26730","26750"
"In post","2021","30-39","South West (England)","G6/G7","Female","565","530","52380","50410"
"In post","2021","30-39","South West (England)","G6/G7","Male","670","665","52660","51280"
"In post","2021","30-39","South West (England)","SCS level","Female","10","10","[c]","[c]"
"In post","2021","30-39","South West (England)","SCS level","Male","10","10","[c]","[c]"
"In post","2021","30-39","South West (England)","SEO/HEO","Female","1990","1840","35390","34840"
"In post","2021","30-39","South West (England)","SEO/HEO","Male","2150","2140","36200","36350"
"In post","2021","30-39","South West (England)","Unknown","Female","305","270","32250","31420"
"In post","2021","30-39","South West (England)","Unknown","Male","290","290","39220","39860"
"In post","2021","30-39","Unknown","AA/AO","Female","20","20","[c]","[c]"
"In post","2021","30-39","Unknown","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","EO","Female","65","60","27680","27570"
"In post","2021","30-39","Unknown","EO","Male","60","60","27660","27570"
"In post","2021","30-39","Unknown","G6/G7","Female","25","25","[c]","[c]"
"In post","2021","30-39","Unknown","G6/G7","Male","30","30","58750","57220"
"In post","2021","30-39","Unknown","SCS level","Female","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","SCS level","Male","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","SEO/HEO","Female","65","60","33670","32000"
"In post","2021","30-39","Unknown","SEO/HEO","Male","70","70","34460","33250"
"In post","2021","30-39","Unknown","Unknown","Female","45","45","37790","35380"
"In post","2021","30-39","Unknown","Unknown","Male","375","375","37180","33570"
"In post","2021","30-39","Wales","AA/AO","Female","1705","1405","21050","21430"
"In post","2021","30-39","Wales","AA/AO","Male","1210","1185","21710","21590"
"In post","2021","30-39","Wales","EO","Female","1290","1175","26630","27130"
"In post","2021","30-39","Wales","EO","Male","1020","1015","26920","26820"
"In post","2021","30-39","Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales","G6/G7","Female","330","310","55300","53740"
"In post","2021","30-39","Wales","G6/G7","Male","325","320","55640","52670"
"In post","2021","30-39","Wales","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales","SCS level","Female","5","5","[c]","[c]"
"In post","2021","30-39","Wales","SCS level","Male","15","15","[c]","[c]"
"In post","2021","30-39","Wales","SEO/HEO","Female","1280","1200","35840","36030"
"In post","2021","30-39","Wales","SEO/HEO","Male","1170","1165","35860","36030"
