"Status","Year","Function_of_post","Organisation","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Digital, Data & Technology","UK Hydrographic Office","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","UK Intellectual Property Office","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","UK Intellectual Property Office","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","UK Intellectual Property Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","UK Intellectual Property Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","UK Intellectual Property Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","UK Intellectual Property Office","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","United Kingdom Statistics Authority","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","United Kingdom Statistics Authority","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","United Kingdom Statistics Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","United Kingdom Statistics Authority","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","United Kingdom Statistics Authority","G6/G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","United Kingdom Statistics Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","United Kingdom Statistics Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","United Kingdom Statistics Authority","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","United Kingdom Statistics Authority","SEO/HEO","Male","40","[c]","34420","36030"
"New entrant CS","2021","Digital, Data & Technology","Water Services Regulation Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Water Services Regulation Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Advisory, Conciliation and Arbitration Service","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Advisory, Conciliation and Arbitration Service","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Cabinet Office (excl. agencies)","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Cabinet Office (excl. agencies)","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Cabinet Office (excl. agencies)","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Cabinet Office (excl. agencies)","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Cabinet Office (excl. agencies)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Cabinet Office (excl. agencies)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Charity Commission","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Charity Commission","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Companies House","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Companies House","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Companies House","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Companies House","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Crown Commercial Service","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Crown Commercial Service","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Crown Commercial Service","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Crown Commercial Service","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Crown Office and Procurator Fiscal Service","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Crown Office and Procurator Fiscal Service","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Crown Office and Procurator Fiscal Service","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Crown Office and Procurator Fiscal Service","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Crown Prosecution Service","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Crown Prosecution Service","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Crown Prosecution Service","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Crown Prosecution Service","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Crown Prosecution Service","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Crown Prosecution Service","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Defence Equipment and Support","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Defence Equipment and Support","EO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Defence Equipment and Support","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Defence Equipment and Support","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Defence Equipment and Support","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Defence Equipment and Support","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Defence Equipment and Support","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Defence Equipment and Support","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Defence Science and Technology Laboratory","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Defence Science and Technology Laboratory","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Defence Science and Technology Laboratory","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Defence Science and Technology Laboratory","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Digital, Culture, Media and Sport","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Digital, Culture, Media and Sport","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Digital, Culture, Media and Sport","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Digital, Culture, Media and Sport","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Education (excl. agencies)","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Education (excl. agencies)","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Education (excl. agencies)","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Education (excl. agencies)","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Education (excl. agencies)","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Education (excl. agencies)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for International Trade","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for International Trade","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for International Trade","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for International Trade","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Transport (excl. agencies)","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Transport (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Transport (excl. agencies)","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Transport (excl. agencies)","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Transport (excl. agencies)","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Transport (excl. agencies)","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Transport (excl. agencies)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Transport (excl. agencies)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department of Health and Social Care (excl. agencies)","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department of Health and Social Care (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department of Health and Social Care (excl. agencies)","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department of Health and Social Care (excl. agencies)","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department of Health and Social Care (excl. agencies)","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department of Health and Social Care (excl. agencies)","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department of Health and Social Care (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department of Health and Social Care (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department of Health and Social Care (excl. agencies)","SEO/HEO","Female","60","[c]","34870","32790"
"New entrant CS","2021","Finance","Department of Health and Social Care (excl. agencies)","SEO/HEO","Male","40","[c]","34050","32790"
"New entrant CS","2021","Finance","Driver and Vehicle Licensing Agency","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Driver and Vehicle Licensing Agency","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Driver and Vehicle Licensing Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Driver and Vehicle Licensing Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Driver and Vehicle Standards Agency","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Driver and Vehicle Standards Agency","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Driver and Vehicle Standards Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Driver and Vehicle Standards Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Education and Skills Funding Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Education and Skills Funding Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Education and Skills Funding Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Education and Skills Funding Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Food Standards Agency","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Food Standards Agency","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Forestry and Land Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Forestry and Land Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Forestry and Land Scotland","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Forestry and Land Scotland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Government Legal Department","AA/AO","Female","[c]","[c]","[c]","[c]"
