"Status","Year","Organisation","Region_ITL2","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","UK Hydrographic Office","Dorset and Somerset","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Dorset and Somerset","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Dorset and Somerset","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Dorset and Somerset","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Dorset and Somerset","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Dorset and Somerset","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Dorset and Somerset","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Dorset and Somerset","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Dorset and Somerset","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Dorset and Somerset","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","East Wales","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","East Wales","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","East Wales","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","East Wales","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","East Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","East Wales","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","East Wales","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","East Wales","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","East Wales","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","East Wales","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","East Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","East Wales","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","East Wales","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","East Wales","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","East Wales","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","East Wales","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Inner London - West","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Inner London - West","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Inner London - West","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Inner London - West","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Inner London - West","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Inner London - West","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Inner London - West","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Inner London - West","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Inner London - West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Inner London - West","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Inner London - West","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Inner London - West","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Inner London - West","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Inner London - West","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Inner London - West","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Inner London - West","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Inner London - West","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Inner London - West","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Inner London - West","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Inner London - West","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","East Wales","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","East Wales","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","East Wales","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","East Wales","AA/AO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","East Wales","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","East Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","East Wales","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","East Wales","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","East Wales","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","East Wales","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","East Wales","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","East Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","East Wales","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","East Wales","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","East Wales","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","East Wales","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Eastern Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Eastern Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Eastern Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Hampshire and Isle of Wight","AA/AO","Heterosexual / straight","55","[c]","19730","19520"
"Leaver CS","2021","United Kingdom Statistics Authority","Hampshire and Isle of Wight","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Hampshire and Isle of Wight","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Hampshire and Isle of Wight","AA/AO","Unknown","40","[c]","19100","19130"
"Leaver CS","2021","United Kingdom Statistics Authority","Hampshire and Isle of Wight","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Hampshire and Isle of Wight","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Hampshire and Isle of Wight","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Hampshire and Isle of Wight","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Hampshire and Isle of Wight","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Hampshire and Isle of Wight","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Hampshire and Isle of Wight","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Hampshire and Isle of Wight","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Hampshire and Isle of Wight","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Hampshire and Isle of Wight","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Hampshire and Isle of Wight","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Hampshire and Isle of Wight","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Inner London - West","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Inner London - West","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Inner London - West","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Inner London - West","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Inner London - West","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Inner London - West","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Inner London - West","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Inner London - West","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Inner London - West","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Inner London - West","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Inner London - West","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Inner London - West","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Southern Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Southern Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Southern Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Southern Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Southern Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Southern Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Cheshire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Cheshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Cheshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Cheshire","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Cheshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Cheshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Cheshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Cheshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Cornwall and Isles of Scilly","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Cornwall and Isles of Scilly","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Derbyshire and Nottinghamshire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Derbyshire and Nottinghamshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Derbyshire and Nottinghamshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Derbyshire and Nottinghamshire","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Derbyshire and Nottinghamshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Derbyshire and Nottinghamshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Derbyshire and Nottinghamshire","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Derbyshire and Nottinghamshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Derbyshire and Nottinghamshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Devon","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Devon","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Devon","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Devon","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Devon","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Devon","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Devon","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","East Anglia","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","East Anglia","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","East Anglia","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","East Anglia","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","East Anglia","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","East Anglia","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","East Wales","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","East Wales","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","East Wales","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","East Wales","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","East Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","East Yorkshire and Northern Lincolnshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","East Yorkshire and Northern Lincolnshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Essex","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Essex","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Essex","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Essex","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Gloucestershire, Wiltshire and Bath/Bristol area","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Greater Manchester","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Greater Manchester","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Greater Manchester","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Greater Manchester","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Greater Manchester","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Greater Manchester","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Greater Manchester","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Hampshire and Isle of Wight","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Hampshire and Isle of Wight","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Hampshire and Isle of Wight","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Inner London - East","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Inner London - East","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Inner London - East","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Inner London - East","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Inner London - East","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Inner London - East","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Inner London - East","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Inner London - East","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Inner London - East","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Inner London - East","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Inner London - East","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Inner London - East","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Inner London - East","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Inner London - East","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Lancashire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Lancashire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Leicestershire, Rutland and Northamptonshire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Leicestershire, Rutland and Northamptonshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Leicestershire, Rutland and Northamptonshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Leicestershire, Rutland and Northamptonshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Leicestershire, Rutland and Northamptonshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Leicestershire, Rutland and Northamptonshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Leicestershire, Rutland and Northamptonshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Lincolnshire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Lincolnshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Lincolnshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Lincolnshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Lincolnshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Lincolnshire","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Lincolnshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Lincolnshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Lincolnshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Lincolnshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Lincolnshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Merseyside","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Merseyside","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Merseyside","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Merseyside","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Merseyside","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Merseyside","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","North Eastern Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","North Eastern Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
