"Status","Year","Parent_department","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA","Female","50","45","19270","18900"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA","Male","45","40","19420","18900"
"In post","2021","Department for Business, Energy and Industrial Strategy","AO","Female","895","795","21820","21140"
"In post","2021","Department for Business, Energy and Industrial Strategy","AO","Male","510","495","21710","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","EO","Female","1110","1035","26120","26180"
"In post","2021","Department for Business, Energy and Industrial Strategy","EO","Male","835","820","26930","26410"
"In post","2021","Department for Business, Energy and Industrial Strategy","G6","Female","395","375","66620","64990"
"In post","2021","Department for Business, Energy and Industrial Strategy","G6","Male","545","530","67120","64990"
"In post","2021","Department for Business, Energy and Industrial Strategy","G7","Female","1160","1110","54330","53600"
"In post","2021","Department for Business, Energy and Industrial Strategy","G7","Male","1515","1490","54790","53600"
"In post","2021","Department for Business, Energy and Industrial Strategy","HEO","Female","1520","1445","33710","33570"
"In post","2021","Department for Business, Energy and Industrial Strategy","HEO","Male","1500","1475","34560","33860"
"In post","2021","Department for Business, Energy and Industrial Strategy","SCS level","Female","170","160","81900","74920"
"In post","2021","Department for Business, Energy and Industrial Strategy","SCS level","Male","225","220","84810","75850"
"In post","2021","Department for Business, Energy and Industrial Strategy","SEO","Female","1185","1125","41690","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy","SEO","Male","1505","1470","42180","40720"
"In post","2021","Department for Digital, Culture, Media and Sport","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","AA","Male","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","Female","125","120","27470","26180"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","Male","55","55","27240","26180"
"In post","2021","Department for Digital, Culture, Media and Sport","G6","Female","100","100","66160","64890"
"In post","2021","Department for Digital, Culture, Media and Sport","G6","Male","100","100","66910","65480"
"In post","2021","Department for Digital, Culture, Media and Sport","G7","Female","315","300","55760","52250"
"In post","2021","Department for Digital, Culture, Media and Sport","G7","Male","290","290","56310","52300"
"In post","2021","Department for Digital, Culture, Media and Sport","HEO","Female","350","345","36730","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","HEO","Male","310","305","37360","34240"
"In post","2021","Department for Digital, Culture, Media and Sport","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS level","Female","65","60","85910","75500"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS level","Male","55","55","87040","78180"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","AO","Female","80","75","21930","21000"
"In post","2021","Department for Education","AO","Male","30","30","21760","21000"
"In post","2021","Department for Education","EO","Female","585","555","26720","26000"
"In post","2021","Department for Education","EO","Male","370","370","26610","26000"
"In post","2021","Department for Education","G6","Female","475","450","64780","64180"
"In post","2021","Department for Education","G6","Male","445","440","65180","64870"
"In post","2021","Department for Education","G7","Female","1145","1085","52480","51000"
"In post","2021","Department for Education","G7","Male","820","810","52550","50630"
"In post","2021","Department for Education","HEO","Female","1025","975","31490","30200"
"In post","2021","Department for Education","HEO","Male","675","670","31680","30200"
"In post","2021","Department for Education","SCS level","Female","170","160","82920","74100"
"In post","2021","Department for Education","SCS level","Male","130","130","85770","78000"
"In post","2021","Department for Education","SEO","Female","1155","1095","39240","37100"
"In post","2021","Department for Education","SEO","Male","805","800","39170","37100"
"In post","2021","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","AA","Female","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","AA","Male","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","AO","Female","1295","1135","21540","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","AO","Male","725","705","21540","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","EO","Female","1195","1095","26150","25320"
"In post","2021","Department for Environment, Food and Rural Affairs","EO","Male","860","840","26340","25450"
"In post","2021","Department for Environment, Food and Rural Affairs","G6","Female","290","275","62160","61730"
"In post","2021","Department for Environment, Food and Rural Affairs","G6","Male","320","315","62790","62310"
"In post","2021","Department for Environment, Food and Rural Affairs","G7","Female","865","820","51520","52290"
"In post","2021","Department for Environment, Food and Rural Affairs","G7","Male","860","850","51890","52290"
"In post","2021","Department for Environment, Food and Rural Affairs","HEO","Female","1220","1145","31300","30510"
"In post","2021","Department for Environment, Food and Rural Affairs","HEO","Male","1015","995","31400","31040"
"In post","2021","Department for Environment, Food and Rural Affairs","SCS level","Female","115","110","83440","75970"
"In post","2021","Department for Environment, Food and Rural Affairs","SCS level","Male","120","120","83930","77320"
"In post","2021","Department for Environment, Food and Rural Affairs","SEO","Female","1205","1125","38500","37480"
"In post","2021","Department for Environment, Food and Rural Affairs","SEO","Male","940","920","38890","37850"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","AO","Female","20","20","[c]","[c]"
"In post","2021","Department for International Trade","AO","Male","15","15","[c]","[c]"
"In post","2021","Department for International Trade","EO","Female","140","140","27400","26510"
"In post","2021","Department for International Trade","EO","Male","115","115","27300","26510"
"In post","2021","Department for International Trade","G6","Female","130","125","62690","62170"
"In post","2021","Department for International Trade","G6","Male","165","165","63950","62170"
"In post","2021","Department for International Trade","G7","Female","360","355","51920","51970"
"In post","2021","Department for International Trade","G7","Male","420","420","52870","51970"
"In post","2021","Department for International Trade","HEO","Female","300","295","32220","32120"
"In post","2021","Department for International Trade","HEO","Male","330","325","32360","32120"
"In post","2021","Department for International Trade","SCS level","Female","80","80","80110","74600"
"In post","2021","Department for International Trade","SCS level","Male","95","95","91420","82780"
"In post","2021","Department for International Trade","SEO","Female","240","235","39210","38540"
"In post","2021","Department for International Trade","SEO","Male","280","280","38920","38540"
"In post","2021","Department for Transport","AA","Female","880","635","18120","18060"
"In post","2021","Department for Transport","AA","Male","435","400","18920","18060"
"In post","2021","Department for Transport","AO","Female","2455","2070","21800","21590"
"In post","2021","Department for Transport","AO","Male","1935","1855","24110","21590"
"In post","2021","Department for Transport","EO","Female","1545","1410","27360","26780"
"In post","2021","Department for Transport","EO","Male","2635","2510","28400","26780"
"In post","2021","Department for Transport","G6","Female","200","190","69240","66230"
"In post","2021","Department for Transport","G6","Male","320","320","70450","67000"
"In post","2021","Department for Transport","G7","Female","520","500","54550","54650"
"In post","2021","Department for Transport","G7","Male","835","820","57970","54760"
"In post","2021","Department for Transport","HEO","Female","940","895","33200","33180"
"In post","2021","Department for Transport","HEO","Male","1360","1340","34150","34290"
"In post","2021","Department for Transport","SCS level","Female","105","100","85360","79000"
"In post","2021","Department for Transport","SCS level","Male","130","125","91850","84360"
"In post","2021","Department for Transport","SEO","Female","635","610","41870","42450"
"In post","2021","Department for Transport","SEO","Male","1055","1035","44030","42890"
"In post","2021","Department for Work and Pensions","AA","Female","145","110","20160","20230"
"In post","2021","Department for Work and Pensions","AA","Male","140","130","20170","20230"
"In post","2021","Department for Work and Pensions","AO","Female","19675","15960","21170","21010"
"In post","2021","Department for Work and Pensions","AO","Male","9635","9155","21220","21010"
"In post","2021","Department for Work and Pensions","EO","Female","32545","28530","28110","27570"
"In post","2021","Department for Work and Pensions","EO","Male","16475","15840","28130","27570"
"In post","2021","Department for Work and Pensions","G6","Female","390","365","65430","65460"
"In post","2021","Department for Work and Pensions","G6","Male","480","470","67900","66610"
"In post","2021","Department for Work and Pensions","G7","Female","1170","1105","52760","52150"
"In post","2021","Department for Work and Pensions","G7","Male","1240","1205","55150","53970"
"In post","2021","Department for Work and Pensions","HEO","Female","4790","4415","33480","32470"
"In post","2021","Department for Work and Pensions","HEO","Male","2785","2690","33640","32560"
"In post","2021","Department for Work and Pensions","SCS level","Female","130","125","86670","78390"
"In post","2021","Department for Work and Pensions","SCS level","Male","145","140","92370","84920"
"In post","2021","Department for Work and Pensions","SEO","Female","1985","1850","39100","37620"
"In post","2021","Department for Work and Pensions","SEO","Male","1790","1740","42640","39960"
"In post","2021","Department of Health and Social Care","AA","Female","100","80","20220","19270"
"In post","2021","Department of Health and Social Care","AA","Male","50","50","20150","19270"
"In post","2021","Department of Health and Social Care","AO","Female","600","525","21560","21570"
"In post","2021","Department of Health and Social Care","AO","Male","230","215","21440","21570"
"In post","2021","Department of Health and Social Care","EO","Female","1130","1050","26490","27140"
"In post","2021","Department of Health and Social Care","EO","Male","450","430","26430","27140"
"In post","2021","Department of Health and Social Care","G6","Female","640","600","68650","66240"
"In post","2021","Department of Health and Social Care","G6","Male","490","475","69000","66580"
"In post","2021","Department of Health and Social Care","G7","Female","1570","1480","53220","53360"
"In post","2021","Department of Health and Social Care","G7","Male","955","945","53610","53360"
"In post","2021","Department of Health and Social Care","HEO","Female","1620","1510","32190","32650"
"In post","2021","Department of Health and Social Care","HEO","Male","720","710","32300","32790"
"In post","2021","Department of Health and Social Care","SCS level","Female","480","425","97490","92860"
"In post","2021","Department of Health and Social Care","SCS level","Male","410","380","100200","93000"
"In post","2021","Department of Health and Social Care","SEO","Female","1540","1415","40170","40450"
"In post","2021","Department of Health and Social Care","SEO","Male","765","745","40520","40650"
"In post","2021","ESTYN","AO","Female","5","5","[c]","[c]"
"In post","2021","ESTYN","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","EO","Female","15","15","[c]","[c]"
"In post","2021","ESTYN","EO","Male","5","5","[c]","[c]"
"In post","2021","ESTYN","G6","Female","30","30","74220","74730"
"In post","2021","ESTYN","G6","Male","35","35","74730","74730"
"In post","2021","ESTYN","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","AO","Female","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","EO","Female","90","85","27140","26750"
"In post","2021","Food Standards Agency","EO","Male","345","335","27320","26750"
"In post","2021","Food Standards Agency","G6","Female","20","20","[c]","[c]"
"In post","2021","Food Standards Agency","G6","Male","25","25","[c]","[c]"
"In post","2021","Food Standards Agency","G7","Female","85","85","54350","54180"
"In post","2021","Food Standards Agency","G7","Male","85","85","54090","53390"
"In post","2021","Food Standards Agency","HEO","Female","150","145","31840","30810"
"In post","2021","Food Standards Agency","HEO","Male","150","145","31940","30810"
"In post","2021","Food Standards Agency","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Food Standards Agency","SEO","Female","170","165","39640","38210"
"In post","2021","Food Standards Agency","SEO","Male","155","155","39820","40180"
"In post","2021","Foreign, Commonwealth and Development Office","AA","Female","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","AO","Female","320","305","25400","24750"
"In post","2021","Foreign, Commonwealth and Development Office","AO","Male","270","270","25800","24750"
"In post","2021","Foreign, Commonwealth and Development Office","EO","Female","555","530","29480","29300"
"In post","2021","Foreign, Commonwealth and Development Office","EO","Male","415","410","29530","29300"
"In post","2021","Foreign, Commonwealth and Development Office","G6","Female","495","480","67080","66980"
"In post","2021","Foreign, Commonwealth and Development Office","G6","Male","590","585","67960","67410"
"In post","2021","Foreign, Commonwealth and Development Office","G7","Female","1075","1035","55250","55580"
"In post","2021","Foreign, Commonwealth and Development Office","G7","Male","1115","1095","56010","55620"
"In post","2021","Foreign, Commonwealth and Development Office","HEO","Female","1085","1065","35770","35700"
"In post","2021","Foreign, Commonwealth and Development Office","HEO","Male","1120","1110","35580","34770"
"In post","2021","Foreign, Commonwealth and Development Office","SCS level","Female","235","230","85030","78010"
"In post","2021","Foreign, Commonwealth and Development Office","SCS level","Male","325","320","87610","78030"
"In post","2021","Foreign, Commonwealth and Development Office","SEO","Female","430","420","42390","42230"
"In post","2021","Foreign, Commonwealth and Development Office","SEO","Male","550","545","43660","43300"
"In post","2021","Foreign, Commonwealth and Development Office","Unknown","Female","15","15","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Unknown","Male","35","35","22400","21600"
"In post","2021","HM Land Registry","AA","Female","10","10","[c]","[c]"
"In post","2021","HM Land Registry","AA","Male","20","20","[c]","[c]"
"In post","2021","HM Land Registry","AO","Female","1125","1050","22480","22350"
"In post","2021","HM Land Registry","AO","Male","695","675","22520","22350"
"In post","2021","HM Land Registry","EO","Female","1455","1220","27380","27130"
"In post","2021","HM Land Registry","EO","Male","700","665","27750","27130"
"In post","2021","HM Land Registry","G6","Female","30","30","71530","71300"
"In post","2021","HM Land Registry","G6","Male","25","25","[c]","[c]"
"In post","2021","HM Land Registry","G7","Female","135","125","60180","60520"
"In post","2021","HM Land Registry","G7","Male","105","100","60070","59140"
"In post","2021","HM Land Registry","HEO","Female","700","600","34400","33840"
"In post","2021","HM Land Registry","HEO","Male","590","540","35130","33840"
"In post","2021","HM Land Registry","SCS level","Female","10","10","[c]","[c]"
"In post","2021","HM Land Registry","SCS level","Male","15","15","[c]","[c]"
"In post","2021","HM Land Registry","SEO","Female","345","320","41550","40860"
"In post","2021","HM Land Registry","SEO","Male","395","365","42520","40860"
"In post","2021","HM Revenue and Customs","AA","Female","615","435","20090","20070"
"In post","2021","HM Revenue and Customs","AA","Male","370","340","20090","20070"
"In post","2021","HM Revenue and Customs","AO","Female","12195","10000","20900","20140"
"In post","2021","HM Revenue and Customs","AO","Male","8420","7960","20640","20140"
"In post","2021","HM Revenue and Customs","EO","Female","8365","7435","26520","25560"
"In post","2021","HM Revenue and Customs","EO","Male","7270","7000","26350","25560"
"In post","2021","HM Revenue and Customs","G6","Female","910","865","66330","64670"
"In post","2021","HM Revenue and Customs","G6","Male","1170","1130","67480","65240"
"In post","2021","HM Revenue and Customs","G7","Female","2475","2355","53320","52580"
"In post","2021","HM Revenue and Customs","G7","Male","3150","3060","54020","52580"
"In post","2021","HM Revenue and Customs","HEO","Female","6815","6335","32500","31810"
"In post","2021","HM Revenue and Customs","HEO","Male","7135","6915","32830","31810"
"In post","2021","HM Revenue and Customs","SCS level","Female","240","235","84670","78070"
"In post","2021","HM Revenue and Customs","SCS level","Male","265","260","86460","79930"
"In post","2021","HM Revenue and Customs","SEO","Female","3435","3250","39240","38630"
"In post","2021","HM Revenue and Customs","SEO","Male","3650","3520","39670","38630"
"In post","2021","HM Treasury","AO","Female","40","40","22310","22500"
"In post","2021","HM Treasury","AO","Male","30","30","22740","22500"
"In post","2021","HM Treasury","EO","Female","155","150","27290","26780"
"In post","2021","HM Treasury","EO","Male","85","85","26530","26750"
"In post","2021","HM Treasury","G6","Female","155","145","65890","63770"
"In post","2021","HM Treasury","G6","Male","205","205","68320","65810"
"In post","2021","HM Treasury","G7","Female","320","305","54680","52840"
"In post","2021","HM Treasury","G7","Male","445","440","55470","52840"
"In post","2021","HM Treasury","HEO","Female","440","435","34440","32960"
"In post","2021","HM Treasury","HEO","Male","425","420","34460","32560"
"In post","2021","HM Treasury","SCS level","Female","90","80","84300","77000"
"In post","2021","HM Treasury","SCS level","Male","95","95","88660","80090"
"In post","2021","HM Treasury","SEO","Female","100","90","43200","42720"
"In post","2021","HM Treasury","SEO","Male","95","90","45360","45010"
"In post","2021","Home Office","AA","Female","490","385","19480","17990"
"In post","2021","Home Office","AA","Male","425","405","19640","17990"
"In post","2021","Home Office","AO","Female","4345","3695","22350","21430"
"In post","2021","Home Office","AO","Male","3065","2900","22220","21430"
"In post","2021","Home Office","EO","Female","7200","6455","26860","25990"
"In post","2021","Home Office","EO","Male","7165","6730","27050","26160"
"In post","2021","Home Office","G6","Female","425","405","69180","68720"
"In post","2021","Home Office","G6","Male","465","465","70550","68940"
"In post","2021","Home Office","G7","Female","1160","1120","57290","57460"
"In post","2021","Home Office","G7","Male","1310","1300","57760","57460"
"In post","2021","Home Office","HEO","Female","2650","2510","33510","33900"
"In post","2021","Home Office","HEO","Male","2600","2540","33400","32740"
"In post","2021","Home Office","SCS level","Female","130","125","89270","82810"
"In post","2021","Home Office","SCS level","Male","160","160","93870","84030"
"In post","2021","Home Office","SEO","Female","1810","1735","41330","41970"
"In post","2021","Home Office","SEO","Male","1720","1700","41410","41970"
"In post","2021","Home Office","Unknown","Female","105","100","[c]","[c]"
"In post","2021","Home Office","Unknown","Male","150","145","[c]","[c]"
"In post","2021","Ministry of Defence","AA","Female","1460","1360","19330","19560"
"In post","2021","Ministry of Defence","AA","Male","3635","3560","19420","19560"
"In post","2021","Ministry of Defence","AO","Female","5495","5125","22090","21130"
"In post","2021","Ministry of Defence","AO","Male","5330","5245","26830","22500"
"In post","2021","Ministry of Defence","EO","Female","4540","4275","26400","26670"
"In post","2021","Ministry of Defence","EO","Male","6060","5960","27220","26670"
"In post","2021","Ministry of Defence","G6","Female","385","370","68580","67220"
"In post","2021","Ministry of Defence","G6","Male","855","825","69600","67410"
"In post","2021","Ministry of Defence","G7","Female","1810","1695","55510","54540"
"In post","2021","Ministry of Defence","G7","Male","3285","3210","54420","54540"
"In post","2021","Ministry of Defence","HEO","Female","4980","4730","33180","33300"
"In post","2021","Ministry of Defence","HEO","Male","6495","6400","33580","33300"
"In post","2021","Ministry of Defence","SCS level","Female","140","135","87750","81450"
"In post","2021","Ministry of Defence","SCS level","Male","280","275","95650","88500"
"In post","2021","Ministry of Defence","SEO","Female","3175","3020","41140","40580"
"In post","2021","Ministry of Defence","SEO","Male","5665","5555","41940","40980"
"In post","2021","Ministry of Defence","Unknown","Female","830","800","37260","34710"
"In post","2021","Ministry of Defence","Unknown","Male","3270","3250","40190","36970"
"In post","2021","Ministry of Housing, Communities and Local Government","AA","Female","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","AO","Female","130","115","22430","22560"
"In post","2021","Ministry of Housing, Communities and Local Government","AO","Male","95","95","23270","22560"
"In post","2021","Ministry of Housing, Communities and Local Government","EO","Female","195","185","27790","27850"
"In post","2021","Ministry of Housing, Communities and Local Government","EO","Male","180","180","28310","27850"
"In post","2021","Ministry of Housing, Communities and Local Government","G6","Female","220","205","64620","63470"
"In post","2021","Ministry of Housing, Communities and Local Government","G6","Male","305","280","64910","63780"
"In post","2021","Ministry of Housing, Communities and Local Government","G7","Female","440","415","52850","53130"
"In post","2021","Ministry of Housing, Communities and Local Government","G7","Male","455","450","52860","53130"
"In post","2021","Ministry of Housing, Communities and Local Government","HEO","Female","375","355","33120","33210"
"In post","2021","Ministry of Housing, Communities and Local Government","HEO","Male","330","320","33560","33210"
"In post","2021","Ministry of Housing, Communities and Local Government","SCS level","Female","75","70","84290","76700"
"In post","2021","Ministry of Housing, Communities and Local Government","SCS level","Male","70","70","87950","78930"
"In post","2021","Ministry of Housing, Communities and Local Government","SEO","Female","255","245","40110","39600"
"In post","2021","Ministry of Housing, Communities and Local Government","SEO","Male","265","265","40620","39600"
"In post","2021","Ministry of Justice","AA","Female","4180","3760","20060","20600"
"In post","2021","Ministry of Justice","AA","Male","3720","3500","20740","20600"
"In post","2021","Ministry of Justice","AO","Female","15960","14285","23560","22680"
"In post","2021","Ministry of Justice","AO","Male","16715","16095","27190","26810"
"In post","2021","Ministry of Justice","EO","Female","5240","4935","26660","26410"
"In post","2021","Ministry of Justice","EO","Male","5180","5000","29960","30810"
"In post","2021","Ministry of Justice","G6","Female","165","160","80480","81300"
"In post","2021","Ministry of Justice","G6","Male","165","165","84180","84390"
"In post","2021","Ministry of Justice","G7","Female","1430","1375","58280","57680"
"In post","2021","Ministry of Justice","G7","Male","1255","1240","60660","59900"
"In post","2021","Ministry of Justice","HEO","Female","3755","3605","31820","31180"
"In post","2021","Ministry of Justice","HEO","Male","3145","3010","34870","36480"
"In post","2021","Ministry of Justice","SCS level","Female","175","165","88350","83000"
"In post","2021","Ministry of Justice","SCS level","Male","155","155","92440","92050"
"In post","2021","Ministry of Justice","SEO","Female","3145","2975","43190","42600"
"In post","2021","Ministry of Justice","SEO","Male","2355","2300","46160","46180"
"In post","2021","Ministry of Justice","Unknown","Female","9375","8565","29720","28200"
"In post","2021","Ministry of Justice","Unknown","Male","2775","2665","30920","30210"
"In post","2021","National Crime Agency","AO","Female","200","180","23570","24220"
"In post","2021","National Crime Agency","AO","Male","125","125","24050","24220"
"In post","2021","National Crime Agency","EO","Female","1255","1210","32730","32770"
"In post","2021","National Crime Agency","EO","Male","1210","1200","34240","34520"
"In post","2021","National Crime Agency","G6","Female","25","25","[c]","[c]"
"In post","2021","National Crime Agency","G6","Male","65","65","75390","74010"
"In post","2021","National Crime Agency","G7","Female","95","95","59650","59160"
"In post","2021","National Crime Agency","G7","Male","180","180","62370","60990"
"In post","2021","National Crime Agency","HEO","Female","620","590","40920","40210"
"In post","2021","National Crime Agency","HEO","Male","945","935","42620","43210"
"In post","2021","National Crime Agency","SCS level","Female","10","10","[c]","[c]"
"In post","2021","National Crime Agency","SCS level","Male","20","20","[c]","[c]"
"In post","2021","National Crime Agency","SEO","Female","240","230","48420","48900"
"In post","2021","National Crime Agency","SEO","Male","485","485","51380","48900"
"In post","2021","Northern Ireland Office","AO","Female","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","EO","Female","15","15","[c]","[c]"
"In post","2021","Northern Ireland Office","EO","Male","10","10","[c]","[c]"
