"Status","Year","Age","Disability","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Declared disabled","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","North Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","North Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Northumberland and Tyne and Wear","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Northumberland and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Northumberland and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Outer London - East and North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Outer London - South","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Outer London - West and North West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Shropshire and Staffordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","South Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Southern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Surrey, East and West Sussex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Tees Valley and Durham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Central Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Midlands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Wales and The Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Bedfordshire and Hertfordshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cheshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Derbyshire and Nottinghamshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Devon","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Dorset and Somerset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Anglia","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Wales","Heterosexual / straight","30","30","19790","20140"
"In post","2021","16-19","Declared non-disabled","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Eastern Scotland","Heterosexual / straight","45","45","21450","21150"
"In post","2021","16-19","Declared non-disabled","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Essex","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","85","85","19070","19040"
"In post","2021","16-19","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Greater Manchester","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Hampshire and Isle of Wight","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Highlands and Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Inner London - East","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Inner London - West","Heterosexual / straight","55","55","25870","25170"
"In post","2021","16-19","Declared non-disabled","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Kent","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Lancashire","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
