"Status","Year","Age","Profession_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Statistics","Wales","East Wales","70","70","49950","49590"
"In post","2021","40-49","Statistics","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Statistics","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Statistics","West Midlands (England)","West Midlands","5","5","[c]","[c]"
"In post","2021","40-49","Statistics","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Statistics","Yorkshire and The Humber","North Yorkshire","15","15","37710","31610"
"In post","2021","40-49","Statistics","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Statistics","Yorkshire and The Humber","West Yorkshire","5","5","[c]","[c]"
"In post","2021","40-49","Tax","East Midlands (England)","Derbyshire and Nottinghamshire","260","245","35990","31810"
"In post","2021","40-49","Tax","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","25","25","32080","31810"
"In post","2021","40-49","Tax","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Tax","East of England","East Anglia","40","40","37250","31870"
"In post","2021","40-49","Tax","East of England","Essex","25","20","31380","31810"
"In post","2021","40-49","Tax","London","Inner London - East","125","120","38660","36160"
"In post","2021","40-49","Tax","London","Inner London - West","110","105","46070","36920"
"In post","2021","40-49","Tax","London","Outer London - South","145","140","41880","36160"
"In post","2021","40-49","Tax","London","Outer London - West and North West","5","5","[c]","[c]"
"In post","2021","40-49","Tax","North East (England)","Northumberland and Tyne and Wear","420","405","31570","29970"
"In post","2021","40-49","Tax","North East (England)","Tees Valley and Durham","15","15","24260","20140"
"In post","2021","40-49","Tax","North West (England)","Greater Manchester","315","305","35330","31810"
"In post","2021","40-49","Tax","North West (England)","Lancashire","40","30","29430","26400"
"In post","2021","40-49","Tax","North West (England)","Merseyside","290","280","32490","31810"
"In post","2021","40-49","Tax","Northern Ireland","Northern Ireland","135","130","35660","31810"
"In post","2021","40-49","Tax","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Tax","Scotland","Eastern Scotland","190","185","28600","25560"
"In post","2021","40-49","Tax","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Tax","Scotland","Southern Scotland","70","70","31960","31810"
"In post","2021","40-49","Tax","Scotland","West Central Scotland","120","120","35190","31810"
"In post","2021","40-49","Tax","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","25","20","41530","38630"
"In post","2021","40-49","Tax","South East (England)","Hampshire and Isle of Wight","65","60","32220","31810"
"In post","2021","40-49","Tax","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Tax","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Tax","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","125","120","39790","31940"
"In post","2021","40-49","Tax","Wales","East Wales","295","285","32480","31810"
"In post","2021","40-49","Tax","Wales","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2021","40-49","Tax","West Midlands (England)","Shropshire and Staffordshire","15","15","30800","31810"
"In post","2021","40-49","Tax","West Midlands (England)","West Midlands","240","225","35310","31810"
"In post","2021","40-49","Tax","Yorkshire and The Humber","South Yorkshire","10","10","[c]","[c]"
"In post","2021","40-49","Tax","Yorkshire and The Humber","West Yorkshire","260","245","34460","31810"
"In post","2021","40-49","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","650","585","27380","27570"
"In post","2021","40-49","Unknown","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","375","335","25670","27570"
"In post","2021","40-49","Unknown","East Midlands (England)","Lincolnshire","110","100","26550","27570"
"In post","2021","40-49","Unknown","East of England","Bedfordshire and Hertfordshire","275","260","29510","29290"
"In post","2021","40-49","Unknown","East of England","East Anglia","535","470","28790","27570"
"In post","2021","40-49","Unknown","East of England","Essex","405","365","29360","29290"
"In post","2021","40-49","Unknown","London","Inner London - East","945","875","38620","31060"
"In post","2021","40-49","Unknown","London","Inner London - West","1815","1745","57860","54700"
"In post","2021","40-49","Unknown","London","Outer London - East and North East","415","375","30120","31060"
"In post","2021","40-49","Unknown","London","Outer London - South","210","200","35460","31060"
"In post","2021","40-49","Unknown","London","Outer London - West and North West","345","320","30990","31060"
"In post","2021","40-49","Unknown","North East (England)","Northumberland and Tyne and Wear","2000","1815","29510","27570"
"In post","2021","40-49","Unknown","North East (England)","Tees Valley and Durham","515","460","25730","27570"
"In post","2021","40-49","Unknown","North West (England)","Cheshire","185","170","25930","27570"
"In post","2021","40-49","Unknown","North West (England)","Cumbria","80","70","27070","27570"
"In post","2021","40-49","Unknown","North West (England)","Greater Manchester","1390","1290","29850","27570"
"In post","2021","40-49","Unknown","North West (England)","Lancashire","2170","1960","27600","27570"
"In post","2021","40-49","Unknown","North West (England)","Merseyside","1080","970","27430","27570"
"In post","2021","40-49","Unknown","Northern Ireland","Northern Ireland","25","25","30320","27420"
"In post","2021","40-49","Unknown","Overseas","Overseas","95","95","55020","52400"
"In post","2021","40-49","Unknown","Scotland","Eastern Scotland","2825","2635","40400","35110"
"In post","2021","40-49","Unknown","Scotland","Highlands and Islands","285","265","30270","27570"
"In post","2021","40-49","Unknown","Scotland","North Eastern Scotland","215","210","35930","31990"
"In post","2021","40-49","Unknown","Scotland","Southern Scotland","425","385","30340","27570"
"In post","2021","40-49","Unknown","Scotland","West Central Scotland","1680","1570","34320","27570"
"In post","2021","40-49","Unknown","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","290","265","29730","28280"
"In post","2021","40-49","Unknown","South East (England)","Hampshire and Isle of Wight","335","295","29820","27570"
"In post","2021","40-49","Unknown","South East (England)","Kent","425","390","29070","29290"
"In post","2021","40-49","Unknown","South East (England)","Surrey, East and West Sussex","565","505","27900","27570"
"In post","2021","40-49","Unknown","South West (England)","Cornwall and Isles of Scilly","185","165","25750","27570"
"In post","2021","40-49","Unknown","South West (England)","Devon","545","470","26240","27570"
"In post","2021","40-49","Unknown","South West (England)","Dorset and Somerset","230","205","27400","27570"
"In post","2021","40-49","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","660","605","33310","27570"
"In post","2021","40-49","Unknown","Unknown","Unknown","255","240","33690","27570"
"In post","2021","40-49","Unknown","Wales","East Wales","540","495","27520","27570"
"In post","2021","40-49","Unknown","Wales","West Wales and The Valleys","825","750","25710","27570"
"In post","2021","40-49","Unknown","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","195","175","26110","27570"
"In post","2021","40-49","Unknown","West Midlands (England)","Shropshire and Staffordshire","395","365","28250","27570"
"In post","2021","40-49","Unknown","West Midlands (England)","West Midlands","1335","1180","26710","27570"
"In post","2021","40-49","Unknown","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","295","265","26070","27570"
"In post","2021","40-49","Unknown","Yorkshire and The Humber","North Yorkshire","210","200","30310","27570"
"In post","2021","40-49","Unknown","Yorkshire and The Humber","South Yorkshire","915","810","32510","27570"
"In post","2021","40-49","Unknown","Yorkshire and The Humber","West Yorkshire","1200","1080","32380","27570"
"In post","2021","40-49","Veterinarian","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Veterinarian","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2021","40-49","Veterinarian","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Veterinarian","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Veterinarian","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Veterinarian","London","Inner London - West","15","15","51940","54280"
"In post","2021","40-49","Veterinarian","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Veterinarian","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Veterinarian","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Veterinarian","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Veterinarian","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Veterinarian","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Veterinarian","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Veterinarian","Scotland","Eastern Scotland","5","5","[c]","[c]"
"In post","2021","40-49","Veterinarian","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Veterinarian","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Veterinarian","Scotland","Southern Scotland","10","10","[c]","[c]"
"In post","2021","40-49","Veterinarian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Veterinarian","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Veterinarian","South East (England)","Surrey, East and West Sussex","10","10","54930","59430"
"In post","2021","40-49","Veterinarian","South West (England)","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2021","40-49","Veterinarian","South West (England)","Devon","15","15","43010","37530"
"In post","2021","40-49","Veterinarian","South West (England)","Dorset and Somerset","5","5","[c]","[c]"
"In post","2021","40-49","Veterinarian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","42850","43760"
"In post","2021","40-49","Veterinarian","Wales","East Wales","10","10","43090","38050"
"In post","2021","40-49","Veterinarian","Wales","West Wales and The Valleys","20","20","40250","37690"
"In post","2021","40-49","Veterinarian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Veterinarian","West Midlands (England)","Shropshire and Staffordshire","10","10","[c]","[c]"
"In post","2021","40-49","Veterinarian","West Midlands (England)","West Midlands","5","5","[c]","[c]"
"In post","2021","40-49","Veterinarian","Yorkshire and The Humber","North Yorkshire","10","10","44040","39430"
"In post","2021","50-59","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","25","20","49900","49860"
"In post","2021","50-59","Commercial","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","15","15","44590","51150"
"In post","2021","50-59","Commercial","East Midlands (England)","Lincolnshire","10","10","[c]","[c]"
"In post","2021","50-59","Commercial","East of England","Bedfordshire and Hertfordshire","10","10","47750","43700"
"In post","2021","50-59","Commercial","East of England","East Anglia","70","70","42650","37670"
"In post","2021","50-59","Commercial","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","London","Inner London - East","20","20","47690","42400"
"In post","2021","50-59","Commercial","London","Inner London - West","145","140","52830","48020"
"In post","2021","50-59","Commercial","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","London","Outer London - South","50","50","45630","44900"
"In post","2021","50-59","Commercial","London","Outer London - West and North West","35","30","41220","38230"
"In post","2021","50-59","Commercial","North East (England)","Northumberland and Tyne and Wear","10","10","40860","38800"
"In post","2021","50-59","Commercial","North East (England)","Tees Valley and Durham","35","35","48410","47010"
"In post","2021","50-59","Commercial","North West (England)","Cheshire","5","5","[c]","[c]"
"In post","2021","50-59","Commercial","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","North West (England)","Greater Manchester","65","60","42910","41410"
"In post","2021","50-59","Commercial","North West (England)","Lancashire","5","5","[c]","[c]"
"In post","2021","50-59","Commercial","North West (England)","Merseyside","60","60","39850","35760"
"In post","2021","50-59","Commercial","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Overseas","Overseas","10","10","55580","54310"
"In post","2021","50-59","Commercial","Scotland","Eastern Scotland","25","25","35230","25870"
"In post","2021","50-59","Commercial","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Scotland","Southern Scotland","20","20","44160","43700"
"In post","2021","50-59","Commercial","Scotland","West Central Scotland","55","55","35990","34820"
"In post","2021","50-59","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","60","60","43110","42000"
"In post","2021","50-59","Commercial","South East (England)","Hampshire and Isle of Wight","65","65","40810","40290"
"In post","2021","50-59","Commercial","South East (England)","Kent","10","10","[c]","[c]"
"In post","2021","50-59","Commercial","South East (England)","Surrey, East and West Sussex","20","20","49320","51150"
"In post","2021","50-59","Commercial","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","South West (England)","Devon","60","60","45290","47960"
"In post","2021","50-59","Commercial","South West (England)","Dorset and Somerset","30","30","45420","42620"
"In post","2021","50-59","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","310","300","46440","41930"
"In post","2021","50-59","Commercial","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Commercial","Wales","East Wales","45","45","34800","30660"
"In post","2021","50-59","Commercial","Wales","West Wales and The Valleys","45","40","36440","33350"
"In post","2021","50-59","Commercial","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2021","50-59","Commercial","West Midlands (England)","Shropshire and Staffordshire","35","35","43480","39570"
"In post","2021","50-59","Commercial","West Midlands (England)","West Midlands","30","30","43060","40780"
"In post","2021","50-59","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","10","10","[c]","[c]"
"In post","2021","50-59","Commercial","Yorkshire and The Humber","North Yorkshire","20","20","41250","38050"
"In post","2021","50-59","Commercial","Yorkshire and The Humber","South Yorkshire","35","35","40360","37450"
"In post","2021","50-59","Commercial","Yorkshire and The Humber","West Yorkshire","45","40","45090","40460"
"In post","2021","50-59","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","20","20","41000","38630"
"In post","2021","50-59","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","East of England","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2021","50-59","Communications","East of England","East Anglia","15","15","38670","33300"
"In post","2021","50-59","Communications","East of England","Essex","5","5","[c]","[c]"
"In post","2021","50-59","Communications","London","Inner London - East","40","40","48880","41010"
"In post","2021","50-59","Communications","London","Inner London - West","215","215","50940","46710"
"In post","2021","50-59","Communications","London","Outer London - South","10","10","42820","41760"
"In post","2021","50-59","Communications","London","Outer London - West and North West","10","10","[c]","[c]"
"In post","2021","50-59","Communications","North East (England)","Northumberland and Tyne and Wear","20","20","34640","30500"
"In post","2021","50-59","Communications","North East (England)","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2021","50-59","Communications","North West (England)","Greater Manchester","15","15","31760","30200"
"In post","2021","50-59","Communications","North West (England)","Lancashire","5","5","[c]","[c]"
"In post","2021","50-59","Communications","North West (England)","Merseyside","20","20","39560","35910"
"In post","2021","50-59","Communications","Northern Ireland","Northern Ireland","10","10","44150","39990"
"In post","2021","50-59","Communications","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Scotland","Eastern Scotland","5","5","[c]","[c]"
"In post","2021","50-59","Communications","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Scotland","West Central Scotland","10","10","[c]","[c]"
"In post","2021","50-59","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","30","30","33210","31480"
"In post","2021","50-59","Communications","South East (England)","Hampshire and Isle of Wight","60","55","33070","29840"
"In post","2021","50-59","Communications","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","South West (England)","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2021","50-59","Communications","South West (England)","Devon","15","15","34360","32730"
"In post","2021","50-59","Communications","South West (England)","Dorset and Somerset","10","10","[c]","[c]"
"In post","2021","50-59","Communications","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","55","50","39600","35480"
"In post","2021","50-59","Communications","Wales","East Wales","40","40","43630","37410"
"In post","2021","50-59","Communications","Wales","West Wales and The Valleys","20","20","34240","28850"
"In post","2021","50-59","Communications","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2021","50-59","Communications","West Midlands (England)","Shropshire and Staffordshire","10","10","[c]","[c]"
"In post","2021","50-59","Communications","West Midlands (England)","West Midlands","15","15","54360","51050"
"In post","2021","50-59","Communications","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Yorkshire and The Humber","North Yorkshire","5","5","[c]","[c]"
"In post","2021","50-59","Communications","Yorkshire and The Humber","South Yorkshire","10","10","36560","34120"
"In post","2021","50-59","Communications","Yorkshire and The Humber","West Yorkshire","15","15","48900","46460"
"In post","2021","50-59","Corporate Finance","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Corporate Finance","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Corporate Finance","London","Inner London - West","10","10","60630","51270"
"In post","2021","50-59","Corporate Finance","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Corporate Finance","South East (England)","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2021","50-59","Corporate Finance","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Corporate Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2021","50-59","Corporate Finance","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Counter Fraud","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Counter Fraud","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Counter Fraud","East of England","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2021","50-59","Counter Fraud","East of England","East Anglia","10","10","[c]","[c]"
"In post","2021","50-59","Counter Fraud","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Counter Fraud","London","Inner London - East","15","15","43000","43150"
"In post","2021","50-59","Counter Fraud","London","Inner London - West","95","95","49630","41490"
"In post","2021","50-59","Counter Fraud","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Counter Fraud","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Counter Fraud","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Counter Fraud","North East (England)","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2021","50-59","Counter Fraud","North West (England)","Greater Manchester","20","20","39360","39170"
"In post","2021","50-59","Counter Fraud","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Counter Fraud","North West (England)","Merseyside","10","10","34260","25580"
"In post","2021","50-59","Counter Fraud","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Counter Fraud","Scotland","Eastern Scotland","10","10","[c]","[c]"
"In post","2021","50-59","Counter Fraud","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Counter Fraud","Scotland","West Central Scotland","25","25","27570","25310"
"In post","2021","50-59","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Counter Fraud","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Counter Fraud","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Counter Fraud","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Counter Fraud","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Counter Fraud","Wales","East Wales","5","5","[c]","[c]"
"In post","2021","50-59","Counter Fraud","Wales","West Wales and The Valleys","10","10","[c]","[c]"
"In post","2021","50-59","Counter Fraud","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Counter Fraud","West Midlands (England)","West Midlands","30","30","39730","39490"
"In post","2021","50-59","Counter Fraud","Yorkshire and The Humber","North Yorkshire","10","10","41000","37910"
"In post","2021","50-59","Counter Fraud","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Counter Fraud","Yorkshire and The Humber","West Yorkshire","10","10","41160","39980"
"In post","2021","50-59","Digital, Data and Technology","East Midlands (England)","Derbyshire and Nottinghamshire","35","35","39440","39470"
"In post","2021","50-59","Digital, Data and Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","25","25","37560","35460"
"In post","2021","50-59","Digital, Data and Technology","East Midlands (England)","Lincolnshire","15","15","31350","30600"
"In post","2021","50-59","Digital, Data and Technology","East of England","Bedfordshire and Hertfordshire","25","25","38040","37640"
"In post","2021","50-59","Digital, Data and Technology","East of England","East Anglia","45","45","36740","33300"
"In post","2021","50-59","Digital, Data and Technology","East of England","Essex","105","105","39240","38630"
"In post","2021","50-59","Digital, Data and Technology","London","Inner London - East","135","130","52100","47590"
"In post","2021","50-59","Digital, Data and Technology","London","Inner London - West","435","430","51490","47750"
"In post","2021","50-59","Digital, Data and Technology","London","Outer London - South","155","155","54310","57430"
"In post","2021","50-59","Digital, Data and Technology","London","Outer London - West and North West","90","90","44520","43380"
"In post","2021","50-59","Digital, Data and Technology","North East (England)","Northumberland and Tyne and Wear","160","150","42220","38630"
"In post","2021","50-59","Digital, Data and Technology","North East (England)","Tees Valley and Durham","55","55","35620","36640"
"In post","2021","50-59","Digital, Data and Technology","North West (England)","Cheshire","40","35","44080","48370"
"In post","2021","50-59","Digital, Data and Technology","North West (England)","Cumbria","10","10","[c]","[c]"
"In post","2021","50-59","Digital, Data and Technology","North West (England)","Greater Manchester","75","75","46090","39450"
"In post","2021","50-59","Digital, Data and Technology","North West (England)","Lancashire","20","20","29930","28410"
"In post","2021","50-59","Digital, Data and Technology","North West (England)","Merseyside","120","110","40290","37910"
"In post","2021","50-59","Digital, Data and Technology","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data and Technology","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data and Technology","Scotland","Eastern Scotland","65","65","44170","39060"
"In post","2021","50-59","Digital, Data and Technology","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data and Technology","Scotland","North Eastern Scotland","10","10","45150","35420"
"In post","2021","50-59","Digital, Data and Technology","Scotland","Southern Scotland","45","45","48010","44770"
"In post","2021","50-59","Digital, Data and Technology","Scotland","West Central Scotland","35","35","35280","32550"
"In post","2021","50-59","Digital, Data and Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","65","65","44290","40670"
"In post","2021","50-59","Digital, Data and Technology","South East (England)","Hampshire and Isle of Wight","105","105","39030","34980"
"In post","2021","50-59","Digital, Data and Technology","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data and Technology","South East (England)","Surrey, East and West Sussex","65","60","39320","38390"
"In post","2021","50-59","Digital, Data and Technology","South West (England)","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data and Technology","South West (England)","Devon","240","230","41080","38450"
"In post","2021","50-59","Digital, Data and Technology","South West (England)","Dorset and Somerset","65","65","39760","40580"
"In post","2021","50-59","Digital, Data and Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","235","230","44130","40720"
"In post","2021","50-59","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data and Technology","Wales","East Wales","245","240","43500","39540"
"In post","2021","50-59","Digital, Data and Technology","Wales","West Wales and The Valleys","200","195","42930","41230"
"In post","2021","50-59","Digital, Data and Technology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","30","30","43580","35860"
"In post","2021","50-59","Digital, Data and Technology","West Midlands (England)","Shropshire and Staffordshire","115","110","46040","42330"
"In post","2021","50-59","Digital, Data and Technology","West Midlands (England)","West Midlands","90","85","42190","38230"
"In post","2021","50-59","Digital, Data and Technology","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data and Technology","Yorkshire and The Humber","North Yorkshire","50","50","36200","33310"
"In post","2021","50-59","Digital, Data and Technology","Yorkshire and The Humber","South Yorkshire","75","70","46460","42820"
"In post","2021","50-59","Digital, Data and Technology","Yorkshire and The Humber","West Yorkshire","100","95","41700","38630"
"In post","2021","50-59","Economics","London","Inner London - East","20","20","79610","72630"
"In post","2021","50-59","Economics","London","Inner London - West","85","80","65070","68860"
"In post","2021","50-59","Economics","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Economics","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Economics","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Economics","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Economics","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Economics","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Economics","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Economics","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Economics","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Economics","Wales","East Wales","15","15","54450","58270"
"In post","2021","50-59","Economics","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Economics","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","East Midlands (England)","Derbyshire and Nottinghamshire","45","45","41530","39040"
"In post","2021","50-59","Finance","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","10","10","37740","31400"
"In post","2021","50-59","Finance","East Midlands (England)","Lincolnshire","15","15","26630","26670"
"In post","2021","50-59","Finance","East of England","Bedfordshire and Hertfordshire","30","30","43770","37600"
"In post","2021","50-59","Finance","East of England","East Anglia","45","45","38700","36970"
"In post","2021","50-59","Finance","East of England","Essex","80","70","35410","32060"
"In post","2021","50-59","Finance","London","Inner London - East","115","115","49490","44660"
"In post","2021","50-59","Finance","London","Inner London - West","445","440","52160","45960"
"In post","2021","50-59","Finance","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","London","Outer London - South","85","85","46840","42290"
"In post","2021","50-59","Finance","London","Outer London - West and North West","15","15","44660","38190"
"In post","2021","50-59","Finance","North East (England)","Northumberland and Tyne and Wear","60","55","38900","36970"
"In post","2021","50-59","Finance","North East (England)","Tees Valley and Durham","45","45","42840","37040"
