"Status","Year","Disability","Ethnicity","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Mixed","East of England","Essex","70","65","31480","29290"
"In post","2021","Declared non-disabled","Mixed","London","Inner London - East","430","415","38020","32330"
"In post","2021","Declared non-disabled","Mixed","London","Inner London - West","1545","1510","44630","40050"
"In post","2021","Declared non-disabled","Mixed","London","Outer London - East and North East","90","90","30250","31060"
"In post","2021","Declared non-disabled","Mixed","London","Outer London - South","285","270","35590","31180"
"In post","2021","Declared non-disabled","Mixed","London","Outer London - West and North West","205","195","31610","31060"
"In post","2021","Declared non-disabled","Mixed","North East (England)","Northumberland and Tyne and Wear","95","90","28490","25560"
"In post","2021","Declared non-disabled","Mixed","North East (England)","Tees Valley and Durham","60","55","28960","25790"
"In post","2021","Declared non-disabled","Mixed","North West (England)","Cheshire","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","North West (England)","Cumbria","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","North West (England)","Greater Manchester","235","220","29940","27570"
"In post","2021","Declared non-disabled","Mixed","North West (England)","Lancashire","90","80","29580","27570"
"In post","2021","Declared non-disabled","Mixed","North West (England)","Merseyside","175","165","29730","24920"
"In post","2021","Declared non-disabled","Mixed","Northern Ireland","Northern Ireland","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Overseas","Overseas","90","90","48410","50940"
"In post","2021","Declared non-disabled","Mixed","Scotland","Eastern Scotland","70","70","38340","31180"
"In post","2021","Declared non-disabled","Mixed","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Scotland","North Eastern Scotland","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Scotland","Southern Scotland","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Scotland","West Central Scotland","85","80","31930","27570"
"In post","2021","Declared non-disabled","Mixed","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","120","115","31620","28700"
"In post","2021","Declared non-disabled","Mixed","South East (England)","Hampshire and Isle of Wight","130","125","32510","28650"
"In post","2021","Declared non-disabled","Mixed","South East (England)","Kent","85","80","30740","29290"
"In post","2021","Declared non-disabled","Mixed","South East (England)","Surrey, East and West Sussex","145","140","30260","27570"
"In post","2021","Declared non-disabled","Mixed","South West (England)","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","South West (England)","Devon","75","70","32100","27570"
"In post","2021","Declared non-disabled","Mixed","South West (England)","Dorset and Somerset","35","35","28410","27570"
"In post","2021","Declared non-disabled","Mixed","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","340","325","33650","30040"
"In post","2021","Declared non-disabled","Mixed","Unknown","Unknown","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Wales","East Wales","185","175","32660","27570"
"In post","2021","Declared non-disabled","Mixed","Wales","West Wales and The Valleys","75","70","26810","25640"
"In post","2021","Declared non-disabled","Mixed","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","45","45","27590","24440"
"In post","2021","Declared non-disabled","Mixed","West Midlands (England)","Shropshire and Staffordshire","70","70","31970","27570"
"In post","2021","Declared non-disabled","Mixed","West Midlands (England)","West Midlands","270","245","28370","26670"
"In post","2021","Declared non-disabled","Mixed","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Yorkshire and The Humber","North Yorkshire","35","35","35500","31260"
"In post","2021","Declared non-disabled","Mixed","Yorkshire and The Humber","South Yorkshire","100","90","30420","26540"
"In post","2021","Declared non-disabled","Mixed","Yorkshire and The Humber","West Yorkshire","195","185","31130","27570"
"In post","2021","Declared non-disabled","Other ethnicity","East Midlands (England)","Derbyshire and Nottinghamshire","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","East Midlands (England)","Lincolnshire","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","East of England","Bedfordshire and Hertfordshire","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","East of England","East Anglia","30","30","32320","27570"
"In post","2021","Declared non-disabled","Other ethnicity","East of England","Essex","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","London","Inner London - East","175","165","41430","34550"
"In post","2021","Declared non-disabled","Other ethnicity","London","Inner London - West","505","485","44240","38580"
"In post","2021","Declared non-disabled","Other ethnicity","London","Outer London - East and North East","50","45","30260","31060"
"In post","2021","Declared non-disabled","Other ethnicity","London","Outer London - South","90","85","35170","31060"
"In post","2021","Declared non-disabled","Other ethnicity","London","Outer London - West and North West","100","95","31800","31060"
"In post","2021","Declared non-disabled","Other ethnicity","North East (England)","Northumberland and Tyne and Wear","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","North East (England)","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","North West (England)","Greater Manchester","55","55","31550","27570"
"In post","2021","Declared non-disabled","Other ethnicity","North West (England)","Lancashire","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","North West (England)","Merseyside","30","30","30670","25520"
"In post","2021","Declared non-disabled","Other ethnicity","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Overseas","Overseas","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Scotland","Eastern Scotland","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Scotland","North Eastern Scotland","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Scotland","Southern Scotland","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Scotland","West Central Scotland","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","45","45","30260","27570"
"In post","2021","Declared non-disabled","Other ethnicity","South East (England)","Hampshire and Isle of Wight","40","40","31290","27570"
"In post","2021","Declared non-disabled","Other ethnicity","South East (England)","Kent","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","South East (England)","Surrey, East and West Sussex","50","45","28030","26640"
"In post","2021","Declared non-disabled","Other ethnicity","South West (England)","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","South West (England)","Devon","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","South West (England)","Dorset and Somerset","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","90","85","30490","27570"
"In post","2021","Declared non-disabled","Other ethnicity","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Wales","East Wales","55","50","33190","27620"
"In post","2021","Declared non-disabled","Other ethnicity","Wales","West Wales and The Valleys","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","West Midlands (England)","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","West Midlands (England)","West Midlands","95","85","29120","25560"
"In post","2021","Declared non-disabled","Other ethnicity","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Yorkshire and The Humber","North Yorkshire","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Yorkshire and The Humber","South Yorkshire","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Yorkshire and The Humber","West Yorkshire","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","East Midlands (England)","Derbyshire and Nottinghamshire","200","180","30100","27570"
"In post","2021","Declared non-disabled","Undeclared","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","140","130","27630","27130"
"In post","2021","Declared non-disabled","Undeclared","East Midlands (England)","Lincolnshire","55","50","29670","27570"
"In post","2021","Declared non-disabled","Undeclared","East of England","Bedfordshire and Hertfordshire","90","85","30560","29290"
"In post","2021","Declared non-disabled","Undeclared","East of England","East Anglia","235","215","28730","27570"
"In post","2021","Declared non-disabled","Undeclared","East of England","Essex","130","120","29400","29050"
"In post","2021","Declared non-disabled","Undeclared","London","Inner London - East","420","395","37460","31880"
"In post","2021","Declared non-disabled","Undeclared","London","Inner London - West","1030","995","46300","42070"
"In post","2021","Declared non-disabled","Undeclared","London","Outer London - East and North East","145","130","30490","31060"
"In post","2021","Declared non-disabled","Undeclared","London","Outer London - South","270","250","36640","31880"
"In post","2021","Declared non-disabled","Undeclared","London","Outer London - West and North West","290","260","31570","30500"
"In post","2021","Declared non-disabled","Undeclared","North East (England)","Northumberland and Tyne and Wear","300","270","27960","25560"
"In post","2021","Declared non-disabled","Undeclared","North East (England)","Tees Valley and Durham","125","110","27450","26910"
"In post","2021","Declared non-disabled","Undeclared","North West (England)","Cheshire","55","50","30390","27570"
"In post","2021","Declared non-disabled","Undeclared","North West (England)","Cumbria","40","35","30610","27170"
"In post","2021","Declared non-disabled","Undeclared","North West (England)","Greater Manchester","340","310","30780","27570"
"In post","2021","Declared non-disabled","Undeclared","North West (England)","Lancashire","265","230","28270","27570"
"In post","2021","Declared non-disabled","Undeclared","North West (England)","Merseyside","305","275","27770","25310"
"In post","2021","Declared non-disabled","Undeclared","Northern Ireland","Northern Ireland","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Overseas","Overseas","85","85","47400","41760"
"In post","2021","Declared non-disabled","Undeclared","Scotland","Eastern Scotland","220","205","34870","27570"
"In post","2021","Declared non-disabled","Undeclared","Scotland","Highlands and Islands","35","30","29250","27570"
"In post","2021","Declared non-disabled","Undeclared","Scotland","North Eastern Scotland","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Scotland","Southern Scotland","65","55","28810","27570"
"In post","2021","Declared non-disabled","Undeclared","Scotland","West Central Scotland","300","275","28260","26120"
"In post","2021","Declared non-disabled","Undeclared","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","175","165","32470","29530"
"In post","2021","Declared non-disabled","Undeclared","South East (England)","Hampshire and Isle of Wight","310","290","34250","31860"
"In post","2021","Declared non-disabled","Undeclared","South East (England)","Kent","205","185","29440","27380"
"In post","2021","Declared non-disabled","Undeclared","South East (England)","Surrey, East and West Sussex","215","185","29470","27570"
"In post","2021","Declared non-disabled","Undeclared","South West (England)","Cornwall and Isles of Scilly","50","45","25620","25930"
"In post","2021","Declared non-disabled","Undeclared","South West (England)","Devon","250","230","33800","31650"
"In post","2021","Declared non-disabled","Undeclared","South West (England)","Dorset and Somerset","95","90","29900","27570"
"In post","2021","Declared non-disabled","Undeclared","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","570","540","37600","35580"
"In post","2021","Declared non-disabled","Undeclared","Unknown","Unknown","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Wales","East Wales","235","220","32500","28200"
"In post","2021","Declared non-disabled","Undeclared","Wales","West Wales and The Valleys","290","260","28970","26780"
"In post","2021","Declared non-disabled","Undeclared","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","65","60","28120","27570"
"In post","2021","Declared non-disabled","Undeclared","West Midlands (England)","Shropshire and Staffordshire","120","105","27690","27570"
"In post","2021","Declared non-disabled","Undeclared","West Midlands (England)","West Midlands","455","400","28370","27570"
"In post","2021","Declared non-disabled","Undeclared","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","80","75","28480","27570"
"In post","2021","Declared non-disabled","Undeclared","Yorkshire and The Humber","North Yorkshire","90","85","32620","29420"
"In post","2021","Declared non-disabled","Undeclared","Yorkshire and The Humber","South Yorkshire","240","220","31790","27570"
"In post","2021","Declared non-disabled","Undeclared","Yorkshire and The Humber","West Yorkshire","280","255","29280","27570"
"In post","2021","Declared non-disabled","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","310","280","31110","27570"
"In post","2021","Declared non-disabled","Unknown","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","115","100","27970","27570"
"In post","2021","Declared non-disabled","Unknown","East Midlands (England)","Lincolnshire","45","40","27950","27570"
"In post","2021","Declared non-disabled","Unknown","East of England","Bedfordshire and Hertfordshire","90","80","34850","31080"
"In post","2021","Declared non-disabled","Unknown","East of England","East Anglia","250","230","28630","27140"
"In post","2021","Declared non-disabled","Unknown","East of England","Essex","120","110","31020","29290"
"In post","2021","Declared non-disabled","Unknown","London","Inner London - East","310","285","41010","34700"
"In post","2021","Declared non-disabled","Unknown","London","Inner London - West","985","950","48170","42200"
"In post","2021","Declared non-disabled","Unknown","London","Outer London - East and North East","120","110","31460","31060"
"In post","2021","Declared non-disabled","Unknown","London","Outer London - South","140","135","36450","31180"
"In post","2021","Declared non-disabled","Unknown","London","Outer London - West and North West","185","175","33980","31060"
"In post","2021","Declared non-disabled","Unknown","North East (England)","Northumberland and Tyne and Wear","545","480","28050","24920"
"In post","2021","Declared non-disabled","Unknown","North East (England)","Tees Valley and Durham","140","125","27250","26000"
"In post","2021","Declared non-disabled","Unknown","North West (England)","Cheshire","110","105","28290","25450"
"In post","2021","Declared non-disabled","Unknown","North West (England)","Cumbria","240","225","23470","21050"
"In post","2021","Declared non-disabled","Unknown","North West (England)","Greater Manchester","330","305","30510","27570"
"In post","2021","Declared non-disabled","Unknown","North West (England)","Lancashire","425","385","27610","27570"
"In post","2021","Declared non-disabled","Unknown","North West (England)","Merseyside","395","355","29250","27570"
"In post","2021","Declared non-disabled","Unknown","Northern Ireland","Northern Ireland","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Overseas","Overseas","45","45","51680","51500"
"In post","2021","Declared non-disabled","Unknown","Scotland","Eastern Scotland","305","270","27240","22200"
"In post","2021","Declared non-disabled","Unknown","Scotland","Highlands and Islands","40","35","26500","24910"
"In post","2021","Declared non-disabled","Unknown","Scotland","North Eastern Scotland","30","30","51450","36740"
"In post","2021","Declared non-disabled","Unknown","Scotland","Southern Scotland","75","65","27320","25560"
"In post","2021","Declared non-disabled","Unknown","Scotland","West Central Scotland","225","200","28430","24910"
"In post","2021","Declared non-disabled","Unknown","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","205","190","31020","29530"
"In post","2021","Declared non-disabled","Unknown","South East (England)","Hampshire and Isle of Wight","210","190","30500","27750"
"In post","2021","Declared non-disabled","Unknown","South East (England)","Kent","110","100","30270","30260"
"In post","2021","Declared non-disabled","Unknown","South East (England)","Surrey, East and West Sussex","175","150","29790","27570"
"In post","2021","Declared non-disabled","Unknown","South West (England)","Cornwall and Isles of Scilly","70","65","25360","21010"
"In post","2021","Declared non-disabled","Unknown","South West (England)","Devon","440","395","32820","31110"
"In post","2021","Declared non-disabled","Unknown","South West (England)","Dorset and Somerset","90","85","28900","27570"
"In post","2021","Declared non-disabled","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","400","380","33740","31600"
"In post","2021","Declared non-disabled","Unknown","Unknown","Unknown","35","30","32910","27570"
"In post","2021","Declared non-disabled","Unknown","Wales","East Wales","405","365","33860","27570"
"In post","2021","Declared non-disabled","Unknown","Wales","West Wales and The Valleys","290","265","28170","25150"
"In post","2021","Declared non-disabled","Unknown","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","160","145","26230","24920"
"In post","2021","Declared non-disabled","Unknown","West Midlands (England)","Shropshire and Staffordshire","155","145","29140","27570"
"In post","2021","Declared non-disabled","Unknown","West Midlands (England)","West Midlands","500","455","30840","27570"
"In post","2021","Declared non-disabled","Unknown","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","80","75","26930","26670"
"In post","2021","Declared non-disabled","Unknown","Yorkshire and The Humber","North Yorkshire","135","125","31520","25190"
"In post","2021","Declared non-disabled","Unknown","Yorkshire and The Humber","South Yorkshire","180","160","34690","29580"
"In post","2021","Declared non-disabled","Unknown","Yorkshire and The Humber","West Yorkshire","360","320","31460","27570"
"In post","2021","Declared non-disabled","White","East Midlands (England)","Derbyshire and Nottinghamshire","6590","6085","32150","27570"
"In post","2021","Declared non-disabled","White","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","2960","2720","28620","27130"
"In post","2021","Declared non-disabled","White","East Midlands (England)","Lincolnshire","1820","1715","27890","26670"
"In post","2021","Declared non-disabled","White","East of England","Bedfordshire and Hertfordshire","2200","2050","32900","29920"
"In post","2021","Declared non-disabled","White","East of England","East Anglia","7475","6985","30120","27570"
"In post","2021","Declared non-disabled","White","East of England","Essex","3145","2870","30840","29290"
"In post","2021","Declared non-disabled","White","London","Inner London - East","5870","5600","47780","41760"
"In post","2021","Declared non-disabled","White","London","Inner London - West","27090","26290","50770","51300"
"In post","2021","Declared non-disabled","White","London","Outer London - East and North East","1120","1040","31670","31060"
"In post","2021","Declared non-disabled","White","London","Outer London - South","4175","3950","40990","36160"
"In post","2021","Declared non-disabled","White","London","Outer London - West and North West","2850","2635","34600","31520"
"In post","2021","Declared non-disabled","White","North East (England)","Northumberland and Tyne and Wear","12635","11315","29090","25860"
"In post","2021","Declared non-disabled","White","North East (England)","Tees Valley and Durham","5910","5340","28220","26700"
"In post","2021","Declared non-disabled","White","North West (England)","Cheshire","1985","1855","31030","27570"
"In post","2021","Declared non-disabled","White","North West (England)","Cumbria","1380","1240","28260","25450"
"In post","2021","Declared non-disabled","White","North West (England)","Greater Manchester","10610","9950","31960","27570"
"In post","2021","Declared non-disabled","White","North West (England)","Lancashire","8165","7445","29140","27570"
"In post","2021","Declared non-disabled","White","North West (England)","Merseyside","12265","11185","28730","25560"
"In post","2021","Declared non-disabled","White","Northern Ireland","Northern Ireland","2235","2105","28610","25560"
"In post","2021","Declared non-disabled","White","Overseas","Overseas","2135","2125","49920","49870"
"In post","2021","Declared non-disabled","White","Scotland","Eastern Scotland","9285","8730","35660","30080"
"In post","2021","Declared non-disabled","White","Scotland","Highlands and Islands","1315","1240","28990","27570"
"In post","2021","Declared non-disabled","White","Scotland","North Eastern Scotland","940","885","37250","30650"
"In post","2021","Declared non-disabled","White","Scotland","Southern Scotland","3245","2930","30290","27570"
"In post","2021","Declared non-disabled","White","Scotland","West Central Scotland","10010","9235","30660","27570"
"In post","2021","Declared non-disabled","White","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","5140","4905","33250","30040"
"In post","2021","Declared non-disabled","White","South East (England)","Hampshire and Isle of Wight","8720","8100","32710","28650"
"In post","2021","Declared non-disabled","White","South East (England)","Kent","5215","4860","29380","27380"
"In post","2021","Declared non-disabled","White","South East (England)","Surrey, East and West Sussex","4790","4370","30830","27570"
"In post","2021","Declared non-disabled","White","South West (England)","Cornwall and Isles of Scilly","1040","950","26620","26670"
"In post","2021","Declared non-disabled","White","South West (England)","Devon","5740","5285","32120","27570"
"In post","2021","Declared non-disabled","White","South West (England)","Dorset and Somerset","3270","3035","29580","27570"
"In post","2021","Declared non-disabled","White","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","17970","17050","36820","33300"
"In post","2021","Declared non-disabled","White","Unknown","Unknown","755","710","33510","27570"
"In post","2021","Declared non-disabled","White","Wales","East Wales","12200","11410","33820","28850"
"In post","2021","Declared non-disabled","White","Wales","West Wales and The Valleys","10685","9670","29370","26780"
"In post","2021","Declared non-disabled","White","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","2375","2225","28150","26470"
"In post","2021","Declared non-disabled","White","West Midlands (England)","Shropshire and Staffordshire","4955","4600","29960","27570"
"In post","2021","Declared non-disabled","White","West Midlands (England)","West Midlands","7350","6730","33130","27570"
"In post","2021","Declared non-disabled","White","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","3105","2825","27980","27130"
"In post","2021","Declared non-disabled","White","Yorkshire and The Humber","North Yorkshire","2975","2820","34260","30040"
"In post","2021","Declared non-disabled","White","Yorkshire and The Humber","South Yorkshire","6245","5665","31750","27570"
"In post","2021","Declared non-disabled","White","Yorkshire and The Humber","West Yorkshire","8480","7805","32680","27730"
"In post","2021","Undeclared","Asian","East Midlands (England)","Derbyshire and Nottinghamshire","15","15","[c]","[c]"
"In post","2021","Undeclared","Asian","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","50","45","25030","21440"
"In post","2021","Undeclared","Asian","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","East of England","Bedfordshire and Hertfordshire","20","15","[c]","[c]"
"In post","2021","Undeclared","Asian","East of England","East Anglia","10","10","[c]","[c]"
"In post","2021","Undeclared","Asian","East of England","Essex","5","5","[c]","[c]"
"In post","2021","Undeclared","Asian","London","Inner London - East","105","100","36950","31060"
"In post","2021","Undeclared","Asian","London","Inner London - West","265","260","40930","35060"
"In post","2021","Undeclared","Asian","London","Outer London - East and North East","30","25","29300","31060"
"In post","2021","Undeclared","Asian","London","Outer London - South","70","65","32190","29370"
"In post","2021","Undeclared","Asian","London","Outer London - West and North West","90","80","31080","30360"
"In post","2021","Undeclared","Asian","North East (England)","Northumberland and Tyne and Wear","10","5","[c]","[c]"
"In post","2021","Undeclared","Asian","North East (England)","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2021","Undeclared","Asian","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","North West (England)","Greater Manchester","70","60","29100","27570"
"In post","2021","Undeclared","Asian","North West (England)","Lancashire","55","50","25170","23260"
"In post","2021","Undeclared","Asian","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Scotland","Eastern Scotland","15","10","[c]","[c]"
"In post","2021","Undeclared","Asian","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","25","25","[c]","[c]"
"In post","2021","Undeclared","Asian","South East (England)","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2021","Undeclared","Asian","South East (England)","Kent","5","5","[c]","[c]"
"In post","2021","Undeclared","Asian","South East (England)","Surrey, East and West Sussex","20","20","[c]","[c]"
"In post","2021","Undeclared","Asian","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","36290","31420"
"In post","2021","Undeclared","Asian","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Undeclared","Asian","Wales","East Wales","10","10","[c]","[c]"
"In post","2021","Undeclared","Asian","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","15","10","[c]","[c]"
"In post","2021","Undeclared","Asian","West Midlands (England)","Shropshire and Staffordshire","15","15","[c]","[c]"
"In post","2021","Undeclared","Asian","West Midlands (England)","West Midlands","145","135","26750","25860"
"In post","2021","Undeclared","Asian","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Yorkshire and The Humber","South Yorkshire","15","15","[c]","[c]"
"In post","2021","Undeclared","Asian","Yorkshire and The Humber","West Yorkshire","80","75","28080","27570"
"In post","2021","Undeclared","Black","East Midlands (England)","Derbyshire and Nottinghamshire","20","20","[c]","[c]"
"In post","2021","Undeclared","Black","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","10","10","[c]","[c]"
"In post","2021","Undeclared","Black","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","East of England","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2021","Undeclared","Black","East of England","East Anglia","10","10","[c]","[c]"
"In post","2021","Undeclared","Black","East of England","Essex","15","15","[c]","[c]"
"In post","2021","Undeclared","Black","London","Inner London - East","155","150","33350","31060"
"In post","2021","Undeclared","Black","London","Inner London - West","220","210","34550","32350"
"In post","2021","Undeclared","Black","London","Outer London - East and North East","30","25","[c]","[c]"
"In post","2021","Undeclared","Black","London","Outer London - South","65","60","32320","31060"
"In post","2021","Undeclared","Black","London","Outer London - West and North West","45","40","31400","31060"
"In post","2021","Undeclared","Black","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","North West (England)","Greater Manchester","25","20","[c]","[c]"
"In post","2021","Undeclared","Black","North West (England)","Lancashire","5","5","[c]","[c]"
"In post","2021","Undeclared","Black","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","15","15","[c]","[c]"
"In post","2021","Undeclared","Black","South East (England)","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2021","Undeclared","Black","South East (England)","Kent","5","5","[c]","[c]"
"In post","2021","Undeclared","Black","South East (England)","Surrey, East and West Sussex","15","15","[c]","[c]"
"In post","2021","Undeclared","Black","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","20","15","[c]","[c]"
