"Status","Year","Age","Function_of_post","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Unknown","Antrim and Newtownabbey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Ards and North Down","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Ards and North Down","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Barking & Dagenham and Havering","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Barking & Dagenham and Havering","EO","65","60","31070","31060"
"In post","2021","30-39","Unknown","Barking & Dagenham and Havering","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Barnet","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Barnet","EO","40","40","30730","31060"
"In post","2021","30-39","Unknown","Barnet","G6/G7","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Barnet","SEO/HEO","10","10","40250","38340"
"In post","2021","30-39","Unknown","Barnsley, Doncaster and Rotherham","AA/AO","100","85","20960","21010"
"In post","2021","30-39","Unknown","Barnsley, Doncaster and Rotherham","EO","100","90","27500","27570"
"In post","2021","30-39","Unknown","Barnsley, Doncaster and Rotherham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Barnsley, Doncaster and Rotherham","SEO/HEO","15","15","32140","31990"
"In post","2021","30-39","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","25","20","21400","21010"
"In post","2021","30-39","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","110","105","26200","26670"
"In post","2021","30-39","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","20","20","54830","54540"
"In post","2021","30-39","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","125","120","36700","35240"
"In post","2021","30-39","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Bedford","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Bedford","EO","35","30","26700","27570"
"In post","2021","30-39","Unknown","Bedford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Bedford","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Belfast","AA/AO","65","55","21210","21430"
"In post","2021","30-39","Unknown","Belfast","EO","55","50","25170","24890"
"In post","2021","30-39","Unknown","Belfast","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Berkshire","AA/AO","25","25","22680","22500"
"In post","2021","30-39","Unknown","Berkshire","EO","75","70","29300","29290"
"In post","2021","30-39","Unknown","Berkshire","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Berkshire","SEO/HEO","35","30","38470","35120"
"In post","2021","30-39","Unknown","Berkshire","Unknown","15","15","40090","40620"
"In post","2021","30-39","Unknown","Bexley and Greenwich","AA/AO","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Bexley and Greenwich","EO","45","40","31210","31060"
"In post","2021","30-39","Unknown","Bexley and Greenwich","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Bexley and Greenwich","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Birmingham","AA/AO","70","60","20790","21010"
"In post","2021","30-39","Unknown","Birmingham","EO","285","270","27310","27570"
"In post","2021","30-39","Unknown","Birmingham","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Birmingham","SEO/HEO","45","45","33040","31990"
"In post","2021","30-39","Unknown","Blackburn with Darwen","AA/AO","35","25","20830","21010"
"In post","2021","30-39","Unknown","Blackburn with Darwen","EO","45","45","27570","27570"
"In post","2021","30-39","Unknown","Blackburn with Darwen","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Blackpool","AA/AO","235","220","20960","21010"
"In post","2021","30-39","Unknown","Blackpool","EO","290","270","27540","27570"
"In post","2021","30-39","Unknown","Blackpool","G6/G7","30","30","53120","49170"
"In post","2021","30-39","Unknown","Blackpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Blackpool","SEO/HEO","100","100","33520","31990"
"In post","2021","30-39","Unknown","Bournemouth and Poole","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Bournemouth and Poole","EO","45","40","27200","27570"
"In post","2021","30-39","Unknown","Bournemouth and Poole","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Bournemouth and Poole","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Bradford","AA/AO","85","70","20690","21010"
"In post","2021","30-39","Unknown","Bradford","EO","115","105","27570","27570"
"In post","2021","30-39","Unknown","Bradford","SEO/HEO","10","5","[c]","[c]"
"In post","2021","30-39","Unknown","Breckland and South Norfolk","EO","10","5","[c]","[c]"
"In post","2021","30-39","Unknown","Breckland and South Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Brent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Brent","EO","40","40","31060","31060"
"In post","2021","30-39","Unknown","Brent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Bridgend and Neath Port Talbot","AA/AO","35","30","20990","21010"
"In post","2021","30-39","Unknown","Bridgend and Neath Port Talbot","EO","50","45","27590","27570"
"In post","2021","30-39","Unknown","Bridgend and Neath Port Talbot","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Bridgend and Neath Port Talbot","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Brighton and Hove","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Brighton and Hove","EO","30","25","27570","27570"
"In post","2021","30-39","Unknown","Brighton and Hove","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Bristol, City of","AA/AO","50","40","21060","21010"
"In post","2021","30-39","Unknown","Bristol, City of","EO","105","95","27590","27570"
"In post","2021","30-39","Unknown","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Bristol, City of","SEO/HEO","10","10","32580","31990"
"In post","2021","30-39","Unknown","Bromley","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Bromley","EO","25","25","31060","31060"
"In post","2021","30-39","Unknown","Bromley","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Buckinghamshire CC","AA/AO","25","25","21820","22400"
"In post","2021","30-39","Unknown","Buckinghamshire CC","EO","40","40","27650","27570"
"In post","2021","30-39","Unknown","Buckinghamshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Buckinghamshire CC","SEO/HEO","15","10","39630","39390"
"In post","2021","30-39","Unknown","Caithness and Sutherland and Ross and Cromarty","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Caithness and Sutherland and Ross and Cromarty","EO","10","10","27630","27570"
"In post","2021","30-39","Unknown","Caithness and Sutherland and Ross and Cromarty","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Calderdale and Kirklees","AA/AO","15","10","20900","21010"
"In post","2021","30-39","Unknown","Calderdale and Kirklees","EO","120","110","27530","27570"
"In post","2021","30-39","Unknown","Calderdale and Kirklees","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Calderdale and Kirklees","SEO/HEO","10","10","32350","31990"
"In post","2021","30-39","Unknown","Cambridgeshire CC","AA/AO","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Cambridgeshire CC","EO","50","50","27410","27570"
"In post","2021","30-39","Unknown","Cambridgeshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Cambridgeshire CC","SEO/HEO","75","75","35860","33300"
"In post","2021","30-39","Unknown","Camden and City of London","AA/AO","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Camden and City of London","EO","60","60","29280","28990"
"In post","2021","30-39","Unknown","Camden and City of London","G6/G7","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Camden and City of London","SEO/HEO","45","45","39520","41950"
"In post","2021","30-39","Unknown","Cardiff and Vale of Glamorgan","AA/AO","120","115","22270","21800"
"In post","2021","30-39","Unknown","Cardiff and Vale of Glamorgan","EO","395","375","27600","27570"
"In post","2021","30-39","Unknown","Cardiff and Vale of Glamorgan","G6/G7","150","150","58860","60830"
"In post","2021","30-39","Unknown","Cardiff and Vale of Glamorgan","SCS level","10","10","76470","75570"
"In post","2021","30-39","Unknown","Cardiff and Vale of Glamorgan","SEO/HEO","385","365","38870","37410"
"In post","2021","30-39","Unknown","Causeway Coast and Glens","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Central Bedfordshire","AA/AO","10","10","20920","20920"
"In post","2021","30-39","Unknown","Central Bedfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Central Bedfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Central Bedfordshire","SEO/HEO","10","10","36960","36350"
"In post","2021","30-39","Unknown","Central Hampshire","AA/AO","35","30","20680","20920"
"In post","2021","30-39","Unknown","Central Hampshire","EO","35","35","27000","26670"
"In post","2021","30-39","Unknown","Central Hampshire","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Central Hampshire","SEO/HEO","45","45","35810","33300"
"In post","2021","30-39","Unknown","Central Valleys","AA/AO","45","40","22540","23830"
"In post","2021","30-39","Unknown","Central Valleys","EO","110","105","28050","27570"
"In post","2021","30-39","Unknown","Central Valleys","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Central Valleys","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Central Valleys","SEO/HEO","105","100","38690","37410"
"In post","2021","30-39","Unknown","Cheshire East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Cheshire East","EO","20","20","27570","27570"
"In post","2021","30-39","Unknown","Cheshire East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Cheshire West and Chester","AA/AO","25","25","21150","21010"
"In post","2021","30-39","Unknown","Cheshire West and Chester","EO","25","20","27690","27570"
"In post","2021","30-39","Unknown","Cheshire West and Chester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Chorley and West Lancashire","EO","20","20","27570","27570"
"In post","2021","30-39","Unknown","Chorley and West Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","City of Edinburgh","AA/AO","135","125","23600","22230"
"In post","2021","30-39","Unknown","City of Edinburgh","EO","270","265","27920","27570"
"In post","2021","30-39","Unknown","City of Edinburgh","G6/G7","435","415","58740","60120"
"In post","2021","30-39","Unknown","City of Edinburgh","SCS level","10","10","85280","83230"
"In post","2021","30-39","Unknown","City of Edinburgh","SEO/HEO","805","775","37980","38540"
"In post","2021","30-39","Unknown","Clackmannanshire and Fife","AA/AO","15","15","20850","21010"
"In post","2021","30-39","Unknown","Clackmannanshire and Fife","EO","35","30","27840","27570"
"In post","2021","30-39","Unknown","Clackmannanshire and Fife","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Clackmannanshire and Fife","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Conwy and Denbighshire","AA/AO","15","15","23340","23830"
"In post","2021","30-39","Unknown","Conwy and Denbighshire","EO","25","25","27920","27570"
"In post","2021","30-39","Unknown","Conwy and Denbighshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Conwy and Denbighshire","SEO/HEO","45","40","38410","37410"
"In post","2021","30-39","Unknown","Cornwall and Isles of Scilly","AA/AO","100","85","20880","21010"
"In post","2021","30-39","Unknown","Cornwall and Isles of Scilly","EO","80","75","27570","27570"
"In post","2021","30-39","Unknown","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Cornwall and Isles of Scilly","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Coventry","AA/AO","20","15","20780","21010"
"In post","2021","30-39","Unknown","Coventry","EO","45","45","27570","27570"
"In post","2021","30-39","Unknown","Coventry","SEO/HEO","10","10","32650","31990"
"In post","2021","30-39","Unknown","Croydon","AA/AO","120","105","24960","25630"
"In post","2021","30-39","Unknown","Croydon","EO","310","285","29280","28990"
"In post","2021","30-39","Unknown","Croydon","G6/G7","215","210","61760","57740"
"In post","2021","30-39","Unknown","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Croydon","SEO/HEO","430","420","38980","40030"
"In post","2021","30-39","Unknown","Croydon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Darlington","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Darlington","EO","15","15","27180","27570"
"In post","2021","30-39","Unknown","Darlington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Derby","AA/AO","60","50","20960","21010"
"In post","2021","30-39","Unknown","Derby","EO","45","40","27570","27570"
"In post","2021","30-39","Unknown","Derby","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Devon CC","AA/AO","130","105","20690","21010"
"In post","2021","30-39","Unknown","Devon CC","EO","110","100","27480","27570"
"In post","2021","30-39","Unknown","Devon CC","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Devon CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Devon CC","SEO/HEO","10","10","33030","31990"
"In post","2021","30-39","Unknown","Dorset CC","AA/AO","20","20","20830","20920"
"In post","2021","30-39","Unknown","Dorset CC","EO","20","15","27760","27570"
"In post","2021","30-39","Unknown","Dorset CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Dorset CC","SEO/HEO","10","10","38190","37100"
"In post","2021","30-39","Unknown","Dorset CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Dudley","AA/AO","75","60","20900","21010"
"In post","2021","30-39","Unknown","Dudley","EO","70","60","27570","27570"
"In post","2021","30-39","Unknown","Dudley","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Dumfries and Galloway","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Dumfries and Galloway","EO","10","5","[c]","[c]"
"In post","2021","30-39","Unknown","Dumfries and Galloway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Durham CC","AA/AO","205","175","21080","21430"
"In post","2021","30-39","Unknown","Durham CC","EO","105","95","26560","27570"
"In post","2021","30-39","Unknown","Durham CC","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Durham CC","SEO/HEO","25","25","34120","31990"
"In post","2021","30-39","Unknown","Ealing","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Ealing","EO","55","55","31030","31060"
"In post","2021","30-39","Unknown","Ealing","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","East Ayrshire and North Ayrshire mainland","AA/AO","20","15","21410","21010"
"In post","2021","30-39","Unknown","East Ayrshire and North Ayrshire mainland","EO","50","45","27900","27570"
"In post","2021","30-39","Unknown","East Ayrshire and North Ayrshire mainland","SEO/HEO","15","10","37200","35110"
"In post","2021","30-39","Unknown","East Cumbria","EO","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","East Derbyshire","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","East Derbyshire","EO","40","35","27570","27570"
"In post","2021","30-39","Unknown","East Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","AA/AO","35","30","21340","21010"
"In post","2021","30-39","Unknown","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","EO","30","30","27560","27570"
"In post","2021","30-39","Unknown","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","SEO/HEO","20","20","42140","41600"
"In post","2021","30-39","Unknown","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","East Kent","AA/AO","125","115","22670","21430"
"In post","2021","30-39","Unknown","East Kent","EO","410","375","26310","25280"
"In post","2021","30-39","Unknown","East Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","East Kent","SEO/HEO","60","60","32170","30980"
"In post","2021","30-39","Unknown","East Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","East Lancashire","AA/AO","15","10","20930","21010"
"In post","2021","30-39","Unknown","East Lancashire","EO","55","50","27570","27570"
"In post","2021","30-39","Unknown","East Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","East Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","East Lothian and Midlothian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","East Lothian and Midlothian","EO","10","10","27570","27570"
"In post","2021","30-39","Unknown","East Lothian and Midlothian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","East Merseyside","AA/AO","15","10","20810","21010"
"In post","2021","30-39","Unknown","East Merseyside","EO","75","70","27570","27570"
"In post","2021","30-39","Unknown","East Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","East Riding of Yorkshire","AA/AO","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","East Riding of Yorkshire","EO","30","25","27330","27570"
"In post","2021","30-39","Unknown","East Riding of Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","East Surrey","EO","15","15","29290","29290"
"In post","2021","30-39","Unknown","East Surrey","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","East Sussex CC","AA/AO","90","75","20930","21010"
"In post","2021","30-39","Unknown","East Sussex CC","EO","95","85","27480","27570"
"In post","2021","30-39","Unknown","East Sussex CC","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Enfield","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Enfield","EO","40","40","31060","31060"
"In post","2021","30-39","Unknown","Enfield","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Essex Haven Gateway","AA/AO","20","20","22260","21430"
"In post","2021","30-39","Unknown","Essex Haven Gateway","EO","65","60","27370","27420"
"In post","2021","30-39","Unknown","Essex Haven Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Essex Haven Gateway","SEO/HEO","15","15","33860","33000"
"In post","2021","30-39","Unknown","Essex Thames Gateway","AA/AO","45","40","24140","24180"
"In post","2021","30-39","Unknown","Essex Thames Gateway","EO","55","50","29190","29290"
"In post","2021","30-39","Unknown","Essex Thames Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Falkirk","AA/AO","150","120","21080","21010"
"In post","2021","30-39","Unknown","Falkirk","EO","70","65","27540","27570"
"In post","2021","30-39","Unknown","Falkirk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Falkirk","SEO/HEO","15","15","32230","31990"
"In post","2021","30-39","Unknown","Flintshire and Wrexham","AA/AO","65","55","20980","21010"
"In post","2021","30-39","Unknown","Flintshire and Wrexham","EO","55","55","27480","27570"
"In post","2021","30-39","Unknown","Flintshire and Wrexham","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Glasgow City","AA/AO","385","340","21130","21010"
"In post","2021","30-39","Unknown","Glasgow City","EO","370","355","27050","27570"
"In post","2021","30-39","Unknown","Glasgow City","G6/G7","185","180","57750","56120"
"In post","2021","30-39","Unknown","Glasgow City","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Glasgow City","SEO/HEO","470","455","37240","37460"
"In post","2021","30-39","Unknown","Gloucestershire","AA/AO","25","25","20920","21010"
"In post","2021","30-39","Unknown","Gloucestershire","EO","50","45","27470","27570"
"In post","2021","30-39","Unknown","Gloucestershire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Gloucestershire","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Greater Manchester North East","AA/AO","15","15","20930","21010"
"In post","2021","30-39","Unknown","Greater Manchester North East","EO","120","115","27570","27570"
"In post","2021","30-39","Unknown","Greater Manchester North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Greater Manchester North East","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Greater Manchester North West","AA/AO","105","100","20890","21010"
"In post","2021","30-39","Unknown","Greater Manchester North West","EO","90","85","27480","27570"
"In post","2021","30-39","Unknown","Greater Manchester North West","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Greater Manchester South East","AA/AO","75","70","21100","21010"
"In post","2021","30-39","Unknown","Greater Manchester South East","EO","55","55","27460","27570"
"In post","2021","30-39","Unknown","Greater Manchester South East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Greater Manchester South East","SEO/HEO","15","15","33700","33150"
"In post","2021","30-39","Unknown","Greater Manchester South West","AA/AO","60","55","21080","21010"
"In post","2021","30-39","Unknown","Greater Manchester South West","EO","170","165","26240","25690"
"In post","2021","30-39","Unknown","Greater Manchester South West","G6/G7","25","25","56150","56200"
"In post","2021","30-39","Unknown","Greater Manchester South West","SEO/HEO","110","105","34410","31990"
"In post","2021","30-39","Unknown","Gwent Valleys","AA/AO","60","55","21320","21010"
"In post","2021","30-39","Unknown","Gwent Valleys","EO","120","110","27650","27570"
"In post","2021","30-39","Unknown","Gwent Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Gwent Valleys","SEO/HEO","25","25","37220","37410"
"In post","2021","30-39","Unknown","Gwynedd","AA/AO","70","65","21110","21010"
"In post","2021","30-39","Unknown","Gwynedd","EO","35","35","27790","27570"
"In post","2021","30-39","Unknown","Gwynedd","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Gwynedd","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Hackney and Newham","AA/AO","40","30","24090","25110"
"In post","2021","30-39","Unknown","Hackney and Newham","EO","145","135","30880","31060"
"In post","2021","30-39","Unknown","Hackney and Newham","SEO/HEO","15","15","38500","36650"
"In post","2021","30-39","Unknown","Haringey and Islington","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Haringey and Islington","EO","75","70","31060","31060"
"In post","2021","30-39","Unknown","Haringey and Islington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Harrow and Hillingdon","AA/AO","85","80","25400","25630"
"In post","2021","30-39","Unknown","Harrow and Hillingdon","EO","360","345","29440","29080"
"In post","2021","30-39","Unknown","Harrow and Hillingdon","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Harrow and Hillingdon","SEO/HEO","75","75","36270","35200"
"In post","2021","30-39","Unknown","Hartlepool and Stockton-on-Tees","AA/AO","50","45","20940","21010"
"In post","2021","30-39","Unknown","Hartlepool and Stockton-on-Tees","EO","100","90","27570","27570"
"In post","2021","30-39","Unknown","Hartlepool and Stockton-on-Tees","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Heart of Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Heart of Essex","EO","25","20","29290","29290"
"In post","2021","30-39","Unknown","Heart of Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Herefordshire, County of","AA/AO","15","15","20980","20920"
"In post","2021","30-39","Unknown","Herefordshire, County of","EO","15","15","27530","27570"
"In post","2021","30-39","Unknown","Herefordshire, County of","SEO/HEO","10","10","35740","33300"
"In post","2021","30-39","Unknown","Hertfordshire","AA/AO","15","15","24340","24180"
"In post","2021","30-39","Unknown","Hertfordshire","EO","105","105","29270","29290"
"In post","2021","30-39","Unknown","Hertfordshire","G6/G7","35","35","57980","57340"
"In post","2021","30-39","Unknown","Hertfordshire","SEO/HEO","75","70","38300","40450"
"In post","2021","30-39","Unknown","Hounslow and Richmond upon Thames","AA/AO","35","35","24290","25110"
"In post","2021","30-39","Unknown","Hounslow and Richmond upon Thames","EO","150","145","29710","29250"
"In post","2021","30-39","Unknown","Hounslow and Richmond upon Thames","SEO/HEO","65","60","36310","35200"
"In post","2021","30-39","Unknown","Inverclyde, East Renfrewshire and Renfrewshire","AA/AO","15","15","20850","21010"
"In post","2021","30-39","Unknown","Inverclyde, East Renfrewshire and Renfrewshire","EO","40","40","26680","27570"
"In post","2021","30-39","Unknown","Inverclyde, East Renfrewshire and Renfrewshire","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","AA/AO","20","20","20780","20520"
"In post","2021","30-39","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","EO","45","40","27740","27570"
"In post","2021","30-39","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","10","10","32790","31990"
"In post","2021","30-39","Unknown","Isle of Anglesey","AA/AO","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Isle of Anglesey","EO","25","25","26780","27570"
"In post","2021","30-39","Unknown","Isle of Anglesey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Isle of Wight","AA/AO","10","5","[c]","[c]"
"In post","2021","30-39","Unknown","Isle of Wight","EO","15","15","27570","27570"
"In post","2021","30-39","Unknown","Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Kensington & Chelsea and Hammersmith & Fulham","EO","50","50","31060","31060"
"In post","2021","30-39","Unknown","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Kent Thames Gateway","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Kent Thames Gateway","EO","45","40","29390","29290"
"In post","2021","30-39","Unknown","Kent Thames Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Kingston upon Hull, City of","AA/AO","25","20","20940","21010"
"In post","2021","30-39","Unknown","Kingston upon Hull, City of","EO","60","55","27060","27570"
"In post","2021","30-39","Unknown","Kingston upon Hull, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Kingston upon Hull, City of","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Lambeth","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Lambeth","EO","70","65","31010","31060"
