"Status","Year","Disability","Function_of_post","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Analysis","Central Hampshire","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Central Hampshire","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Central Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Central Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Central Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","City of Edinburgh","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","City of Edinburgh","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","City of Edinburgh","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","City of Edinburgh","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Coventry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Coventry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Croydon","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Croydon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Croydon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Darlington","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Darlington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Darlington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Devon CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Devon CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Dorset CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Dorset CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Dorset CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Dorset CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Durham CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","East Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","East Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","East Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","East Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","East Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","East Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","East Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","East Riding of Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","East Sussex CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","East Sussex CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","East Sussex CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Flintshire and Wrexham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Flintshire and Wrexham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Glasgow City","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Glasgow City","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Glasgow City","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Glasgow City","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Greater Manchester North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Greater Manchester North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Greater Manchester South West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Greater Manchester South West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Hackney and Newham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Hackney and Newham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Leeds","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Leeds","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Leeds","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Leeds","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Leeds","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Leicester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Leicestershire CC and Rutland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Liverpool","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Liverpool","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Liverpool","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Liverpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Liverpool","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Manchester","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Manchester","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Medway","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Medway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Merton, Kingston upon Thames and Sutton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Mid Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Monmouthshire and Newport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Monmouthshire and Newport","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Monmouthshire and Newport","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Monmouthshire and Newport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Monmouthshire and Newport","SEO/HEO","60","60","34460","36030"
"In post","2021","Declared disabled","Analysis","North Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","North Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","North Yorkshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","North Yorkshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Norwich and East Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Norwich and East Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Norwich and East Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Nottingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Nottingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Nottingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Nottingham","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Peterborough","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Plymouth","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Plymouth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Plymouth","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Portsmouth","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Portsmouth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Portsmouth","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Sefton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Sefton","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Sefton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Sefton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Sheffield","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Sheffield","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Sheffield","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Sheffield","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Sheffield","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Somerset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","South and West Derbyshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","South and West Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","South and West Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","South Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","South Hampshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","South Hampshire","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","South Hampshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","South Hampshire","SEO/HEO","35","30","34330","36030"
"In post","2021","Declared disabled","Analysis","South Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Southampton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Southend-on-Sea","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Southend-on-Sea","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Southend-on-Sea","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Southend-on-Sea","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Staffordshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Staffordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Staffordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Staffordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Suffolk","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Suffolk","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Suffolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Suffolk","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Swansea","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Swansea","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Swansea","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Swansea","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Telford and Wrekin","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Telford and Wrekin","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Tower Hamlets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Tower Hamlets","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Tower Hamlets","G6/G7","20","15","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Tower Hamlets","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Tower Hamlets","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Tyneside","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Tyneside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Tyneside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Wakefield","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Wakefield","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Wakefield","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","West Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","West Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","West Surrey","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","West Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","West Surrey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","West Sussex (North East)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","West Sussex (South West)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","West Sussex (South West)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","West Sussex (South West)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Westminster","EO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Westminster","G6/G7","65","60","61000","59620"
"In post","2021","Declared disabled","Analysis","Westminster","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Westminster","SEO/HEO","75","75","38830","38450"
"In post","2021","Declared disabled","Analysis","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Wiltshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Wiltshire","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Wirral","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Worcestershire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","York","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","York","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","York","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","York","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","York","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Aberdeen City and Aberdeenshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Aberdeen City and Aberdeenshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Aberdeen City and Aberdeenshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Antrim and Newtownabbey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Armagh City, Banbridge and Craigavon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Barnet","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Barnet","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Barnet","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Barnsley, Doncaster and Rotherham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Barnsley, Doncaster and Rotherham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","15","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","30","30","38190","40220"
"In post","2021","Declared disabled","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Bedford","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Bedford","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Berkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Berkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Berkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Berkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Bexley and Greenwich","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Bexley and Greenwich","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Bexley and Greenwich","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Bexley and Greenwich","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Birmingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Birmingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Birmingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Birmingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Birmingham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Birmingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Blackpool","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Blackpool","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Blackpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Blackpool","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Bournemouth and Poole","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Bournemouth and Poole","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Bournemouth and Poole","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Bradford","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Breckland and South Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Breckland and South Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Bridgend and Neath Port Talbot","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Brighton and Hove","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Bristol, City of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Bristol, City of","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Bristol, City of","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Buckinghamshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Buckinghamshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Buckinghamshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Buckinghamshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Buckinghamshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Buckinghamshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Cambridgeshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Cambridgeshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Cambridgeshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Cambridgeshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Cambridgeshire CC","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Camden and City of London","AA/AO","[c]","[c]","[c]","[c]"
