"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","20-29","Communications","SEO/HEO","Female","35","[c]","36000","35110"
"Leaver Dept.","2021","20-29","Communications","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","EO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","SEO/HEO","Female","50","[c]","31900","31190"
"Leaver Dept.","2021","20-29","Human Resources","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","No function","AA/AO","Female","175","[c]","20650","20020"
"Leaver Dept.","2021","20-29","No function","AA/AO","Male","95","[c]","20580","19930"
"Leaver Dept.","2021","20-29","No function","EO","Female","155","[c]","26500","26510"
"Leaver Dept.","2021","20-29","No function","EO","Male","105","[c]","26900","27310"
"Leaver Dept.","2021","20-29","No function","G6/G7","Female","80","[c]","53490","52850"
"Leaver Dept.","2021","20-29","No function","G6/G7","Male","85","[c]","53410","53200"
"Leaver Dept.","2021","20-29","No function","SEO/HEO","Female","575","[c]","33040","32000"
"Leaver Dept.","2021","20-29","No function","SEO/HEO","Male","475","[c]","33130","32320"
"Leaver Dept.","2021","20-29","No function","Unknown","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","No function","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","EO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","EO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","SEO/HEO","Female","40","[c]","32720","31950"
"Leaver Dept.","2021","20-29","Project Delivery","SEO/HEO","Male","45","[c]","33780","32860"
"Leaver Dept.","2021","20-29","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","AA/AO","Female","290","[c]","21480","21010"
"Leaver Dept.","2021","20-29","Unknown","AA/AO","Male","205","[c]","21440","21010"
"Leaver Dept.","2021","20-29","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","EO","Female","265","[c]","27640","27570"
"Leaver Dept.","2021","20-29","Unknown","EO","Male","230","[c]","27770","27570"
"Leaver Dept.","2021","20-29","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","G6/G7","Female","50","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","G6/G7","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","SEO/HEO","Female","320","[c]","35440","35060"
"Leaver Dept.","2021","20-29","Unknown","SEO/HEO","Male","265","[c]","34850","34700"
"Leaver Dept.","2021","20-29","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Unknown","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Unknown","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Debt","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Debt","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","SEO/HEO","Female","40","[c]","35690","35150"
"Leaver Dept.","2021","30-39","Human Resources","SEO/HEO","Male","35","[c]","37150","35100"
"Leaver Dept.","2021","30-39","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","No function","AA/AO","Female","105","[c]","20210","19930"
"Leaver Dept.","2021","30-39","No function","AA/AO","Male","80","[c]","20630","20430"
"Leaver Dept.","2021","30-39","No function","EO","Female","90","[c]","25450","24340"
"Leaver Dept.","2021","30-39","No function","EO","Male","55","[c]","25640","25770"
"Leaver Dept.","2021","30-39","No function","G6/G7","Female","215","[c]","55780","54470"
"Leaver Dept.","2021","30-39","No function","G6/G7","Male","200","[c]","55790","54280"
"Leaver Dept.","2021","30-39","No function","SCS level","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","No function","SCS level","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","No function","SEO/HEO","Female","245","[c]","34700","33570"
"Leaver Dept.","2021","30-39","No function","SEO/HEO","Male","210","[c]","34760","33240"
"Leaver Dept.","2021","30-39","No function","Unknown","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","No function","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","SEO/HEO","Female","35","[c]","34260","34030"
"Leaver Dept.","2021","30-39","Project Delivery","SEO/HEO","Male","50","[c]","34640","34090"
"Leaver Dept.","2021","30-39","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","AA/AO","Female","190","[c]","21270","21010"
"Leaver Dept.","2021","30-39","Unknown","AA/AO","Male","180","[c]","21650","21010"
"Leaver Dept.","2021","30-39","Unknown","EO","Female","230","[c]","27170","27570"
"Leaver Dept.","2021","30-39","Unknown","EO","Male","195","[c]","27290","27570"
"Leaver Dept.","2021","30-39","Unknown","G6/G7","Female","150","[c]","57570","56150"
"Leaver Dept.","2021","30-39","Unknown","G6/G7","Male","130","[c]","57870","56230"
"Leaver Dept.","2021","30-39","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","SEO/HEO","Female","230","[c]","37010","36350"
"Leaver Dept.","2021","30-39","Unknown","SEO/HEO","Male","250","[c]","36800","35510"
"Leaver Dept.","2021","30-39","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Grants Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Grants Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Grants Management","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Grants Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Grants Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Grants Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Grants Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Grants Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","AA/AO","Female","5","[c]","[c]","[c]"
