"Status","Year","Profession_of_post","Region_ITL2","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","West Midlands","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","West Midlands","Outside London","Unknown","20","20","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Outside London","Heterosexual / straight","125","115","34740","31380"
"In post","2021","Commercial","West Wales and The Valleys","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Outside London","Undeclared","40","35","30360","26780"
"In post","2021","Commercial","West Wales and The Valleys","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Yorkshire","Outside London","Heterosexual / straight","110","105","42680","36970"
"In post","2021","Commercial","West Yorkshire","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","Commercial","West Yorkshire","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","West Yorkshire","Outside London","Unknown","55","55","38730","35810"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Heterosexual / straight","60","60","32620","31290"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Communications","Cheshire","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Communications","Cheshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cumbria","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cumbria","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Derbyshire and Nottinghamshire","Outside London","Heterosexual / straight","50","45","38050","36970"
"In post","2021","Communications","Derbyshire and Nottinghamshire","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Communications","Derbyshire and Nottinghamshire","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Communications","Derbyshire and Nottinghamshire","Outside London","Unknown","20","20","[c]","[c]"
"In post","2021","Communications","Devon","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Communications","Devon","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Devon","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Devon","Outside London","Unknown","35","30","38350","38250"
"In post","2021","Communications","Dorset and Somerset","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Communications","Dorset and Somerset","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Dorset and Somerset","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Communications","Dorset and Somerset","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Communications","East Anglia","Outside London","Heterosexual / straight","30","30","35020","31280"
"In post","2021","Communications","East Anglia","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Anglia","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Anglia","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Communications","East Wales","Outside London","Heterosexual / straight","190","180","38310","37410"
"In post","2021","Communications","East Wales","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Communications","East Wales","Outside London","Undeclared","25","20","[c]","[c]"
"In post","2021","Communications","East Wales","Outside London","Unknown","30","30","38390","35060"
"In post","2021","Communications","East Yorkshire and Northern Lincolnshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Yorkshire and Northern Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Essex","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Communications","Essex","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Essex","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Heterosexual / straight","160","150","36300","34670"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","25","25","[c]","[c]"
"In post","2021","Communications","Greater Manchester","Outside London","Heterosexual / straight","60","60","34820","32010"
"In post","2021","Communications","Greater Manchester","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Communications","Greater Manchester","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Communications","Greater Manchester","Outside London","Unknown","15","10","[c]","[c]"
"In post","2021","Communications","Hampshire and Isle of Wight","Outside London","Heterosexual / straight","130","125","33090","32030"
"In post","2021","Communications","Hampshire and Isle of Wight","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Communications","Hampshire and Isle of Wight","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Communications","Hampshire and Isle of Wight","Outside London","Unknown","35","30","34280","32290"
"In post","2021","Communications","Herefordshire, Worcestershire and Warwickshire","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Communications","Herefordshire, Worcestershire and Warwickshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Highlands and Islands","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Highlands and Islands","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inner London - East","London","Heterosexual / straight","140","135","47720","42290"
"In post","2021","Communications","Inner London - East","London","LGBO","20","20","[c]","[c]"
"In post","2021","Communications","Inner London - East","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Communications","Inner London - East","London","Unknown","50","45","49450","41510"
"In post","2021","Communications","Inner London - West","London","Heterosexual / straight","1110","1080","46930","42890"
"In post","2021","Communications","Inner London - West","London","LGBO","105","105","45120","42620"
"In post","2021","Communications","Inner London - West","London","Undeclared","120","120","45620","42610"
"In post","2021","Communications","Inner London - West","London","Unknown","470","460","45390","42200"
"In post","2021","Communications","Kent","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Kent","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lancashire","Outside London","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Communications","Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lancashire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lancashire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Leicestershire, Rutland and Northamptonshire","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Communications","Leicestershire, Rutland and Northamptonshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Leicestershire, Rutland and Northamptonshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lincolnshire","Outside London","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Communications","Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lincolnshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Merseyside","Outside London","Heterosexual / straight","50","45","40320","37910"
"In post","2021","Communications","Merseyside","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Merseyside","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Communications","Merseyside","Outside London","Unknown","15","10","[c]","[c]"
"In post","2021","Communications","North Yorkshire","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Communications","North Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North Yorkshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","Outside London","Heterosexual / straight","60","60","35040","31810"
"In post","2021","Communications","Northumberland and Tyne and Wear","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","Outside London","Unknown","20","15","[c]","[c]"
"In post","2021","Communications","Outer London - East and North East","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - East and North East","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - South","London","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Communications","Outer London - South","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - South","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - South","London","Unknown","10","10","[c]","[c]"
"In post","2021","Communications","Outer London - West and North West","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Communications","Outer London - West and North West","London","LGBO","5","5","[c]","[c]"
"In post","2021","Communications","Outer London - West and North West","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - West and North West","London","Unknown","10","10","[c]","[c]"
"In post","2021","Communications","Overseas","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Communications","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Communications","South Yorkshire","Outside London","Heterosexual / straight","30","30","40570","37700"
"In post","2021","Communications","South Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South Yorkshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South Yorkshire","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Communications","Southern Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Southern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Southern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","Outside London","Unknown","5","5","[c]","[c]"
