"Status","Year","Parent_department","Region_ITL3","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Education","Darlington","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Department for Education","Darlington","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Darlington","SEO/HEO","Female","245","225","34300","36500"
"In post","2021","Department for Education","Darlington","SEO/HEO","Male","145","145","34810","36500"
"In post","2021","Department for Education","Darlington","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Darlington","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Hertfordshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Hertfordshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Hertfordshire","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Department for Education","Hertfordshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Hertfordshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Hertfordshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Hertfordshire","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Department for Education","Hertfordshire","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Department for Education","Leeds","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Leeds","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Leeds","G6/G7","Female","20","20","[c]","[c]"
"In post","2021","Department for Education","Leeds","G6/G7","Male","25","20","[c]","[c]"
"In post","2021","Department for Education","Leeds","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Leeds","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Leeds","SEO/HEO","Female","30","25","[c]","[c]"
"In post","2021","Department for Education","Leeds","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","Department for Education","Manchester","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Department for Education","Manchester","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Department for Education","Manchester","EO","Female","90","85","25550","25000"
"In post","2021","Department for Education","Manchester","EO","Male","75","75","25530","25000"
"In post","2021","Department for Education","Manchester","G6/G7","Female","205","195","54370","50630"
"In post","2021","Department for Education","Manchester","G6/G7","Male","170","165","54690","50630"
"In post","2021","Department for Education","Manchester","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Department for Education","Manchester","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Department for Education","Manchester","SEO/HEO","Female","315","305","34600","36500"
"In post","2021","Department for Education","Manchester","SEO/HEO","Male","255","255","34390","36500"
"In post","2021","Department for Education","Manchester","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Manchester","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Nottingham","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Nottingham","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Nottingham","EO","Female","25","25","[c]","[c]"
"In post","2021","Department for Education","Nottingham","EO","Male","15","15","[c]","[c]"
"In post","2021","Department for Education","Nottingham","G6/G7","Female","50","50","53640","50630"
"In post","2021","Department for Education","Nottingham","G6/G7","Male","45","45","54610","50630"
"In post","2021","Department for Education","Nottingham","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Nottingham","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Nottingham","SEO/HEO","Female","95","85","35180","36500"
"In post","2021","Department for Education","Nottingham","SEO/HEO","Male","50","50","35410","36780"
"In post","2021","Department for Education","Sheffield","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Department for Education","Sheffield","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Department for Education","Sheffield","EO","Female","105","95","25710","25000"
"In post","2021","Department for Education","Sheffield","EO","Male","65","65","25450","25000"
"In post","2021","Department for Education","Sheffield","G6/G7","Female","235","220","53730","50630"
"In post","2021","Department for Education","Sheffield","G6/G7","Male","200","195","55090","50630"
"In post","2021","Department for Education","Sheffield","SCS level","Female","15","15","[c]","[c]"
"In post","2021","Department for Education","Sheffield","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Department for Education","Sheffield","SEO/HEO","Female","410","380","34250","33660"
"In post","2021","Department for Education","Sheffield","SEO/HEO","Male","340","335","34870","36500"
"In post","2021","Department for Education","Tyneside","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Tyneside","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Tyneside","EO","Female","5","5","[c]","[c]"
"In post","2021","Department for Education","Tyneside","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Tyneside","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Department for Education","Tyneside","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Department for Education","Tyneside","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2021","Department for Education","Tyneside","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","Department for Education","Unknown","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Department for Education","Unknown","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Department for Education","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Westminster","AA/AO","Female","20","20","[c]","[c]"
"In post","2021","Department for Education","Westminster","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Department for Education","Westminster","EO","Female","175","170","29180","28500"
"In post","2021","Department for Education","Westminster","EO","Male","95","95","29400","29500"
"In post","2021","Department for Education","Westminster","G6/G7","Female","695","655","58850","54400"
"In post","2021","Department for Education","Westminster","G6/G7","Male","475","470","59830","57400"
"In post","2021","Department for Education","Westminster","SCS level","Female","115","105","83250","74370"
"In post","2021","Department for Education","Westminster","SCS level","Male","80","80","85440","79710"
"In post","2021","Department for Education","Westminster","SEO/HEO","Female","575","550","38750","40230"
"In post","2021","Department for Education","Westminster","SEO/HEO","Male","340","340","39030","40230"
"In post","2021","Department for Education","Westminster","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Westminster","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Aberdeen City and Aberdeenshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Aberdeen City and Aberdeenshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Aberdeen City and Aberdeenshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Aberdeen City and Aberdeenshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Aberdeen City and Aberdeenshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Aberdeen City and Aberdeenshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Barnsley, Doncaster and Rotherham","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Barnsley, Doncaster and Rotherham","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Barnsley, Doncaster and Rotherham","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Barnsley, Doncaster and Rotherham","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Barnsley, Doncaster and Rotherham","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Barnsley, Doncaster and Rotherham","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Barnsley, Doncaster and Rotherham","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Barnsley, Doncaster and Rotherham","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Bedford","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Bedford","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Berkshire","AA/AO","Female","45","40","21090","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Berkshire","AA/AO","Male","30","30","21100","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Berkshire","EO","Female","30","30","25790","25610"
"In post","2021","Department for Environment, Food and Rural Affairs","Berkshire","EO","Male","25","25","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Berkshire","G6/G7","Female","30","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Berkshire","G6/G7","Male","50","50","53220","51010"
"In post","2021","Department for Environment, Food and Rural Affairs","Berkshire","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Berkshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Berkshire","SEO/HEO","Female","65","60","34020","31940"
"In post","2021","Department for Environment, Food and Rural Affairs","Berkshire","SEO/HEO","Male","80","75","35280","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","Bristol, City of","AA/AO","Female","30","25","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Bristol, City of","AA/AO","Male","25","25","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Bristol, City of","EO","Female","40","40","24870","25100"
"In post","2021","Department for Environment, Food and Rural Affairs","Bristol, City of","EO","Male","25","25","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Bristol, City of","G6/G7","Female","150","140","51930","48990"
"In post","2021","Department for Environment, Food and Rural Affairs","Bristol, City of","G6/G7","Male","145","145","52020","49340"
"In post","2021","Department for Environment, Food and Rural Affairs","Bristol, City of","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Bristol, City of","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Bristol, City of","SEO/HEO","Female","270","250","33580","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","Bristol, City of","SEO/HEO","Male","160","155","34340","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","Caithness and Sutherland and Ross and Cromarty","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Caithness and Sutherland and Ross and Cromarty","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Caithness and Sutherland and Ross and Cromarty","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Caithness and Sutherland and Ross and Cromarty","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","EO","Female","15","15","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","EO","Male","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cardiff and Vale of Glamorgan","AA/AO","Female","35","35","21050","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Cardiff and Vale of Glamorgan","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cardiff and Vale of Glamorgan","EO","Female","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cardiff and Vale of Glamorgan","EO","Male","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cardiff and Vale of Glamorgan","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cardiff and Vale of Glamorgan","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cardiff and Vale of Glamorgan","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cardiff and Vale of Glamorgan","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cardiff and Vale of Glamorgan","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cardiff and Vale of Glamorgan","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Central Hampshire","EO","Female","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Central Hampshire","EO","Male","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Central Hampshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Central Hampshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Central Hampshire","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Central Hampshire","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cheshire East","AA/AO","Female","30","30","20910","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Cheshire East","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cheshire East","EO","Female","35","30","25450","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","Cheshire East","EO","Male","25","25","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cheshire East","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cheshire East","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cheshire East","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cheshire East","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cheshire East","SEO/HEO","Female","25","20","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cheshire East","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","City of Edinburgh","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","City of Edinburgh","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","EO","Female","15","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","EO","Male","15","15","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","SEO/HEO","Female","25","20","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Darlington","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Darlington","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Darlington","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Darlington","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Darlington","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Darlington","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Darlington","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Darlington","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Devon CC","AA/AO","Female","130","115","21080","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Devon CC","AA/AO","Male","70","70","21040","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Devon CC","EO","Female","75","60","25550","25320"
"In post","2021","Department for Environment, Food and Rural Affairs","Devon CC","EO","Male","50","45","25810","25560"
"In post","2021","Department for Environment, Food and Rural Affairs","Devon CC","G6/G7","Female","25","25","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Devon CC","G6/G7","Male","25","25","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Devon CC","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Devon CC","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Devon CC","SEO/HEO","Female","85","75","34840","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","Devon CC","SEO/HEO","Male","70","70","34570","32160"
"In post","2021","Department for Environment, Food and Rural Affairs","Dorset CC","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Dorset CC","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Dorset CC","EO","Female","20","20","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Dorset CC","EO","Male","20","15","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Dorset CC","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Dorset CC","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Dorset CC","SEO/HEO","Female","45","40","32830","31070"
"In post","2021","Department for Environment, Food and Rural Affairs","Dorset CC","SEO/HEO","Male","35","35","32430","30220"
"In post","2021","Department for Environment, Food and Rural Affairs","Dumfries and Galloway","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Dumfries and Galloway","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Dumfries and Galloway","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Dumfries and Galloway","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Ealing","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Ealing","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Cumbria","AA/AO","Female","140","120","21070","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","East Cumbria","AA/AO","Male","95","95","21050","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","East Cumbria","EO","Female","75","65","25540","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","East Cumbria","EO","Male","35","35","25580","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","East Cumbria","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Cumbria","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Cumbria","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Cumbria","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Cumbria","SEO/HEO","Female","60","55","34560","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","East Cumbria","SEO/HEO","Male","45","45","34850","31510"
"In post","2021","Department for Environment, Food and Rural Affairs","East Kent","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Kent","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Kent","EO","Female","20","15","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Kent","EO","Male","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Kent","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Kent","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Riding of Yorkshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Riding of Yorkshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Riding of Yorkshire","EO","Female","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Riding of Yorkshire","EO","Male","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Riding of Yorkshire","SEO/HEO","Female","10","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Riding of Yorkshire","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Sussex CC","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Sussex CC","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Sussex CC","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Sussex CC","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Sussex CC","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Sussex CC","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Essex Haven Gateway","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Essex Haven Gateway","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Gloucestershire","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Gloucestershire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Gloucestershire","EO","Female","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Gloucestershire","EO","Male","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Gloucestershire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Gloucestershire","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Gloucestershire","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Gloucestershire","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Greater Manchester South East","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Greater Manchester South East","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Greater Manchester South West","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Greater Manchester South West","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Gwynedd","AA/AO","Female","30","25","21050","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Gwynedd","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Gwynedd","EO","Female","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Gwynedd","EO","Male","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Gwynedd","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Gwynedd","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Gwynedd","SEO/HEO","Female","15","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Gwynedd","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Harrow and Hillingdon","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Harrow and Hillingdon","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Harrow and Hillingdon","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Harrow and Hillingdon","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Harrow and Hillingdon","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Harrow and Hillingdon","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Harrow and Hillingdon","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Harrow and Hillingdon","SEO/HEO","Male","5","5","[c]","[c]"
