"Status","Year","Function_of_post","Organisation","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","No function","Advisory, Conciliation and Arbitration Service","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Advisory, Conciliation and Arbitration Service","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Advisory, Conciliation and Arbitration Service","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Advisory, Conciliation and Arbitration Service","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Advisory, Conciliation and Arbitration Service","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Advisory, Conciliation and Arbitration Service","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Advisory, Conciliation and Arbitration Service","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Advisory, Conciliation and Arbitration Service","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Advisory, Conciliation and Arbitration Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Animal and Plant Health Agency","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Animal and Plant Health Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Animal and Plant Health Agency","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Animal and Plant Health Agency","AA/AO","Unknown","65","[c]","22290","21050"
"Leaver CS","2021","No function","Animal and Plant Health Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Animal and Plant Health Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Animal and Plant Health Agency","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Animal and Plant Health Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Animal and Plant Health Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Animal and Plant Health Agency","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Animal and Plant Health Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Animal and Plant Health Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Animal and Plant Health Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Animal and Plant Health Agency","SEO/HEO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","SEO/HEO","Unknown","40","[c]","30260","28420"
"Leaver CS","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Charity Commission","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Charity Commission","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Companies House","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Companies House","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Companies House","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Companies House","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Companies House","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Companies House","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Companies House","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Companies House","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Companies House","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Companies House","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Criminal Injuries Compensation Authority","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Criminal Injuries Compensation Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Criminal Injuries Compensation Authority","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Criminal Injuries Compensation Authority","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Criminal Injuries Compensation Authority","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Criminal Injuries Compensation Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Criminal Injuries Compensation Authority","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Criminal Injuries Compensation Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Criminal Injuries Compensation Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Crown Commercial Service","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Crown Commercial Service","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Crown Commercial Service","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Crown Commercial Service","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Crown Commercial Service","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Crown Commercial Service","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Crown Commercial Service","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Crown Commercial Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Crown Commercial Service","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Crown Commercial Service","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Crown Commercial Service","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Crown Commercial Service","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Crown Office and Procurator Fiscal Service","AA/AO","Heterosexual / straight","40","[c]","21520","21490"
"Leaver CS","2021","No function","Crown Office and Procurator Fiscal Service","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Crown Office and Procurator Fiscal Service","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Crown Office and Procurator Fiscal Service","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Crown Office and Procurator Fiscal Service","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Crown Office and Procurator Fiscal Service","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Crown Office and Procurator Fiscal Service","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Crown Office and Procurator Fiscal Service","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Crown Office and Procurator Fiscal Service","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Crown Office and Procurator Fiscal Service","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Crown Office and Procurator Fiscal Service","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Crown Office and Procurator Fiscal Service","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Crown Office and Procurator Fiscal Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Defence Science and Technology Laboratory","AA/AO","Heterosexual / straight","35","[c]","17310","17180"
"Leaver CS","2021","No function","Defence Science and Technology Laboratory","AA/AO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Defence Science and Technology Laboratory","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Defence Science and Technology Laboratory","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Defence Science and Technology Laboratory","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Defence Science and Technology Laboratory","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Defence Science and Technology Laboratory","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Defence Science and Technology Laboratory","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Defence Science and Technology Laboratory","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Defence Science and Technology Laboratory","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Defence Science and Technology Laboratory","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Defence Science and Technology Laboratory","SEO/HEO","Heterosexual / straight","40","[c]","30130","28650"
"Leaver CS","2021","No function","Defence Science and Technology Laboratory","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Defence Science and Technology Laboratory","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Defence Science and Technology Laboratory","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Heterosexual / straight","40","[c]","57100","53680"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Unknown","45","[c]","21100","18200"
