"Status","Year","Age","Ethnicity","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Asian","Food Standards Agency","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Asian","Foreign, Commonwealth and Development Office","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","Asian","Foreign, Commonwealth and Development Office","EO","25","25","[c]","[c]"
"In post","2021","30-39","Asian","Foreign, Commonwealth and Development Office","G6/G7","50","50","56730","55620"
"In post","2021","30-39","Asian","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Foreign, Commonwealth and Development Office","SEO/HEO","60","60","37310","36730"
"In post","2021","30-39","Asian","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","HM Land Registry","AA/AO","20","15","[c]","[c]"
"In post","2021","30-39","Asian","HM Land Registry","EO","10","10","[c]","[c]"
"In post","2021","30-39","Asian","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","HM Land Registry","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Asian","HM Revenue and Customs","AA/AO","325","285","20400","20140"
"In post","2021","30-39","Asian","HM Revenue and Customs","EO","265","255","26180","25560"
"In post","2021","30-39","Asian","HM Revenue and Customs","G6/G7","125","120","55870","52580"
"In post","2021","30-39","Asian","HM Revenue and Customs","SCS level","5","5","[c]","[c]"
"In post","2021","30-39","Asian","HM Revenue and Customs","SEO/HEO","470","465","34200","31810"
"In post","2021","30-39","Asian","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","HM Treasury","G6/G7","40","40","60190","61910"
"In post","2021","30-39","Asian","HM Treasury","SCS level","5","5","[c]","[c]"
"In post","2021","30-39","Asian","HM Treasury","SEO/HEO","25","25","[c]","[c]"
"In post","2021","30-39","Asian","Home Office","AA/AO","315","275","22700","21430"
"In post","2021","30-39","Asian","Home Office","EO","545","510","27430","28670"
"In post","2021","30-39","Asian","Home Office","G6/G7","90","90","60380","57680"
"In post","2021","30-39","Asian","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Home Office","SEO/HEO","365","355","37230","35200"
"In post","2021","30-39","Asian","Home Office","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Asian","Ministry of Defence","AA/AO","70","65","23940","22640"
"In post","2021","30-39","Asian","Ministry of Defence","EO","50","50","26150","26670"
"In post","2021","30-39","Asian","Ministry of Defence","G6/G7","40","35","60360","58610"
"In post","2021","30-39","Asian","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Ministry of Defence","SEO/HEO","165","165","38050","37760"
"In post","2021","30-39","Asian","Ministry of Defence","Unknown","15","15","[c]","[c]"
"In post","2021","30-39","Asian","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Ministry of Housing, Communities and Local Government","G6/G7","30","30","54860","53130"
"In post","2021","30-39","Asian","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Ministry of Housing, Communities and Local Government","SEO/HEO","15","15","[c]","[c]"
"In post","2021","30-39","Asian","Ministry of Justice","AA/AO","555","500","22390","20440"
"In post","2021","30-39","Asian","Ministry of Justice","EO","210","200","25140","24950"
"In post","2021","30-39","Asian","Ministry of Justice","G6/G7","45","45","58350","57600"
"In post","2021","30-39","Asian","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Ministry of Justice","SEO/HEO","255","240","35160","34090"
"In post","2021","30-39","Asian","Ministry of Justice","Unknown","150","140","28370","28690"
"In post","2021","30-39","Asian","National Crime Agency","AA/AO","10","10","[c]","[c]"
"In post","2021","30-39","Asian","National Crime Agency","EO","35","35","34220","34140"
"In post","2021","30-39","Asian","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","National Crime Agency","SEO/HEO","25","25","[c]","[c]"
"In post","2021","30-39","Asian","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Office for Standards in Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Office for Standards in Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Office for Standards in Education","SEO/HEO","20","20","[c]","[c]"
"In post","2021","30-39","Asian","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Office of Gas and Electricity Markets","G6/G7","15","15","[c]","[c]"
"In post","2021","30-39","Asian","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Office of Gas and Electricity Markets","SEO/HEO","15","15","[c]","[c]"
"In post","2021","30-39","Asian","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Office of Qualifications and Examinations Regulation","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Asian","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Office of Rail and Road","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Asian","Other Cabinet Office Agencies","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Other Cabinet Office Agencies","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Asian","Scotland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Scotland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Scotland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Scotland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Scottish Government","AA/AO","15","15","[c]","[c]"
"In post","2021","30-39","Asian","Scottish Government","EO","15","15","[c]","[c]"
"In post","2021","30-39","Asian","Scottish Government","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Asian","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Scottish Government","SEO/HEO","30","30","39870","38540"
"In post","2021","30-39","Asian","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","UK Export Finance","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Asian","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","UK Export Finance","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Asian","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","United Kingdom Statistics Authority","AA/AO","10","5","[c]","[c]"
"In post","2021","30-39","Asian","United Kingdom Statistics Authority","EO","5","5","[c]","[c]"
"In post","2021","30-39","Asian","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","United Kingdom Statistics Authority","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Asian","Wales Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Wales Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Wales Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Water Services Regulation Authority","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Asian","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Welsh Government","EO","5","5","[c]","[c]"
"In post","2021","30-39","Asian","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Welsh Government","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Black","Attorney General's Departments","AA/AO","10","10","[c]","[c]"
"In post","2021","30-39","Black","Attorney General's Departments","EO","25","25","[c]","[c]"
"In post","2021","30-39","Black","Attorney General's Departments","G6/G7","35","35","53280","51250"
"In post","2021","30-39","Black","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Attorney General's Departments","SEO/HEO","15","15","[c]","[c]"
"In post","2021","30-39","Black","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Cabinet Office","EO","10","10","[c]","[c]"
"In post","2021","30-39","Black","Cabinet Office","G6/G7","25","25","[c]","[c]"
"In post","2021","30-39","Black","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Cabinet Office","SEO/HEO","20","20","[c]","[c]"
"In post","2021","30-39","Black","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Chancellor's other departments","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Black","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Competition and Markets Authority","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Black","Department for Business, Energy and Industrial Strategy","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","Black","Department for Business, Energy and Industrial Strategy","EO","10","10","[c]","[c]"
"In post","2021","30-39","Black","Department for Business, Energy and Industrial Strategy","G6/G7","20","20","[c]","[c]"
"In post","2021","30-39","Black","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Department for Business, Energy and Industrial Strategy","SEO/HEO","40","40","36550","34280"
"In post","2021","30-39","Black","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Department for Digital, Culture, Media and Sport","G6/G7","10","10","[c]","[c]"
"In post","2021","30-39","Black","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Department for Digital, Culture, Media and Sport","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Black","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Department for Education","EO","15","15","[c]","[c]"
"In post","2021","30-39","Black","Department for Education","G6/G7","25","25","[c]","[c]"
"In post","2021","30-39","Black","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Department for Education","SEO/HEO","35","35","36530","36780"
"In post","2021","30-39","Black","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Department for Environment, Food and Rural Affairs","G6/G7","10","10","[c]","[c]"
"In post","2021","30-39","Black","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Department for Environment, Food and Rural Affairs","SEO/HEO","20","20","[c]","[c]"
"In post","2021","30-39","Black","Department for International Trade","EO","5","5","[c]","[c]"
"In post","2021","30-39","Black","Department for International Trade","G6/G7","10","10","[c]","[c]"
"In post","2021","30-39","Black","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Department for International Trade","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Black","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Department for Transport","EO","15","15","[c]","[c]"
"In post","2021","30-39","Black","Department for Transport","G6/G7","15","15","[c]","[c]"
"In post","2021","30-39","Black","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Department for Transport","SEO/HEO","25","25","[c]","[c]"
"In post","2021","30-39","Black","Department for Work and Pensions","AA/AO","125","115","22410","21010"
"In post","2021","30-39","Black","Department for Work and Pensions","EO","525","505","29670","31060"
"In post","2021","30-39","Black","Department for Work and Pensions","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Black","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Department for Work and Pensions","SEO/HEO","55","55","36200","36650"
"In post","2021","30-39","Black","Department of Health and Social Care","AA/AO","10","10","[c]","[c]"
"In post","2021","30-39","Black","Department of Health and Social Care","EO","35","30","26980","27150"
"In post","2021","30-39","Black","Department of Health and Social Care","G6/G7","25","25","[c]","[c]"
"In post","2021","30-39","Black","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Department of Health and Social Care","SEO/HEO","90","85","35880","34030"
"In post","2021","30-39","Black","ESTYN","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","ESTYN","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","ESTYN","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","ESTYN","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Food Standards Agency","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Black","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Foreign, Commonwealth and Development Office","EO","10","10","[c]","[c]"
"In post","2021","30-39","Black","Foreign, Commonwealth and Development Office","G6/G7","15","15","[c]","[c]"
"In post","2021","30-39","Black","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Foreign, Commonwealth and Development Office","SEO/HEO","25","25","[c]","[c]"
"In post","2021","30-39","Black","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","HM Land Registry","AA/AO","10","10","[c]","[c]"
"In post","2021","30-39","Black","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","HM Revenue and Customs","AA/AO","75","65","20640","20140"
"In post","2021","30-39","Black","HM Revenue and Customs","EO","90","85","27110","25560"
"In post","2021","30-39","Black","HM Revenue and Customs","G6/G7","20","20","[c]","[c]"
"In post","2021","30-39","Black","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","HM Revenue and Customs","SEO/HEO","110","110","34370","35030"
"In post","2021","30-39","Black","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","HM Treasury","G6/G7","10","10","[c]","[c]"
"In post","2021","30-39","Black","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","HM Treasury","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Black","Home Office","AA/AO","75","60","23490","22210"
"In post","2021","30-39","Black","Home Office","EO","145","135","28230","28700"
"In post","2021","30-39","Black","Home Office","G6/G7","25","20","[c]","[c]"
"In post","2021","30-39","Black","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Home Office","SEO/HEO","125","120","37780","35200"
"In post","2021","30-39","Black","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Ministry of Defence","AA/AO","25","25","[c]","[c]"
"In post","2021","30-39","Black","Ministry of Defence","EO","30","25","[c]","[c]"
"In post","2021","30-39","Black","Ministry of Defence","G6/G7","10","10","[c]","[c]"
"In post","2021","30-39","Black","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Ministry of Defence","SEO/HEO","125","120","36490","36550"
"In post","2021","30-39","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Ministry of Housing, Communities and Local Government","EO","5","5","[c]","[c]"
"In post","2021","30-39","Black","Ministry of Housing, Communities and Local Government","G6/G7","15","15","[c]","[c]"
"In post","2021","30-39","Black","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Ministry of Housing, Communities and Local Government","SEO/HEO","15","15","[c]","[c]"
"In post","2021","30-39","Black","Ministry of Justice","AA/AO","320","305","26240","24860"
"In post","2021","30-39","Black","Ministry of Justice","EO","90","85","28340","26630"
"In post","2021","30-39","Black","Ministry of Justice","G6/G7","15","15","[c]","[c]"
"In post","2021","30-39","Black","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Ministry of Justice","SEO/HEO","110","105","34670","33460"
"In post","2021","30-39","Black","Ministry of Justice","Unknown","160","155","29390","27730"
"In post","2021","30-39","Black","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","National Crime Agency","EO","5","5","[c]","[c]"
"In post","2021","30-39","Black","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Office for Standards in Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Office for Standards in Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Office of Gas and Electricity Markets","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Black","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Office of Gas and Electricity Markets","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Black","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Other Cabinet Office Agencies","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Scotland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Scotland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Scotland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Scotland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Scottish Government","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Black","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","UK Export Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Black","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","United Kingdom Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","United Kingdom Statistics Authority","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Black","Wales Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Wales Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Wales Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Welsh Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
