"Status","Year","Function_of_post","Region_ITL1","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","North East (England)","Tyneside","Outside London","30","30","40800","40610"
"In post","2021","Analysis","North West (England)","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","East Cumbria","Outside London","10","10","31460","30040"
"In post","2021","Analysis","North West (England)","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Greater Manchester South West","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","North West (England)","Liverpool","Outside London","75","70","39950","38630"
"In post","2021","Analysis","North West (England)","Manchester","Outside London","220","215","38190","33600"
"In post","2021","Analysis","North West (England)","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Sefton","Outside London","40","35","40240","38630"
"In post","2021","Analysis","North West (England)","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Overseas","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scotland","City of Edinburgh","Outside London","45","45","46330","41060"
"In post","2021","Analysis","Scotland","Glasgow City","Outside London","20","20","48600","37700"
"In post","2021","Analysis","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Berkshire","Outside London","20","20","47910","51970"
"In post","2021","Analysis","South East (England)","Buckinghamshire CC","Outside London","10","10","35540","33180"
"In post","2021","Analysis","South East (England)","Central Hampshire","Outside London","350","335","40800","37700"
"In post","2021","Analysis","South East (England)","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","East Sussex CC","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","South East (England)","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Portsmouth","Outside London","15","15","34150","31480"
"In post","2021","Analysis","South East (England)","South Hampshire","Outside London","450","425","37290","36030"
"In post","2021","Analysis","South East (England)","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","West Surrey","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","South East (England)","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","West Sussex (South West)","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","55","55","40630","38530"
"In post","2021","Analysis","South West (England)","Bristol, City of","Outside London","150","145","39320","34950"
"In post","2021","Analysis","South West (England)","Cornwall and Isles of Scilly","Outside London","10","5","[c]","[c]"
"In post","2021","Analysis","South West (England)","Devon CC","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","South West (England)","Dorset CC","Outside London","115","110","33040","29270"
"In post","2021","Analysis","South West (England)","Plymouth","Outside London","10","10","[c]","[c]"
"In post","2021","Analysis","South West (England)","Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Wiltshire","Outside London","115","110","37690","37320"
"In post","2021","Analysis","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales","Cardiff and Vale of Glamorgan","Outside London","10","10","[c]","[c]"
"In post","2021","Analysis","Wales","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales","Flintshire and Wrexham","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Wales","Monmouthshire and Newport","Outside London","1035","990","36370","36030"
"In post","2021","Analysis","Wales","Swansea","Outside London","30","30","28880","26780"
"In post","2021","Analysis","West Midlands (England)","Birmingham","Outside London","40","40","42650","39100"
"In post","2021","Analysis","West Midlands (England)","Coventry","Outside London","10","10","40740","38410"
"In post","2021","Analysis","West Midlands (England)","Staffordshire CC","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Worcestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","Leeds","Outside London","140","135","41610","41890"
"In post","2021","Analysis","Yorkshire and The Humber","North Yorkshire CC","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","Sheffield","Outside London","125","115","44020","42580"
"In post","2021","Analysis","Yorkshire and The Humber","Wakefield","Outside London","10","10","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","York","Outside London","65","60","37880","31830"
"In post","2021","Commercial","East Midlands (England)","Derby","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Leicester","Outside London","15","15","38790","33840"
"In post","2021","Commercial","East Midlands (England)","Leicestershire CC and Rutland","Outside London","15","15","43690","49870"
"In post","2021","Commercial","East Midlands (England)","Lincolnshire","Outside London","20","20","35520","28800"
"In post","2021","Commercial","East Midlands (England)","North Nottinghamshire","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Nottingham","Outside London","60","55","41870","40470"
"In post","2021","Commercial","East Midlands (England)","South and West Derbyshire","Outside London","25","20","48850","45870"
"In post","2021","Commercial","East Midlands (England)","South Nottinghamshire","Outside London","20","20","26520","24920"
"In post","2021","Commercial","East Midlands (England)","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Cambridgeshire CC","Outside London","125","120","37430","34800"
"In post","2021","Commercial","East of England","Central Bedfordshire","Outside London","10","10","[c]","[c]"
"In post","2021","Commercial","East of England","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Hertfordshire","Outside London","25","20","44520","37640"
"In post","2021","Commercial","East of England","Luton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Norwich and East Norfolk","Outside London","150","145","43090","38420"
"In post","2021","Commercial","East of England","Peterborough","Outside London","40","40","41860","37160"
"In post","2021","Commercial","East of England","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Suffolk","Outside London","25","25","43560","42540"
"In post","2021","Commercial","London","Barnet","London","15","15","44730","40470"
"In post","2021","Commercial","London","Bexley and Greenwich","London","10","10","[c]","[c]"
"In post","2021","Commercial","London","Camden and City of London","London","10","10","62010","39430"
"In post","2021","Commercial","London","Croydon","London","125","120","48470","46600"
"In post","2021","Commercial","London","Enfield","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Harrow and Hillingdon","London","15","15","37720","31000"
"In post","2021","Commercial","London","Hounslow and Richmond upon Thames","London","55","55","32290","26120"
"In post","2021","Commercial","London","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Lambeth","London","15","15","49260","48900"
"In post","2021","Commercial","London","Lewisham and Southwark","London","10","10","114770","126890"
"In post","2021","Commercial","London","Tower Hamlets","London","170","165","49430","46130"
"In post","2021","Commercial","London","Wandsworth","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Westminster","London","1440","1415","61930","54700"
"In post","2021","Commercial","North East (England)","Darlington","Outside London","30","30","51770","50760"
"In post","2021","Commercial","North East (England)","Durham CC","Outside London","20","15","47070","44850"
"In post","2021","Commercial","North East (England)","Hartlepool and Stockton-on-Tees","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","North East (England)","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North East (England)","Tyneside","Outside London","50","50","41750","41090"
"In post","2021","Commercial","North West (England)","Blackpool","Outside London","35","35","55620","49700"
"In post","2021","Commercial","North West (England)","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Chorley and West Lancashire","Outside London","15","15","46320","44760"
"In post","2021","Commercial","North West (England)","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","East Merseyside","Outside London","10","10","[c]","[c]"
"In post","2021","Commercial","North West (England)","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Greater Manchester South East","Outside London","30","25","30050","26670"
"In post","2021","Commercial","North West (England)","Greater Manchester South West","Outside London","155","150","44690","38630"
"In post","2021","Commercial","North West (England)","Lancaster and Wyre","Outside London","10","10","[c]","[c]"
"In post","2021","Commercial","North West (England)","Liverpool","Outside London","275","265","41840","35420"
"In post","2021","Commercial","North West (England)","Manchester","Outside London","150","145","44830","38280"
"In post","2021","Commercial","North West (England)","Mid Lancashire","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","North West (England)","Sefton","Outside London","35","35","37630","32010"
"In post","2021","Commercial","North West (England)","Warrington","Outside London","20","20","40470","36000"
"In post","2021","Commercial","North West (England)","West Cumbria","Outside London","15","15","39570","38860"
"In post","2021","Commercial","North West (England)","Wirral","Outside London","10","10","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Antrim and Newtownabbey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Armagh City, Banbridge and Craigavon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Fermanagh and Omagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Overseas","Overseas","40","40","47880","42200"
"In post","2021","Commercial","Scotland","Aberdeen City and Aberdeenshire","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Scotland","City of Edinburgh","Outside London","55","55","35800","33650"
"In post","2021","Commercial","Scotland","Clackmannanshire and Fife","Outside London","20","20","35630","34960"
"In post","2021","Commercial","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","15","15","31140","25870"
"In post","2021","Commercial","Scotland","Falkirk","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Scotland","Glasgow City","Outside London","155","150","38010","33840"
"In post","2021","Commercial","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","North Lanarkshire","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Scotland","Perth and Kinross and Stirling","Outside London","15","10","27710","25870"
"In post","2021","Commercial","Scotland","South Lanarkshire","Outside London","95","95","44820","43110"
"In post","2021","Commercial","Scotland","West Lothian","Outside London","10","10","33400","39500"
"In post","2021","Commercial","South East (England)","Berkshire","Outside London","30","30","41410","38940"
"In post","2021","Commercial","South East (England)","Brighton and Hove","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","South East (England)","Buckinghamshire CC","Outside London","70","70","39960","36800"
"In post","2021","Commercial","South East (England)","Central Hampshire","Outside London","210","205","37620","33630"
"In post","2021","Commercial","South East (England)","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","Isle of Wight","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","South East (England)","Kent Thames Gateway","Outside London","10","5","[c]","[c]"
"In post","2021","Commercial","South East (England)","Medway","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","South East (England)","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","Milton Keynes","Outside London","75","75","43780","41160"
"In post","2021","Commercial","South East (England)","North Hampshire","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","South East (England)","Oxfordshire","Outside London","35","35","35440","33300"
"In post","2021","Commercial","South East (England)","Portsmouth","Outside London","105","100","37290","33300"
"In post","2021","Commercial","South East (England)","South Hampshire","Outside London","45","40","38380","33630"
"In post","2021","Commercial","South East (England)","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","West Surrey","Outside London","30","25","37740","32010"
"In post","2021","Commercial","South East (England)","West Sussex (North East)","Outside London","25","20","29500","25760"
"In post","2021","Commercial","South East (England)","West Sussex (South West)","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","635","615","44040","40580"
"In post","2021","Commercial","South West (England)","Bournemouth and Poole","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","South West (England)","Bristol, City of","Outside London","80","75","41650","39830"
"In post","2021","Commercial","South West (England)","Cornwall and Isles of Scilly","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","South West (England)","Devon CC","Outside London","200","190","42960","40140"
"In post","2021","Commercial","South West (England)","Dorset CC","Outside London","25","25","40020","34610"
"In post","2021","Commercial","South West (England)","Gloucestershire","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","South West (England)","Plymouth","Outside London","25","25","40990","38550"
"In post","2021","Commercial","South West (England)","Somerset","Outside London","35","35","40720","34320"
"In post","2021","Commercial","South West (England)","Swindon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Wiltshire","Outside London","335","325","39170","34800"
"In post","2021","Commercial","Unknown","Unknown","Unknown","30","30","47790","40580"
"In post","2021","Commercial","Wales","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Cardiff and Vale of Glamorgan","Outside London","35","35","43250","40080"
"In post","2021","Commercial","Wales","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Flintshire and Wrexham","Outside London","25","25","33920","30800"
"In post","2021","Commercial","Wales","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Monmouthshire and Newport","Outside London","110","110","37950","34800"
"In post","2021","Commercial","Wales","Powys","Outside London","10","10","[c]","[c]"
"In post","2021","Commercial","Wales","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Swansea","Outside London","170","155","33450","31040"
"In post","2021","Commercial","West Midlands (England)","Birmingham","Outside London","80","75","47790","40830"
"In post","2021","Commercial","West Midlands (England)","Coventry","Outside London","40","40","45390","40780"
"In post","2021","Commercial","West Midlands (England)","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Herefordshire, County of","Outside London","10","10","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Shropshire CC","Outside London","10","10","27880","26510"
"In post","2021","Commercial","West Midlands (England)","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Staffordshire CC","Outside London","130","130","33220","27010"
"In post","2021","Commercial","West Midlands (England)","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Telford and Wrekin","Outside London","45","45","46850","39470"
"In post","2021","Commercial","West Midlands (England)","Walsall","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Worcestershire","Outside London","20","20","41620","38050"
"In post","2021","Commercial","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Outside London","10","10","37890","31190"
"In post","2021","Commercial","Yorkshire and The Humber","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","East Riding of Yorkshire","Outside London","10","10","42650","40870"
"In post","2021","Commercial","Yorkshire and The Humber","Kingston upon Hull, City of","Outside London","10","10","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Leeds","Outside London","255","250","46540","40480"
"In post","2021","Commercial","Yorkshire and The Humber","North Yorkshire CC","Outside London","15","15","33510","33300"
"In post","2021","Commercial","Yorkshire and The Humber","Sheffield","Outside London","95","90","48070","43690"
"In post","2021","Commercial","Yorkshire and The Humber","Wakefield","Outside London","10","10","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","York","Outside London","50","50","43210","38180"
"In post","2021","Communications","East Midlands (England)","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Leicestershire CC and Rutland","Outside London","5","5","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Lincolnshire","Outside London","15","15","29900","29720"
"In post","2021","Communications","East Midlands (England)","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Nottingham","Outside London","480","470","29450","25560"
"In post","2021","Communications","East Midlands (England)","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Cambridgeshire CC","Outside London","15","15","30860","30680"
"In post","2021","Communications","East of England","Central Bedfordshire","Outside London","5","5","[c]","[c]"
"In post","2021","Communications","East of England","Essex Haven Gateway","Outside London","10","10","27260","26670"
"In post","2021","Communications","East of England","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Hertfordshire","Outside London","20","20","38980","39050"
"In post","2021","Communications","East of England","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Peterborough","Outside London","15","15","36280","31270"
"In post","2021","Communications","East of England","Southend-on-Sea","Outside London","5","5","[c]","[c]"
"In post","2021","Communications","East of England","Suffolk","Outside London","15","15","31820","29960"
"In post","2021","Communications","London","Barnet","London","15","15","40900","38430"
"In post","2021","Communications","London","Camden and City of London","London","25","25","45630","36160"
"In post","2021","Communications","London","Croydon","London","35","35","43590","40600"
"In post","2021","Communications","London","Hackney and Newham","London","15","15","47170","43500"
"In post","2021","Communications","London","Harrow and Hillingdon","London","175","170","23760","21190"
"In post","2021","Communications","London","Hounslow and Richmond upon Thames","London","20","15","34170","29470"
"In post","2021","Communications","London","Lambeth","London","60","60","49970","45650"
"In post","2021","Communications","London","Tower Hamlets","London","155","145","45580","37930"
"In post","2021","Communications","London","Wandsworth","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Westminster","London","1950","1910","46540","42360"
"In post","2021","Communications","North East (England)","Darlington","Outside London","30","30","31240","29360"
"In post","2021","Communications","North East (England)","Durham CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North East (England)","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North East (England)","Sunderland","Outside London","5","5","[c]","[c]"
"In post","2021","Communications","North East (England)","Tyneside","Outside London","1505","1425","27900","25560"
"In post","2021","Communications","North West (England)","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","East Cumbria","Outside London","30","25","30390","26520"
"In post","2021","Communications","North West (England)","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Greater Manchester South West","Outside London","375","370","28620","25560"
"In post","2021","Communications","North West (England)","Lancaster and Wyre","Outside London","15","15","29990","26930"
"In post","2021","Communications","North West (England)","Liverpool","Outside London","35","35","37910","33340"
"In post","2021","Communications","North West (England)","Manchester","Outside London","125","120","32150","30200"
"In post","2021","Communications","North West (England)","Mid Lancashire","Outside London","15","15","35130","33530"
"In post","2021","Communications","North West (England)","Sefton","Outside London","55","55","37930","35910"
"In post","2021","Communications","North West (England)","Warrington","Outside London","10","10","[c]","[c]"
"In post","2021","Communications","North West (England)","West Cumbria","Outside London","40","35","26520","24920"
"In post","2021","Communications","North West (England)","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Belfast","Outside London","30","30","40200","37640"
"In post","2021","Communications","Northern Ireland","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","Communications","Scotland","City of Edinburgh","Outside London","145","135","33000","31810"
"In post","2021","Communications","Scotland","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Glasgow City","Outside London","35","30","30310","28130"
"In post","2021","Communications","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","North Lanarkshire","Outside London","5","5","[c]","[c]"
"In post","2021","Communications","Scotland","Perth and Kinross and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","South Lanarkshire","Outside London","20","20","33900","31810"
"In post","2021","Communications","Scotland","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Berkshire","Outside London","35","35","34060","31560"
"In post","2021","Communications","South East (England)","Buckinghamshire CC","Outside London","30","30","32980","31200"
"In post","2021","Communications","South East (England)","Central Hampshire","Outside London","75","70","31600","26930"
"In post","2021","Communications","South East (England)","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Milton Keynes","Outside London","10","5","[c]","[c]"
"In post","2021","Communications","South East (England)","North Hampshire","Outside London","20","20","32310","33150"
"In post","2021","Communications","South East (England)","Oxfordshire","Outside London","25","25","30830","29170"
"In post","2021","Communications","South East (England)","Portsmouth","Outside London","50","45","33100","33300"
"In post","2021","Communications","South East (England)","South Hampshire","Outside London","40","40","32170","29540"
"In post","2021","Communications","South East (England)","Southampton","Outside London","20","20","35110","33430"
"In post","2021","Communications","South East (England)","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","West Sussex (North East)","Outside London","5","5","[c]","[c]"
"In post","2021","Communications","South East (England)","West Sussex (South West)","Outside London","10","10","35980","36970"
"In post","2021","Communications","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","75","75","39300","35930"
"In post","2021","Communications","South West (England)","Bournemouth and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Bristol, City of","Outside London","95","90","38260","36420"
"In post","2021","Communications","South West (England)","Cornwall and Isles of Scilly","Outside London","10","10","23260","21130"
"In post","2021","Communications","South West (England)","Devon CC","Outside London","55","50","34400","32730"
"In post","2021","Communications","South West (England)","Dorset CC","Outside London","20","20","30700","29200"
"In post","2021","Communications","South West (England)","Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Plymouth","Outside London","10","10","27240","26510"
"In post","2021","Communications","South West (England)","Somerset","Outside London","25","25","37650","33300"
"In post","2021","Communications","South West (England)","Swindon","Outside London","5","5","[c]","[c]"
"In post","2021","Communications","South West (England)","Wiltshire","Outside London","55","50","32850","30000"
"In post","2021","Communications","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Communications","Wales","Cardiff and Vale of Glamorgan","Outside London","800","770","28710","25560"
