"Status","Year","Age","Organisation","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Commercial","North West (England)","25","20","40110","38630"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Commercial","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Communications","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Communications","East of England","5","5","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Communications","London","30","30","50200","43500"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Communications","North East (England)","10","10","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Communications","North West (England)","5","5","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Communications","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","East of England","100","100","39380","38630"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","London","55","50","48120","42540"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","North East (England)","130","125","42700","38630"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","North West (England)","45","40","40420","38630"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Scotland","20","20","38280","38630"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","South East (England)","40","40","39770","38630"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","South West (England)","5","5","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Wales","5","5","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","West Midlands (England)","100","100","47130","47550"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Yorkshire and The Humber","65","60","41220","38630"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Economics","London","10","10","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Economics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Finance","East Midlands (England)","15","15","45950","39600"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Finance","East of England","65","60","35780","32060"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Finance","London","80","80","53490","45960"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Finance","North East (England)","45","45","40860","38630"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Finance","North West (England)","55","55","37250","35000"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Finance","Scotland","190","145","23500","21440"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Finance","South East (England)","75","70","34300","31810"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Finance","West Midlands (England)","15","15","49970","52580"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Finance","Yorkshire and The Humber","110","90","24630","21440"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Human Resources","East Midlands (England)","50","50","40030","38630"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Human Resources","East of England","5","5","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Human Resources","London","55","50","49970","42980"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Human Resources","North East (England)","10","10","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Human Resources","North West (England)","80","75","37770","34170"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Human Resources","Scotland","10","10","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Human Resources","South West (England)","5","5","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Human Resources","Wales","5","5","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Human Resources","West Midlands (England)","10","5","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Human Resources","Yorkshire and The Humber","15","15","49700","52580"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","London","15","15","45970","39800"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","North East (England)","5","5","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Internal Audit","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Internal Audit","London","5","5","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Internal Audit","North East (England)","10","5","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","International Trade","London","5","5","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","International Trade","North West (England)","5","5","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","International Trade","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","International Trade","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","International Trade","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","North East (England)","5","5","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Legal","East Midlands (England)","45","45","32200","31810"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Legal","East of England","120","110","27650","28130"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Legal","London","360","350","42800","36670"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Legal","North East (England)","40","35","30220","28130"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Legal","North West (England)","135","130","34830","31810"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Legal","Northern Ireland","50","50","31290","31810"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Legal","Scotland","70","70","31960","31810"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Legal","South East (England)","80","75","32910","31810"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Legal","South West (England)","40","40","33920","31810"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Legal","Wales","60","55","28820","27240"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Legal","West Midlands (England)","40","35","32070","31810"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Legal","Yorkshire and The Humber","65","60","35150","31810"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Operational Delivery","East Midlands (England)","480","440","28300","25560"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Operational Delivery","East of England","215","195","26900","25560"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Operational Delivery","London","755","720","33360","29570"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Operational Delivery","North East (England)","2025","1660","23340","21440"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Operational Delivery","North West (England)","1895","1690","26590","21440"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Operational Delivery","Northern Ireland","270","245","27480","25560"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Operational Delivery","Scotland","1275","1095","24920","21440"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Operational Delivery","South East (England)","465","410","25700","21440"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Operational Delivery","South West (England)","120","110","27630","25560"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Operational Delivery","Wales","585","510","25530","21440"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Operational Delivery","West Midlands (England)","415","380","27240","25560"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Operational Delivery","Yorkshire and The Humber","540","485","27810","25560"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Operational Research","London","10","10","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Operational Research","North West (England)","10","10","45870","39450"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Operational Research","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Other","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Other","London","50","45","43170","39800"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Other","North East (England)","15","15","36380","35220"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Other","North West (England)","25","25","39490","38630"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Other","Scotland","25","25","40910","33810"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Other","South East (England)","15","15","32720","28130"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Other","Wales","5","5","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Other","West Midlands (England)","15","10","47840","52580"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Other","Yorkshire and The Humber","20","15","36900","31810"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Policy","East Midlands (England)","15","10","42760","38630"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Policy","East of England","35","30","42730","38630"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Policy","London","270","260","58650","59160"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Policy","North East (England)","30","30","45070","39370"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Policy","North West (England)","105","100","44660","38630"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Policy","Scotland","10","10","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Policy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Policy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Policy","West Midlands (England)","10","10","49440","52580"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Policy","Yorkshire and The Humber","10","10","47800","52580"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Project Delivery","East Midlands (England)","40","40","50110","42520"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Project Delivery","East of England","45","40","44700","38980"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Project Delivery","London","140","135","51870","45960"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Project Delivery","North East (England)","260","245","43990","38640"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Project Delivery","North West (England)","210","205","44830","38800"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Project Delivery","Northern Ireland","15","15","46060","52580"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Project Delivery","Scotland","60","55","43190","38630"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Project Delivery","South East (England)","15","15","46000","42800"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Project Delivery","South West (England)","5","5","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Project Delivery","Wales","20","20","39240","38630"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Project Delivery","West Midlands (England)","70","70","46840","47550"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Project Delivery","Yorkshire and The Humber","55","55","45660","38640"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Property","East Midlands (England)","40","40","47470","42030"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Property","London","15","15","44370","42580"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Property","North East (England)","15","15","34850","29970"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Property","North West (England)","10","10","44410","38630"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Property","Scotland","5","5","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Security","East of England","5","5","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Security","London","15","15","50980","59160"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Security","North East (England)","10","5","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Security","North West (England)","15","15","45720","38980"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Security","West Midlands (England)","15","15","40130","38630"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Security","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Social Research","London","5","5","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Social Research","North West (England)","5","5","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Statistics","East of England","5","5","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Statistics","London","30","25","52310","44730"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Statistics","North West (England)","5","5","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Statistics","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Tax","East Midlands (England)","365","345","36160","31870"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Tax","East of England","130","120","34410","31870"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Tax","London","900","880","43210","39800"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Tax","North East (England)","400","375","32010","31810"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Tax","North West (England)","730","695","36270","31870"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Tax","Northern Ireland","165","155","36450","32030"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Tax","Scotland","515","485","35060","31810"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Tax","South East (England)","270","260","34850","32100"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Tax","South West (England)","170","160","40880","38630"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Tax","Wales","290","275","33230","31810"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Tax","West Midlands (England)","330","315","37710","33930"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Tax","Yorkshire and The Humber","305","295","36570","31810"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Unknown","East Midlands (England)","50","50","35850","31810"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Unknown","East of England","10","10","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Unknown","London","120","115","56940","58020"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Unknown","North East (England)","85","80","29840","25560"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Unknown","North West (England)","125","125","32370","25560"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Unknown","Northern Ireland","10","10","[c]","[c]"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Unknown","Scotland","40","40","29200","20140"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Unknown","South East (England)","25","25","35460","37020"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Unknown","South West (England)","20","20","34020","31810"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Unknown","Wales","35","35","28300","21180"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Unknown","West Midlands (England)","40","40","36390","31810"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","Unknown","Yorkshire and The Humber","35","35","34060","25560"
"In post","2021","50-59","HM Treasury (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Treasury (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Treasury (excl. agencies)","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Treasury (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Treasury (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Treasury (excl. agencies)","Finance","East of England","5","5","[c]","[c]"
"In post","2021","50-59","HM Treasury (excl. agencies)","Finance","London","5","5","[c]","[c]"
"In post","2021","50-59","HM Treasury (excl. agencies)","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Treasury (excl. agencies)","Human Resources","London","10","10","48660","47380"
"In post","2021","50-59","HM Treasury (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Treasury (excl. agencies)","Operational Delivery","East of England","5","5","[c]","[c]"
"In post","2021","50-59","HM Treasury (excl. agencies)","Operational Delivery","London","35","35","33040","30120"
"In post","2021","50-59","HM Treasury (excl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Treasury (excl. agencies)","Policy","East of England","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Treasury (excl. agencies)","Policy","London","50","50","64550","57190"
"In post","2021","50-59","HM Treasury (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Treasury (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Treasury (excl. agencies)","Tax","London","5","5","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Commercial","London","15","15","42160","43440"
"In post","2021","50-59","Home Office (incl. agencies)","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Commercial","North West (England)","5","5","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Communications","London","20","20","54290","47270"
"In post","2021","50-59","Home Office (incl. agencies)","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Counter Fraud","East of England","5","5","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Counter Fraud","London","5","5","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Counter Fraud","North East (England)","5","5","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Counter Fraud","North West (England)","10","10","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Counter Fraud","Scotland","25","20","25170","25260"
"In post","2021","50-59","Home Office (incl. agencies)","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Digital, Data and Technology","London","255","250","55960","57430"
"In post","2021","50-59","Home Office (incl. agencies)","Digital, Data and Technology","North West (England)","65","65","45030","40450"
"In post","2021","50-59","Home Office (incl. agencies)","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Digital, Data and Technology","Yorkshire and The Humber","15","15","50770","52280"
"In post","2021","50-59","Home Office (incl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Finance","London","75","75","51970","45570"
"In post","2021","50-59","Home Office (incl. agencies)","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Finance","North West (England)","10","10","38490","37950"
"In post","2021","50-59","Home Office (incl. agencies)","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Finance","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Human Resources","London","125","120","46210","43180"
"In post","2021","50-59","Home Office (incl. agencies)","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Human Resources","North West (England)","25","25","35790","32740"
"In post","2021","50-59","Home Office (incl. agencies)","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Human Resources","South East (England)","10","10","30570","28910"
"In post","2021","50-59","Home Office (incl. agencies)","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Human Resources","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Intelligence Analysis","East Midlands (England)","10","10","26270","26270"
"In post","2021","50-59","Home Office (incl. agencies)","Intelligence Analysis","East of England","35","35","28810","27370"
"In post","2021","50-59","Home Office (incl. agencies)","Intelligence Analysis","London","125","120","34570","30920"
