"Status","Year","Disability","Function_of_post","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","No function","Standards and Testing Agency","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Standards and Testing Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Standards and Testing Agency","HEO","5","5","[c]","[c]"
"In post","2021","Unknown","No function","Standards and Testing Agency","SEO","5","5","[c]","[c]"
"In post","2021","Unknown","No function","Teaching Regulation Agency","EO","10","10","[c]","[c]"
"In post","2021","Unknown","No function","Teaching Regulation Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Teaching Regulation Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Teaching Regulation Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","The National Archives","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","The National Archives","AO","25","25","[c]","[c]"
"In post","2021","Unknown","No function","The National Archives","EO","15","15","[c]","[c]"
"In post","2021","Unknown","No function","The National Archives","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","The National Archives","G7","10","10","[c]","[c]"
"In post","2021","Unknown","No function","The National Archives","HEO","25","25","[c]","[c]"
"In post","2021","Unknown","No function","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","The National Archives","SEO","25","25","[c]","[c]"
"In post","2021","Unknown","No function","UK Hydrographic Office","AO","20","20","[c]","[c]"
"In post","2021","Unknown","No function","UK Hydrographic Office","EO","50","45","27510","26820"
"In post","2021","Unknown","No function","UK Hydrographic Office","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","UK Hydrographic Office","G7","5","5","[c]","[c]"
"In post","2021","Unknown","No function","UK Hydrographic Office","HEO","45","40","33530","33290"
"In post","2021","Unknown","No function","UK Hydrographic Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","UK Hydrographic Office","SEO","20","20","[c]","[c]"
"In post","2021","Unknown","No function","UK Intellectual Property Office","AO","45","45","20970","21140"
"In post","2021","Unknown","No function","UK Intellectual Property Office","EO","160","160","24840","23320"
"In post","2021","Unknown","No function","UK Intellectual Property Office","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","UK Intellectual Property Office","G7","15","15","[c]","[c]"
"In post","2021","Unknown","No function","UK Intellectual Property Office","HEO","10","10","[c]","[c]"
"In post","2021","Unknown","No function","UK Intellectual Property Office","SEO","50","45","40830","40720"
"In post","2021","Unknown","No function","United Kingdom Statistics Authority","AA","175","110","20150","19130"
"In post","2021","Unknown","No function","United Kingdom Statistics Authority","AO","410","320","19550","19130"
"In post","2021","Unknown","No function","United Kingdom Statistics Authority","EO","175","170","23610","23050"
"In post","2021","Unknown","No function","United Kingdom Statistics Authority","G6","5","5","[c]","[c]"
"In post","2021","Unknown","No function","United Kingdom Statistics Authority","G7","25","25","[c]","[c]"
"In post","2021","Unknown","No function","United Kingdom Statistics Authority","HEO","140","135","29940","29540"
"In post","2021","Unknown","No function","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","United Kingdom Statistics Authority","SEO","70","70","36580","36030"
"In post","2021","Unknown","No function","Vehicle Certification Agency","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Vehicle Certification Agency","AO","5","5","[c]","[c]"
"In post","2021","Unknown","No function","Vehicle Certification Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Vehicle Certification Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Vehicle Certification Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Wales Office","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Water Services Regulation Authority","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Water Services Regulation Authority","EO","5","5","[c]","[c]"
"In post","2021","Unknown","No function","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Water Services Regulation Authority","G7","10","10","[c]","[c]"
"In post","2021","Unknown","No function","Water Services Regulation Authority","HEO","5","5","[c]","[c]"
"In post","2021","Unknown","No function","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Water Services Regulation Authority","SEO","5","5","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Advisory, Conciliation and Arbitration Service","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Advisory, Conciliation and Arbitration Service","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Advisory, Conciliation and Arbitration Service","G7","5","5","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Advisory, Conciliation and Arbitration Service","HEO","15","15","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Advisory, Conciliation and Arbitration Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Advisory, Conciliation and Arbitration Service","SEO","10","10","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Animal and Plant Health Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Cabinet Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Cabinet Office (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","HEO","5","5","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Companies House","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Companies House","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Companies House","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Competition and Markets Authority","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Competition and Markets Authority","G6","10","10","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Competition and Markets Authority","G7","10","10","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Competition and Markets Authority","HEO","5","5","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Competition and Markets Authority","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Crown Commercial Service","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Crown Commercial Service","G7","10","10","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Crown Commercial Service","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Crown Commercial Service","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Debt Management Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Debt Management Office","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Debt Management Office","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Defence Electronics and Components Agency","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Defence Electronics and Components Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Defence Electronics and Components Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Defence Equipment and Support","EO","315","305","21720","20800"
"In post","2021","Unknown","Project Delivery","Defence Equipment and Support","G6","30","30","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Defence Equipment and Support","G7","105","100","53570","54550"
"In post","2021","Unknown","Project Delivery","Defence Equipment and Support","HEO","220","210","30830","31000"
"In post","2021","Unknown","Project Delivery","Defence Equipment and Support","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Defence Equipment and Support","SEO","245","240","41020","41010"
"In post","2021","Unknown","Project Delivery","Defence Science and Technology Laboratory","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Defence Science and Technology Laboratory","EO","20","15","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Defence Science and Technology Laboratory","G6","5","5","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Defence Science and Technology Laboratory","G7","50","45","50790","47820"
"In post","2021","Unknown","Project Delivery","Defence Science and Technology Laboratory","HEO","20","20","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Defence Science and Technology Laboratory","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Defence Science and Technology Laboratory","SEO","40","40","38590","37320"
"In post","2021","Unknown","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for Digital, Culture, Media and Sport","G6","5","5","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for Digital, Culture, Media and Sport","G7","10","10","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for Digital, Culture, Media and Sport","HEO","10","10","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for Education (excl. agencies)","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for Education (excl. agencies)","G6","10","10","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for Education (excl. agencies)","G7","20","20","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for Education (excl. agencies)","HEO","5","5","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for Education (excl. agencies)","SEO","10","10","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","10","10","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","5","5","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","5","5","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for International Trade","G7","5","5","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for International Trade","HEO","5","5","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for Transport (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for Transport (excl. agencies)","G7","10","10","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for Transport (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for Transport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for Transport (excl. agencies)","SEO","5","5","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department of Health and Social Care (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department of Health and Social Care (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department of Health and Social Care (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department of Health and Social Care (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Driver and Vehicle Licensing Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Driver and Vehicle Licensing Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Driver and Vehicle Licensing Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Driver and Vehicle Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Driver and Vehicle Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Driver and Vehicle Standards Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Education and Skills Funding Agency","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Education and Skills Funding Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Education and Skills Funding Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","FCDO Services","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","AO","15","15","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","EO","45","45","28290","30630"
"In post","2021","Unknown","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","G6","150","145","65830","66150"
"In post","2021","Unknown","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","G7","310","300","53350","53610"
"In post","2021","Unknown","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","120","115","36470","38600"
"In post","2021","Unknown","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","20","20","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","40","40","39870","41740"
"In post","2021","Unknown","Project Delivery","Forestry and Land Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Forestry and Land Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Forestry and Land Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Government Actuary's Department","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Government Actuary's Department","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Government Legal Department","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Government Legal Department","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Government Legal Department","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Government Legal Department","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Government Property Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Health and Safety Executive","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","HM Courts and Tribunals Service","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","HM Courts and Tribunals Service","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Project Delivery","HM Courts and Tribunals Service","G7","10","10","[c]","[c]"
"In post","2021","Unknown","Project Delivery","HM Courts and Tribunals Service","HEO","15","15","[c]","[c]"
"In post","2021","Unknown","Project Delivery","HM Courts and Tribunals Service","SEO","20","20","[c]","[c]"
"In post","2021","Unknown","Project Delivery","HM Land Registry","AO","15","15","[c]","[c]"
"In post","2021","Unknown","Project Delivery","HM Land Registry","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Project Delivery","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","HM Land Registry","G7","5","5","[c]","[c]"
"In post","2021","Unknown","Project Delivery","HM Land Registry","HEO","10","10","[c]","[c]"
"In post","2021","Unknown","Project Delivery","HM Land Registry","SEO","35","35","39780","38550"
"In post","2021","Unknown","Project Delivery","HM Revenue and Customs (excl. agencies)","AO","25","20","[c]","[c]"
"In post","2021","Unknown","Project Delivery","HM Revenue and Customs (excl. agencies)","EO","150","130","26210","25560"
"In post","2021","Unknown","Project Delivery","HM Revenue and Customs (excl. agencies)","G6","80","80","67470","66810"
"In post","2021","Unknown","Project Delivery","HM Revenue and Customs (excl. agencies)","G7","220","215","53490","52580"
"In post","2021","Unknown","Project Delivery","HM Revenue and Customs (excl. agencies)","HEO","215","205","32190","31810"
"In post","2021","Unknown","Project Delivery","HM Revenue and Customs (excl. agencies)","SCS level","25","25","[c]","[c]"
"In post","2021","Unknown","Project Delivery","HM Revenue and Customs (excl. agencies)","SEO","250","240","39280","38630"
"In post","2021","Unknown","Project Delivery","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","HM Treasury (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Insolvency Service","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Insolvency Service","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Insolvency Service","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Ministry of Defence (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Ministry of Defence (excl. agencies)","AO","20","20","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Ministry of Defence (excl. agencies)","EO","90","85","27040","26670"
"In post","2021","Unknown","Project Delivery","Ministry of Defence (excl. agencies)","G6","30","25","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Ministry of Defence (excl. agencies)","G7","60","55","55770","54540"
"In post","2021","Unknown","Project Delivery","Ministry of Defence (excl. agencies)","HEO","140","140","34890","33300"
"In post","2021","Unknown","Project Delivery","Ministry of Defence (excl. agencies)","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Ministry of Defence (excl. agencies)","SEO","135","130","42010","40580"
"In post","2021","Unknown","Project Delivery","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Ministry of Justice (excl. agencies)","EO","15","15","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Ministry of Justice (excl. agencies)","G7","10","10","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Ministry of Justice (excl. agencies)","HEO","15","15","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Ministry of Justice (excl. agencies)","SEO","15","15","[c]","[c]"
"In post","2021","Unknown","Project Delivery","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","National Crime Agency","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Project Delivery","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","National Crime Agency","G7","10","10","[c]","[c]"
"In post","2021","Unknown","Project Delivery","National Crime Agency","HEO","15","15","[c]","[c]"
"In post","2021","Unknown","Project Delivery","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","National Crime Agency","SEO","15","15","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Planning Inspectorate","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Registers of Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Rural Payments Agency","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Rural Payments Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Rural Payments Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Rural Payments Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Scotland Office (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Scottish Forestry","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Scottish Forestry","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Scottish Forestry","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Scottish Prison Service","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Scottish Prison Service","G7","5","5","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Scottish Prison Service","SEO","5","5","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Submarine Delivery Agency","Unknown","165","160","42680","40880"
"In post","2021","Unknown","Project Delivery","UK Hydrographic Office","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","UK Intellectual Property Office","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","UK Intellectual Property Office","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","UK Intellectual Property Office","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","UK Intellectual Property Office","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","UK Space Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","UK Space Agency","G6","10","10","[c]","[c]"
"In post","2021","Unknown","Project Delivery","UK Space Agency","G7","25","25","[c]","[c]"
"In post","2021","Unknown","Project Delivery","UK Space Agency","HEO","20","20","[c]","[c]"
"In post","2021","Unknown","Project Delivery","UK Space Agency","SEO","25","25","[c]","[c]"
"In post","2021","Unknown","Project Delivery","United Kingdom Statistics Authority","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Project Delivery","United Kingdom Statistics Authority","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","United Kingdom Statistics Authority","G7","25","25","[c]","[c]"
"In post","2021","Unknown","Project Delivery","United Kingdom Statistics Authority","HEO","20","20","[c]","[c]"
"In post","2021","Unknown","Project Delivery","United Kingdom Statistics Authority","SEO","25","25","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Valuation Office Agency","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Valuation Office Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Valuation Office Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Valuation Office Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Wilton Park","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Wilton Park","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Wilton Park","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Cabinet Office (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Cabinet Office (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Cabinet Office (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Companies House","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Companies House","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Defence Equipment and Support","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Defence Equipment and Support","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Defence Equipment and Support","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Defence Equipment and Support","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Defence Science and Technology Laboratory","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Department for Education (excl. agencies)","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Property","Department for Education (excl. agencies)","G6","5","5","[c]","[c]"
"In post","2021","Unknown","Property","Department for Education (excl. agencies)","G7","20","20","[c]","[c]"
"In post","2021","Unknown","Property","Department for Education (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
