"Status","Year","Age","Parent_department","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Department for Education","Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Operational Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Policy","Greater Manchester","5","5","[c]","[c]"
"In post","2021","16-19","Department for Education","Policy","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Property","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Commercial","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Operational Delivery","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Operational Delivery","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Operational Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Operational Delivery","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Operational Delivery","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Operational Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Operational Delivery","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Policy","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Policy","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Policy","Inner London - West","10","10","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Science and Engineering","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Economics","Inner London - West","5","5","[c]","[c]"
"In post","2021","16-19","Department for International Trade","International Trade","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Commercial","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Digital, Data and Technology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Economics","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Finance","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Operational Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Operational Delivery","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Operational Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Operational Delivery","West Wales and The Valleys","35","25","19100","18060"
"In post","2021","16-19","Department for Transport","Other","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Other","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Other","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Policy","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Policy","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Operational Delivery","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","Devon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","Greater Manchester","10","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","Lancashire","20","20","21010","21010"
"In post","2021","16-19","Department for Work and Pensions","Unknown","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","Northumberland and Tyne and Wear","30","30","21650","21010"
"In post","2021","16-19","Department for Work and Pensions","Unknown","Outer London - East and North East","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","South Yorkshire","10","10","21560","21010"
"In post","2021","16-19","Department for Work and Pensions","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","West Central Scotland","10","10","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","West Midlands","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","West Wales and The Valleys","15","15","22240","21010"
"In post","2021","16-19","Department for Work and Pensions","Unknown","West Yorkshire","20","20","22830","21010"
"In post","2021","16-19","Department of Health and Social Care","Commercial","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Human Resources","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Operational Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Operational Delivery","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Operational Delivery","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Operational Delivery","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Operational Delivery","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Operational Delivery","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Policy","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Policy","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Science and Engineering","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Science and Engineering","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Commercial","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Human Resources","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Operational Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Other","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Policy","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Property","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Security","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Digital, Data and Technology","Devon","5","5","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Operational Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Operational Delivery","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Operational Delivery","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Operational Delivery","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Operational Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Project Delivery","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Communications","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Economics","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Finance","Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Finance","West Central Scotland","10","5","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Human Resources","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Operational Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Operational Delivery","Devon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Operational Delivery","East Wales","10","10","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Operational Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Operational Delivery","Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Operational Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Operational Delivery","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Operational Delivery","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Operational Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Operational Delivery","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Operational Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Operational Delivery","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Operational Delivery","West Yorkshire","5","5","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Policy","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Property","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Property","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Property","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Property","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Property","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Property","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Tax","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Tax","East Wales","15","15","20520","20140"
"In post","2021","16-19","HM Revenue and Customs","Tax","Eastern Scotland","20","15","20140","20140"
"In post","2021","16-19","HM Revenue and Customs","Tax","Greater Manchester","5","5","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Tax","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Tax","Lancashire","5","5","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Tax","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Tax","Merseyside","25","25","20140","20140"
"In post","2021","16-19","HM Revenue and Customs","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Tax","Northumberland and Tyne and Wear","35","30","20300","20140"
"In post","2021","16-19","HM Revenue and Customs","Tax","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Tax","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Tax","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Tax","West Midlands","5","5","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Tax","West Yorkshire","20","20","20140","20140"
"In post","2021","16-19","HM Revenue and Customs","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Unknown","Northumberland and Tyne and Wear","10","10","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Unknown","West Yorkshire","5","5","[c]","[c]"
"In post","2021","16-19","HM Treasury","Economics","Inner London - West","5","5","[c]","[c]"
"In post","2021","16-19","HM Treasury","Finance","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Human Resources","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Operational Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Policy","Inner London - West","10","10","24140","24300"
"In post","2021","16-19","HM Treasury","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Commercial","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Operational Delivery","East Anglia","10","5","[c]","[c]"
"In post","2021","16-19","Home Office","Operational Delivery","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Operational Delivery","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Operational Delivery","Essex","10","10","[c]","[c]"
"In post","2021","16-19","Home Office","Operational Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Operational Delivery","Kent","20","20","21430","21430"
"In post","2021","16-19","Home Office","Operational Delivery","Merseyside","10","5","21430","21430"
"In post","2021","16-19","Home Office","Operational Delivery","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Operational Delivery","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Operational Delivery","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Operational Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Operational Delivery","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Operational Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Operational Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Other","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Other","Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Other","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Security","Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Statistics","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Digital, Data and Technology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Economics","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Finance","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","19630","19040"
"In post","2021","16-19","Ministry of Defence","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Human Resources","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Human Resources","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Operational Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Operational Research","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Other","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Other","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Other","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Other","Gloucestershire, Wiltshire and Bath/Bristol area","25","25","18180","17780"
"In post","2021","16-19","Ministry of Defence","Other","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Other","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Other","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Other","Unknown","35","35","18640","15940"
"In post","2021","16-19","Ministry of Defence","Policy","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Project Delivery","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Property","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Property","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Property","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Property","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Science and Engineering","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Science and Engineering","Devon","10","10","17720","16780"
"In post","2021","16-19","Ministry of Defence","Science and Engineering","East Wales","15","15","16570","16780"
"In post","2021","16-19","Ministry of Defence","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","70","70","17550","17780"
"In post","2021","16-19","Ministry of Defence","Science and Engineering","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
