"Status","Year","Ethnicity","Region_ITL1","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","East Midlands (England)","Derbyshire and Nottinghamshire","Heterosexual / straight","515","480","30150","27570"
"In post","2021","Asian","East Midlands (England)","Derbyshire and Nottinghamshire","LGBO","15","15","[c]","[c]"
"In post","2021","Asian","East Midlands (England)","Derbyshire and Nottinghamshire","Undeclared","30","25","[c]","[c]"
"In post","2021","Asian","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","90","75","28470","27130"
"In post","2021","Asian","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","785","710","25330","22350"
"In post","2021","Asian","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","LGBO","15","15","[c]","[c]"
"In post","2021","Asian","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Undeclared","65","55","24620","21440"
"In post","2021","Asian","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","165","140","24830","21950"
"In post","2021","Asian","East Midlands (England)","Lincolnshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","East Midlands (England)","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Midlands (England)","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Midlands (England)","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Bedfordshire and Hertfordshire","Heterosexual / straight","440","410","30870","29290"
"In post","2021","Asian","East of England","Bedfordshire and Hertfordshire","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","East of England","Bedfordshire and Hertfordshire","Undeclared","35","35","28030","27570"
"In post","2021","Asian","East of England","Bedfordshire and Hertfordshire","Unknown","60","50","32350","28920"
"In post","2021","Asian","East of England","East Anglia","Heterosexual / straight","320","275","26620","23660"
"In post","2021","Asian","East of England","East Anglia","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","East of England","East Anglia","Undeclared","30","25","[c]","[c]"
"In post","2021","Asian","East of England","East Anglia","Unknown","15","10","[c]","[c]"
