"Status","Year","Age","Ethnicity","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","60-64","Mixed","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","Security","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","Security","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","Unknown","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Debt","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Digital, Data & Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Digital, Data & Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Digital, Data & Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Grants Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Grants Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Grants Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","No function","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","No function","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","No function","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","No function","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","No function","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","No function","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","No function","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Security","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Security","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Digital, Data & Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Digital, Data & Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","No function","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","No function","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","No function","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","No function","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","No function","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","No function","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","No function","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Project Delivery","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Security","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Unknown","AO","45","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Unknown","EO","70","[c]","28430","27570"
"Leaver CS","2021","60-64","Undeclared","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Unknown","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Unknown","HEO","40","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Unknown","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Digital, Data & Technology","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Digital, Data & Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Digital, Data & Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Grants Management","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Grants Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Grants Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Legal","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Legal","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","No function","AA","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","No function","AO","40","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","No function","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","No function","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","No function","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","No function","HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","No function","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","No function","SEO","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","No function","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Property","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Property","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Security","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Security","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","AA","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","AO","105","[c]","21070","21010"
"Leaver CS","2021","60-64","Unknown","Unknown","EO","60","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","G6","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","HEO","35","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","SEO","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","Unknown","60","[c]","42950","37300"
"Leaver CS","2021","60-64","White","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Commercial","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Commercial","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Commercial","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Commercial","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Communications","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Communications","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Debt","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Digital, Data & Technology","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Digital, Data & Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Digital, Data & Technology","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Digital, Data & Technology","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Finance","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Finance","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Finance","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Finance","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Grants Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Grants Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Grants Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Human Resources","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Human Resources","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Human Resources","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Human Resources","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Legal","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Legal","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Legal","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Legal","G7","35","[c]","59360","55610"
"Leaver CS","2021","60-64","White","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Legal","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Legal","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","No function","AA","105","[c]","17740","17100"
"Leaver CS","2021","60-64","White","No function","AO","290","[c]","21230","20650"
"Leaver CS","2021","60-64","White","No function","EO","130","[c]","27820","27130"
"Leaver CS","2021","60-64","White","No function","G6","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","No function","G7","40","[c]","59350","56680"
"Leaver CS","2021","60-64","White","No function","HEO","90","[c]","34550","33840"
"Leaver CS","2021","60-64","White","No function","SCS level","40","[c]","100050","104760"
"Leaver CS","2021","60-64","White","No function","SEO","65","[c]","45570","45240"
"Leaver CS","2021","60-64","White","No function","Unknown","80","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Project Delivery","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Project Delivery","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Project Delivery","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Project Delivery","G7","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Project Delivery","HEO","30","[c]","33760","33300"
