"Status","Year","Organisation","Region_ITL2","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Greater Manchester","Outside London","Heterosexual / straight","85","75","31330","31140"
"In post","2021","Advisory, Conciliation and Arbitration Service","Greater Manchester","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Greater Manchester","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Greater Manchester","Outside London","Unknown","35","35","26470","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Inner London - West","London","Heterosexual / straight","130","125","42740","38670"
"In post","2021","Advisory, Conciliation and Arbitration Service","Inner London - West","London","LGBO","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Inner London - West","London","Undeclared","30","30","42960","40890"
"In post","2021","Advisory, Conciliation and Arbitration Service","Inner London - West","London","Unknown","35","35","41580","43750"
"In post","2021","Advisory, Conciliation and Arbitration Service","Northumberland and Tyne and Wear","Outside London","Heterosexual / straight","80","75","31310","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Northumberland and Tyne and Wear","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Northumberland and Tyne and Wear","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Northumberland and Tyne and Wear","Outside London","Unknown","40","35","26030","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Central Scotland","Outside London","Heterosexual / straight","70","65","31930","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Central Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Central Scotland","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Central Scotland","Outside London","Unknown","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands","Outside London","Heterosexual / straight","45","40","32630","31040"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands","Outside London","Unknown","30","25","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Yorkshire","Outside London","Heterosexual / straight","40","35","35250","34500"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Yorkshire","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Yorkshire","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Yorkshire","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","Heterosexual / straight","40","35","32330","26520"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cumbria","Outside London","Heterosexual / straight","115","110","25140","21050"
"In post","2021","Animal and Plant Health Agency","Cumbria","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cumbria","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cumbria","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Outside London","Heterosexual / straight","30","30","30910","29180"
"In post","2021","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon","Outside London","Heterosexual / straight","150","140","27590","21050"
"In post","2021","Animal and Plant Health Agency","Devon","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon","Outside London","Unknown","30","30","26610","24920"
"In post","2021","Animal and Plant Health Agency","Dorset and Somerset","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dorset and Somerset","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dorset and Somerset","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dorset and Somerset","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Anglia","Outside London","Heterosexual / straight","65","60","31340","29180"
"In post","2021","Animal and Plant Health Agency","East Anglia","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Anglia","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Anglia","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Wales","Outside London","Heterosexual / straight","75","75","29200","24920"
"In post","2021","Animal and Plant Health Agency","East Wales","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Wales","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Wales","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Eastern Scotland","Outside London","Heterosexual / straight","35","35","31710","26280"
"In post","2021","Animal and Plant Health Agency","Eastern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Eastern Scotland","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Eastern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Essex","Outside London","Heterosexual / straight","30","30","31320","29270"
"In post","2021","Animal and Plant Health Agency","Essex","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Essex","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Essex","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Heterosexual / straight","75","70","29120","25190"
"In post","2021","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","15","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Greater Manchester","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Greater Manchester","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Greater Manchester","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Greater Manchester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hampshire and Isle of Wight","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hampshire and Isle of Wight","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hampshire and Isle of Wight","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","Heterosexual / straight","120","110","29830","26520"
"In post","2021","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Highlands and Islands","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Highlands and Islands","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Highlands and Islands","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Highlands and Islands","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inner London - West","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inner London - West","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inner London - West","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inner London - West","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Kent","Outside London","Heterosexual / straight","30","30","28640","28240"
"In post","2021","Animal and Plant Health Agency","Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Kent","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Kent","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lancashire","Outside London","Heterosexual / straight","55","50","30470","25670"
"In post","2021","Animal and Plant Health Agency","Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lancashire","Outside London","Undeclared","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lancashire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Eastern Scotland","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Eastern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Eastern Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Eastern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Yorkshire","Outside London","Heterosexual / straight","125","120","29010","25190"
"In post","2021","Animal and Plant Health Agency","North Yorkshire","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Yorkshire","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Yorkshire","Outside London","Unknown","20","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Northumberland and Tyne and Wear","Outside London","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Northumberland and Tyne and Wear","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Northumberland and Tyne and Wear","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Northumberland and Tyne and Wear","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Outer London - West and North West","London","Heterosexual / straight","55","55","33670","31690"
"In post","2021","Animal and Plant Health Agency","Outer London - West and North West","London","LGBO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Outer London - West and North West","London","Undeclared","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Outer London - West and North West","London","Unknown","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire and Staffordshire","Outside London","Heterosexual / straight","60","60","30130","24920"
"In post","2021","Animal and Plant Health Agency","Shropshire and Staffordshire","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire and Staffordshire","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire and Staffordshire","Outside London","Unknown","25","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Southern Scotland","Outside London","Heterosexual / straight","45","40","30960","26520"
"In post","2021","Animal and Plant Health Agency","Southern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Southern Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Southern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Surrey, East and West Sussex","Outside London","Heterosexual / straight","415","395","33020","28580"
"In post","2021","Animal and Plant Health Agency","Surrey, East and West Sussex","Outside London","LGBO","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Surrey, East and West Sussex","Outside London","Undeclared","70","70","38990","33890"
"In post","2021","Animal and Plant Health Agency","Surrey, East and West Sussex","Outside London","Unknown","80","70","30460","24370"
"In post","2021","Animal and Plant Health Agency","West Wales and The Valleys","Outside London","Heterosexual / straight","145","135","27550","25100"
"In post","2021","Animal and Plant Health Agency","West Wales and The Valleys","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Wales and The Valleys","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Wales and The Valleys","Outside London","Unknown","45","40","27670","25260"
"In post","2021","Animal and Plant Health Agency","West Yorkshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Inner London - West","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Attorney General's Office","Inner London - West","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Inner London - West","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Inner London - West","London","Unknown","30","25","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Heterosexual / straight","60","55","33370","33300"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","50","50","38540","33300"
"In post","2021","Cabinet Office (excl. agencies)","Cheshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cheshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cheshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cumbria","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cumbria","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Devon","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Devon","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Devon","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Dorset and Somerset","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Dorset and Somerset","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Dorset and Somerset","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Dorset and Somerset","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Anglia","Outside London","Heterosexual / straight","55","50","39340","33300"
"In post","2021","Cabinet Office (excl. agencies)","East Anglia","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Anglia","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Anglia","Outside London","Unknown","45","45","59270","55910"
"In post","2021","Cabinet Office (excl. agencies)","East Wales","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Wales","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Wales","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Wales","Outside London","Unknown","50","50","35980","29250"
"In post","2021","Cabinet Office (excl. agencies)","Eastern Scotland","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Eastern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Eastern Scotland","Outside London","Unknown","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Heterosexual / straight","55","50","45890","39740"
"In post","2021","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","105","105","61380","53320"
"In post","2021","Cabinet Office (excl. agencies)","Greater Manchester","Outside London","Heterosexual / straight","115","110","42610","37300"
"In post","2021","Cabinet Office (excl. agencies)","Greater Manchester","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Greater Manchester","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Greater Manchester","Outside London","Unknown","145","145","48250","49700"
"In post","2021","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","Outside London","Unknown","70","70","53290","53320"
"In post","2021","Cabinet Office (excl. agencies)","Inner London - East","London","Heterosexual / straight","550","540","53620","54700"
"In post","2021","Cabinet Office (excl. agencies)","Inner London - East","London","LGBO","70","70","51970","54700"
"In post","2021","Cabinet Office (excl. agencies)","Inner London - East","London","Undeclared","85","85","50060","54700"
"In post","2021","Cabinet Office (excl. agencies)","Inner London - East","London","Unknown","190","190","48720","40600"
"In post","2021","Cabinet Office (excl. agencies)","Inner London - West","London","Heterosexual / straight","2670","2620","51630","54700"
"In post","2021","Cabinet Office (excl. agencies)","Inner London - West","London","LGBO","290","290","46100","40600"
"In post","2021","Cabinet Office (excl. agencies)","Inner London - West","London","Undeclared","320","315","51010","54700"
"In post","2021","Cabinet Office (excl. agencies)","Inner London - West","London","Unknown","2270","2250","47130","34550"
"In post","2021","Cabinet Office (excl. agencies)","Kent","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Kent","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Lancashire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Lancashire","Outside London","Unknown","35","35","48780","49700"
"In post","2021","Cabinet Office (excl. agencies)","Lincolnshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
