"Status","Year","Age","Function_of_post","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Digital, Data & Technology","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Outer London - South","London","15","15","46790","41900"
"In post","2021","40-49","Digital, Data & Technology","Outer London - West and North West","London","55","55","43800","43640"
"In post","2021","40-49","Digital, Data & Technology","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Shropshire and Staffordshire","Outside London","100","95","41350","38630"
"In post","2021","40-49","Digital, Data & Technology","South Yorkshire","Outside London","60","55","48230","48490"
"In post","2021","40-49","Digital, Data & Technology","Southern Scotland","Outside London","65","65","40400","39410"
"In post","2021","40-49","Digital, Data & Technology","Surrey, East and West Sussex","Outside London","75","75","40590","38630"
"In post","2021","40-49","Digital, Data & Technology","Tees Valley and Durham","Outside London","35","35","39240","37100"
"In post","2021","40-49","Digital, Data & Technology","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","West Central Scotland","Outside London","25","25","44160","39450"
"In post","2021","40-49","Digital, Data & Technology","West Midlands","Outside London","150","150","44950","40490"
"In post","2021","40-49","Digital, Data & Technology","West Wales and The Valleys","Outside London","230","225","42480","41090"
"In post","2021","40-49","Digital, Data & Technology","West Yorkshire","Outside London","125","120","39650","36820"
"In post","2021","40-49","Finance","Bedfordshire and Hertfordshire","Outside London","35","30","48630","45290"
"In post","2021","40-49","Finance","Berkshire, Buckinghamshire and Oxfordshire","Outside London","70","65","39970","35300"
"In post","2021","40-49","Finance","Cheshire","Outside London","10","10","[c]","[c]"
"In post","2021","40-49","Finance","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Cumbria","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Finance","Derbyshire and Nottinghamshire","Outside London","50","50","40470","38630"
"In post","2021","40-49","Finance","Devon","Outside London","25","25","43050","38610"
"In post","2021","40-49","Finance","Dorset and Somerset","Outside London","10","10","[c]","[c]"
"In post","2021","40-49","Finance","East Anglia","Outside London","40","35","35240","33000"
"In post","2021","40-49","Finance","East Wales","Outside London","55","55","39340","36030"
"In post","2021","40-49","Finance","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Eastern Scotland","Outside London","40","40","35810","33650"
"In post","2021","40-49","Finance","Essex","Outside London","40","35","27920","25560"
"In post","2021","40-49","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","270","255","42830","40470"
"In post","2021","40-49","Finance","Greater Manchester","Outside London","80","75","39370","37300"
"In post","2021","40-49","Finance","Hampshire and Isle of Wight","Outside London","100","95","39190","33300"
"In post","2021","40-49","Finance","Herefordshire, Worcestershire and Warwickshire","Outside London","15","15","38220","36520"
"In post","2021","40-49","Finance","Highlands and Islands","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Finance","Inner London - East","London","125","120","50700","46850"
"In post","2021","40-49","Finance","Inner London - West","London","510","495","54280","53400"
"In post","2021","40-49","Finance","Kent","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Finance","Lancashire","Outside London","40","35","39420","35680"
"In post","2021","40-49","Finance","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Finance","Merseyside","Outside London","65","60","36710","33280"
"In post","2021","40-49","Finance","North Yorkshire","Outside London","50","50","41350","37620"
"In post","2021","40-49","Finance","Northern Ireland","Outside London","10","10","43060","42220"
"In post","2021","40-49","Finance","Northumberland and Tyne and Wear","Outside London","120","115","40140","38630"
"In post","2021","40-49","Finance","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Outer London - South","London","30","30","51490","41930"
"In post","2021","40-49","Finance","Outer London - West and North West","London","25","25","43790","41950"
"In post","2021","40-49","Finance","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","40-49","Finance","Shropshire and Staffordshire","Outside London","50","45","42780","39600"
"In post","2021","40-49","Finance","South Yorkshire","Outside London","25","25","38520","36960"
"In post","2021","40-49","Finance","Southern Scotland","Outside London","45","40","38580","33930"
"In post","2021","40-49","Finance","Surrey, East and West Sussex","Outside London","75","70","33990","31810"
"In post","2021","40-49","Finance","Tees Valley and Durham","Outside London","20","20","39180","36960"
"In post","2021","40-49","Finance","West Central Scotland","Outside London","95","85","25410","21440"
"In post","2021","40-49","Finance","West Midlands","Outside London","90","90","41280","37100"
"In post","2021","40-49","Finance","West Wales and The Valleys","Outside London","60","60","35630","32670"
"In post","2021","40-49","Finance","West Yorkshire","Outside London","160","140","34690","28970"
"In post","2021","40-49","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","Outside London","55","50","25930","21050"
"In post","2021","40-49","Grants Management","Cheshire","Outside London","20","15","27890","25190"
"In post","2021","40-49","Grants Management","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Grants Management","Cumbria","Outside London","240","210","24720","21050"
"In post","2021","40-49","Grants Management","Derbyshire and Nottinghamshire","Outside London","20","20","25790","25680"
"In post","2021","40-49","Grants Management","Devon","Outside London","65","60","27600","25610"
"In post","2021","40-49","Grants Management","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Grants Management","East Anglia","Outside London","15","15","25550","25830"
"In post","2021","40-49","Grants Management","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Grants Management","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","10","10","30380","28730"
"In post","2021","40-49","Grants Management","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Grants Management","Herefordshire, Worcestershire and Warwickshire","Outside London","25","25","27510","25500"
"In post","2021","40-49","Grants Management","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Grants Management","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Grants Management","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Grants Management","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Grants Management","North Yorkshire","Outside London","25","20","26780","25190"
"In post","2021","40-49","Grants Management","Northumberland and Tyne and Wear","Outside London","75","70","25540","24920"
"In post","2021","40-49","Grants Management","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Grants Management","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Grants Management","West Yorkshire","Outside London","10","10","29250","26580"
"In post","2021","40-49","Human Resources","Bedfordshire and Hertfordshire","Outside London","10","10","[c]","[c]"
"In post","2021","40-49","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Outside London","35","35","39790","39810"
"In post","2021","40-49","Human Resources","Cheshire","Outside London","25","25","44740","45480"
"In post","2021","40-49","Human Resources","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Cumbria","Outside London","15","15","36770","30990"
"In post","2021","40-49","Human Resources","Derbyshire and Nottinghamshire","Outside London","135","130","39410","38400"
"In post","2021","40-49","Human Resources","Devon","Outside London","40","40","39270","33740"
"In post","2021","40-49","Human Resources","Dorset and Somerset","Outside London","20","20","36290","33290"
"In post","2021","40-49","Human Resources","East Anglia","Outside London","25","25","34860","31610"
"In post","2021","40-49","Human Resources","East Wales","Outside London","105","95","40660","36840"
"In post","2021","40-49","Human Resources","East Yorkshire and Northern Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Human Resources","Eastern Scotland","Outside London","80","75","36690","35230"
"In post","2021","40-49","Human Resources","Essex","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","240","220","40040","36990"
"In post","2021","40-49","Human Resources","Greater Manchester","Outside London","160","155","37280","32060"
"In post","2021","40-49","Human Resources","Hampshire and Isle of Wight","Outside London","60","55","40790","35910"
"In post","2021","40-49","Human Resources","Herefordshire, Worcestershire and Warwickshire","Outside London","40","40","38310","33520"
"In post","2021","40-49","Human Resources","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Inner London - East","London","115","110","54640","49740"
"In post","2021","40-49","Human Resources","Inner London - West","London","475","460","50850","51250"
"In post","2021","40-49","Human Resources","Kent","Outside London","15","15","35380","32730"
"In post","2021","40-49","Human Resources","Lancashire","Outside London","60","55","31930","26670"
"In post","2021","40-49","Human Resources","Leicestershire, Rutland and Northamptonshire","Outside London","10","10","29830","29560"
"In post","2021","40-49","Human Resources","Lincolnshire","Outside London","10","10","[c]","[c]"
"In post","2021","40-49","Human Resources","Merseyside","Outside London","75","70","37110","32960"
"In post","2021","40-49","Human Resources","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","North Yorkshire","Outside London","30","30","40870","38180"
"In post","2021","40-49","Human Resources","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Northumberland and Tyne and Wear","Outside London","120","110","30640","25550"
"In post","2021","40-49","Human Resources","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Outer London - South","London","25","25","53380","52570"
"In post","2021","40-49","Human Resources","Outer London - West and North West","London","15","15","40580","36390"
"In post","2021","40-49","Human Resources","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Shropshire and Staffordshire","Outside London","10","10","[c]","[c]"
"In post","2021","40-49","Human Resources","South Yorkshire","Outside London","35","30","41760","47640"
"In post","2021","40-49","Human Resources","Southern Scotland","Outside London","25","25","37980","33930"
"In post","2021","40-49","Human Resources","Surrey, East and West Sussex","Outside London","45","40","30180","28130"
"In post","2021","40-49","Human Resources","Tees Valley and Durham","Outside London","15","15","33830","33090"
"In post","2021","40-49","Human Resources","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Human Resources","West Central Scotland","Outside London","145","140","27070","21580"
"In post","2021","40-49","Human Resources","West Midlands","Outside London","55","50","43000","40110"
"In post","2021","40-49","Human Resources","West Wales and The Valleys","Outside London","60","60","34370","32180"
"In post","2021","40-49","Human Resources","West Yorkshire","Outside London","80","80","42150","38770"
"In post","2021","40-49","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Derbyshire and Nottinghamshire","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Internal Audit","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","15","15","40890","40120"
"In post","2021","40-49","Internal Audit","Greater Manchester","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Internal Audit","Hampshire and Isle of Wight","Outside London","10","10","32290","33300"
"In post","2021","40-49","Internal Audit","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Inner London - West","London","50","50","57370","54600"
"In post","2021","40-49","Internal Audit","Lancashire","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Internal Audit","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","North Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Internal Audit","Northumberland and Tyne and Wear","Outside London","10","10","[c]","[c]"
"In post","2021","40-49","Internal Audit","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Shropshire and Staffordshire","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Internal Audit","South Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Internal Audit","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","West Central Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Internal Audit","West Midlands","Outside London","10","10","[c]","[c]"
"In post","2021","40-49","Internal Audit","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","West Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Legal","Bedfordshire and Hertfordshire","Outside London","60","50","45030","43290"
"In post","2021","40-49","Legal","Berkshire, Buckinghamshire and Oxfordshire","Outside London","50","45","51800","53050"
"In post","2021","40-49","Legal","Cheshire","Outside London","15","15","39350","39110"
"In post","2021","40-49","Legal","Cornwall and Isles of Scilly","Outside London","10","10","34090","28430"
"In post","2021","40-49","Legal","Cumbria","Outside London","20","15","37590","34480"
"In post","2021","40-49","Legal","Derbyshire and Nottinghamshire","Outside London","100","90","40160","37240"
"In post","2021","40-49","Legal","Devon","Outside London","40","35","41750","43620"
"In post","2021","40-49","Legal","Dorset and Somerset","Outside London","10","10","43390","41630"
"In post","2021","40-49","Legal","East Anglia","Outside London","40","40","41170","38000"
"In post","2021","40-49","Legal","East Wales","Outside London","110","105","42840","48080"
"In post","2021","40-49","Legal","East Yorkshire and Northern Lincolnshire","Outside London","25","25","40290","35950"
"In post","2021","40-49","Legal","Eastern Scotland","Outside London","280","260","38750","30540"
"In post","2021","40-49","Legal","Essex","Outside London","70","60","41020","35640"
"In post","2021","40-49","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","100","90","47580","49580"
"In post","2021","40-49","Legal","Greater Manchester","Outside London","205","185","42950","40850"
"In post","2021","40-49","Legal","Hampshire and Isle of Wight","Outside London","95","85","48090","50520"
"In post","2021","40-49","Legal","Herefordshire, Worcestershire and Warwickshire","Outside London","10","5","[c]","[c]"
"In post","2021","40-49","Legal","Highlands and Islands","Outside London","20","20","38340","29350"
"In post","2021","40-49","Legal","Inner London - East","London","115","105","67500","64760"
"In post","2021","40-49","Legal","Inner London - West","London","1280","1155","57160","60710"
"In post","2021","40-49","Legal","Kent","Outside London","50","45","41210","40210"
"In post","2021","40-49","Legal","Lancashire","Outside London","115","105","37850","33730"
"In post","2021","40-49","Legal","Leicestershire, Rutland and Northamptonshire","Outside London","60","50","42570","48080"
"In post","2021","40-49","Legal","Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Legal","Merseyside","Outside London","95","90","41540","37840"
"In post","2021","40-49","Legal","North Eastern Scotland","Outside London","20","20","39260","29350"
"In post","2021","40-49","Legal","North Yorkshire","Outside London","55","50","51250","54770"
"In post","2021","40-49","Legal","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Legal","Northumberland and Tyne and Wear","Outside London","80","70","39970","40590"
"In post","2021","40-49","Legal","Outer London - East and North East","London","5","5","[c]","[c]"
"In post","2021","40-49","Legal","Outer London - South","London","40","35","49150","46090"
"In post","2021","40-49","Legal","Outer London - West and North West","London","20","20","49100","48360"
"In post","2021","40-49","Legal","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Shropshire and Staffordshire","Outside London","35","35","38140","37550"
"In post","2021","40-49","Legal","South Yorkshire","Outside London","55","45","36210","34480"
"In post","2021","40-49","Legal","Southern Scotland","Outside London","65","55","37290","29350"
"In post","2021","40-49","Legal","Surrey, East and West Sussex","Outside London","55","50","43310","40790"
"In post","2021","40-49","Legal","Tees Valley and Durham","Outside London","55","50","37210","36500"
"In post","2021","40-49","Legal","West Central Scotland","Outside London","160","145","45110","38630"
"In post","2021","40-49","Legal","West Midlands","Outside London","200","180","44440","48080"
"In post","2021","40-49","Legal","West Wales and The Valleys","Outside London","35","30","43640","46360"
"In post","2021","40-49","Legal","West Yorkshire","Outside London","150","140","43040","43460"
"In post","2021","40-49","No function","Bedfordshire and Hertfordshire","Outside London","320","300","31660","30400"
"In post","2021","40-49","No function","Berkshire, Buckinghamshire and Oxfordshire","Outside London","770","730","34050","32040"
"In post","2021","40-49","No function","Cheshire","Outside London","535","515","34210","32990"
"In post","2021","40-49","No function","Cornwall and Isles of Scilly","Outside London","65","55","31560","29180"
"In post","2021","40-49","No function","Cumbria","Outside London","145","135","28520","25580"
"In post","2021","40-49","No function","Derbyshire and Nottinghamshire","Outside London","1420","1325","32550","30350"
"In post","2021","40-49","No function","Devon","Outside London","515","485","31820","27380"
"In post","2021","40-49","No function","Dorset and Somerset","Outside London","470","440","30820","28960"
"In post","2021","40-49","No function","East Anglia","Outside London","1255","1175","32490","30880"
"In post","2021","40-49","No function","East Wales","Outside London","1685","1585","32630","27710"
"In post","2021","40-49","No function","East Yorkshire and Northern Lincolnshire","Outside London","500","465","29830","28220"
"In post","2021","40-49","No function","Eastern Scotland","Outside London","965","920","31230","30080"
"In post","2021","40-49","No function","Essex","Outside London","320","300","31420","29090"
"In post","2021","40-49","No function","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","1895","1770","38560","36500"
"In post","2021","40-49","No function","Greater Manchester","Outside London","1610","1515","31470","26920"
"In post","2021","40-49","No function","Hampshire and Isle of Wight","Outside London","1085","980","33220","29540"
"In post","2021","40-49","No function","Herefordshire, Worcestershire and Warwickshire","Outside London","430","410","31250","30720"
"In post","2021","40-49","No function","Highlands and Islands","Outside London","65","60","31070","31470"
"In post","2021","40-49","No function","Inner London - East","London","1580","1485","43950","39840"
"In post","2021","40-49","No function","Inner London - West","London","5170","4955","52760","53380"
"In post","2021","40-49","No function","Kent","Outside London","685","655","32600","31650"
"In post","2021","40-49","No function","Lancashire","Outside London","1160","1070","28800","26580"
"In post","2021","40-49","No function","Leicestershire, Rutland and Northamptonshire","Outside London","830","755","28210","25560"
"In post","2021","40-49","No function","Lincolnshire","Outside London","215","205","28920","26630"
"In post","2021","40-49","No function","Merseyside","Outside London","1440","1330","30380","25560"
"In post","2021","40-49","No function","North Eastern Scotland","Outside London","165","160","47560","34660"
"In post","2021","40-49","No function","North Yorkshire","Outside London","355","335","39930","36970"
"In post","2021","40-49","No function","Northern Ireland","Outside London","425","390","29710","25560"
"In post","2021","40-49","No function","Northumberland and Tyne and Wear","Outside London","1840","1625","26530","21440"
"In post","2021","40-49","No function","Outer London - East and North East","London","305","295","31860","31590"
"In post","2021","40-49","No function","Outer London - South","London","480","455","36320","32520"
"In post","2021","40-49","No function","Outer London - West and North West","London","645","605","39300","35180"
"In post","2021","40-49","No function","Overseas","Overseas","575","575","55340","56300"
"In post","2021","40-49","No function","Shropshire and Staffordshire","Outside London","785","735","29150","26880"
"In post","2021","40-49","No function","South Yorkshire","Outside London","585","540","34550","31650"
"In post","2021","40-49","No function","Southern Scotland","Outside London","390","355","25980","22220"
"In post","2021","40-49","No function","Surrey, East and West Sussex","Outside London","715","670","33840","32280"
"In post","2021","40-49","No function","Tees Valley and Durham","Outside London","1095","1030","29810","27130"
"In post","2021","40-49","No function","Unknown","Unknown","55","50","42320","40490"
"In post","2021","40-49","No function","West Central Scotland","Outside London","905","860","31440","30410"
"In post","2021","40-49","No function","West Midlands","Outside London","1910","1780","34390","30730"
"In post","2021","40-49","No function","West Wales and The Valleys","Outside London","1730","1565","25510","21590"
"In post","2021","40-49","No function","West Yorkshire","Outside London","1575","1470","33300","31650"
"In post","2021","40-49","Project Delivery","Bedfordshire and Hertfordshire","Outside London","40","40","40650","40360"
"In post","2021","40-49","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Outside London","115","115","40170","35300"
"In post","2021","40-49","Project Delivery","Cheshire","Outside London","15","15","42830","36740"
"In post","2021","40-49","Project Delivery","Cornwall and Isles of Scilly","Outside London","10","10","[c]","[c]"
"In post","2021","40-49","Project Delivery","Cumbria","Outside London","65","65","38210","36520"
"In post","2021","40-49","Project Delivery","Derbyshire and Nottinghamshire","Outside London","95","90","45000","42200"
"In post","2021","40-49","Project Delivery","Devon","Outside London","155","150","44060","41960"
"In post","2021","40-49","Project Delivery","Dorset and Somerset","Outside London","75","70","34900","35170"
"In post","2021","40-49","Project Delivery","East Anglia","Outside London","125","120","36890","34440"
"In post","2021","40-49","Project Delivery","East Wales","Outside London","165","155","37920","31810"
"In post","2021","40-49","Project Delivery","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Eastern Scotland","Outside London","95","90","42360","38460"
"In post","2021","40-49","Project Delivery","Essex","Outside London","40","40","39430","38630"
"In post","2021","40-49","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","2215","2140","43480","41000"
"In post","2021","40-49","Project Delivery","Greater Manchester","Outside London","150","145","43800","38670"
"In post","2021","40-49","Project Delivery","Hampshire and Isle of Wight","Outside London","355","350","39650","40000"
"In post","2021","40-49","Project Delivery","Herefordshire, Worcestershire and Warwickshire","Outside London","35","35","26790","25310"
"In post","2021","40-49","Project Delivery","Highlands and Islands","Outside London","20","20","31340","28120"
"In post","2021","40-49","Project Delivery","Inner London - East","London","245","240","60270","59160"
"In post","2021","40-49","Project Delivery","Inner London - West","London","915","885","58040","58030"
"In post","2021","40-49","Project Delivery","Kent","Outside London","15","15","35990","33300"
"In post","2021","40-49","Project Delivery","Lancashire","Outside London","160","150","39110","38630"
"In post","2021","40-49","Project Delivery","Leicestershire, Rutland and Northamptonshire","Outside London","10","10","38590","33600"
"In post","2021","40-49","Project Delivery","Lincolnshire","Outside London","80","75","35550","33720"
"In post","2021","40-49","Project Delivery","Merseyside","Outside London","185","180","40610","38630"
"In post","2021","40-49","Project Delivery","North Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Project Delivery","North Yorkshire","Outside London","45","45","39400","36970"
"In post","2021","40-49","Project Delivery","Northern Ireland","Outside London","20","20","37700","34050"
"In post","2021","40-49","Project Delivery","Northumberland and Tyne and Wear","Outside London","330","325","41000","38630"
"In post","2021","40-49","Project Delivery","Outer London - East and North East","London","10","10","35680","36950"
"In post","2021","40-49","Project Delivery","Outer London - South","London","50","50","55450","59160"
"In post","2021","40-49","Project Delivery","Outer London - West and North West","London","15","15","42740","36160"
"In post","2021","40-49","Project Delivery","Overseas","Overseas","200","200","58030","58030"
"In post","2021","40-49","Project Delivery","Shropshire and Staffordshire","Outside London","120","115","37670","38590"
"In post","2021","40-49","Project Delivery","South Yorkshire","Outside London","35","30","42400","38630"
"In post","2021","40-49","Project Delivery","Southern Scotland","Outside London","185","175","40540","35480"
"In post","2021","40-49","Project Delivery","Surrey, East and West Sussex","Outside London","20","20","43140","39310"
"In post","2021","40-49","Project Delivery","Tees Valley and Durham","Outside London","10","10","49510","56750"
"In post","2021","40-49","Project Delivery","Unknown","Unknown","10","10","41210","37100"
"In post","2021","40-49","Project Delivery","West Central Scotland","Outside London","85","85","38870","38630"
"In post","2021","40-49","Project Delivery","West Midlands","Outside London","95","90","46090","41570"
"In post","2021","40-49","Project Delivery","West Wales and The Valleys","Outside London","45","45","39740","40280"
"In post","2021","40-49","Project Delivery","West Yorkshire","Outside London","75","70","41930","38630"
"In post","2021","40-49","Property","Bedfordshire and Hertfordshire","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Property","Berkshire, Buckinghamshire and Oxfordshire","Outside London","70","65","34610","33390"
"In post","2021","40-49","Property","Cheshire","Outside London","10","10","39720","36430"
"In post","2021","40-49","Property","Cornwall and Isles of Scilly","Outside London","10","10","[c]","[c]"
"In post","2021","40-49","Property","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Derbyshire and Nottinghamshire","Outside London","70","65","34880","32100"
"In post","2021","40-49","Property","Devon","Outside London","130","125","29730","25860"
"In post","2021","40-49","Property","Dorset and Somerset","Outside London","15","15","25020","20210"
"In post","2021","40-49","Property","East Anglia","Outside London","75","70","35540","33300"
"In post","2021","40-49","Property","East Wales","Outside London","70","65","33160","31010"
"In post","2021","40-49","Property","East Yorkshire and Northern Lincolnshire","Outside London","20","20","29330","25860"
"In post","2021","40-49","Property","Eastern Scotland","Outside London","125","120","32420","31060"
"In post","2021","40-49","Property","Essex","Outside London","25","25","28800","26670"
"In post","2021","40-49","Property","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","170","160","39080","37320"
"In post","2021","40-49","Property","Greater Manchester","Outside London","60","55","38960","36500"
"In post","2021","40-49","Property","Hampshire and Isle of Wight","Outside London","85","85","37640","33300"
"In post","2021","40-49","Property","Herefordshire, Worcestershire and Warwickshire","Outside London","10","10","[c]","[c]"
"In post","2021","40-49","Property","Highlands and Islands","Outside London","80","75","30610","30160"
"In post","2021","40-49","Property","Inner London - East","London","100","95","41300","37090"
"In post","2021","40-49","Property","Inner London - West","London","120","120","49570","48480"
"In post","2021","40-49","Property","Kent","Outside London","25","20","32450","33280"
"In post","2021","40-49","Property","Lancashire","Outside London","20","15","32450","27550"
"In post","2021","40-49","Property","Leicestershire, Rutland and Northamptonshire","Outside London","20","20","26180","22500"
"In post","2021","40-49","Property","Lincolnshire","Outside London","15","15","27100","26670"
"In post","2021","40-49","Property","Merseyside","Outside London","40","40","32360","29000"
"In post","2021","40-49","Property","North Eastern Scotland","Outside London","15","15","32270","31060"
"In post","2021","40-49","Property","North Yorkshire","Outside London","30","30","36060","33300"
"In post","2021","40-49","Property","Northern Ireland","Outside London","10","10","29810","28350"
"In post","2021","40-49","Property","Northumberland and Tyne and Wear","Outside London","45","40","34270","32100"
"In post","2021","40-49","Property","Outer London - South","London","55","50","38010","35100"
"In post","2021","40-49","Property","Outer London - West and North West","London","30","30","34790","34570"
"In post","2021","40-49","Property","Overseas","Overseas","45","45","39280","38080"
"In post","2021","40-49","Property","Shropshire and Staffordshire","Outside London","60","60","35990","33300"
"In post","2021","40-49","Property","South Yorkshire","Outside London","25","25","41450","39730"
"In post","2021","40-49","Property","Southern Scotland","Outside London","35","35","31600","28120"
"In post","2021","40-49","Property","Surrey, East and West Sussex","Outside London","30","30","38460","34080"
"In post","2021","40-49","Property","Tees Valley and Durham","Outside London","65","60","26460","21100"
"In post","2021","40-49","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","West Central Scotland","Outside London","25","25","29630","26670"
"In post","2021","40-49","Property","West Midlands","Outside London","65","60","41400","36960"
"In post","2021","40-49","Property","West Wales and The Valleys","Outside London","35","35","34780","30730"
"In post","2021","40-49","Property","West Yorkshire","Outside London","100","90","32430","28870"
"In post","2021","40-49","Security","Bedfordshire and Hertfordshire","Outside London","20","20","27240","22650"
