"Status","Year","Function_of_post","Region_ITL1","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","East of England","Cambridgeshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East of England","Norwich and East Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East of England","Norwich and East Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East of England","Norwich and East Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East of England","Peterborough","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East of England","Southend-on-Sea","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East of England","Southend-on-Sea","G6/G7","10","10","[c]","[c]"
"In post","2021","Analysis","East of England","Southend-on-Sea","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East of England","Southend-on-Sea","SEO/HEO","15","15","34750","31960"
"In post","2021","Analysis","East of England","Suffolk","AA/AO","30","30","20750","21050"
"In post","2021","Analysis","East of England","Suffolk","EO","55","50","25050","24920"
"In post","2021","Analysis","East of England","Suffolk","G6/G7","70","65","51320","48080"
"In post","2021","Analysis","East of England","Suffolk","SEO/HEO","200","185","33050","30660"
"In post","2021","Analysis","London","Camden and City of London","AA/AO","5","5","[c]","[c]"
"In post","2021","Analysis","London","Camden and City of London","EO","15","15","29940","28270"
"In post","2021","Analysis","London","Camden and City of London","G6/G7","130","120","85090","80750"
"In post","2021","Analysis","London","Camden and City of London","SCS level","5","5","[c]","[c]"
"In post","2021","Analysis","London","Camden and City of London","SEO/HEO","75","75","41350","41210"
"In post","2021","Analysis","London","Croydon","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","London","Croydon","G6/G7","15","15","64350","59160"
"In post","2021","Analysis","London","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","London","Croydon","SEO/HEO","20","20","38960","39080"
"In post","2021","Analysis","London","Hackney and Newham","G6/G7","5","5","[c]","[c]"
"In post","2021","Analysis","London","Hackney and Newham","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","London","Merton, Kingston upon Thames and Sutton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","London","Tower Hamlets","AA/AO","5","5","[c]","[c]"
"In post","2021","Analysis","London","Tower Hamlets","EO","50","50","27990","28100"
"In post","2021","Analysis","London","Tower Hamlets","G6/G7","295","280","62150","59160"
"In post","2021","Analysis","London","Tower Hamlets","SCS level","35","30","96630","93190"
"In post","2021","Analysis","London","Tower Hamlets","SEO/HEO","295","290","38350","37530"
"In post","2021","Analysis","London","Westminster","AA/AO","50","50","24700","24900"
"In post","2021","Analysis","London","Westminster","EO","195","190","28910","29000"
"In post","2021","Analysis","London","Westminster","G6/G7","995","960","59180","57990"
"In post","2021","Analysis","London","Westminster","SCS level","75","75","84460","78540"
"In post","2021","Analysis","London","Westminster","SEO/HEO","1180","1160","37540","36160"
"In post","2021","Analysis","London","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North East (England)","Darlington","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North East (England)","Darlington","G6/G7","10","10","51730","50630"
"In post","2021","Analysis","North East (England)","Darlington","SEO/HEO","15","15","38780","42220"
"In post","2021","Analysis","North East (England)","Durham CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North East (England)","Tyneside","EO","5","5","[c]","[c]"
"In post","2021","Analysis","North East (England)","Tyneside","G6/G7","10","10","55110","54990"
"In post","2021","Analysis","North East (England)","Tyneside","SEO/HEO","15","15","34400","31100"
"In post","2021","Analysis","North West (England)","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","East Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","East Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","East Cumbria","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Analysis","North West (England)","East Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","East Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Greater Manchester North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Greater Manchester North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Greater Manchester South West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Greater Manchester South West","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","North West (England)","Liverpool","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Liverpool","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Liverpool","G6/G7","30","25","48280","52580"
"In post","2021","Analysis","North West (England)","Liverpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Liverpool","SEO/HEO","40","35","34920","31960"
"In post","2021","Analysis","North West (England)","Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Manchester","EO","20","20","25980","25560"
"In post","2021","Analysis","North West (England)","Manchester","G6/G7","50","45","53060","52580"
"In post","2021","Analysis","North West (England)","Manchester","SEO/HEO","150","145","35050","32040"
"In post","2021","Analysis","North West (England)","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Mid Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Sefton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Sefton","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Sefton","G6/G7","10","10","56640","59150"
"In post","2021","Analysis","North West (England)","Sefton","SEO/HEO","20","20","36200","36910"
"In post","2021","Analysis","North West (England)","West Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","West Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Wirral","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Overseas","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scotland","City of Edinburgh","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scotland","City of Edinburgh","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scotland","City of Edinburgh","G6/G7","15","15","68640","57490"
"In post","2021","Analysis","Scotland","City of Edinburgh","SEO/HEO","25","25","39380","36820"
"In post","2021","Analysis","Scotland","Glasgow City","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scotland","Glasgow City","G6/G7","5","5","[c]","[c]"
"In post","2021","Analysis","Scotland","Glasgow City","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scotland","Glasgow City","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Berkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Berkshire","G6/G7","10","10","55890","51970"
"In post","2021","Analysis","South East (England)","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Berkshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","South East (England)","Buckinghamshire CC","EO","5","5","[c]","[c]"
"In post","2021","Analysis","South East (England)","Buckinghamshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Buckinghamshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Central Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Central Hampshire","EO","5","5","[c]","[c]"
"In post","2021","Analysis","South East (England)","Central Hampshire","G6/G7","160","155","49330","46130"
"In post","2021","Analysis","South East (England)","Central Hampshire","SEO/HEO","180","175","33990","37320"
"In post","2021","Analysis","South East (England)","East Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","East Sussex CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","East Sussex CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","East Sussex CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Medway","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Medway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Portsmouth","EO","5","5","[c]","[c]"
"In post","2021","Analysis","South East (England)","Portsmouth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Portsmouth","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","South East (England)","South Hampshire","AA/AO","10","5","[c]","[c]"
"In post","2021","Analysis","South East (England)","South Hampshire","EO","45","40","23910","23050"
"In post","2021","Analysis","South East (England)","South Hampshire","G6/G7","105","100","52390","50090"
"In post","2021","Analysis","South East (England)","South Hampshire","SCS level","10","10","[c]","[c]"
"In post","2021","Analysis","South East (England)","South Hampshire","SEO/HEO","280","270","33250","32020"
"In post","2021","Analysis","South East (England)","Southampton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","West Surrey","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","West Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","West Surrey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","West Sussex (North East)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","West Sussex (South West)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","West Sussex (South West)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","West Sussex (South West)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","10","10","27880","27850"
"In post","2021","Analysis","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","10","10","60780","58650"
"In post","2021","Analysis","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","35","30","39400","40290"
"In post","2021","Analysis","South West (England)","Bristol, City of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Bristol, City of","EO","25","25","26090","25880"
"In post","2021","Analysis","South West (England)","Bristol, City of","G6/G7","30","30","59220","59810"
"In post","2021","Analysis","South West (England)","Bristol, City of","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Bristol, City of","SEO/HEO","95","90","35970","33250"
"In post","2021","Analysis","South West (England)","Cornwall and Isles of Scilly","EO","5","5","[c]","[c]"
"In post","2021","Analysis","South West (England)","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Devon CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Devon CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Dorset CC","AA/AO","10","10","20740","21050"
"In post","2021","Analysis","South West (England)","Dorset CC","EO","30","25","25050","24920"
"In post","2021","Analysis","South West (England)","Dorset CC","G6/G7","20","20","53690","49030"
"In post","2021","Analysis","South West (England)","Dorset CC","SEO/HEO","55","55","32360","30220"
"In post","2021","Analysis","South West (England)","Plymouth","EO","5","5","[c]","[c]"
"In post","2021","Analysis","South West (England)","Plymouth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Plymouth","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Somerset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Wiltshire","G6/G7","30","30","48540","46110"
"In post","2021","Analysis","South West (England)","Wiltshire","SEO/HEO","80","80","33400","37320"
"In post","2021","Analysis","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales","Cardiff and Vale of Glamorgan","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales","Cardiff and Vale of Glamorgan","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales","Cardiff and Vale of Glamorgan","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Wales","Central Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales","Central Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales","Central Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales","Flintshire and Wrexham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales","Flintshire and Wrexham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales","Monmouthshire and Newport","AA/AO","50","50","19210","19130"
"In post","2021","Analysis","Wales","Monmouthshire and Newport","EO","140","125","24100","23050"
"In post","2021","Analysis","Wales","Monmouthshire and Newport","G6/G7","210","205","52320","50090"
"In post","2021","Analysis","Wales","Monmouthshire and Newport","SCS level","20","20","82180","72320"
"In post","2021","Analysis","Wales","Monmouthshire and Newport","SEO/HEO","615","590","33550","33330"
"In post","2021","Analysis","Wales","Swansea","AA/AO","5","5","[c]","[c]"
"In post","2021","Analysis","Wales","Swansea","EO","15","15","26580","26780"
"In post","2021","Analysis","Wales","Swansea","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales","Swansea","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Birmingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Birmingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Birmingham","G6/G7","10","5","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Birmingham","SEO/HEO","25","25","41200","39100"
"In post","2021","Analysis","West Midlands (England)","Coventry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Coventry","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Staffordshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Staffordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Staffordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Staffordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Telford and Wrekin","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Telford and Wrekin","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Worcestershire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","Bradford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","East Riding of Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","Leeds","AA/AO","5","5","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","Leeds","EO","20","20","22820","22540"
"In post","2021","Analysis","Yorkshire and The Humber","Leeds","G6/G7","65","60","53300","51420"
"In post","2021","Analysis","Yorkshire and The Humber","Leeds","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","Leeds","SEO/HEO","45","45","33610","32790"
"In post","2021","Analysis","Yorkshire and The Humber","North Yorkshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","North Yorkshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","Sheffield","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","Sheffield","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","Sheffield","G6/G7","50","45","53830","50650"
"In post","2021","Analysis","Yorkshire and The Humber","Sheffield","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","Sheffield","SEO/HEO","70","65","38570","41990"
"In post","2021","Analysis","Yorkshire and The Humber","Wakefield","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","Wakefield","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","Wakefield","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","York","AA/AO","5","5","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","York","EO","10","10","25750","25750"
"In post","2021","Analysis","Yorkshire and The Humber","York","G6/G7","15","15","56890","57510"
"In post","2021","Analysis","Yorkshire and The Humber","York","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","York","SEO/HEO","30","30","33260","31550"
"In post","2021","Commercial","East Midlands (England)","Derby","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Leicester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Leicester","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Leicester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Leicester","SEO/HEO","10","10","41030","39670"
"In post","2021","Commercial","East Midlands (England)","Leicestershire CC and Rutland","AA/AO","5","5","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Leicestershire CC and Rutland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Leicestershire CC and Rutland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Leicestershire CC and Rutland","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Lincolnshire","EO","10","10","27420","26670"
"In post","2021","Commercial","East Midlands (England)","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Lincolnshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","North Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","North Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","North Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Nottingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Nottingham","EO","15","10","24080","22900"
"In post","2021","Commercial","East Midlands (England)","Nottingham","G6/G7","20","20","58210","52180"
"In post","2021","Commercial","East Midlands (England)","Nottingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Nottingham","SEO/HEO","25","25","37330","38820"
"In post","2021","Commercial","East Midlands (England)","South and West Derbyshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","South and West Derbyshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","South and West Derbyshire","G6/G7","10","5","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","South and West Derbyshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","South and West Derbyshire","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","South Nottinghamshire","AA/AO","10","5","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","South Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","South Nottinghamshire","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","West Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","West Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","West Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Bedford","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Bedford","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Breckland and South Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Breckland and South Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Cambridgeshire CC","AA/AO","15","15","21260","21130"
"In post","2021","Commercial","East of England","Cambridgeshire CC","EO","25","25","26890","26670"
"In post","2021","Commercial","East of England","Cambridgeshire CC","G6/G7","10","10","[c]","[c]"
"In post","2021","Commercial","East of England","Cambridgeshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Cambridgeshire CC","SEO/HEO","70","70","39340","40000"
"In post","2021","Commercial","East of England","Central Bedfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Central Bedfordshire","EO","5","5","[c]","[c]"
"In post","2021","Commercial","East of England","Essex Haven Gateway","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Essex Haven Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Essex Haven Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Heart of Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Heart of Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Hertfordshire","G6/G7","5","5","[c]","[c]"
"In post","2021","Commercial","East of England","Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Hertfordshire","SEO/HEO","10","10","38780","37250"
"In post","2021","Commercial","East of England","Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Luton","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","North and West Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","North and West Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Norwich and East Norfolk","EO","10","10","23540","22860"
"In post","2021","Commercial","East of England","Norwich and East Norfolk","G6/G7","40","40","56510","54620"
"In post","2021","Commercial","East of England","Norwich and East Norfolk","SCS level","10","10","80120","74350"
"In post","2021","Commercial","East of England","Norwich and East Norfolk","SEO/HEO","85","85","34990","34800"
"In post","2021","Commercial","East of England","Peterborough","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Peterborough","EO","5","5","[c]","[c]"
"In post","2021","Commercial","East of England","Peterborough","G6/G7","10","5","[c]","[c]"
"In post","2021","Commercial","East of England","Peterborough","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Peterborough","SEO/HEO","25","25","38250","36970"
"In post","2021","Commercial","East of England","Southend-on-Sea","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Suffolk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Suffolk","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Suffolk","G6/G7","5","5","[c]","[c]"
"In post","2021","Commercial","East of England","Suffolk","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Suffolk","SEO/HEO","15","15","40900","40060"
"In post","2021","Commercial","East of England","Suffolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Barnet","EO","5","5","[c]","[c]"
"In post","2021","Commercial","London","Barnet","G6/G7","5","5","[c]","[c]"
"In post","2021","Commercial","London","Barnet","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","London","Bexley and Greenwich","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Bexley and Greenwich","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Bexley and Greenwich","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Bexley and Greenwich","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","London","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Camden and City of London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Camden and City of London","G6/G7","[c]","[c]","[c]","[c]"
