"Status","Year","Function_of_post","Parent_department","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Birmingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Bristol, City of","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Bristol, City of","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","City of Edinburgh","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","City of Edinburgh","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Hackney and Newham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Hackney and Newham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Nottingham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Nottingham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Plymouth","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Plymouth","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Westminster","Heterosexual / straight","195","195","44940","37850"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Westminster","LGBO","25","25","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Westminster","Undeclared","25","25","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Westminster","Unknown","45","45","37120","35640"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Wirral","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Wirral","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Westminster","Heterosexual / straight","110","105","52430","50400"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Westminster","LGBO","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Westminster","Undeclared","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Westminster","Unknown","15","15","[c]","[c]"
"In post","2021","Analysis","Department for Education","Bristol, City of","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Education","Bristol, City of","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education","Bristol, City of","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education","Bristol, City of","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Education","Coventry","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Education","Coventry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education","Coventry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education","Darlington","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Analysis","Department for Education","Darlington","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education","Darlington","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education","Leeds","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education","Leeds","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education","Manchester","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Analysis","Department for Education","Manchester","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Education","Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education","Manchester","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Education","Nottingham","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Education","Nottingham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education","Nottingham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education","Sheffield","Heterosexual / straight","95","90","44270","42420"
"In post","2021","Analysis","Department for Education","Sheffield","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Education","Sheffield","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Education","Sheffield","Unknown","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Education","Westminster","Heterosexual / straight","120","110","45620","45250"
"In post","2021","Analysis","Department for Education","Westminster","LGBO","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Education","Westminster","Undeclared","15","15","[c]","[c]"
"In post","2021","Analysis","Department for Education","Westminster","Unknown","35","35","52160","53760"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Berkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Berkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Bristol, City of","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Bristol, City of","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Bristol, City of","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Cheshire East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Cheshire East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Devon CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Devon CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Devon CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Dorset CC","Heterosexual / straight","45","45","33790","29990"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Dorset CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Dorset CC","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Dorset CC","Unknown","60","55","32890","29270"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","East Cumbria","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","East Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","North Yorkshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","North Yorkshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","North Yorkshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Plymouth","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Plymouth","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Plymouth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Suffolk","Heterosexual / straight","125","115","32790","29270"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Suffolk","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Suffolk","Undeclared","20","20","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Suffolk","Unknown","200","190","35310","31070"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Tyneside","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Tyneside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Tyneside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","West Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","West Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Westminster","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Westminster","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Westminster","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","York","Heterosexual / straight","40","35","35470","31310"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","York","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","York","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","York","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Berkshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Berkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Berkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Bristol, City of","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Bristol, City of","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Westminster","Heterosexual / straight","150","150","44070","38540"
"In post","2021","Analysis","Department for International Trade","Westminster","LGBO","20","20","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Westminster","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Westminster","Unknown","55","55","39590","31800"
"In post","2021","Analysis","Department for Transport","Birmingham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Birmingham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Birmingham","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Bristol, City of","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Bristol, City of","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Bristol, City of","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","City of Edinburgh","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","City of Edinburgh","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","City of Edinburgh","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Devon CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Devon CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","East Derbyshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","East Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","East Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","East Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","East Sussex CC","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Transport","East Sussex CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","East Sussex CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Flintshire and Wrexham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Flintshire and Wrexham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Greater Manchester North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Greater Manchester North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Greater Manchester North West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Greater Manchester North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Leeds","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Leeds","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Leeds","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Leeds","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Medway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Medway","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Merton, Kingston upon Thames and Sutton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Merton, Kingston upon Thames and Sutton","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","North Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","North Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","North Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","North Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Nottingham","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Nottingham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Nottingham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","South Hampshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","South Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","South Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Southampton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Southampton","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Staffordshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Staffordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Swansea","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Swansea","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Swansea","Undeclared","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Tyneside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Tyneside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","West Surrey","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","West Surrey","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","West Surrey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Westminster","Heterosexual / straight","255","250","47770","43440"
"In post","2021","Analysis","Department for Transport","Westminster","LGBO","30","30","42930","38360"
"In post","2021","Analysis","Department for Transport","Westminster","Undeclared","25","25","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Westminster","Unknown","70","65","42990","42470"
"In post","2021","Analysis","Department for Transport","Worcestershire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Worcestershire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Worcestershire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Birmingham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Birmingham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Birmingham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Sefton","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Sefton","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Sefton","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Sefton","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Sheffield","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Sheffield","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","South and West Derbyshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","South and West Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","South and West Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","South Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","South Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Tower Hamlets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Tower Hamlets","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Tyneside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Tyneside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","York","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","York","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","York","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","Berkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","Berkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","East Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","East Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","Leeds","Heterosexual / straight","60","55","49980","51100"
"In post","2021","Analysis","Department of Health and Social Care","Leeds","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","Leeds","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","Leeds","Unknown","25","25","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","Westminster","Heterosexual / straight","65","60","52580","53360"
"In post","2021","Analysis","Department of Health and Social Care","Westminster","LGBO","10","10","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","Westminster","Undeclared","10","5","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","Westminster","Unknown","120","115","55140","53360"
"In post","2021","Analysis","ESTYN","Cardiff and Vale of Glamorgan","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","Cardiff and Vale of Glamorgan","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","Cardiff and Vale of Glamorgan","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Cardiff and Vale of Glamorgan","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Cardiff and Vale of Glamorgan","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Westminster","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Westminster","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Westminster","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Westminster","Unknown","[c]","[c]","[c]","[c]"
