"Status","Year","Age","Disability","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","Declared disabled","Health and Safety Executive","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Health and Safety Executive","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Health and Safety Executive","North West (England)","10","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Health and Safety Executive","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Health and Safety Executive","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Health and Safety Executive","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Health and Safety Executive","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Health and Safety Executive","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Health and Safety Executive","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Courts and Tribunals Service","East Midlands (England)","30","25","21780","19870"
"In post","2021","60-64","Declared disabled","HM Courts and Tribunals Service","East of England","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Courts and Tribunals Service","London","55","50","25700","23090"
"In post","2021","60-64","Declared disabled","HM Courts and Tribunals Service","North East (England)","15","15","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Courts and Tribunals Service","North West (England)","30","25","20300","20650"
"In post","2021","60-64","Declared disabled","HM Courts and Tribunals Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Courts and Tribunals Service","South East (England)","35","30","22440","20100"
"In post","2021","60-64","Declared disabled","HM Courts and Tribunals Service","South West (England)","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Courts and Tribunals Service","Wales","15","15","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Courts and Tribunals Service","West Midlands (England)","25","20","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Courts and Tribunals Service","Yorkshire and The Humber","20","15","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Land Registry","East of England","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Land Registry","North East (England)","10","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Land Registry","North West (England)","10","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Land Registry","South West (England)","20","15","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Land Registry","Wales","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Land Registry","West Midlands (England)","10","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Prison and Probation Service","East Midlands (England)","55","50","28080","27380"
"In post","2021","60-64","Declared disabled","HM Prison and Probation Service","East of England","55","45","30890","28200"
"In post","2021","60-64","Declared disabled","HM Prison and Probation Service","London","85","80","34320","32090"
"In post","2021","60-64","Declared disabled","HM Prison and Probation Service","North East (England)","45","35","31580","31180"
"In post","2021","60-64","Declared disabled","HM Prison and Probation Service","North West (England)","85","60","27620","27380"
"In post","2021","60-64","Declared disabled","HM Prison and Probation Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Prison and Probation Service","South East (England)","90","75","28140","25840"
"In post","2021","60-64","Declared disabled","HM Prison and Probation Service","South West (England)","55","45","29280","28780"
"In post","2021","60-64","Declared disabled","HM Prison and Probation Service","Wales","30","25","30370","28200"
"In post","2021","60-64","Declared disabled","HM Prison and Probation Service","West Midlands (England)","75","70","29820","28200"
"In post","2021","60-64","Declared disabled","HM Prison and Probation Service","Yorkshire and The Humber","70","55","29090","28200"
"In post","2021","60-64","Declared disabled","HM Revenue and Customs (excl. agencies)","East Midlands (England)","30","25","29130","25560"
"In post","2021","60-64","Declared disabled","HM Revenue and Customs (excl. agencies)","East of England","25","20","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Revenue and Customs (excl. agencies)","London","90","75","39190","36240"
"In post","2021","60-64","Declared disabled","HM Revenue and Customs (excl. agencies)","North East (England)","115","90","23780","21440"
"In post","2021","60-64","Declared disabled","HM Revenue and Customs (excl. agencies)","North West (England)","130","95","28380","25560"
"In post","2021","60-64","Declared disabled","HM Revenue and Customs (excl. agencies)","Northern Ireland","15","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Revenue and Customs (excl. agencies)","Scotland","105","75","25560","21440"
"In post","2021","60-64","Declared disabled","HM Revenue and Customs (excl. agencies)","South East (England)","50","40","28090","26400"
"In post","2021","60-64","Declared disabled","HM Revenue and Customs (excl. agencies)","South West (England)","10","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Revenue and Customs (excl. agencies)","Wales","35","25","25780","21440"
"In post","2021","60-64","Declared disabled","HM Revenue and Customs (excl. agencies)","West Midlands (England)","50","35","31610","28130"
"In post","2021","60-64","Declared disabled","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","50","35","28210","25560"
"In post","2021","60-64","Declared disabled","HM Treasury (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","HM Treasury (excl. agencies)","London","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Home Office (incl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Home Office (incl. agencies)","East of England","15","15","[c]","[c]"
"In post","2021","60-64","Declared disabled","Home Office (incl. agencies)","London","130","115","34380","29370"
"In post","2021","60-64","Declared disabled","Home Office (incl. agencies)","North East (England)","20","15","[c]","[c]"
"In post","2021","60-64","Declared disabled","Home Office (incl. agencies)","North West (England)","45","35","24270","21430"
"In post","2021","60-64","Declared disabled","Home Office (incl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Home Office (incl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Home Office (incl. agencies)","Scotland","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Home Office (incl. agencies)","South East (England)","25","15","[c]","[c]"
"In post","2021","60-64","Declared disabled","Home Office (incl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Home Office (incl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Home Office (incl. agencies)","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","60-64","Declared disabled","Home Office (incl. agencies)","Yorkshire and The Humber","25","20","[c]","[c]"
"In post","2021","60-64","Declared disabled","Insolvency Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Insolvency Service","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Insolvency Service","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Insolvency Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Insolvency Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Insolvency Service","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Insolvency Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Insolvency Service","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Insolvency Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Insolvency Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Institute for Apprenticeships and Technical Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Legal Aid Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Legal Aid Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Legal Aid Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Legal Aid Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Legal Aid Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Legal Aid Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Legal Aid Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Legal Aid Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Maritime and Coastguard Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Maritime and Coastguard Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Maritime and Coastguard Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Maritime and Coastguard Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Maritime and Coastguard Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Maritime and Coastguard Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Maritime and Coastguard Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Maritime and Coastguard Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Maritime and Coastguard Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Medicines and Healthcare Products Regulatory Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Met Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Met Office","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Met Office","London","[c]","[c]","[c]","[c]"
