"Status","Year","Organisation","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Food Standards Agency","Policy","Outside London","SEO/HEO","55","55","34840","37350"
"In post","2021","Food Standards Agency","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Project Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Project Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Project Delivery","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Project Delivery","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Project Delivery","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","Property","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Science and Engineering","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Science and Engineering","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Science and Engineering","London","G6/G7","20","20","57900","56130"
"In post","2021","Food Standards Agency","Science and Engineering","London","SEO/HEO","45","40","36510","34330"
"In post","2021","Food Standards Agency","Science and Engineering","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Science and Engineering","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Science and Engineering","Outside London","SEO/HEO","15","15","36160","37910"
"In post","2021","Food Standards Agency","Social Research","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Social Research","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Social Research","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Social Research","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Statistics","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Statistics","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Veterinarian","London","G6/G7","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","Veterinarian","London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","Veterinarian","Outside London","G6/G7","15","15","52850","52070"
"In post","2021","Food Standards Agency","Veterinarian","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Veterinarian","Outside London","SEO/HEO","30","30","39010","37910"
"In post","2021","Food Standards Scotland","Unknown","Outside London","AA/AO","15","15","23380","24130"
"In post","2021","Food Standards Scotland","Unknown","Outside London","EO","80","80","28600","29190"
"In post","2021","Food Standards Scotland","Unknown","Outside London","G6/G7","20","20","55560","48930"
"In post","2021","Food Standards Scotland","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Scotland","Unknown","Outside London","SEO/HEO","130","125","36470","34640"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Outside London","G6/G7","20","20","50540","51960"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Outside London","SEO/HEO","40","40","38490","39190"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","London","EO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","London","G6/G7","45","40","59070","57420"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","London","SCS level","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","London","SEO/HEO","70","70","41880","41630"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","London","EO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","Outside London","EO","25","20","25900","26120"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","Outside London","G6/G7","45","45","53360","51960"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","Outside London","SEO/HEO","105","105","37390","38500"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","London","G6/G7","70","65","58410","58030"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","London","SEO/HEO","40","40","36480","36360"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Outside London","G6/G7","10","10","55470","55730"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Overseas","G6/G7","35","35","59000","58030"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","London","EO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","London","G6/G7","25","25","60760","59430"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","London","SCS level","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","London","SEO/HEO","45","45","37900","38230"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Outside London","EO","15","15","26570","26120"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Outside London","G6/G7","25","25","53770","51960"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Outside London","SEO/HEO","45","45","36460","33930"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","London","AA/AO","10","10","28040","28000"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","London","EO","20","20","31670","30830"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","London","G6/G7","55","55","60970","58470"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","London","SCS level","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","London","SEO/HEO","65","60","37590","37560"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Outside London","EO","10","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Outside London","G6/G7","20","20","56520","55000"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Outside London","SEO/HEO","20","20","36290","33930"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","London","EO","20","20","32360","32980"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","London","G6/G7","45","40","61940","60190"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","London","SCS level","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","London","SEO/HEO","70","70","38130","37740"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","Overseas","G6/G7","15","15","56240","55330"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","Overseas","SCS level","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","Overseas","SEO/HEO","35","35","35520","34770"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","London","EO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","Outside London","SEO/HEO","35","35","37040","33930"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","London","EO","15","15","31680","31120"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","London","G6/G7","25","25","65210","63380"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","London","SCS level","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","London","SEO/HEO","40","35","40450","39040"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","Outside London","AA/AO","10","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","Outside London","EO","10","10","27550","27150"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","Outside London","SEO/HEO","10","10","38270","36520"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","London","AA/AO","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","London","G6/G7","45","45","68240","68200"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","London","SCS level","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","London","G6/G7","10","10","62020","62430"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","Overseas","G6/G7","15","15","60570","59380"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","London","AA/AO","50","45","26420","28000"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","London","EO","65","65","30770","30630"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","London","G6/G7","45","45","57960","55940"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","London","SEO/HEO","50","45","39590","38600"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Outside London","AA/AO","155","150","23920","24750"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Outside London","EO","105","95","26660","26120"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Outside London","G6/G7","35","35","54380","52690"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Outside London","SEO/HEO","90","85","36120","33930"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Overseas","G6/G7","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Overseas","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","London","G6/G7","35","35","67000","65590"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","London","SEO/HEO","25","25","49990","48880"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Other","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Other","London","G6/G7","70","70","62080","64840"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Other","London","SCS level","45","45","87070","79720"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Other","London","SEO/HEO","10","10","38760","38600"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Outside London","G6/G7","15","15","64330","66920"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Overseas","G6/G7","80","80","65220","66150"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Overseas","SCS level","20","20","77730","77990"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","London","AA/AO","105","105","28170","28000"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","London","EO","265","260","31830","30770"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","London","G6/G7","910","880","59970","58470"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","London","SCS level","140","140","88920","78170"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","London","SEO/HEO","795","790","38500","38230"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Outside London","G6/G7","90","85","54600","53350"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Outside London","SEO/HEO","40","40","34470","33930"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Overseas","AA/AO","20","20","23050","23000"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Overseas","EO","40","40","27770","28150"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Overseas","G6/G7","815","810","58650","56810"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Overseas","SCS level","215","215","86370","76140"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Overseas","SEO/HEO","615","615","35460","34260"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","London","EO","15","15","30230","30630"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","London","G6/G7","65","60","54810","55060"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","London","SEO/HEO","85","80","38740","38600"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Outside London","EO","20","20","26120","26120"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Outside London","G6/G7","30","25","52340","52180"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Outside London","SEO/HEO","80","75","35240","33930"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Overseas","G6/G7","45","45","56570","55620"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Overseas","SEO/HEO","20","20","41750","41970"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Property","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Property","London","EO","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Property","London","G6/G7","35","35","67460","65770"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Property","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Property","London","SEO/HEO","15","15","43430","44880"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Property","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Property","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Property","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Property","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Science and Engineering","London","G6/G7","15","15","60870","60720"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Science and Engineering","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Science and Engineering","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Science and Engineering","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Science and Engineering","Overseas","G6/G7","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Security","London","AA/AO","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Security","London","EO","20","20","31550","30880"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Security","London","G6/G7","30","30","60740","61400"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Security","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Security","London","SEO/HEO","25","25","41290","41000"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Security","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Security","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Security","Outside London","SEO/HEO","10","10","39580","38410"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Security","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Security","Overseas","SEO/HEO","55","55","33710","34310"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","London","G6/G7","15","10","57350","57470"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","Outside London","G6/G7","15","15","53920","52930"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Tax","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Tax","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","London","AA/AO","15","15","26970","28000"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","London","EO","20","20","30350","29300"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","London","G6/G7","85","85","61960","61440"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","London","SCS level","45","45","83930","78010"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","London","SEO/HEO","95","95","38760","38230"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Overseas","G6/G7","15","15","57260","55000"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Overseas","SEO/HEO","15","15","34490","33720"
"In post","2021","Forestry and Land Scotland","Unknown","Outside London","AA/AO","475","455","24930","25140"
"In post","2021","Forestry and Land Scotland","Unknown","Outside London","EO","260","250","31440","30160"
"In post","2021","Forestry and Land Scotland","Unknown","Outside London","G6/G7","35","35","60570","56800"
"In post","2021","Forestry and Land Scotland","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Unknown","Outside London","SEO/HEO","220","215","40010","38450"
"In post","2021","Government Actuary's Department","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Human Resources","London","EO","[c]","[c]","[c]","[c]"
