"Status","Year","Disability","Function_of_post","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Analysis","Digital, Data and Technology","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Digital, Data and Technology","Sheffield","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Digital, Data and Technology","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Digital, Data and Technology","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Digital, Data and Technology","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Digital, Data and Technology","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Digital, Data and Technology","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Digital, Data and Technology","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Digital, Data and Technology","York","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Economics","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Economics","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Economics","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Economics","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Economics","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Economics","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Economics","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Economics","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Economics","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Economics","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Economics","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Economics","Monmouthshire and Newport","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Economics","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Economics","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Economics","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Economics","Tower Hamlets","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Economics","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Economics","Westminster","40","40","46940","42020"
"In post","2021","Declared disabled","Analysis","Economics","York","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Finance","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Finance","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Finance","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Finance","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Finance","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Finance","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Finance","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Finance","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Finance","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Finance","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Finance","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Human Resources","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Human Resources","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Human Resources","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Human Resources","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Intelligence Analysis","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Intelligence Analysis","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Intelligence Analysis","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Intelligence Analysis","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Intelligence Analysis","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Intelligence Analysis","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Intelligence Analysis","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Intelligence Analysis","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Intelligence Analysis","Westminster","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Intelligence Analysis","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Intelligence Analysis","York","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Knowledge and Information Management","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Knowledge and Information Management","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Knowledge and Information Management","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Knowledge and Information Management","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Knowledge and Information Management","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Knowledge and Information Management","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Knowledge and Information Management","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Knowledge and Information Management","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Knowledge and Information Management","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Knowledge and Information Management","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Knowledge and Information Management","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Knowledge and Information Management","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Knowledge and Information Management","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Knowledge and Information Management","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Delivery","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Delivery","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Delivery","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Delivery","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Delivery","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Delivery","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Delivery","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Delivery","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Delivery","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Delivery","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Delivery","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Delivery","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Delivery","Monmouthshire and Newport","25","20","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Delivery","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Delivery","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Delivery","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Delivery","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Delivery","South Hampshire","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Delivery","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Delivery","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Delivery","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Delivery","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Delivery","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Delivery","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Delivery","York","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Research","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Research","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Research","Central Hampshire","35","35","39510","37320"
"In post","2021","Declared disabled","Analysis","Operational Research","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Research","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Research","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Research","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Research","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Research","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Research","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Research","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Research","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Research","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Research","Leeds","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Research","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Research","Manchester","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Research","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Research","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Research","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Research","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Research","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Research","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Research","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Research","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Research","Tower Hamlets","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Research","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Research","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Research","Westminster","20","15","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Research","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Operational Research","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Other","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Other","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Other","Camden and City of London","15","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Other","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Other","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Other","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Other","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Policy","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Policy","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Policy","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Policy","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Policy","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Policy","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Policy","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Policy","Sheffield","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Policy","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Policy","Westminster","15","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Project Delivery","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Project Delivery","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Project Delivery","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Project Delivery","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Project Delivery","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Psychology","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Science and Engineering","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Science and Engineering","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Science and Engineering","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Science and Engineering","Central Hampshire","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Science and Engineering","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Science and Engineering","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Science and Engineering","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Science and Engineering","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Science and Engineering","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Science and Engineering","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Science and Engineering","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Science and Engineering","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Science and Engineering","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Science and Engineering","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Science and Engineering","Suffolk","20","20","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Science and Engineering","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Science and Engineering","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Science and Engineering","Wiltshire","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Social Research","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Social Research","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Social Research","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Social Research","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Social Research","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Social Research","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Social Research","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Social Research","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Social Research","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Social Research","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Social Research","Monmouthshire and Newport","25","25","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Social Research","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Social Research","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Social Research","South Hampshire","30","25","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Social Research","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Social Research","Tower Hamlets","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Social Research","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Social Research","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Social Research","Westminster","25","25","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Social Research","York","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Bristol, City of","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Manchester","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Monmouthshire and Newport","30","30","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","South Hampshire","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Tower Hamlets","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Westminster","50","50","43600","40640"
"In post","2021","Declared disabled","Analysis","Statistics","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Statistics","York","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Tax","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Tax","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Tax","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Tax","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Tax","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Tax","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Tax","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Tax","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Unknown","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Unknown","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Unknown","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Unknown","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Unknown","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Unknown","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Unknown","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Unknown","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Unknown","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Unknown","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Unknown","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Unknown","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Unknown","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Commercial","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Commercial","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Commercial","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Commercial","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","40","40","38010","37560"
"In post","2021","Declared disabled","Commercial","Commercial","Bedford","[c]","[c]","[c]","[c]"
