"Status","Year","Ethnicity","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Chinese","Lancashire","5","5","[c]","[c]"
"In post","2021","Chinese","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2021","Chinese","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Merseyside","55","55","28140","24890"
"In post","2021","Chinese","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Yorkshire","5","5","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northumberland and Tyne and Wear","45","40","28100","25560"
"In post","2021","Chinese","Outer London - East and North East","15","10","[c]","[c]"
"In post","2021","Chinese","Outer London - South","70","65","39510","36160"
"In post","2021","Chinese","Outer London - West and North West","40","40","37410","31340"
"In post","2021","Chinese","Overseas","10","10","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","20","15","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","5","5","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","20","15","[c]","[c]"
"In post","2021","Chinese","Tees Valley and Durham","10","5","[c]","[c]"
"In post","2021","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Central Scotland","20","20","[c]","[c]"
"In post","2021","Chinese","West Midlands","40","40","30200","28830"
"In post","2021","Chinese","West Wales and The Valleys","15","15","[c]","[c]"
"In post","2021","Chinese","West Yorkshire","25","25","[c]","[c]"
"In post","2021","Mixed","Bedfordshire and Hertfordshire","140","135","31830","29290"
"In post","2021","Mixed","Berkshire, Buckinghamshire and Oxfordshire","175","170","32290","29290"
"In post","2021","Mixed","Cheshire","45","45","33310","28840"
"In post","2021","Mixed","Cornwall and Isles of Scilly","15","15","[c]","[c]"
"In post","2021","Mixed","Cumbria","10","10","[c]","[c]"
"In post","2021","Mixed","Derbyshire and Nottinghamshire","210","200","30360","27570"
"In post","2021","Mixed","Devon","95","85","31350","27570"
"In post","2021","Mixed","Dorset and Somerset","55","45","28840","27570"
"In post","2021","Mixed","East Anglia","185","170","28940","27570"
"In post","2021","Mixed","East Wales","280","265","32140","27620"
"In post","2021","Mixed","East Yorkshire and Northern Lincolnshire","45","40","27790","26500"
"In post","2021","Mixed","Eastern Scotland","120","115","37830","31810"
"In post","2021","Mixed","Essex","95","90","32100","29290"
"In post","2021","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","445","425","34250","30730"
"In post","2021","Mixed","Greater Manchester","325","310","29490","26670"
"In post","2021","Mixed","Hampshire and Isle of Wight","185","175","31950","28650"
"In post","2021","Mixed","Herefordshire, Worcestershire and Warwickshire","60","60","27180","24440"
"In post","2021","Mixed","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Inner London - East","610","585","38210","32680"
"In post","2021","Mixed","Inner London - West","2045","1995","44360","39960"
"In post","2021","Mixed","Kent","115","105","30700","29290"
"In post","2021","Mixed","Lancashire","125","115","28650","27130"
"In post","2021","Mixed","Leicestershire, Rutland and Northamptonshire","100","90","27890","27570"
"In post","2021","Mixed","Lincolnshire","30","25","[c]","[c]"
"In post","2021","Mixed","Merseyside","250","230","29030","25040"
"In post","2021","Mixed","North Eastern Scotland","10","10","[c]","[c]"
"In post","2021","Mixed","North Yorkshire","50","50","37150","33300"
"In post","2021","Mixed","Northern Ireland","15","15","[c]","[c]"
"In post","2021","Mixed","Northumberland and Tyne and Wear","140","130","29610","27570"
"In post","2021","Mixed","Outer London - East and North East","120","115","30180","31060"
"In post","2021","Mixed","Outer London - South","360","345","35590","31060"
"In post","2021","Mixed","Outer London - West and North West","270","260","31790","31060"
"In post","2021","Mixed","Overseas","110","110","48540","48210"
"In post","2021","Mixed","Shropshire and Staffordshire","110","105","30960","27570"
"In post","2021","Mixed","South Yorkshire","140","130","30810","27570"
"In post","2021","Mixed","Southern Scotland","20","20","[c]","[c]"
"In post","2021","Mixed","Surrey, East and West Sussex","195","185","30500","27800"
"In post","2021","Mixed","Tees Valley and Durham","85","75","28800","26880"
"In post","2021","Mixed","Unknown","30","25","[c]","[c]"
"In post","2021","Mixed","West Central Scotland","110","105","31740","27570"
"In post","2021","Mixed","West Midlands","365","335","28510","27570"
"In post","2021","Mixed","West Wales and The Valleys","100","95","27000","24470"
"In post","2021","Mixed","West Yorkshire","270","255","31030","27570"
"In post","2021","Other ethnicity","Bedfordshire and Hertfordshire","40","40","35380","31840"
"In post","2021","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","60","60","30620","28960"
"In post","2021","Other ethnicity","Cheshire","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Derbyshire and Nottinghamshire","40","35","32500","30190"
"In post","2021","Other ethnicity","Devon","35","35","33120","31560"
"In post","2021","Other ethnicity","Dorset and Somerset","10","10","[c]","[c]"
"In post","2021","Other ethnicity","East Anglia","50","45","33900","27570"
"In post","2021","Other ethnicity","East Wales","75","70","32280","27570"
"In post","2021","Other ethnicity","East Yorkshire and Northern Lincolnshire","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Eastern Scotland","35","35","33150","27570"
"In post","2021","Other ethnicity","Essex","35","30","33220","29290"
"In post","2021","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","125","120","34320","30010"
"In post","2021","Other ethnicity","Greater Manchester","80","75","32760","27570"
"In post","2021","Other ethnicity","Hampshire and Isle of Wight","50","50","31630","27570"
"In post","2021","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Inner London - East","270","255","42610","35570"
"In post","2021","Other ethnicity","Inner London - West","705","680","44660","39000"
"In post","2021","Other ethnicity","Kent","40","35","30640","29290"
"In post","2021","Other ethnicity","Lancashire","35","30","28740","26330"
"In post","2021","Other ethnicity","Leicestershire, Rutland and Northamptonshire","25","20","[c]","[c]"
"In post","2021","Other ethnicity","Lincolnshire","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Merseyside","50","45","30790","26550"
"In post","2021","Other ethnicity","North Eastern Scotland","5","5","[c]","[c]"
"In post","2021","Other ethnicity","North Yorkshire","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Northern Ireland","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Northumberland and Tyne and Wear","30","25","29280","21440"
"In post","2021","Other ethnicity","Outer London - East and North East","65","60","30590","31060"
"In post","2021","Other ethnicity","Outer London - South","100","95","35130","31060"
"In post","2021","Other ethnicity","Outer London - West and North West","130","120","33740","31060"
"In post","2021","Other ethnicity","Overseas","35","35","47340","45120"
"In post","2021","Other ethnicity","Shropshire and Staffordshire","15","15","[c]","[c]"
"In post","2021","Other ethnicity","South Yorkshire","35","30","29010","24890"
"In post","2021","Other ethnicity","Southern Scotland","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Surrey, East and West Sussex","60","55","28480","27230"
"In post","2021","Other ethnicity","Tees Valley and Durham","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","10","10","[c]","[c]"
"In post","2021","Other ethnicity","West Central Scotland","35","35","31040","27060"
"In post","2021","Other ethnicity","West Midlands","125","115","30430","27570"
"In post","2021","Other ethnicity","West Wales and The Valleys","25","25","[c]","[c]"
"In post","2021","Other ethnicity","West Yorkshire","50","45","35810","31730"
"In post","2021","Undeclared","Bedfordshire and Hertfordshire","205","195","32800","30420"
"In post","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","465","440","34420","32000"
"In post","2021","Undeclared","Cheshire","130","125","31720","29330"
"In post","2021","Undeclared","Cornwall and Isles of Scilly","85","80","27690","26590"
"In post","2021","Undeclared","Cumbria","90","85","31850","27570"
"In post","2021","Undeclared","Derbyshire and Nottinghamshire","505","460","31450","28130"
"In post","2021","Undeclared","Devon","420","385","32220","27680"
"In post","2021","Undeclared","Dorset and Somerset","250","240","31410","29230"
"In post","2021","Undeclared","East Anglia","570","525","31140","27900"
"In post","2021","Undeclared","East Wales","620","575","34060","29540"
"In post","2021","Undeclared","East Yorkshire and Northern Lincolnshire","170","160","29200","27570"
"In post","2021","Undeclared","Eastern Scotland","635","590","34450","32060"
"In post","2021","Undeclared","Essex","310","285","30990","29090"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","1700","1625","38900","37320"
"In post","2021","Undeclared","Greater Manchester","790","735","31740","27570"
"In post","2021","Undeclared","Hampshire and Isle of Wight","860","810","34960","33300"
"In post","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","140","130","29150","27570"
"In post","2021","Undeclared","Highlands and Islands","70","70","29560","27570"
"In post","2021","Undeclared","Inner London - East","925","870","40430","33090"
"In post","2021","Undeclared","Inner London - West","2335","2275","46680","42620"
"In post","2021","Undeclared","Kent","510","465","30230","27990"
"In post","2021","Undeclared","Lancashire","530","475","28580","27570"
"In post","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","270","255","27380","26930"
"In post","2021","Undeclared","Lincolnshire","140","135","31090","27570"
"In post","2021","Undeclared","Merseyside","685","615","29830","27130"
"In post","2021","Undeclared","North Eastern Scotland","75","70","41810","33650"
"In post","2021","Undeclared","North Yorkshire","200","195","32830","30040"
"In post","2021","Undeclared","Northern Ireland","95","90","28160","25560"
"In post","2021","Undeclared","Northumberland and Tyne and Wear","800","725","29280","25560"
"In post","2021","Undeclared","Outer London - East and North East","225","210","30950","31060"
"In post","2021","Undeclared","Outer London - South","580","545","37800","35070"
"In post","2021","Undeclared","Outer London - West and North West","595","540","34820","31060"
"In post","2021","Undeclared","Overseas","195","195","47080","41620"
"In post","2021","Undeclared","Shropshire and Staffordshire","270","250","29960","27570"
"In post","2021","Undeclared","South Yorkshire","415","385","32090","27940"
"In post","2021","Undeclared","Southern Scotland","155","140","29840","27570"
"In post","2021","Undeclared","Surrey, East and West Sussex","440","390","31040","28350"
"In post","2021","Undeclared","Tees Valley and Durham","240","220","28460","27130"
"In post","2021","Undeclared","Unknown","55","50","34660","30330"
"In post","2021","Undeclared","West Central Scotland","695","640","30960","27570"
"In post","2021","Undeclared","West Midlands","855","775","30550","27570"
"In post","2021","Undeclared","West Wales and The Valleys","635","590","30020","27130"
"In post","2021","Undeclared","West Yorkshire","615","555","30500","27570"
"In post","2021","Unknown","Bedfordshire and Hertfordshire","405","390","29890","28100"
"In post","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","1110","1060","31350","28350"
"In post","2021","Unknown","Cheshire","415","400","29660","27570"
"In post","2021","Unknown","Cornwall and Isles of Scilly","165","150","26640","22640"
"In post","2021","Unknown","Cumbria","320","305","25760","21050"
"In post","2021","Unknown","Derbyshire and Nottinghamshire","1805","1705","28540","25560"
"In post","2021","Unknown","Devon","1100","1020","29150","26120"
"In post","2021","Unknown","Dorset and Somerset","525","495","29620","26780"
"In post","2021","Unknown","East Anglia","1095","1035","28940","26350"
"In post","2021","Unknown","East Wales","3045","2885","29020","25560"
"In post","2021","Unknown","East Yorkshire and Northern Lincolnshire","410","390","25790","24880"
"In post","2021","Unknown","Eastern Scotland","4985","4695","31010","27570"
"In post","2021","Unknown","Essex","580","540","29370","26590"
"In post","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","2385","2280","34100","29690"
"In post","2021","Unknown","Greater Manchester","2785","2670","29300","25560"
"In post","2021","Unknown","Hampshire and Isle of Wight","1520","1375","30470","26590"
"In post","2021","Unknown","Herefordshire, Worcestershire and Warwickshire","370","350","26280","24610"
"In post","2021","Unknown","Highlands and Islands","245","220","27680","26530"
"In post","2021","Unknown","Inner London - East","2005","1925","40340","34700"
"In post","2021","Unknown","Inner London - West","11105","10900","45400","39610"
"In post","2021","Unknown","Kent","735","710","28660","27850"
"In post","2021","Unknown","Lancashire","1440","1330","26510","24440"
"In post","2021","Unknown","Leicestershire, Rutland and Northamptonshire","745","690","25330","22850"
"In post","2021","Unknown","Lincolnshire","155","145","27370","26300"
"In post","2021","Unknown","Merseyside","2305","2135","27250","22920"
"In post","2021","Unknown","North Eastern Scotland","420","395","32600","29190"
"In post","2021","Unknown","North Yorkshire","570","540","30860","26670"
"In post","2021","Unknown","Northern Ireland","645","615","25990","21440"
"In post","2021","Unknown","Northumberland and Tyne and Wear","3445","3125","26230","21440"
"In post","2021","Unknown","Outer London - East and North East","460","445","29570","31060"
"In post","2021","Unknown","Outer London - South","1240","1200","36020","31150"
"In post","2021","Unknown","Outer London - West and North West","760","730","31520","30580"
"In post","2021","Unknown","Overseas","565","565","51740","51500"
"In post","2021","Unknown","Shropshire and Staffordshire","855","815","28610","25560"
"In post","2021","Unknown","South Yorkshire","805","765","31780","27570"
"In post","2021","Unknown","Southern Scotland","1420","1305","27310","22820"
"In post","2021","Unknown","Surrey, East and West Sussex","865","805","29680","27570"
"In post","2021","Unknown","Tees Valley and Durham","900","850","25580","22850"
"In post","2021","Unknown","Unknown","2440","2430","37020","32700"
"In post","2021","Unknown","West Central Scotland","3060","2870","29550","26160"
"In post","2021","Unknown","West Midlands","2380","2245","29100","25560"
"In post","2021","Unknown","West Wales and The Valleys","1430","1320","26880","21590"
"In post","2021","Unknown","West Yorkshire","3060","2925","29820","25560"
"In post","2021","White","Bedfordshire and Hertfordshire","2950","2755","33160","30110"
"In post","2021","White","Berkshire, Buckinghamshire and Oxfordshire","6870","6540","33380","30400"
"In post","2021","White","Cheshire","3200","3010","31490","28840"
"In post","2021","White","Cornwall and Isles of Scilly","1360","1240","26510","26670"
"In post","2021","White","Cumbria","1705","1535","28200","25560"
"In post","2021","White","Derbyshire and Nottinghamshire","8755","8080","31650","27570"
"In post","2021","White","Devon","7280","6685","31520","27570"
"In post","2021","White","Dorset and Somerset","4320","4000","29590","27570"
"In post","2021","White","East Anglia","10065","9370","30280","27570"
"In post","2021","White","East Wales","15820","14755","33240","28850"
"In post","2021","White","East Yorkshire and Northern Lincolnshire","4010","3650","28020","27130"
"In post","2021","White","Eastern Scotland","13760","12930","35510","30650"
"In post","2021","White","Essex","4110","3750","30790","29290"
"In post","2021","White","Gloucestershire, Wiltshire and Bath/Bristol area","23435","22210","36720","33300"
"In post","2021","White","Greater Manchester","13775","12865","31570","27570"
"In post","2021","White","Hampshire and Isle of Wight","12225","11295","32220","28650"
"In post","2021","White","Herefordshire, Worcestershire and Warwickshire","3145","2945","28320","26670"
"In post","2021","White","Highlands and Islands","1625","1530","28930","27570"
"In post","2021","White","Inner London - East","8225","7845","47040","41030"
"In post","2021","White","Inner London - West","34255","33255","50080","48920"
"In post","2021","White","Kent","6765","6300","29620","28130"
"In post","2021","White","Lancashire","10945","9945","28770","27570"
"In post","2021","White","Leicestershire, Rutland and Northamptonshire","3900","3580","28420","27130"
"In post","2021","White","Lincolnshire","2455","2305","27840","26670"
"In post","2021","White","Merseyside","15855","14420","28770","25560"
"In post","2021","White","North Eastern Scotland","1305","1225","36360","30650"
"In post","2021","White","North Yorkshire","3775","3565","33800","29690"
"In post","2021","White","Northern Ireland","3035","2850","28390","25560"
"In post","2021","White","Northumberland and Tyne and Wear","16515","14710","28680","25560"
"In post","2021","White","Outer London - East and North East","1550","1440","31410","31060"
"In post","2021","White","Outer London - South","5105","4830","40570","36160"
"In post","2021","White","Outer London - West and North West","3760","3475","35350","31870"
"In post","2021","White","Overseas","2620","2610","50320","50430"
"In post","2021","White","Shropshire and Staffordshire","6650","6165","29940","27570"
"In post","2021","White","South Yorkshire","7955","7220","31560","27570"
"In post","2021","White","Southern Scotland","4320","3875","29980","27570"
"In post","2021","White","Surrey, East and West Sussex","6200","5660","30680","27570"
"In post","2021","White","Tees Valley and Durham","7850","7080","28150","27130"
"In post","2021","White","Unknown","970","915","33710","27570"
"In post","2021","White","West Central Scotland","13660","12580","30900","27570"
"In post","2021","White","West Midlands","9830","9005","32790","27570"
"In post","2021","White","West Wales and The Valleys","13380","12040","28790","26470"
"In post","2021","White","West Yorkshire","11110","10205","32550","28130"
"Leaver CS","2021","Asian","Bedfordshire and Hertfordshire","25","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Derbyshire and Nottinghamshire","20","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","East Anglia","20","[c]","[c]","[c]"
"Leaver CS","2021","Asian","East Wales","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Eastern Scotland","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Essex","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","35","[c]","30510","23930"
"Leaver CS","2021","Asian","Greater Manchester","55","[c]","26540","23690"
"Leaver CS","2021","Asian","Hampshire and Isle of Wight","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Herefordshire, Worcestershire and Warwickshire","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Inner London - East","120","[c]","36150","32030"
"Leaver CS","2021","Asian","Inner London - West","260","[c]","35380","28670"
"Leaver CS","2021","Asian","Kent","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Lancashire","30","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Leicestershire, Rutland and Northamptonshire","50","[c]","24470","21010"
"Leaver CS","2021","Asian","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Merseyside","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","North Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Northumberland and Tyne and Wear","20","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Outer London - East and North East","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Outer London - South","50","[c]","30560","25630"
"Leaver CS","2021","Asian","Outer London - West and North West","150","[c]","29700","28820"
"Leaver CS","2021","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Shropshire and Staffordshire","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","South Yorkshire","20","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Surrey, East and West Sussex","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Tees Valley and Durham","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","West Central Scotland","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","West Midlands","115","[c]","29260","21010"
"Leaver CS","2021","Asian","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","West Yorkshire","60","[c]","29140","26380"
"Leaver CS","2021","Black","Bedfordshire and Hertfordshire","20","[c]","[c]","[c]"
"Leaver CS","2021","Black","Berkshire, Buckinghamshire and Oxfordshire","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Derbyshire and Nottinghamshire","15","[c]","[c]","[c]"
"Leaver CS","2021","Black","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","East Anglia","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","East Wales","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
