"Status","Year","Age","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for International Trade","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for International Trade","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for International Trade","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Transport","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Transport","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Transport","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Transport","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Transport","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Transport","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Transport","Operational Delivery","Outside London","110","[c]","26510","26380"
"Leaver CS","2021","65+","Department for Transport","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Transport","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Transport","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Transport","Unknown","London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Transport","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Work and Pensions","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Work and Pensions","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Work and Pensions","Operational Delivery","Outside London","10","[c]","47200","29050"
"Leaver CS","2021","65+","Department for Work and Pensions","Unknown","London","45","[c]","31740","30730"
"Leaver CS","2021","65+","Department for Work and Pensions","Unknown","Outside London","730","[c]","25100","25490"
"Leaver CS","2021","65+","Department for Work and Pensions","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department of Health and Social Care","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department of Health and Social Care","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department of Health and Social Care","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department of Health and Social Care","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department of Health and Social Care","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department of Health and Social Care","Operational Delivery","London","10","[c]","46100","32650"
"Leaver CS","2021","65+","Department of Health and Social Care","Operational Delivery","Outside London","10","[c]","29250","25390"
"Leaver CS","2021","65+","Department of Health and Social Care","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department of Health and Social Care","Science and Engineering","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department of Health and Social Care","Unknown","London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department of Health and Social Care","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","ESTYN","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Food Standards Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Food Standards Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Food Standards Agency","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Food Standards Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Food Standards Agency","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","Property","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","Unknown","London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Land Registry","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Land Registry","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Land Registry","Operational Delivery","Outside London","20","[c]","28120","27130"
"Leaver CS","2021","65+","HM Revenue and Customs","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","Property","London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","Property","Outside London","15","[c]","31890","27970"
"Leaver CS","2021","65+","HM Revenue and Customs","Unknown","London","105","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","Unknown","Outside London","585","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Treasury","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Treasury","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office","Operational Delivery","London","30","[c]","28540","28450"
"Leaver CS","2021","65+","Home Office","Operational Delivery","Outside London","60","[c]","23330","21430"
"Leaver CS","2021","65+","Home Office","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office","Unknown","London","30","[c]","33260","26900"
"Leaver CS","2021","65+","Home Office","Unknown","Outside London","25","[c]","24350","21010"
"Leaver CS","2021","65+","Home Office","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","Digital, Data and Technology","Outside London","10","[c]","35040","31920"
"Leaver CS","2021","65+","Ministry of Defence","Finance","Outside London","10","[c]","27500","21830"
"Leaver CS","2021","65+","Ministry of Defence","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","Human Resources","Outside London","10","[c]","25220","21370"
"Leaver CS","2021","65+","Ministry of Defence","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","Knowledge and Information Management","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","Medicine","Outside London","10","[c]","57870","74070"
"Leaver CS","2021","65+","Ministry of Defence","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","Operational Delivery","Outside London","25","[c]","29690","28390"
"Leaver CS","2021","65+","Ministry of Defence","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","Other","London","10","[c]","24620","23000"
"Leaver CS","2021","65+","Ministry of Defence","Other","Outside London","205","[c]","25550","21580"
"Leaver CS","2021","65+","Ministry of Defence","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","Other","Unknown","10","[c]","43490","32550"
"Leaver CS","2021","65+","Ministry of Defence","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","Project Delivery","Outside London","45","[c]","36130","33630"
"Leaver CS","2021","65+","Ministry of Defence","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","Property","Outside London","45","[c]","28410","32430"
"Leaver CS","2021","65+","Ministry of Defence","Science and Engineering","Outside London","60","[c]","34880","31060"
"Leaver CS","2021","65+","Ministry of Defence","Security","London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","Security","Outside London","50","[c]","23850","20010"
"Leaver CS","2021","65+","Ministry of Defence","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","Unknown","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government","Planning Inspectors","Outside London","10","[c]","48050","50350"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice","Legal","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice","Operational Delivery","London","80","[c]","23840","23140"
"Leaver CS","2021","65+","Ministry of Justice","Operational Delivery","Outside London","535","[c]","20380","19930"
"Leaver CS","2021","65+","Ministry of Justice","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice","Unknown","London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice","Unknown","Outside London","50","[c]","[c]","[c]"
"Leaver CS","2021","65+","National Crime Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","National Crime Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","National Crime Agency","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","National Crime Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office for Standards in Education","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office for Standards in Education","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office for Standards in Education","Inspector of Education and Training","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office for Standards in Education","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office for Standards in Education","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office for Standards in Education","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of Qualifications and Examinations Regulation","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of Rail and Road","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of Rail and Road","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other Cabinet Office Agencies","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other Cabinet Office Agencies","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Scottish Government","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Scottish Government","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Scottish Government","Legal","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Scottish Government","Operational Delivery","Outside London","50","[c]","28950","22820"
"Leaver CS","2021","65+","Scottish Government","Other","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Scottish Government","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Scottish Government","Unknown","Outside London","50","[c]","36910","29190"
"Leaver CS","2021","65+","The National Archives","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","The National Archives","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","UK Export Finance","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","UK Supreme Court","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","United Kingdom Statistics Authority","Operational Delivery","Outside London","40","[c]","22260","19520"
"Leaver CS","2021","65+","United Kingdom Statistics Authority","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Welsh Government","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Welsh Government","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Welsh Government","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Welsh Government","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Welsh Government","Policy","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Welsh Government","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Welsh Government","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Other","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Unknown","London","50","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Unknown","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Unknown","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Cabinet Office","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Department for Transport","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Department for Work and Pensions","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","HM Revenue and Customs","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Home Office","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Ministry of Defence","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Ministry of Justice","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Ministry of Justice","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Ministry of Justice","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Attorney General's Departments","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Attorney General's Departments","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Attorney General's Departments","Counter Fraud","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Attorney General's Departments","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Attorney General's Departments","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Attorney General's Departments","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Attorney General's Departments","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Attorney General's Departments","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Attorney General's Departments","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Attorney General's Departments","Operational Delivery","London","15","[c]","26210","26970"
"Leaver Dept.","2021","20-29","Attorney General's Departments","Operational Delivery","Outside London","10","[c]","21940","21950"
"Leaver Dept.","2021","20-29","Attorney General's Departments","Other","London","20","[c]","28520","27350"
"Leaver Dept.","2021","20-29","Attorney General's Departments","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Attorney General's Departments","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Cabinet Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Cabinet Office","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Cabinet Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Cabinet Office","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Cabinet Office","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Cabinet Office","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Cabinet Office","Unknown","London","270","[c]","35330","33630"
"Leaver Dept.","2021","20-29","Cabinet Office","Unknown","Outside London","20","[c]","24270","20800"
"Leaver Dept.","2021","20-29","Cabinet Office","Unknown","Unknown","445","[c]","31900","32000"
"Leaver Dept.","2021","20-29","Chancellor's other departments","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Charity Commission","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Charity Commission","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Charity Commission","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Competition and Markets Authority","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Competition and Markets Authority","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Competition and Markets Authority","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Competition and Markets Authority","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Competition and Markets Authority","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Competition and Markets Authority","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Competition and Markets Authority","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Communications","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Economics","London","20","[c]","34820","29840"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Human Resources","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","20","[c]","35990","33570"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","25","[c]","22780","20880"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Policy","London","115","[c]","38500","33640"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Policy","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Digital, Culture, Media and Sport","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Digital, Culture, Media and Sport","Economics","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Digital, Culture, Media and Sport","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Digital, Culture, Media and Sport","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Digital, Culture, Media and Sport","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Digital, Culture, Media and Sport","Other","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Digital, Culture, Media and Sport","Policy","London","65","[c]","37210","32620"
"Leaver Dept.","2021","20-29","Department for Digital, Culture, Media and Sport","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Digital, Culture, Media and Sport","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Education","Communications","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Education","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Education","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Education","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Education","Finance","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Education","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Education","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Education","Operational Delivery","London","10","[c]","[c]","[c]"
