"Status","Year","Age","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Department for Education","Human Resources","Outside London","35","35","38940","36780"
"In post","2021","40-49","Department for Education","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Education","Legal","London","5","5","[c]","[c]"
"In post","2021","40-49","Department for Education","Legal","Outside London","20","20","55390","57120"
"In post","2021","40-49","Department for Education","Operational Delivery","London","110","105","50760","53420"
"In post","2021","40-49","Department for Education","Operational Delivery","Outside London","340","320","43760","37710"
"In post","2021","40-49","Department for Education","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Education","Policy","London","325","295","60760","61750"
"In post","2021","40-49","Department for Education","Policy","Outside London","415","390","43420","40300"
"In post","2021","40-49","Department for Education","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Education","Project Delivery","London","5","5","[c]","[c]"
"In post","2021","40-49","Department for Education","Project Delivery","Outside London","15","15","49600","50130"
"In post","2021","40-49","Department for Education","Property","London","55","55","59070","64180"
"In post","2021","40-49","Department for Education","Property","Outside London","105","105","52570","50630"
"In post","2021","40-49","Department for Education","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Education","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Education","Security","Outside London","10","10","[c]","[c]"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Commercial","London","5","5","[c]","[c]"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Commercial","Outside London","45","45","39080","37100"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Communications","London","25","25","55610","54600"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Communications","Outside London","65","60","40180","37150"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","London","30","30","48750","40580"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Outside London","210","205","43120","47550"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Economics","London","10","10","67940","59370"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Economics","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Finance","London","20","20","52460","44410"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Finance","Outside London","120","115","43190","37870"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Human Resources","London","15","15","48910","43140"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Human Resources","Outside London","80","75","41760","37530"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Operational Delivery","London","40","40","37870","32790"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","1040","940","27220","25190"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Other","Outside London","10","10","39470","33790"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Policy","London","330","310","54040","54280"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Policy","Outside London","230","215","43090","37590"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Project Delivery","London","30","25","48870","53200"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Project Delivery","Outside London","110","105","40930","36970"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Property","London","10","10","[c]","[c]"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Property","Outside London","95","90","38300","35960"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Science and Engineering","London","25","25","53420","54650"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","305","285","35220","32560"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Social Research","London","5","5","[c]","[c]"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Statistics","Outside London","15","15","37080","31610"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Unknown","Outside London","10","10","38670","27050"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Veterinarian","London","10","10","55810","56870"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Veterinarian","Outside London","135","130","43090","37980"
"In post","2021","40-49","Department for International Trade","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for International Trade","Communications","London","25","25","54140","51970"
"In post","2021","40-49","Department for International Trade","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for International Trade","Digital, Data and Technology","London","25","25","55040","53730"
"In post","2021","40-49","Department for International Trade","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for International Trade","Economics","London","5","5","[c]","[c]"
"In post","2021","40-49","Department for International Trade","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for International Trade","Finance","London","20","20","59330","52510"
"In post","2021","40-49","Department for International Trade","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for International Trade","Human Resources","London","15","15","46450","51970"
"In post","2021","40-49","Department for International Trade","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for International Trade","International Trade","London","155","155","52660","51970"
"In post","2021","40-49","Department for International Trade","International Trade","Outside London","25","25","46030","48650"
"In post","2021","40-49","Department for International Trade","International Trade","Overseas","45","45","62610","60080"
"In post","2021","40-49","Department for International Trade","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2021","40-49","Department for International Trade","Legal","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Department for International Trade","Operational Delivery","London","15","15","37070","32660"
"In post","2021","40-49","Department for International Trade","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for International Trade","Other","London","20","20","55340","51970"
"In post","2021","40-49","Department for International Trade","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for International Trade","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for International Trade","Policy","London","25","25","57780","56620"
"In post","2021","40-49","Department for International Trade","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for International Trade","Project Delivery","London","15","15","47490","41180"
"In post","2021","40-49","Department for International Trade","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for International Trade","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for International Trade","Security","London","5","5","[c]","[c]"
"In post","2021","40-49","Department for International Trade","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for International Trade","Statistics","London","15","15","52260","51970"
"In post","2021","40-49","Department for Transport","Commercial","London","25","25","60740","65080"
"In post","2021","40-49","Department for Transport","Commercial","Outside London","65","60","32700","31380"
"In post","2021","40-49","Department for Transport","Communications","London","20","15","55020","54760"
"In post","2021","40-49","Department for Transport","Communications","Outside London","50","50","34260","31920"
"In post","2021","40-49","Department for Transport","Corporate Finance","London","10","10","[c]","[c]"
"In post","2021","40-49","Department for Transport","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Transport","Counter Fraud","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Department for Transport","Digital, Data and Technology","London","25","25","46130","42910"
"In post","2021","40-49","Department for Transport","Digital, Data and Technology","Outside London","300","295","41850","39470"
"In post","2021","40-49","Department for Transport","Economics","London","15","15","67250","66230"
"In post","2021","40-49","Department for Transport","Finance","London","40","40","55460","54700"
"In post","2021","40-49","Department for Transport","Finance","Outside London","90","85","38860","35780"
"In post","2021","40-49","Department for Transport","Human Resources","London","15","15","55370","54760"
"In post","2021","40-49","Department for Transport","Human Resources","Outside London","95","85","35970","33350"
"In post","2021","40-49","Department for Transport","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Transport","Internal Audit","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Department for Transport","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Transport","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Transport","Knowledge and Information Management","Outside London","20","20","39280","36370"
"In post","2021","40-49","Department for Transport","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Transport","Medicine","Outside London","20","15","81950","86520"
"In post","2021","40-49","Department for Transport","Operational Delivery","London","110","105","33730","30780"
"In post","2021","40-49","Department for Transport","Operational Delivery","Outside London","2090","1935","26230","26350"
"In post","2021","40-49","Department for Transport","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Transport","Operational Research","Outside London","15","10","36830","31860"
"In post","2021","40-49","Department for Transport","Other","London","50","45","45180","34050"
"In post","2021","40-49","Department for Transport","Other","Outside London","60","60","50440","39470"
"In post","2021","40-49","Department for Transport","Policy","London","185","180","56930","54760"
"In post","2021","40-49","Department for Transport","Policy","Outside London","130","125","38940","38650"
"In post","2021","40-49","Department for Transport","Project Delivery","London","120","115","59620","57460"
"In post","2021","40-49","Department for Transport","Project Delivery","Outside London","70","65","42260","41160"
"In post","2021","40-49","Department for Transport","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Transport","Property","Outside London","35","35","32900","31380"
"In post","2021","40-49","Department for Transport","Science and Engineering","London","15","15","51490","50740"
"In post","2021","40-49","Department for Transport","Science and Engineering","Outside London","15","15","42740","38680"
"In post","2021","40-49","Department for Transport","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Transport","Security","London","45","45","47310","44480"
"In post","2021","40-49","Department for Transport","Security","Outside London","40","40","32220","26780"
"In post","2021","40-49","Department for Transport","Social Research","London","10","10","[c]","[c]"
"In post","2021","40-49","Department for Transport","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Transport","Statistics","London","25","25","53660","54760"
"In post","2021","40-49","Department for Transport","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Transport","Unknown","London","45","40","69470","68260"
"In post","2021","40-49","Department for Transport","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Work and Pensions","Commercial","Outside London","10","10","44990","43170"
"In post","2021","40-49","Department for Work and Pensions","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Work and Pensions","Communications","Outside London","10","10","[c]","[c]"
"In post","2021","40-49","Department for Work and Pensions","Digital, Data and Technology","Outside London","10","10","41900","37270"
"In post","2021","40-49","Department for Work and Pensions","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Work and Pensions","Finance","Outside London","10","10","[c]","[c]"
"In post","2021","40-49","Department for Work and Pensions","Human Resources","Outside London","10","10","46790","39390"
"In post","2021","40-49","Department for Work and Pensions","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Work and Pensions","Legal","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Department for Work and Pensions","Operational Delivery","London","30","25","51630","47240"
"In post","2021","40-49","Department for Work and Pensions","Operational Delivery","Outside London","420","400","46820","46320"
"In post","2021","40-49","Department for Work and Pensions","Policy","London","5","5","[c]","[c]"
"In post","2021","40-49","Department for Work and Pensions","Policy","Outside London","15","15","46350","40800"
"In post","2021","40-49","Department for Work and Pensions","Project Delivery","Outside London","10","10","43710","42630"
"In post","2021","40-49","Department for Work and Pensions","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Work and Pensions","Science and Engineering","Outside London","115","110","41340","39390"
"In post","2021","40-49","Department for Work and Pensions","Statistics","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Department for Work and Pensions","Unknown","London","2180","2020","35010","31060"
"In post","2021","40-49","Department for Work and Pensions","Unknown","Outside London","19290","17290","27310","27570"
"In post","2021","40-49","Department for Work and Pensions","Unknown","Unknown","195","185","30490","27570"
"In post","2021","40-49","Department of Health and Social Care","Commercial","London","25","25","71050","66530"
"In post","2021","40-49","Department of Health and Social Care","Commercial","Outside London","40","35","42380","36820"
"In post","2021","40-49","Department of Health and Social Care","Communications","London","55","50","51630","53240"
"In post","2021","40-49","Department of Health and Social Care","Communications","Outside London","20","15","50090","55180"
"In post","2021","40-49","Department of Health and Social Care","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department of Health and Social Care","Digital, Data and Technology","London","70","65","50870","51530"
"In post","2021","40-49","Department of Health and Social Care","Digital, Data and Technology","Outside London","45","45","41720","37450"
"In post","2021","40-49","Department of Health and Social Care","Economics","London","5","5","[c]","[c]"
"In post","2021","40-49","Department of Health and Social Care","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department of Health and Social Care","Finance","London","55","55","49960","41950"
"In post","2021","40-49","Department of Health and Social Care","Finance","Outside London","80","80","42120","37330"
"In post","2021","40-49","Department of Health and Social Care","Human Resources","London","40","40","56500","57470"
"In post","2021","40-49","Department of Health and Social Care","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2021","40-49","Department of Health and Social Care","Intelligence Analysis","London","40","40","59700","60140"
"In post","2021","40-49","Department of Health and Social Care","Intelligence Analysis","Outside London","15","15","51540","49530"
"In post","2021","40-49","Department of Health and Social Care","Knowledge and Information Management","London","55","50","47620","50020"
"In post","2021","40-49","Department of Health and Social Care","Knowledge and Information Management","Outside London","100","90","41780","39440"
"In post","2021","40-49","Department of Health and Social Care","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department of Health and Social Care","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department of Health and Social Care","Medicine","London","95","85","78750","81450"
"In post","2021","40-49","Department of Health and Social Care","Medicine","Outside London","65","55","91530","96990"
"In post","2021","40-49","Department of Health and Social Care","Operational Delivery","London","400","365","49140","50420"
"In post","2021","40-49","Department of Health and Social Care","Operational Delivery","Outside London","410","370","40640","37070"
"In post","2021","40-49","Department of Health and Social Care","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department of Health and Social Care","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department of Health and Social Care","Other","London","65","65","55080","53830"
"In post","2021","40-49","Department of Health and Social Care","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department of Health and Social Care","Policy","London","215","205","59910","55620"
"In post","2021","40-49","Department of Health and Social Care","Policy","Outside London","150","145","47340","49530"
"In post","2021","40-49","Department of Health and Social Care","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department of Health and Social Care","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department of Health and Social Care","Property","London","10","10","[c]","[c]"
"In post","2021","40-49","Department of Health and Social Care","Property","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Department of Health and Social Care","Science and Engineering","London","235","220","50760","48860"
"In post","2021","40-49","Department of Health and Social Care","Science and Engineering","Outside London","490","445","44150","41010"
"In post","2021","40-49","Department of Health and Social Care","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department of Health and Social Care","Statistics","London","10","10","54810","55230"
"In post","2021","40-49","Department of Health and Social Care","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department of Health and Social Care","Unknown","London","25","25","52690","53100"
"In post","2021","40-49","Department of Health and Social Care","Unknown","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","ESTYN","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","ESTYN","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","ESTYN","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","ESTYN","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","ESTYN","Inspector of Education and Training","Outside London","15","15","74370","74730"
"In post","2021","40-49","ESTYN","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","ESTYN","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","ESTYN","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Communications","London","15","10","45610","40960"
"In post","2021","40-49","Food Standards Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Counter Fraud","London","5","5","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Counter Fraud","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Digital, Data and Technology","Outside London","10","10","42170","37910"
"In post","2021","40-49","Food Standards Agency","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Finance","London","5","5","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Finance","Outside London","10","10","45660","37910"
"In post","2021","40-49","Food Standards Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Human Resources","Outside London","15","15","38200","35060"
"In post","2021","40-49","Food Standards Agency","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Operational Delivery","London","50","50","40380","35730"
"In post","2021","40-49","Food Standards Agency","Operational Delivery","Outside London","105","105","32460","26750"
"In post","2021","40-49","Food Standards Agency","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Policy","London","35","35","45320","40960"
"In post","2021","40-49","Food Standards Agency","Policy","Outside London","15","15","45210","39740"
"In post","2021","40-49","Food Standards Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Science and Engineering","London","15","15","48670","54180"
"In post","2021","40-49","Food Standards Agency","Science and Engineering","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Veterinarian","London","5","5","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Veterinarian","Outside London","15","15","43730","37910"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Commercial","Outside London","35","35","44990","39980"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Communications","London","35","35","55130","53000"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Communications","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Digital, Data and Technology","London","15","15","47540","40650"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Outside London","80","80","45710","42890"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Economics","London","15","15","56040","60720"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Economics","Overseas","5","5","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Finance","London","30","25","52670","49060"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Finance","Outside London","35","35","40980","33930"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Human Resources","London","45","45","47060","41740"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Human Resources","Outside London","30","30","42070","39580"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Intelligence Analysis","London","35","30","56930","55430"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Intelligence Analysis","Overseas","15","15","53010","52200"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Knowledge and Information Management","London","25","25","45160","38580"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Outside London","10","10","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Legal","London","25","25","67900","70630"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Medicine","London","5","5","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Medicine","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Medicine","Overseas","5","5","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Operational Delivery","London","40","35","43180","38230"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Operational Delivery","Outside London","90","85","33940","28120"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Operational Delivery","Overseas","5","5","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Operational Research","London","10","10","62690","62760"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Other","London","50","50","74280","73070"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Other","Outside London","10","10","53650","60370"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Other","Overseas","40","40","67820","67030"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Policy","London","540","520","56680","58030"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Policy","Outside London","40","35","52720","54640"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Policy","Overseas","555","555","54630","56130"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Project Delivery","London","40","35","48740","45490"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Project Delivery","Outside London","50","50","37950","33930"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Project Delivery","Overseas","15","15","55440","56110"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Property","London","30","30","53810","56840"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Property","Outside London","30","30","39280","34770"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Property","Overseas","40","40","40510","38810"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Security","London","20","20","43580","38840"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Security","Outside London","45","45","36060","32500"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Security","Overseas","15","15","37320","34400"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Unknown","London","60","60","63790","67590"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Unknown","Overseas","5","5","[c]","[c]"
"In post","2021","40-49","HM Land Registry","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Land Registry","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Land Registry","Communications","London","5","5","[c]","[c]"
"In post","2021","40-49","HM Land Registry","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Land Registry","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2021","40-49","HM Land Registry","Digital, Data and Technology","Outside London","185","175","40540","38450"
"In post","2021","40-49","HM Land Registry","Finance","London","10","10","65590","64870"
"In post","2021","40-49","HM Land Registry","Finance","Outside London","10","10","42740","46690"
"In post","2021","40-49","HM Land Registry","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Land Registry","Human Resources","Outside London","30","30","42200","38830"
"In post","2021","40-49","HM Land Registry","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Land Registry","Legal","London","10","10","60450","68850"
"In post","2021","40-49","HM Land Registry","Legal","Outside London","50","50","50270","60520"
"In post","2021","40-49","HM Land Registry","Operational Delivery","London","30","25","34100","30600"
"In post","2021","40-49","HM Land Registry","Operational Delivery","Outside London","860","785","28610","27130"
"In post","2021","40-49","HM Land Registry","Other","London","10","10","[c]","[c]"
"In post","2021","40-49","HM Land Registry","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Land Registry","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Land Registry","Project Delivery","Outside London","40","40","44340","39100"
"In post","2021","40-49","HM Land Registry","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Land Registry","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Revenue and Customs","Commercial","Outside London","20","20","41900","38630"
"In post","2021","40-49","HM Revenue and Customs","Communications","London","30","30","57790","59160"
"In post","2021","40-49","HM Revenue and Customs","Communications","Outside London","50","50","41450","38630"
"In post","2021","40-49","HM Revenue and Customs","Digital, Data and Technology","London","40","40","50260","41760"
