"Status","Year","Function_of_post","Organisation","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Merseyside","30","25","35990","31810"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Northern Ireland","10","10","36360","35220"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Northumberland and Tyne and Wear","1455","1380","27830","25560"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outer London - South","10","10","44200","38960"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Southern Scotland","20","20","33330","31810"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","West Central Scotland","20","15","30320","28130"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","West Midlands","210","205","29440","25560"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","West Wales and The Valleys","10","5","22590","21440"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","West Yorkshire","500","490","28070","25560"
"In post","2021","Communications","HM Treasury (excl. agencies)","HM Treasury","Inner London - West","30","30","47090","42300"
"In post","2021","Communications","Insolvency Service","Department for Business, Energy and Industrial Strategy","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Insolvency Service","Department for Business, Energy and Industrial Strategy","Inner London - East","5","5","[c]","[c]"
"In post","2021","Communications","Insolvency Service","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Insolvency Service","Department for Business, Energy and Industrial Strategy","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Institute for Apprenticeships and Technical Education","Department for Education","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Legal Aid Agency","Ministry of Justice","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Legal Aid Agency","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Legal Aid Agency","Ministry of Justice","Inner London - West","5","5","[c]","[c]"
"In post","2021","Communications","Maritime and Coastguard Agency","Department for Transport","Hampshire and Isle of Wight","20","20","35120","31860"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Bedfordshire and Hertfordshire","10","10","35290","32860"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Inner London - East","40","40","42100","35480"
"In post","2021","Communications","Met Office","Department for Business, Energy and Industrial Strategy","Devon","30","30","38570","38250"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","Bedfordshire and Hertfordshire","15","15","37160","34000"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","60","60","30620","28670"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","Cornwall and Isles of Scilly","10","10","21890","21030"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","Devon","10","10","26000","21050"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","Dorset and Somerset","20","20","27360","29200"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","East Anglia","20","20","26980","26670"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","East Wales","5","5","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","Essex","10","10","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","45","40","32690","33000"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","Hampshire and Isle of Wight","120","120","32390","32200"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","Inner London - West","110","105","48720","45200"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","Lancashire","20","15","29800","26930"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","Lincolnshire","10","10","26950","26930"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","North Yorkshire","10","10","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","Shropshire and Staffordshire","30","30","29500","26670"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","West Midlands","10","10","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Inner London - West","90","90","42010","39600"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","Ministry of Justice","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","Ministry of Justice","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","Ministry of Justice","East Wales","5","5","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","Ministry of Justice","Inner London - West","110","110","44480","40440"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","Ministry of Justice","West Midlands","5","5","[c]","[c]"
"In post","2021","Communications","National Crime Agency","National Crime Agency","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","National Crime Agency","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","National Crime Agency","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","National Crime Agency","Inner London - East","20","20","47950","48900"
"In post","2021","Communications","National Crime Agency","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","National Crime Agency","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","National Crime Agency","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","National Crime Agency","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","National Crime Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Infrastructure Commission","HM Treasury","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Savings and Investments","Chancellor's other departments","Inner London - West","15","15","48680","46760"
"In post","2021","Communications","National Savings and Investments","Chancellor's other departments","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Savings and Investments","Chancellor's other departments","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","Northern Ireland Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","Northern Ireland Office","Northern Ireland","10","10","43020","37030"
"In post","2021","Communications","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Greater Manchester","10","5","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Inner London - West","20","20","46020","42850"
"In post","2021","Communications","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Inner London - East","25","25","48150","39260"
"In post","2021","Communications","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","West Central Scotland","10","10","33710","32480"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","West Midlands","15","15","41670","38000"
"In post","2021","Communications","Office of Rail and Road","Office of Rail and Road","Inner London - East","15","15","47600","33700"
"In post","2021","Communications","Office of Rail and Road","Office of Rail and Road","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","Office of Rail and Road","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Gloucestershire, Wiltshire and Bath/Bristol area","10","5","[c]","[c]"
"In post","2021","Communications","Public Health England","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Public Health England","Department of Health and Social Care","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Public Health England","Department of Health and Social Care","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Public Health England","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Public Health England","Department of Health and Social Care","Inner London - East","45","40","50850","44310"
"In post","2021","Communications","Public Health England","Department of Health and Social Care","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Public Health England","Department of Health and Social Care","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Public Health England","Department of Health and Social Care","Outer London - West and North West","15","15","40900","38430"
"In post","2021","Communications","Public Health England","Department of Health and Social Care","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Public Health England","Department of Health and Social Care","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Public Health England","Department of Health and Social Care","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Registers of Scotland","Scottish Government","Eastern Scotland","20","20","37200","36780"
"In post","2021","Communications","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","10","10","37350","35900"
"In post","2021","Communications","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Cumbria","65","55","27240","25580"
"In post","2021","Communications","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Devon","10","10","27540","25450"
"In post","2021","Communications","Rural Payments Agency","Department for Environment, Food and Rural Affairs","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Rural Payments Agency","Department for Environment, Food and Rural Affairs","North Yorkshire","10","10","26360","26100"
"In post","2021","Communications","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Northumberland and Tyne and Wear","5","5","[c]","[c]"
"In post","2021","Communications","Rural Payments Agency","Department for Environment, Food and Rural Affairs","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Courts and Tribunals Service","Scottish Government","Eastern Scotland","5","5","[c]","[c]"
"In post","2021","Communications","Scottish Prison Service","Scottish Government","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Serious Fraud Office","Attorney General's Departments","Inner London - West","5","5","[c]","[c]"
"In post","2021","Communications","The National Archives","The National Archives","Outer London - West and North West","20","15","34170","29470"
"In post","2021","Communications","UK Export Finance","UK Export Finance","Inner London - West","35","35","58640","49610"
"In post","2021","Communications","UK Hydrographic Office","Ministry of Defence","Dorset and Somerset","15","15","39890","42510"
"In post","2021","Communications","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","East Wales","25","25","34610","30170"
"In post","2021","Communications","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Space Agency","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2021","Communications","UK Space Agency","Department for Business, Energy and Industrial Strategy","Inner London - West","5","5","[c]","[c]"
"In post","2021","Communications","UK Supreme Court","UK Supreme Court","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","United Kingdom Statistics Authority","United Kingdom Statistics Authority","East Wales","40","40","36250","36030"
"In post","2021","Communications","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Hampshire and Isle of Wight","35","35","32280","29540"
"In post","2021","Communications","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Inner London - West","10","10","55100","52620"
"In post","2021","Communications","Valuation Office Agency","HM Revenue and Customs","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Valuation Office Agency","HM Revenue and Customs","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Valuation Office Agency","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Valuation Office Agency","HM Revenue and Customs","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Valuation Office Agency","HM Revenue and Customs","Inner London - East","10","10","[c]","[c]"
"In post","2021","Communications","Valuation Office Agency","HM Revenue and Customs","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Valuation Office Agency","HM Revenue and Customs","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Vehicle Certification Agency","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2021","Communications","Vehicle Certification Agency","Department for Transport","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales Office","Wales Office","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","Water Services Regulation Authority","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","Water Services Regulation Authority","West Midlands","15","15","47430","49620"
"In post","2021","Communications","Welsh Revenue Authority","Welsh Government","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Welsh Revenue Authority","Welsh Government","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wilton Park","Foreign, Commonwealth and Development Office","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","Inner London - East","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","Inner London - West","75","75","49870","54700"
"In post","2021","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Charity Commission","Charity Commission","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Charity Commission","Charity Commission","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport (excl. agencies)","Department for Transport","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Licensing Agency","Department for Transport","West Wales and The Valleys","10","10","32860","29240"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","Food Standards Agency","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","Food Standards Agency","Inner London - West","25","25","38070","37300"
"In post","2021","Counter Fraud","Food Standards Agency","Food Standards Agency","North Yorkshire","20","20","37990","37910"
"In post","2021","Counter Fraud","Food Standards Agency","Food Standards Agency","West Midlands","15","15","36100","32480"
"In post","2021","Counter Fraud","Government Internal Audit Agency","HM Treasury","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","HM Treasury","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","HM Treasury","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","HM Treasury","Inner London - West","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","HM Treasury","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","HM Treasury","Merseyside","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","HM Treasury","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","HM Treasury","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","HM Treasury","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","HM Treasury","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","HM Treasury","West Yorkshire","10","10","36770","33800"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","85","80","32030","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Derbyshire and Nottinghamshire","495","470","33420","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","East Anglia","375","350","28000","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","East Wales","350","320","30670","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Eastern Scotland","220","210","31160","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Essex","40","35","27020","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","380","355","35230","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Greater Manchester","1040","985","32770","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Hampshire and Isle of Wight","120","115","33320","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Inner London - East","140","130","40400","36160"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Inner London - West","1120","1080","37760","36160"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Kent","195","185","30050","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Lancashire","15","15","33070","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","15","15","38690","33400"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Lincolnshire","10","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Merseyside","550","510","32520","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Northern Ireland","395","375","31180","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Northumberland and Tyne and Wear","520","500","32110","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outer London - South","620","595","37770","36160"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outer London - West and North West","15","15","33740","32520"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","South Yorkshire","20","20","38890","35000"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Southern Scotland","85","75","29420","28130"
