"Status","Year","Age","Disability","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","50-59","Declared non-disabled","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Human Resources","Cabinet Office","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Human Resources","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Human Resources","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Human Resources","Ministry of Justice","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Human Resources","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Internal Audit","HM Treasury","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Legal","Attorney General's Departments","55","[c]","59720","59310"
"Leaver CS","2021","50-59","Declared non-disabled","Legal","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Legal","Ministry of Justice","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","No function","Cabinet Office","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","No function","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","No function","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","30","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","No function","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","No function","Department for International Trade","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","No function","Department for Transport","50","[c]","29140","25640"
"Leaver CS","2021","50-59","Declared non-disabled","No function","Department for Work and Pensions","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","No function","Department of Health and Social Care","65","[c]","49720","45750"
"Leaver CS","2021","50-59","Declared non-disabled","No function","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","No function","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","No function","HM Land Registry","35","[c]","32030","33180"
"Leaver CS","2021","50-59","Declared non-disabled","No function","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","No function","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","No function","Ministry of Housing, Communities and Local Government","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","No function","Ministry of Justice","535","[c]","25060","21010"
"Leaver CS","2021","50-59","Declared non-disabled","No function","National Crime Agency","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","No function","Office for Standards in Education","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","No function","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","No function","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","No function","Scottish Government","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","No function","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","No function","United Kingdom Statistics Authority","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Project Delivery","Foreign, Commonwealth and Development Office","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Project Delivery","Ministry of Defence","85","[c]","43840","40270"
"Leaver CS","2021","50-59","Declared non-disabled","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Property","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Property","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Property","HM Revenue and Customs","40","[c]","30590","26500"
"Leaver CS","2021","50-59","Declared non-disabled","Property","Ministry of Defence","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Property","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Property","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Security","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Security","Ministry of Defence","40","[c]","32380","37290"
"Leaver CS","2021","50-59","Declared non-disabled","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Unknown","Charity Commission","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Unknown","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Unknown","Department for Education","30","[c]","49320","50520"
"Leaver CS","2021","50-59","Declared non-disabled","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Unknown","Department for Transport","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Unknown","Department for Work and Pensions","675","[c]","27140","26890"
"Leaver CS","2021","50-59","Declared non-disabled","Unknown","Department of Health and Social Care","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Unknown","HM Revenue and Customs","1025","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Unknown","Home Office","225","[c]","34600","27300"
"Leaver CS","2021","50-59","Declared non-disabled","Unknown","Ministry of Defence","170","[c]","31010","29930"
"Leaver CS","2021","50-59","Declared non-disabled","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Unknown","Scottish Government","40","[c]","51010","46600"
"Leaver CS","2021","50-59","Declared non-disabled","Unknown","Welsh Government","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","No function","Department for Transport","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","No function","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","No function","Department of Health and Social Care","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","No function","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","No function","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","No function","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","No function","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","No function","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","No function","Ministry of Justice","170","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","No function","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Project Delivery","Ministry of Defence","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Property","HM Revenue and Customs","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Security","Ministry of Defence","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Unknown","Department for Education","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Unknown","Department for Work and Pensions","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Unknown","HM Revenue and Customs","160","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Unknown","Home Office","30","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Unknown","Ministry of Defence","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Commercial","Cabinet Office","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Communications","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Communications","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Digital, Data & Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Finance","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Grants Management","Department for Environment, Food and Rural Affairs","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Human Resources","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Legal","Attorney General's Departments","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Legal","Scottish Government","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","No function","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","No function","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","No function","Department for Environment, Food and Rural Affairs","35","[c]","44280","39120"
"Leaver CS","2021","50-59","Unknown","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","No function","Department for Transport","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","No function","Department of Health and Social Care","30","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","No function","HM Land Registry","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","No function","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","No function","Ministry of Justice","135","[c]","21350","19930"
"Leaver CS","2021","50-59","Unknown","No function","National Crime Agency","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","No function","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","No function","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","No function","Office of Qualifications and Examinations Regulation","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","No function","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","No function","Scottish Government","50","[c]","34670","33650"
"Leaver CS","2021","50-59","Unknown","No function","United Kingdom Statistics Authority","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Project Delivery","Ministry of Defence","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Property","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Property","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Property","HM Revenue and Customs","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Property","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Property","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Security","Cabinet Office","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Security","Ministry of Defence","30","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","Charity Commission","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","Department for Work and Pensions","130","[c]","27170","27570"
"Leaver CS","2021","50-59","Unknown","Unknown","Department of Health and Social Care","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","HM Revenue and Customs","485","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","Home Office","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","Ministry of Defence","95","[c]","35610","32700"
"Leaver CS","2021","50-59","Unknown","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","Scottish Government","35","[c]","46870","46600"
"Leaver CS","2021","50-59","Unknown","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Analysis","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Commercial","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Commercial","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Communications","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Debt","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Digital, Data & Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
