"Status","Year","Age","Disability","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Analysis","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Analysis","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Communications","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Counter Fraud","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Debt","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Digital, Data & Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Finance","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Human Resources","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Human Resources","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","No function","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","No function","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","No function","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","No function","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","No function","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","No function","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","No function","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","No function","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","No function","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","No function","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","No function","Ministry of Justice","5","5","[c]","[c]"
"In post","2021","16-19","Declared disabled","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","No function","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","No function","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","No function","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","No function","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","No function","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Project Delivery","Ministry of Defence","5","5","[c]","[c]"
"In post","2021","16-19","Declared disabled","Property","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Property","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Department for Work and Pensions","15","15","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Analysis","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Analysis","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Analysis","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Communications","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Counter Fraud","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Debt","HM Revenue and Customs","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Digital, Data & Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","Ministry of Defence","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Legal","Attorney General's Departments","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","Department for Transport","20","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","Department of Health and Social Care","15","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","HM Revenue and Customs","50","45","20140","20140"
"In post","2021","16-19","Declared non-disabled","No function","HM Treasury","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","Ministry of Defence","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","Ministry of Justice","70","70","21900","21360"
"In post","2021","16-19","Declared non-disabled","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","Scottish Government","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","No function","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Project Delivery","Ministry of Defence","65","65","18320","17780"
"In post","2021","16-19","Declared non-disabled","Property","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","Foreign, Commonwealth and Development Office","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","HM Revenue and Customs","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Property","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Security","Ministry of Defence","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Department for Work and Pensions","165","165","22640","21010"
"In post","2021","16-19","Declared non-disabled","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Home Office","35","30","22720","21430"
"In post","2021","16-19","Declared non-disabled","Unknown","Ministry of Defence","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Scottish Government","40","40","21510","21150"
"In post","2021","16-19","Declared non-disabled","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","Department for Transport","5","5","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Analysis","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","HM Revenue and Customs","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Counter Fraud","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Debt","HM Revenue and Customs","35","35","20140","20140"
"In post","2021","16-19","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Digital, Data & Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Finance","HM Revenue and Customs","10","5","[c]","[c]"
"In post","2021","16-19","Unknown","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Legal","Attorney General's Departments","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Department for Business, Energy and Industrial Strategy","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Department for Transport","20","15","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","HM Land Registry","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","No function","HM Revenue and Customs","95","95","20260","20140"
"In post","2021","16-19","Unknown","No function","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Ministry of Justice","55","55","21220","20600"
"In post","2021","16-19","Unknown","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Scottish Government","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","No function","United Kingdom Statistics Authority","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Project Delivery","Ministry of Defence","55","55","17150","16780"
"In post","2021","16-19","Unknown","Property","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Property","HM Revenue and Customs","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Property","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Security","Cabinet Office","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Security","Ministry of Defence","10","10","[c]","[c]"
