"Status","Year","Age","Ethnicity","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","30-39","Mixed","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Economics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Inspector of Education and Training","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Medicine","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Medicine","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Medicine","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Medicine","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Medicine","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Medicine","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Operational Delivery","AO","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Operational Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Operational Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Other","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Other","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Planning","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Planning","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Planning Inspectors","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Psychology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Psychology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Psychology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Security","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Security","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Social Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Social Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Social Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Statistics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Statistics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Unknown","AO","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Unknown","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Veterinarian","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Economics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Inspector of Education and Training","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Medicine","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Medicine","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Medicine","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Medicine","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Medicine","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Medicine","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Operational Delivery","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Operational Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Operational Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Other","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Other","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Planning","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Planning","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Planning Inspectors","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Psychology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Psychology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Psychology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Security","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Security","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Social Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Social Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Social Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Statistics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Statistics","G7","[c]","[c]","[c]","[c]"
