"Status","Year","Age","Ethnicity","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Mixed","Planning","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Planning","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Planning","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Planning","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Planning","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Planning Inspectors","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Policy","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Policy","EO","15","15","[c]","[c]"
"In post","2021","30-39","Mixed","Policy","G6","30","30","66660","65800"
"In post","2021","30-39","Mixed","Policy","G7","115","115","54260","53680"
"In post","2021","30-39","Mixed","Policy","HEO","65","65","33750","33640"
"In post","2021","30-39","Mixed","Policy","SCS level","15","15","[c]","[c]"
"In post","2021","30-39","Mixed","Policy","SEO","50","50","40760","40300"
"In post","2021","30-39","Mixed","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Project Delivery","EO","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Project Delivery","G6","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","Project Delivery","G7","20","20","[c]","[c]"
"In post","2021","30-39","Mixed","Project Delivery","HEO","15","15","[c]","[c]"
"In post","2021","30-39","Mixed","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Project Delivery","SEO","20","15","[c]","[c]"
"In post","2021","30-39","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Property","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Property","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Property","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Property","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Property","HEO","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Psychology","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Psychology","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Psychology","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Psychology","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Psychology","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Psychology","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Science and Engineering","EO","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Science and Engineering","G7","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","Science and Engineering","HEO","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Science and Engineering","SEO","20","20","[c]","[c]"
"In post","2021","30-39","Mixed","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Security","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Security","AO","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Security","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Security","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Security","HEO","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Social Research","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Social Research","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Social Research","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Social Research","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Social Research","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Statistics","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Statistics","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Tax","AO","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","Tax","EO","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","Tax","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Tax","G7","15","15","[c]","[c]"
"In post","2021","30-39","Mixed","Tax","HEO","20","20","[c]","[c]"
"In post","2021","30-39","Mixed","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Tax","SEO","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Unknown","AO","105","95","21600","21010"
"In post","2021","30-39","Mixed","Unknown","EO","270","255","28620","27570"
"In post","2021","30-39","Mixed","Unknown","G6","15","15","[c]","[c]"
"In post","2021","30-39","Mixed","Unknown","G7","50","50","55200","54700"
"In post","2021","30-39","Mixed","Unknown","HEO","55","55","34320","33450"
"In post","2021","30-39","Mixed","Unknown","SCS level","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Unknown","SEO","35","35","41460","40630"
"In post","2021","30-39","Mixed","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Veterinarian","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Veterinarian","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Veterinarian","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Corporate Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Digital, Data and Technology","HEO","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Digital, Data and Technology","SEO","10","10","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Economics","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Economics","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Economics","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Human Resources","EO","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Inspector of Education and Training","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Inspector of Education and Training","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Inspector of Education and Training","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Inspector of Education and Training","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Internal Audit","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","International Trade","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","International Trade","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Legal","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Legal","G6","10","10","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Legal","G7","25","20","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Legal","HEO","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Legal","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Medicine","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Medicine","AO","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Medicine","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Medicine","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Medicine","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Medicine","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Medicine","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Operational Delivery","AA","10","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Operational Delivery","AO","60","55","23850","22450"
"In post","2021","30-39","Other ethnicity","Operational Delivery","EO","55","55","28280","28000"
"In post","2021","30-39","Other ethnicity","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Operational Delivery","G7","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Operational Delivery","HEO","25","20","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Operational Delivery","SEO","10","10","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Operational Delivery","Unknown","15","15","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Operational Research","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Operational Research","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Operational Research","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Operational Research","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Operational Research","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Other","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Other","AO","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Other","EO","10","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Other","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Other","G7","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Other","HEO","10","10","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Planning","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Planning","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Planning","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Planning","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Planning","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Planning Inspectors","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Policy","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Policy","EO","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Policy","G6","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Policy","G7","20","20","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Policy","HEO","15","15","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Policy","SEO","10","10","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Project Delivery","G7","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Project Delivery","HEO","10","10","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Project Delivery","SEO","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Property","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Property","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Property","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Property","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Psychology","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Psychology","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Psychology","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Psychology","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Psychology","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Psychology","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Science and Engineering","SEO","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Security","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Security","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Security","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Security","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Social Research","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Social Research","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Social Research","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Social Research","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Social Research","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Statistics","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Statistics","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Tax","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Tax","EO","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Tax","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Tax","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Tax","HEO","10","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Tax","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Unknown","AO","20","15","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Unknown","EO","45","45","29210","29290"
"In post","2021","30-39","Other ethnicity","Unknown","G6","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Unknown","G7","15","15","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Unknown","HEO","15","15","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Unknown","SEO","10","10","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
