"Status","Year","Organisation","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Operational Delivery","SEO","35","30","42790","44600"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Operational Research","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Operational Research","G7","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Operational Research","HEO","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Operational Research","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Planning","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","AO","45","45","24250","24370"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","EO","230","225","27250","27960"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","G6","225","215","62980","63250"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","G7","570","550","52320","52290"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","HEO","700","685","32060","32560"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","SCS level","125","120","82540","76280"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","SEO","570","550","38590","38750"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Project Delivery","AO","10","10","24400","24370"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Project Delivery","EO","20","20","27160","27960"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Project Delivery","G6","30","25","62370","61470"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Project Delivery","G7","60","55","51390","50770"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Project Delivery","HEO","55","55","31600","32560"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Project Delivery","SCS level","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Project Delivery","SEO","55","55","37680","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Property","AO","55","45","21330","21050"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Property","EO","75","70","25570","25100"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Property","G6","25","25","61670","59670"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Property","G7","65","65","51460","49980"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Property","HEO","70","70","30160","29720"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Property","SCS level","10","10","88550","86600"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Property","SEO","90","85","37610","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Science and Engineering","G6","15","10","62820","63400"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Science and Engineering","G7","50","45","52140","53200"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Science and Engineering","HEO","35","35","31050","30130"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Science and Engineering","SEO","55","55","38580","38750"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Social Research","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Social Research","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Social Research","G7","15","15","53090","53870"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Social Research","HEO","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Social Research","SEO","10","10","38350","37810"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Statistics","AO","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Statistics","EO","10","10","26240","25970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Statistics","G7","15","15","53210","52090"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Statistics","HEO","25","25","31470","31380"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Statistics","SEO","10","10","38330","38110"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Veterinarian","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Veterinarian","G7","10","10","56030","52890"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Commercial","EO","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Commercial","HEO","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Commercial","SEO","15","15","39140","38540"
"In post","2021","Department for International Trade","Department for International Trade","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Communications","EO","15","15","26120","26250"
"In post","2021","Department for International Trade","Department for International Trade","Communications","G6","15","15","65110","64700"
"In post","2021","Department for International Trade","Department for International Trade","Communications","G7","35","35","49840","51970"
"In post","2021","Department for International Trade","Department for International Trade","Communications","HEO","30","30","31960","32120"
"In post","2021","Department for International Trade","Department for International Trade","Communications","SCS level","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Communications","SEO","30","30","39330","38540"
"In post","2021","Department for International Trade","Department for International Trade","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Digital, Data and Technology","EO","15","15","28520","28200"
"In post","2021","Department for International Trade","Department for International Trade","Digital, Data and Technology","G6","10","10","64430","66220"
"In post","2021","Department for International Trade","Department for International Trade","Digital, Data and Technology","G7","40","40","54770","52700"
"In post","2021","Department for International Trade","Department for International Trade","Digital, Data and Technology","HEO","20","15","33760","33660"
"In post","2021","Department for International Trade","Department for International Trade","Digital, Data and Technology","SCS level","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Digital, Data and Technology","SEO","30","30","41820","39800"
"In post","2021","Department for International Trade","Department for International Trade","Economics","AO","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Economics","EO","10","10","26430","26380"
"In post","2021","Department for International Trade","Department for International Trade","Economics","G6","15","10","63890","62170"
"In post","2021","Department for International Trade","Department for International Trade","Economics","G7","55","55","51810","51970"
"In post","2021","Department for International Trade","Department for International Trade","Economics","HEO","60","60","30730","31800"
"In post","2021","Department for International Trade","Department for International Trade","Economics","SCS level","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Economics","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Finance","EO","10","10","28250","28290"
"In post","2021","Department for International Trade","Department for International Trade","Finance","G6","15","15","65150","66700"
"In post","2021","Department for International Trade","Department for International Trade","Finance","G7","25","25","52820","51970"
"In post","2021","Department for International Trade","Department for International Trade","Finance","HEO","10","10","33580","32500"
"In post","2021","Department for International Trade","Department for International Trade","Finance","SCS level","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Finance","SEO","20","20","40650","39780"
"In post","2021","Department for International Trade","Department for International Trade","Human Resources","EO","25","25","27320","26710"
"In post","2021","Department for International Trade","Department for International Trade","Human Resources","G6","15","15","63380","62170"
"In post","2021","Department for International Trade","Department for International Trade","Human Resources","G7","35","30","52860","51970"
"In post","2021","Department for International Trade","Department for International Trade","Human Resources","HEO","35","35","31470","31820"
"In post","2021","Department for International Trade","Department for International Trade","Human Resources","SCS level","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Human Resources","SEO","15","15","38280","38540"
"In post","2021","Department for International Trade","Department for International Trade","International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","International Trade","EO","70","70","26740","26510"
"In post","2021","Department for International Trade","Department for International Trade","International Trade","G6","160","160","63280","62170"
"In post","2021","Department for International Trade","Department for International Trade","International Trade","G7","415","415","52590","51970"
"In post","2021","Department for International Trade","Department for International Trade","International Trade","HEO","265","260","32470","32120"
"In post","2021","Department for International Trade","Department for International Trade","International Trade","SCS level","110","110","85740","75570"
"In post","2021","Department for International Trade","Department for International Trade","International Trade","SEO","270","270","38680","38540"
"In post","2021","Department for International Trade","Department for International Trade","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Knowledge and Information Management","HEO","10","10","32330","31960"
"In post","2021","Department for International Trade","Department for International Trade","Knowledge and Information Management","SEO","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Legal","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Legal","G7","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Operational Delivery","AO","10","10","25140","25140"
"In post","2021","Department for International Trade","Department for International Trade","Operational Delivery","EO","30","30","28440","28900"
"In post","2021","Department for International Trade","Department for International Trade","Operational Delivery","G6","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Operational Delivery","G7","15","15","52670","53970"
"In post","2021","Department for International Trade","Department for International Trade","Operational Delivery","HEO","40","40","32980","32120"
"In post","2021","Department for International Trade","Department for International Trade","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Operational Delivery","SEO","10","10","38770","38540"
"In post","2021","Department for International Trade","Department for International Trade","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Operational Research","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Operational Research","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Other","AO","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Other","EO","55","50","27800","27260"
"In post","2021","Department for International Trade","Department for International Trade","Other","G6","10","10","62230","62170"
"In post","2021","Department for International Trade","Department for International Trade","Other","G7","35","35","51760","51970"
"In post","2021","Department for International Trade","Department for International Trade","Other","HEO","45","45","32290","32120"
"In post","2021","Department for International Trade","Department for International Trade","Other","SCS level","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Other","SEO","25","25","38340","38540"
"In post","2021","Department for International Trade","Department for International Trade","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Planning","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Planning","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Planning","HEO","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Planning","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Policy","EO","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Policy","G6","20","20","61670","62170"
"In post","2021","Department for International Trade","Department for International Trade","Policy","G7","60","60","52720","51970"
"In post","2021","Department for International Trade","Department for International Trade","Policy","HEO","65","65","32880","32120"
"In post","2021","Department for International Trade","Department for International Trade","Policy","SCS level","15","15","79260","73520"
"In post","2021","Department for International Trade","Department for International Trade","Policy","SEO","45","45","39120","38540"
"In post","2021","Department for International Trade","Department for International Trade","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Project Delivery","G6","10","10","63160","62550"
"In post","2021","Department for International Trade","Department for International Trade","Project Delivery","G7","20","20","51500","51970"
"In post","2021","Department for International Trade","Department for International Trade","Project Delivery","HEO","15","15","31880","32120"
"In post","2021","Department for International Trade","Department for International Trade","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Project Delivery","SEO","20","20","38920","38540"
"In post","2021","Department for International Trade","Department for International Trade","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Property","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Property","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Security","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Security","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Security","G7","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Security","HEO","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Security","SEO","10","10","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Social Research","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Social Research","G7","10","10","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Social Research","HEO","10","10","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Social Research","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Statistics","G6","10","10","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Statistics","G7","15","15","48450","51970"
"In post","2021","Department for International Trade","Department for International Trade","Statistics","HEO","10","10","31790","32120"
"In post","2021","Department for International Trade","Department for International Trade","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Statistics","SEO","15","15","39740","39070"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Commercial","EO","5","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Commercial","G6","25","25","68730","67660"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Commercial","G7","20","20","54610","54650"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Commercial","HEO","20","20","34490","34710"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Commercial","SEO","15","15","42260","42470"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Communications","G6","10","10","67840","66990"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Communications","G7","35","35","54830","54760"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Communications","HEO","25","25","35620","35060"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Communications","SEO","35","35","43220","42890"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Corporate Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Corporate Finance","G7","15","15","55020","54650"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Digital, Data and Technology","EO","20","20","29670","30540"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Digital, Data and Technology","G6","5","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Digital, Data and Technology","G7","25","25","55110","54760"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Digital, Data and Technology","HEO","35","30","33650","34710"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Digital, Data and Technology","SEO","40","40","43030","42890"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Economics","EO","10","10","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Economics","G6","15","15","68730","69370"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Economics","G7","70","65","55450","54760"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Economics","HEO","60","60","31990","33990"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Economics","SCS level","5","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Economics","SEO","10","10","42600","42470"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Finance","AO","5","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Finance","EO","20","20","27760","26780"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Finance","G6","35","35","67930","67000"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Finance","G7","65","65","54850","54760"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Finance","HEO","35","35","34480","35060"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Finance","SCS level","5","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Finance","SEO","35","35","43970","43460"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Human Resources","G6","15","15","65730","66090"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Human Resources","G7","30","30","54180","54650"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Human Resources","HEO","25","25","33120","34710"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Human Resources","SCS level","5","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Human Resources","SEO","20","20","42290","42470"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","International Trade","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","International Trade","G7","5","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","International Trade","HEO","5","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","International Trade","SEO","5","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Knowledge and Information Management","HEO","5","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Knowledge and Information Management","SEO","5","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Legal","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Legal","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Legal","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Operational Delivery","AO","10","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Operational Delivery","EO","25","25","29400","30270"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Operational Delivery","G7","10","10","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Operational Delivery","HEO","25","20","34360","35060"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Operational Delivery","SEO","20","20","43730","43920"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Operational Research","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Operational Research","G7","5","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Operational Research","HEO","10","10","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Operational Research","SEO","5","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Other","AA","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Other","AO","115","95","29310","32740"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Other","EO","140","135","28100","30270"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Other","G6","30","30","83190","91900"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Other","G7","70","70","74150","77220"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Other","HEO","55","55","34420","35060"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Other","SCS level","15","15","97460","81800"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Other","SEO","30","30","41630","42470"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Policy","EO","65","65","29420","30270"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Policy","G6","115","115","65220","66230"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Policy","G7","290","280","55150","54760"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Policy","HEO","250","245","34670","34710"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Policy","SCS level","50","45","82090","75710"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Policy","SEO","200","195","42970","42890"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Project Delivery","EO","30","30","27710","29970"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Project Delivery","G6","80","80","67050","66230"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Project Delivery","G7","125","125","54640","54760"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Project Delivery","HEO","95","90","34860","35060"
