"Status","Year","Organisation","Profession_of_post","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Crown Prosecution Service Inspectorate","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Legal","London","Unknown","5","5","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Legal","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Legal","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Legal","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Other","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Other","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Other","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Other","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Other","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Other","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Commercial","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Digital, Data and Technology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Digital, Data and Technology","London","Unknown","35","35","53150","53360"
"In post","2021","Debt Management Office","Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Finance","London","Unknown","10","10","[c]","[c]"
"In post","2021","Debt Management Office","Human Resources","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Knowledge and Information Management","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Legal","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Operational Delivery","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Operational Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Operational Delivery","London","Unknown","40","40","57830","46010"
"In post","2021","Debt Management Office","Policy","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Policy","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Policy","London","Unknown","15","15","[c]","[c]"
"In post","2021","Debt Management Office","Project Delivery","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Project Delivery","London","Unknown","5","5","[c]","[c]"
"In post","2021","Debt Management Office","Security","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Security","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Security","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Commercial","Wales","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Commercial","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Commercial","Wales","Undeclared","15","15","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Commercial","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Commercial","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Commercial","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Communications","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Communications","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Digital, Data and Technology","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Digital, Data and Technology","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Digital, Data and Technology","Wales","Undeclared","5","5","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Finance","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Finance","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Finance","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Human Resources","Wales","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Human Resources","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Human Resources","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Human Resources","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Human Resources","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Knowledge and Information Management","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Knowledge and Information Management","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Knowledge and Information Management","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Medicine","Wales","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Medicine","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Medicine","Wales","Undeclared","10","10","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Operational Delivery","Wales","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Operational Delivery","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Operational Delivery","Wales","Undeclared","35","35","29630","27460"
"In post","2021","Defence Electronics and Components Agency","Operational Delivery","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Operational Delivery","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Operational Delivery","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Operational Delivery","West Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Other","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Other","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Other","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Other","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Other","West Midlands (England)","Undeclared","25","25","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Project Delivery","Wales","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Project Delivery","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Project Delivery","Wales","Undeclared","5","5","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Property","Wales","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Property","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Property","Wales","Undeclared","5","5","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Property","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Property","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Property","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Science and Engineering","Wales","Heterosexual / straight","55","55","25280","27460"
"In post","2021","Defence Electronics and Components Agency","Science and Engineering","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Science and Engineering","Wales","Undeclared","165","155","28090","28750"
"In post","2021","Defence Electronics and Components Agency","Science and Engineering","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Science and Engineering","West Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Science and Engineering","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Science and Engineering","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Science and Engineering","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Unknown","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Unknown","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Commercial","East Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Defence Equipment and Support","Commercial","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Commercial","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Commercial","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Commercial","East of England","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Defence Equipment and Support","Commercial","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Commercial","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Commercial","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Commercial","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Commercial","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Commercial","South East (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Defence Equipment and Support","Commercial","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Commercial","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Commercial","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Commercial","South West (England)","Heterosexual / straight","665","635","39490","34770"
"In post","2021","Defence Equipment and Support","Commercial","South West (England)","LGBO","25","25","[c]","[c]"
"In post","2021","Defence Equipment and Support","Commercial","South West (England)","Undeclared","100","95","43260","39440"
"In post","2021","Defence Equipment and Support","Commercial","South West (England)","Unknown","70","70","37060","33940"
"In post","2021","Defence Equipment and Support","Commercial","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Commercial","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Commercial","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Communications","South West (England)","Heterosexual / straight","35","30","34960","34780"
"In post","2021","Defence Equipment and Support","Communications","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Communications","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Communications","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Digital, Data and Technology","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Digital, Data and Technology","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Digital, Data and Technology","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Digital, Data and Technology","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Digital, Data and Technology","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Digital, Data and Technology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Digital, Data and Technology","Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Defence Equipment and Support","Digital, Data and Technology","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Digital, Data and Technology","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Digital, Data and Technology","South East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Defence Equipment and Support","Digital, Data and Technology","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Digital, Data and Technology","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Digital, Data and Technology","South West (England)","Heterosexual / straight","270","265","42120","41520"
"In post","2021","Defence Equipment and Support","Digital, Data and Technology","South West (England)","LGBO","10","10","[c]","[c]"
"In post","2021","Defence Equipment and Support","Digital, Data and Technology","South West (England)","Undeclared","35","35","41090","41820"
"In post","2021","Defence Equipment and Support","Digital, Data and Technology","South West (England)","Unknown","20","15","[c]","[c]"
"In post","2021","Defence Equipment and Support","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Digital, Data and Technology","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Digital, Data and Technology","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Finance","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Finance","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Finance","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Finance","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Finance","South West (England)","Heterosexual / straight","370","355","38650","31600"
"In post","2021","Defence Equipment and Support","Finance","South West (England)","LGBO","10","10","[c]","[c]"
"In post","2021","Defence Equipment and Support","Finance","South West (England)","Undeclared","55","50","43040","39000"
"In post","2021","Defence Equipment and Support","Finance","South West (England)","Unknown","20","20","[c]","[c]"
"In post","2021","Defence Equipment and Support","Human Resources","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Human Resources","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Human Resources","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Human Resources","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Human Resources","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Human Resources","South West (England)","Heterosexual / straight","155","145","38140","32890"
"In post","2021","Defence Equipment and Support","Human Resources","South West (England)","LGBO","5","5","[c]","[c]"
"In post","2021","Defence Equipment and Support","Human Resources","South West (England)","Undeclared","15","10","[c]","[c]"
"In post","2021","Defence Equipment and Support","Human Resources","South West (England)","Unknown","15","10","[c]","[c]"
"In post","2021","Defence Equipment and Support","Knowledge and Information Management","East Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Defence Equipment and Support","Knowledge and Information Management","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Knowledge and Information Management","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Knowledge and Information Management","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Knowledge and Information Management","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Knowledge and Information Management","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Knowledge and Information Management","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Knowledge and Information Management","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Knowledge and Information Management","South West (England)","Heterosexual / straight","115","115","36150","33160"
"In post","2021","Defence Equipment and Support","Knowledge and Information Management","South West (England)","LGBO","5","5","[c]","[c]"
"In post","2021","Defence Equipment and Support","Knowledge and Information Management","South West (England)","Undeclared","25","25","[c]","[c]"
"In post","2021","Defence Equipment and Support","Knowledge and Information Management","South West (England)","Unknown","15","15","[c]","[c]"
"In post","2021","Defence Equipment and Support","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Knowledge and Information Management","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Knowledge and Information Management","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other","East Midlands (England)","Heterosexual / straight","60","55","32340","29490"
"In post","2021","Defence Equipment and Support","Other","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other","East Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other","East of England","Heterosexual / straight","60","60","30490","28620"
"In post","2021","Defence Equipment and Support","Other","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other","East of England","Undeclared","5","5","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other","London","Heterosexual / straight","140","135","23690","21600"
"In post","2021","Defence Equipment and Support","Other","London","LGBO","5","5","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other","London","Undeclared","15","15","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other","London","Unknown","10","10","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other","North West (England)","Heterosexual / straight","75","75","22850","20840"
"In post","2021","Defence Equipment and Support","Other","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other","North West (England)","Undeclared","10","10","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other","Scotland","Heterosexual / straight","245","240","26020","24870"
"In post","2021","Defence Equipment and Support","Other","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other","Scotland","Undeclared","30","25","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other","Scotland","Unknown","20","20","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other","South East (England)","Heterosexual / straight","205","195","27080","24920"
"In post","2021","Defence Equipment and Support","Other","South East (England)","LGBO","5","5","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other","South East (England)","Undeclared","50","50","26420","22950"
"In post","2021","Defence Equipment and Support","Other","South East (England)","Unknown","10","10","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other","South West (England)","Heterosexual / straight","1880","1780","34260","32070"
"In post","2021","Defence Equipment and Support","Other","South West (England)","LGBO","70","65","29340","27580"
"In post","2021","Defence Equipment and Support","Other","South West (England)","Undeclared","230","220","35860","32920"
"In post","2021","Defence Equipment and Support","Other","South West (England)","Unknown","135","125","30610","26500"
"In post","2021","Defence Equipment and Support","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other","Wales","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other","West Midlands (England)","Heterosexual / straight","130","130","24350","21380"
"In post","2021","Defence Equipment and Support","Other","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other","West Midlands (England)","Undeclared","20","20","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other","West Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Policy","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Policy","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Policy","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Policy","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Policy","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Policy","South West (England)","Heterosexual / straight","55","50","44290","41070"
"In post","2021","Defence Equipment and Support","Policy","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Policy","South West (England)","Undeclared","15","15","[c]","[c]"
"In post","2021","Defence Equipment and Support","Policy","South West (England)","Unknown","5","5","[c]","[c]"
"In post","2021","Defence Equipment and Support","Project Delivery","East Midlands (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Defence Equipment and Support","Project Delivery","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Project Delivery","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Project Delivery","East of England","Heterosexual / straight","30","30","38410","39150"
"In post","2021","Defence Equipment and Support","Project Delivery","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Project Delivery","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Project Delivery","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Project Delivery","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Project Delivery","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Project Delivery","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Project Delivery","North West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Defence Equipment and Support","Project Delivery","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Project Delivery","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Project Delivery","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Defence Equipment and Support","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Project Delivery","Scotland","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Defence Equipment and Support","Project Delivery","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Project Delivery","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Project Delivery","South East (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Defence Equipment and Support","Project Delivery","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Project Delivery","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Project Delivery","South West (England)","Heterosexual / straight","1680","1635","40400","39050"
