"Status","Year","Age","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","16-19","Ministry of Justice","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Justice","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","National Crime Agency","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Office of Rail and Road","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Office of Rail and Road","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other Cabinet Office Agencies","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other Cabinet Office Agencies","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Scottish Government","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Scottish Government","Operational Delivery","AA/AO","15","[c]","20680","20810"
"New entrant CS","2021","16-19","Scottish Government","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Scottish Government","Unknown","AA/AO","15","[c]","19900","20060"
"New entrant CS","2021","16-19","Scottish Government","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","The National Archives","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","United Kingdom Statistics Authority","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","United Kingdom Statistics Authority","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","United Kingdom Statistics Authority","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","United Kingdom Statistics Authority","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","United Kingdom Statistics Authority","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","United Kingdom Statistics Authority","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Welsh Government","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Welsh Government","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Attorney General's Departments","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Attorney General's Departments","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Attorney General's Departments","Counter Fraud","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Attorney General's Departments","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Attorney General's Departments","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Attorney General's Departments","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Attorney General's Departments","Finance","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Attorney General's Departments","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Attorney General's Departments","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Attorney General's Departments","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Attorney General's Departments","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Attorney General's Departments","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Attorney General's Departments","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Attorney General's Departments","Legal","EO","60","[c]","27440","26970"
"New entrant CS","2021","20-29","Attorney General's Departments","Legal","G6/G7","25","[c]","51770","50520"
"New entrant CS","2021","20-29","Attorney General's Departments","Legal","SEO/HEO","55","[c]","42620","43920"
"New entrant CS","2021","20-29","Attorney General's Departments","Operational Delivery","AA/AO","225","[c]","20420","20120"
"New entrant CS","2021","20-29","Attorney General's Departments","Operational Delivery","EO","25","[c]","26920","26970"
"New entrant CS","2021","20-29","Attorney General's Departments","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Attorney General's Departments","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Attorney General's Departments","Other","EO","40","[c]","26900","26950"
"New entrant CS","2021","20-29","Attorney General's Departments","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Attorney General's Departments","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office","Unknown","AA/AO","105","[c]","21740","20800"
"New entrant CS","2021","20-29","Cabinet Office","Unknown","EO","200","[c]","26880","27500"
"New entrant CS","2021","20-29","Cabinet Office","Unknown","G6/G7","45","[c]","56150","54700"
"New entrant CS","2021","20-29","Cabinet Office","Unknown","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office","Unknown","SEO/HEO","680","[c]","29660","28000"
"New entrant CS","2021","20-29","Chancellor's other departments","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Chancellor's other departments","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Chancellor's other departments","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Chancellor's other departments","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Chancellor's other departments","Other","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Chancellor's other departments","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Chancellor's other departments","Other","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Chancellor's other departments","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","Legal","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Communications","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Communications","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","EO","25","[c]","26330","25270"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Economics","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Economics","SEO/HEO","25","[c]","34120","33880"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","AA/AO","115","[c]","21000","20880"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","EO","85","[c]","24820","24250"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","SEO/HEO","35","[c]","34310","33570"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Policy","EO","65","[c]","27700","27680"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Policy","G6/G7","20","[c]","54410","53380"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Policy","SEO/HEO","280","[c]","34740","33570"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Project Delivery","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Project Delivery","SEO/HEO","15","[c]","35850","34620"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Science and Engineering","AA/AO","15","[c]","24080","24660"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Science and Engineering","EO","15","[c]","27890","29890"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Economics","SEO/HEO","10","[c]","42020","42020"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
