"Status","Year","Function_of_post","Organisation","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Project Delivery","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Project Delivery","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Project Delivery","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Property","Cardiff and Vale of Glamorgan","30","30","36830","28850"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Property","Central Valleys","10","10","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Property","Conwy and Denbighshire","10","10","45160","47000"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Property","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Property","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Property","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Property","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Property","Swansea","10","5","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Science and Engineering","Cardiff and Vale of Glamorgan","40","40","51720","47000"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Science and Engineering","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Science and Engineering","Conwy and Denbighshire","15","15","52210","50870"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Science and Engineering","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Science and Engineering","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Science and Engineering","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Science and Engineering","Swansea","5","5","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Social Research","Cardiff and Vale of Glamorgan","25","25","44160","47000"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Social Research","Central Valleys","10","10","46510","47000"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Social Research","Conwy and Denbighshire","15","15","44780","47000"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Social Research","Flintshire and Wrexham","10","10","45190","47000"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Social Research","Monmouthshire and Newport","30","30","46160","47000"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Social Research","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Social Research","South West Wales","15","15","43330","47000"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Social Research","Swansea","25","25","45110","47000"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Statistics","Cardiff and Vale of Glamorgan","80","75","39450","37410"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Statistics","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Statistics","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Statistics","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Veterinarian","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Veterinarian","South West Wales","5","5","[c]","[c]"
"In post","2021","Unknown","Welsh Revenue Authority","Operational Delivery","Central Valleys","15","15","30090","25030"
"In post","2021","Unknown","Welsh Revenue Authority","Policy","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Revenue Authority","Tax","Central Valleys","5","5","[c]","[c]"
"In post","2021","Unknown","Welsh Revenue Authority","Unknown","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2021","Unknown","Welsh Revenue Authority","Unknown","Central Valleys","10","10","49330","47000"
"Leaver CS","2021","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Dorset CC","15","[c]","27760","24920"
"Leaver CS","2021","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Suffolk","15","[c]","37940","37280"
"Leaver CS","2021","Analysis","Charity Commission","Intelligence Analysis","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Competition and Markets Authority","Digital, Data and Technology","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Competition and Markets Authority","Economics","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Competition and Markets Authority","Economics","Tower Hamlets","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Competition and Markets Authority","Intelligence Analysis","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Debt Management Office","Operational Delivery","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Debt Management Office","Policy","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Defence Science and Technology Laboratory","Operational Research","Central Hampshire","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Defence Science and Technology Laboratory","Science and Engineering","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Westminster","20","[c]","28270","24300"
"Leaver CS","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Department for International Trade","Economics","Westminster","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Department for International Trade","Other","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Department for International Trade","Statistics","Westminster","10","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Government Actuary's Department","Other","Camden and City of London","15","[c]","43100","32730"
"Leaver CS","2021","Analysis","HM Courts and Tribunals Service","Social Research","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","HM Treasury (excl. agencies)","Economics","Westminster","20","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","HM Treasury (excl. agencies)","Policy","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Insolvency Service","Statistics","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Insolvency Service","Statistics","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Defence (excl. agencies)","Statistics","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Defence (excl. agencies)","Statistics","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Defence (excl. agencies)","Statistics","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Defence (excl. agencies)","Statistics","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Social Research","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Justice (excl. agencies)","Economics","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Justice (excl. agencies)","Finance","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Justice (excl. agencies)","Operational Delivery","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Justice (excl. agencies)","Operational Research","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Justice (excl. agencies)","Operational Research","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Justice (excl. agencies)","Project Delivery","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Justice (excl. agencies)","Social Research","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Justice (excl. agencies)","Social Research","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Justice (excl. agencies)","Statistics","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Justice (excl. agencies)","Statistics","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Justice (excl. agencies)","Unknown","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","National Savings and Investments","Communications","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Office for Budget Responsibility","Economics","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Office of Gas and Electricity Markets","Economics","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Office of Gas and Electricity Markets","Finance","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Office of Gas and Electricity Markets","Other","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Office of Gas and Electricity Markets","Science and Engineering","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","UK Export Finance","Knowledge and Information Management","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","United Kingdom Statistics Authority","Economics","Monmouthshire and Newport","25","[c]","19550","19130"
"Leaver CS","2021","Analysis","United Kingdom Statistics Authority","Economics","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","United Kingdom Statistics Authority","Operational Research","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","United Kingdom Statistics Authority","Social Research","Monmouthshire and Newport","10","[c]","34150","37020"
"Leaver CS","2021","Analysis","United Kingdom Statistics Authority","Social Research","South Hampshire","10","[c]","30900","29540"
"Leaver CS","2021","Analysis","United Kingdom Statistics Authority","Social Research","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","United Kingdom Statistics Authority","Statistics","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","United Kingdom Statistics Authority","Statistics","Monmouthshire and Newport","10","[c]","37980","30420"
"Leaver CS","2021","Analysis","United Kingdom Statistics Authority","Statistics","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","United Kingdom Statistics Authority","Statistics","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Water Services Regulation Authority","Economics","Birmingham","10","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Water Services Regulation Authority","Economics","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Cabinet Office (excl. agencies)","Policy","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Unknown","45","[c]","86050","78880"
"Leaver CS","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Westminster","10","[c]","65680","66000"
"Leaver CS","2021","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Suffolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Companies House","Commercial","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Competition and Markets Authority","Commercial","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Competition and Markets Authority","Project Delivery","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Crown Commercial Service","Commercial","Liverpool","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Crown Commercial Service","Commercial","Monmouthshire and Newport","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Crown Commercial Service","Commercial","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Crown Commercial Service","Commercial","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Crown Commercial Service","Commercial","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Defence Equipment and Support","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Defence Equipment and Support","Commercial","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Defence Equipment and Support","Other","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Defence Equipment and Support","Project Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Defence Equipment and Support","Project Delivery","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Defence Equipment and Support","Science and Engineering","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Defence Equipment and Support","Science and Engineering","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Defence Science and Technology Laboratory","Commercial","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for International Development","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for International Trade","Commercial","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Driver and Vehicle Licensing Agency","Commercial","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Driver and Vehicle Standards Agency","Commercial","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","FCDO Services","Commercial","Milton Keynes","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Land Registry","Commercial","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Land Registry","Commercial","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Prison and Probation Service","Commercial","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Prison and Probation Service","Commercial","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Prison and Probation Service","Commercial","Durham CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Prison and Probation Service","Commercial","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Prison and Probation Service","Commercial","Leicester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Prison and Probation Service","Commercial","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Prison and Probation Service","Commercial","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Prison and Probation Service","Commercial","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Prison and Probation Service","Commercial","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Prison and Probation Service","Commercial","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Prison and Probation Service","Commercial","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Treasury (excl. agencies)","Commercial","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Commercial","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Commercial","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Commercial","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Commercial","Central Hampshire","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Commercial","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Commercial","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Commercial","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Commercial","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Commercial","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Commercial","Wiltshire","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Wiltshire","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice (excl. agencies)","Commercial","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice (excl. agencies)","Commercial","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice (excl. agencies)","Commercial","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice (excl. agencies)","Finance","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice (excl. agencies)","Operational Delivery","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice (excl. agencies)","Operational Delivery","Staffordshire CC","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice (excl. agencies)","Operational Delivery","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice (excl. agencies)","Policy","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","National Crime Agency","Commercial","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","National Crime Agency","Commercial","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","National Savings and Investments","Other","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Office for Standards in Education, Children's Services and Skills","Commercial","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Public Health England","Commercial","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Registers of Scotland","Commercial","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Scottish Prison Service","Commercial","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Submarine Delivery Agency","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Submarine Delivery Agency","Commercial","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","The National Archives","Commercial","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","UK Export Finance","Operational Delivery","Westminster","15","[c]","48320","47120"
"Leaver CS","2021","Commercial","United Kingdom Statistics Authority","Commercial","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","United Kingdom Statistics Authority","Commercial","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Wilton Park","Operational Delivery","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Wilton Park","Policy","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Attorney General's Office","Communications","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Cabinet Office (excl. agencies)","Unknown","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Cabinet Office (excl. agencies)","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Cabinet Office (excl. agencies)","Unknown","Westminster","30","[c]","44840","40850"
"Leaver CS","2021","Communications","Centre for Environment, Fisheries and Aquaculture Science","Communications","Suffolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Companies House","Communications","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Competition and Markets Authority","Communications","Tower Hamlets","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Crown Commercial Service","Communications","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Crown Prosecution Service","Communications","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Crown Prosecution Service","Communications","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Defence Equipment and Support","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Defence Equipment and Support","Other","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Defence Equipment and Support","Other","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Defence Equipment and Support","Other","Harrow and Hillingdon","15","[c]","22470","19940"
"Leaver CS","2021","Communications","Defence Equipment and Support","Other","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Defence Science and Technology Laboratory","Communications","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Defence Science and Technology Laboratory","Communications","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Westminster","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Digital, Culture, Media and Sport","Communications","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Westminster","10","[c]","40320","38750"
"Leaver CS","2021","Communications","Department for International Trade","Communications","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for International Trade","Communications","Westminster","10","[c]","48680","39300"
"Leaver CS","2021","Communications","Department for Transport (excl. agencies)","Communications","Westminster","[c]","[c]","[c]","[c]"
