"Status","Year","Function_of_post","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","EO","30","30","29180","27680"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G6","20","20","72630","69670"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G7","55","55","58030","57850"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","HEO","145","145","35830","34240"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SCS level","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO","20","20","45720","45270"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","AA","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","G6","15","15","70410","67140"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","G7","50","50","61340","59730"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","HEO","65","65","42770","42020"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Department for Education","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Department for Education","EO","30","30","28730","29500"
"In post","2021","Analysis","Department for Education (excl. agencies)","Department for Education","G6","25","25","64910","64590"
"In post","2021","Analysis","Department for Education (excl. agencies)","Department for Education","G7","105","100","53110","53420"
"In post","2021","Analysis","Department for Education (excl. agencies)","Department for Education","HEO","100","95","34830","33640"
"In post","2021","Analysis","Department for Education (excl. agencies)","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Department for Education","SEO","140","130","43760","42700"
"In post","2021","Analysis","Department for Education (excl. agencies)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","AO","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","10","10","26240","25970"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G7","15","15","53210","52090"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","HEO","25","25","31470","31380"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO","10","10","38330","38110"
"In post","2021","Analysis","Department for International Trade","Department for International Trade","AO","5","5","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Department for International Trade","EO","20","20","27210","26510"
"In post","2021","Analysis","Department for International Trade","Department for International Trade","G6","25","25","62860","62170"
"In post","2021","Analysis","Department for International Trade","Department for International Trade","G7","80","80","51390","51970"
"In post","2021","Analysis","Department for International Trade","Department for International Trade","HEO","80","80","31040","31800"
"In post","2021","Analysis","Department for International Trade","Department for International Trade","SCS level","10","10","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Department for International Trade","SEO","25","25","39450","38540"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Department for Transport","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Department for Transport","EO","35","35","29370","29970"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Department for Transport","G6","35","35","67570","66230"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Department for Transport","G7","135","130","55500","54760"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Department for Transport","HEO","105","105","33020","34710"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Department for Transport","SCS level","15","15","81090","77960"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Department for Transport","SEO","70","65","42790","42890"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","15","15","27030","27270"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6","60","60","66620","66230"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G7","155","150","53550","53360"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","HEO","35","30","31760","32790"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","5","5","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO","20","15","40340","40650"
"In post","2021","Analysis","Driver and Vehicle Licensing Agency","Department for Transport","AO","5","5","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Licensing Agency","Department for Transport","EO","15","15","26560","26780"
"In post","2021","Analysis","Driver and Vehicle Licensing Agency","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Licensing Agency","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Department for Transport","AO","10","10","21590","21590"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Department for Transport","EO","15","15","26600","26700"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Department for Transport","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Department for Transport","HEO","25","25","32820","33350"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Department for Transport","SEO","10","10","[c]","[c]"
"In post","2021","Analysis","Education and Skills Funding Agency","Department for Education","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Education and Skills Funding Agency","Department for Education","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","ESTYN","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","ESTYN","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","ESTYN","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Food Standards Agency","G7","10","10","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Food Standards Agency","HEO","15","15","33400","32940"
"In post","2021","Analysis","Food Standards Agency","Food Standards Agency","SEO","10","10","41020","40960"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AO","5","5","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6","15","15","73960","74400"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G7","20","20","61220","59640"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO","25","25","49990","48880"
"In post","2021","Analysis","Forestry and Land Scotland","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","Chancellor's other departments","AO","5","5","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","Chancellor's other departments","EO","10","10","28300","28230"
"In post","2021","Analysis","Government Actuary's Department","Chancellor's other departments","G6","90","80","92120","89720"
"In post","2021","Analysis","Government Actuary's Department","Chancellor's other departments","G7","15","15","58030","57250"
"In post","2021","Analysis","Government Actuary's Department","Chancellor's other departments","HEO","25","25","36180","36230"
"In post","2021","Analysis","Government Actuary's Department","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","Chancellor's other departments","SEO","25","25","47840","48780"
"In post","2021","Analysis","Government Internal Audit Agency","HM Treasury","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Internal Audit Agency","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Legal Department","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Legal Department","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Department for Work and Pensions","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Department for Work and Pensions","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Department for Work and Pensions","G7","15","15","60040","59150"
"In post","2021","Analysis","Health and Safety Executive","Department for Work and Pensions","HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Department for Work and Pensions","SEO","5","5","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Ministry of Justice","SEO","5","5","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","HM Land Registry","HEO","5","5","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Prison and Probation Service","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Prison and Probation Service","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AO","10","10","23540","24120"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","35","35","28340","29570"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6","50","50","67620","71290"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G7","175","165","54280","58650"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","HEO","205","200","34280","36160"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","15","15","81080","78420"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO","150","145","39360","38630"
"In post","2021","Analysis","HM Treasury (excl. agencies)","HM Treasury","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","HM Treasury","EO","10","10","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","HM Treasury","G6","20","20","66420","66040"
"In post","2021","Analysis","HM Treasury (excl. agencies)","HM Treasury","G7","45","40","55160","55530"
"In post","2021","Analysis","HM Treasury (excl. agencies)","HM Treasury","HEO","40","40","34200","32320"
"In post","2021","Analysis","HM Treasury (excl. agencies)","HM Treasury","SCS level","10","10","81660","75240"
"In post","2021","Analysis","Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Department for Business, Energy and Industrial Strategy","HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO","5","5","[c]","[c]"
"In post","2021","Analysis","Maritime and Coastguard Agency","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Maritime and Coastguard Agency","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","AO","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","50","50","28250","27850"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","G6","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","G7","25","20","59580","59730"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","HEO","60","60","36870","36300"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO","50","45","45010","43580"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","EO","15","15","29640","27850"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","G6","25","20","67390","67370"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","G7","70","70","55030","53130"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","HEO","60","60","32970","33210"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SCS level","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SEO","20","20","42220","42980"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Ministry of Justice","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","50","50","26210","26410"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Ministry of Justice","G7","135","125","60330","58130"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Ministry of Justice","HEO","95","90","33550","33930"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","10","10","84050","83690"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO","110","105","41740","40480"
"In post","2021","Analysis","National Savings and Investments","Chancellor's other departments","AA","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","National Savings and Investments","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","National Savings and Investments","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","National Savings and Investments","Chancellor's other departments","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","National Savings and Investments","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","EO","20","20","26090","25880"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","G6","5","5","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","G7","20","20","60860","59810"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","HEO","60","60","32660","32010"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","SEO","40","40","40510","39850"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","10","10","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6","5","5","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G7","35","30","57680","56070"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","HEO","10","10","35050","34960"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","5","5","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Office of Rail and Road","G6","5","5","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Office of Rail and Road","G7","20","20","58410","57070"
"In post","2021","Analysis","Office of Rail and Road","Office of Rail and Road","HEO","10","10","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Office of Rail and Road","SEO","10","10","[c]","[c]"
"In post","2021","Analysis","Planning Inspectorate","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Planning Inspectorate","Ministry of Housing, Communities and Local Government","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Planning Inspectorate","Ministry of Housing, Communities and Local Government","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Planning Inspectorate","Ministry of Housing, Communities and Local Government","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Registers of Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Registers of Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Registers of Scotland","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Registers of Scotland","Scottish Government","HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Registers of Scotland","Scottish Government","SEO","5","5","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","10","10","25320","25190"
"In post","2021","Analysis","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","Department for Environment, Food and Rural Affairs","HEO","10","10","29460","29690"
"In post","2021","Analysis","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SEO","5","5","[c]","[c]"
"In post","2021","Analysis","Scottish Courts and Tribunals Service","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Courts and Tribunals Service","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","UK Export Finance","HEO","10","10","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","UK Export Finance","SEO","5","5","[c]","[c]"
"In post","2021","Analysis","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G7","5","5","[c]","[c]"
"In post","2021","Analysis","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","United Kingdom Statistics Authority","AO","65","60","19490","19130"
"In post","2021","Analysis","United Kingdom Statistics Authority","United Kingdom Statistics Authority","EO","195","175","24160","23050"
"In post","2021","Analysis","United Kingdom Statistics Authority","United Kingdom Statistics Authority","G6","65","65","61010","59020"
"In post","2021","Analysis","United Kingdom Statistics Authority","United Kingdom Statistics Authority","G7","290","280","50850","49120"
"In post","2021","Analysis","United Kingdom Statistics Authority","United Kingdom Statistics Authority","HEO","595","575","30610","29540"
"In post","2021","Analysis","United Kingdom Statistics Authority","United Kingdom Statistics Authority","SCS level","35","35","86020","74890"
"In post","2021","Analysis","United Kingdom Statistics Authority","United Kingdom Statistics Authority","SEO","460","440","37480","37020"
"In post","2021","Analysis","Valuation Office Agency","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","HM Revenue and Customs","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","HM Revenue and Customs","G7","15","15","55680","54990"
"In post","2021","Analysis","Valuation Office Agency","HM Revenue and Customs","HEO","15","15","34550","33750"
"In post","2021","Analysis","Valuation Office Agency","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
