"Status","Year","Disability","Ethnicity","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Asian","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Angus and Dundee City","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Antrim and Newtownabbey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Armagh City, Banbridge and Craigavon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Barking & Dagenham and Havering","London","20","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Barnet","London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Asian","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Asian","Bedford","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Berkshire","Outside London","35","35","29180","29290"
"In post","2021","Declared disabled","Asian","Bexley and Greenwich","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Birmingham","Outside London","240","225","26590","26290"
"In post","2021","Declared disabled","Asian","Blackburn with Darwen","Outside London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Asian","Blackpool","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Bournemouth and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Bradford","Outside London","50","45","24210","21010"
"In post","2021","Declared disabled","Asian","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Brent","London","15","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Bristol, City of","Outside London","25","20","[c]","[c]"
"In post","2021","Declared disabled","Asian","Bromley","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Buckinghamshire CC","Outside London","15","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Caithness and Sutherland and Ross and Cromarty","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Calderdale and Kirklees","Outside London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Asian","Cambridgeshire CC","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Camden and City of London","London","45","45","30670","29570"
"In post","2021","Declared disabled","Asian","Cardiff and Vale of Glamorgan","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Causeway Coast and Glens","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
