"Status","Year","Age","Organisation","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","London","Heterosexual / straight","630","605","49450","45310"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","London","LGBO","45","40","50140","49050"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","London","Undeclared","70","70","46840","41990"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","London","Unknown","165","155","48680","46850"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Outside London","Heterosexual / straight","385","375","39970","36720"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Outside London","Undeclared","40","40","38940","35290"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Outside London","Unknown","55","50","40370","36960"
"In post","2021","40-49","National Crime Agency","London","Heterosexual / straight","295","285","47570","44680"
"In post","2021","40-49","National Crime Agency","London","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","National Crime Agency","London","Undeclared","25","25","[c]","[c]"
"In post","2021","40-49","National Crime Agency","London","Unknown","75","70","48480","47130"
"In post","2021","40-49","National Crime Agency","Outside London","Heterosexual / straight","670","650","39030","37550"
"In post","2021","40-49","National Crime Agency","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","40-49","National Crime Agency","Outside London","Undeclared","55","50","39000","37580"
"In post","2021","40-49","National Crime Agency","Outside London","Unknown","155","150","40270","39840"
"In post","2021","40-49","National Crime Agency","Overseas","Heterosexual / straight","40","40","66230","64490"
"In post","2021","40-49","National Crime Agency","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Crime Agency","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Crime Agency","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","National Crime Agency","Unknown","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","40-49","National Crime Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Crime Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Crime Agency","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","National Infrastructure Commission","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","National Infrastructure Commission","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Records of Scotland","Outside London","Heterosexual / straight","60","60","41850","39110"
"In post","2021","40-49","National Records of Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Records of Scotland","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","National Records of Scotland","Outside London","Unknown","40","35","33850","29190"
"In post","2021","40-49","National Savings and Investments","London","Heterosexual / straight","30","30","54010","49240"
"In post","2021","40-49","National Savings and Investments","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Savings and Investments","London","Undeclared","20","20","[c]","[c]"
"In post","2021","40-49","National Savings and Investments","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","National Savings and Investments","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Savings and Investments","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Budget Responsibility","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Budget Responsibility","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Budget Responsibility","London","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","London","Heterosexual / straight","110","105","57440","51360"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","London","LGBO","15","15","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","London","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","London","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","Outside London","Heterosexual / straight","305","295","51320","51360"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","Outside London","LGBO","30","30","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","London","Heterosexual / straight","45","40","64470","60920"
"In post","2021","40-49","Office of Gas and Electricity Markets","London","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","London","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","London","Unknown","90","90","62640","58290"
"In post","2021","40-49","Office of Gas and Electricity Markets","Outside London","Heterosexual / straight","35","35","45550","42390"
"In post","2021","40-49","Office of Gas and Electricity Markets","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","Outside London","Unknown","50","50","43300","38290"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","Outside London","Heterosexual / straight","50","50","47580","45660"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","Outside London","Unknown","25","25","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","London","Unknown","25","25","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of the Public Guardian","Outside London","Heterosexual / straight","195","180","23140","20650"
"In post","2021","40-49","Office of the Public Guardian","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Office of the Public Guardian","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2021","40-49","Office of the Public Guardian","Outside London","Unknown","20","15","[c]","[c]"
"In post","2021","40-49","Office of the Scottish Charity Regulator","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","40-49","Office of the Scottish Charity Regulator","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of the Scottish Charity Regulator","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","Outside London","Heterosexual / straight","185","175","44640","47660"
"In post","2021","40-49","Planning Inspectorate","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","Outside London","Unknown","35","35","35690","32780"
"In post","2021","40-49","Public Health England","London","Heterosexual / straight","445","410","49800","48940"
"In post","2021","40-49","Public Health England","London","LGBO","35","35","52160","52610"
"In post","2021","40-49","Public Health England","London","Undeclared","80","70","53190","52620"
"In post","2021","40-49","Public Health England","London","Unknown","175","165","54860","52610"
"In post","2021","40-49","Public Health England","Outside London","Heterosexual / straight","675","615","44280","38890"
"In post","2021","40-49","Public Health England","Outside London","LGBO","25","20","[c]","[c]"
"In post","2021","40-49","Public Health England","Outside London","Undeclared","110","95","45750","42790"
"In post","2021","40-49","Public Health England","Outside London","Unknown","250","230","46080","41060"
"In post","2021","40-49","Queen Elizabeth II Centre","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Queen Elizabeth II Centre","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Queen Elizabeth II Centre","London","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Outside London","Heterosexual / straight","165","165","35240","30840"
"In post","2021","40-49","Registers of Scotland","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Outside London","Unknown","110","100","33070","30080"
"In post","2021","40-49","Revenue Scotland","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","Revenue Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Revenue Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Royal Fleet Auxiliary","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Royal Fleet Auxiliary","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Royal Fleet Auxiliary","Unknown","Unknown","385","385","40220","35380"
"In post","2021","40-49","Rural Payments Agency","Outside London","Heterosexual / straight","325","290","27910","25880"
"In post","2021","40-49","Rural Payments Agency","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","40-49","Rural Payments Agency","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2021","40-49","Rural Payments Agency","Outside London","Unknown","320","290","26520","24920"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","London","Unknown","10","5","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","Outside London","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","Outside London","Undeclared","345","315","29300","29350"
"In post","2021","40-49","Scottish Fiscal Commission","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","40-49","Scottish Fiscal Commission","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Forestry","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","40-49","Scottish Forestry","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Forestry","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Forestry","Outside London","Unknown","35","30","34680","35330"
"In post","2021","40-49","Scottish Government (excl. agencies)","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Government (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Government (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Government (excl. agencies)","Outside London","Heterosexual / straight","1445","1370","48830","46600"
"In post","2021","40-49","Scottish Government (excl. agencies)","Outside London","LGBO","85","80","49670","48930"
"In post","2021","40-49","Scottish Government (excl. agencies)","Outside London","Undeclared","95","90","47800","46600"
"In post","2021","40-49","Scottish Government (excl. agencies)","Outside London","Unknown","440","410","44100","39660"
"In post","2021","40-49","Scottish Government (excl. agencies)","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Government (excl. agencies)","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Government (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Housing Regulator","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","Scottish Housing Regulator","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Housing Regulator","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Outside London","Heterosexual / straight","335","330","33990","33650"
"In post","2021","40-49","Scottish Prison Service","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Outside London","Unknown","455","440","32160","33650"
"In post","2021","40-49","Scottish Public Pensions Agency","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","40-49","Scottish Public Pensions Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Public Pensions Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Public Pensions Agency","Outside London","Unknown","40","35","31210","29190"
"In post","2021","40-49","Serious Fraud Office","London","Heterosexual / straight","75","70","51950","52330"
"In post","2021","40-49","Serious Fraud Office","London","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","London","Unknown","20","20","[c]","[c]"
"In post","2021","40-49","Social Security Scotland","Outside London","Heterosexual / straight","230","225","34360","29190"
"In post","2021","40-49","Social Security Scotland","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Social Security Scotland","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Social Security Scotland","Outside London","Unknown","50","50","33010","29190"
"In post","2021","40-49","Standards and Testing Agency","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","Standards and Testing Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Standards and Testing Agency","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","40-49","Standards and Testing Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Standards and Testing Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Standards and Testing Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Student Awards Agency for Scotland","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","40-49","Student Awards Agency for Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Student Awards Agency for Scotland","Outside London","Unknown","35","35","32940","27670"
"In post","2021","40-49","Submarine Delivery Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Submarine Delivery Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Submarine Delivery Agency","Outside London","Heterosexual / straight","305","295","45760","42250"
"In post","2021","40-49","Submarine Delivery Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Submarine Delivery Agency","Outside London","Undeclared","55","50","48370","45530"
"In post","2021","40-49","Submarine Delivery Agency","Outside London","Unknown","25","20","[c]","[c]"
"In post","2021","40-49","Submarine Delivery Agency","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Submarine Delivery Agency","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Submarine Delivery Agency","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Teaching Regulation Agency","Outside London","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","40-49","Teaching Regulation Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Teaching Regulation Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","London","Heterosexual / straight","65","60","41980","37770"
"In post","2021","40-49","The National Archives","London","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","The National Archives","London","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","The National Archives","London","Unknown","60","55","37110","34770"
"In post","2021","40-49","Transport Scotland","Outside London","Heterosexual / straight","85","85","51860","50850"
"In post","2021","40-49","Transport Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Transport Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Transport Scotland","Outside London","Unknown","35","35","48080","46600"
"In post","2021","40-49","UK Export Finance","London","Heterosexual / straight","90","85","56660","52880"
"In post","2021","40-49","UK Export Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","London","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","UK Export Finance","London","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Outside London","Heterosexual / straight","145","135","39050","33800"
"In post","2021","40-49","UK Hydrographic Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Outside London","Unknown","50","50","36430","33290"
"In post","2021","40-49","UK Hydrographic Office","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Outside London","Heterosexual / straight","245","230","42870","40090"
"In post","2021","40-49","UK Intellectual Property Office","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Outside London","Unknown","140","135","40650","39120"
"In post","2021","40-49","UK Space Agency","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","40-49","UK Space Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Space Agency","London","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","UK Space Agency","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","40-49","UK Space Agency","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","UK Space Agency","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","UK Space Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Supreme Court","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","40-49","UK Supreme Court","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","London","Heterosexual / straight","30","30","64180","63180"
"In post","2021","40-49","United Kingdom Statistics Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","London","Unknown","20","20","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Outside London","Heterosexual / straight","660","600","37300","36030"
"In post","2021","40-49","United Kingdom Statistics Authority","Outside London","LGBO","30","30","38820","36030"
"In post","2021","40-49","United Kingdom Statistics Authority","Outside London","Undeclared","30","30","40560","36720"
"In post","2021","40-49","United Kingdom Statistics Authority","Outside London","Unknown","295","270","34900","31090"
"In post","2021","40-49","Valuation Office Agency","London","Heterosexual / straight","100","95","41180","37380"
"In post","2021","40-49","Valuation Office Agency","London","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Valuation Office Agency","London","Undeclared","20","20","[c]","[c]"
"In post","2021","40-49","Valuation Office Agency","London","Unknown","40","35","38900","30500"
"In post","2021","40-49","Valuation Office Agency","Outside London","Heterosexual / straight","360","335","33610","31100"
"In post","2021","40-49","Valuation Office Agency","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","40-49","Valuation Office Agency","Outside London","Undeclared","60","55","31470","26770"
"In post","2021","40-49","Valuation Office Agency","Outside London","Unknown","175","160","28760","25860"
"In post","2021","40-49","Vehicle Certification Agency","Outside London","Heterosexual / straight","35","30","35880","27620"
"In post","2021","40-49","Vehicle Certification Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Vehicle Certification Agency","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Vehicle Certification Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Vehicle Certification Agency","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Vehicle Certification Agency","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Veterinary Medicines Directorate","Outside London","Heterosexual / straight","35","35","44760","40820"
"In post","2021","40-49","Veterinary Medicines Directorate","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Veterinary Medicines Directorate","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Veterinary Medicines Directorate","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Wales Office","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","40-49","Wales Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Wales Office","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","40-49","Wales Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Water Services Regulation Authority","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","Water Services Regulation Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Water Services Regulation Authority","London","Unknown","25","25","[c]","[c]"
"In post","2021","40-49","Water Services Regulation Authority","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","40-49","Water Services Regulation Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Water Services Regulation Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Water Services Regulation Authority","Outside London","Unknown","40","40","47970","46600"
"In post","2021","40-49","Welsh Government (excl. agencies)","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Welsh Government (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Welsh Government (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Welsh Government (excl. agencies)","Outside London","Heterosexual / straight","1380","1310","43760","37410"
"In post","2021","40-49","Welsh Government (excl. agencies)","Outside London","LGBO","50","50","46680","47000"
"In post","2021","40-49","Welsh Government (excl. agencies)","Outside London","Undeclared","205","195","43810","37410"
"In post","2021","40-49","Welsh Government (excl. agencies)","Outside London","Unknown","30","25","48440","39310"
"In post","2021","40-49","Welsh Government (excl. agencies)","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Welsh Government (excl. agencies)","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Welsh Revenue Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Welsh Revenue Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Welsh Revenue Authority","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","40-49","Wilton Park","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","40-49","Wilton Park","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Wilton Park","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Wilton Park","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Accountant in Bankruptcy","Outside London","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","50-59","Accountant in Bankruptcy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Accountant in Bankruptcy","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Accountant in Bankruptcy","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Advisory, Conciliation and Arbitration Service","London","Heterosexual / straight","50","50","44280","38670"
"In post","2021","50-59","Advisory, Conciliation and Arbitration Service","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Advisory, Conciliation and Arbitration Service","London","Undeclared","15","10","[c]","[c]"
"In post","2021","50-59","Advisory, Conciliation and Arbitration Service","London","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Advisory, Conciliation and Arbitration Service","Outside London","Heterosexual / straight","175","165","33720","34500"
"In post","2021","50-59","Advisory, Conciliation and Arbitration Service","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","50-59","Advisory, Conciliation and Arbitration Service","Outside London","Undeclared","35","35","34340","34500"
"In post","2021","50-59","Advisory, Conciliation and Arbitration Service","Outside London","Unknown","35","35","27600","24250"
"In post","2021","50-59","Animal and Plant Health Agency","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","50-59","Animal and Plant Health Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Animal and Plant Health Agency","London","Undeclared","5","5","[c]","[c]"
"In post","2021","50-59","Animal and Plant Health Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Animal and Plant Health Agency","Outside London","Heterosexual / straight","510","485","32200","28430"
"In post","2021","50-59","Animal and Plant Health Agency","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","50-59","Animal and Plant Health Agency","Outside London","Undeclared","100","95","34430","31660"
"In post","2021","50-59","Animal and Plant Health Agency","Outside London","Unknown","85","80","31690","26520"
"In post","2021","50-59","Cabinet Office (excl. agencies)","London","Heterosexual / straight","490","480","60740","56340"
"In post","2021","50-59","Cabinet Office (excl. agencies)","London","LGBO","20","20","[c]","[c]"
"In post","2021","50-59","Cabinet Office (excl. agencies)","London","Undeclared","70","65","58460","55570"
"In post","2021","50-59","Cabinet Office (excl. agencies)","London","Unknown","255","250","74990","66440"
