"Status","Year","Age","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Brent","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Brent","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bridgend and Neath Port Talbot","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bridgend and Neath Port Talbot","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Brighton and Hove","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bristol, City of","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bristol, City of","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","16-19","Bristol, City of","EO","EO","5","5","[c]","[c]"
"In post","2021","16-19","Buckinghamshire CC","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Buckinghamshire CC","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","16-19","Calderdale and Kirklees","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Calderdale and Kirklees","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cambridgeshire CC","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cambridgeshire CC","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","16-19","Camden and City of London","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Camden and City of London","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cardiff and Vale of Glamorgan","AA/AO","AO","35","30","20200","20140"
"In post","2021","16-19","Cardiff and Vale of Glamorgan","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Central Bedfordshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Central Hampshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Central Hampshire","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","16-19","Central Valleys","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","16-19","Cheshire East","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cheshire East","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cheshire West and Chester","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chorley and West Lancashire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","City of Edinburgh","AA/AO","AA","40","40","20710","21150"
"In post","2021","16-19","City of Edinburgh","AA/AO","AO","40","40","21160","20140"
"In post","2021","16-19","City of Edinburgh","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Clackmannanshire and Fife","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Clackmannanshire and Fife","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cornwall and Isles of Scilly","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cornwall and Isles of Scilly","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Coventry","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Coventry","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Croydon","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Croydon","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Croydon","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Derby","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Devon CC","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Devon CC","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Devon CC","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Dudley","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Dudley","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Dumfries and Galloway","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Dumfries and Galloway","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Durham CC","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","16-19","Durham CC","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ealing","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Ayrshire and North Ayrshire mainland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Ayrshire and North Ayrshire mainland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Ayrshire and North Ayrshire mainland","EO","EO","10","10","17080","16780"
"In post","2021","16-19","East Cumbria","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Kent","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Kent","AA/AO","AO","25","25","21840","21430"
"In post","2021","16-19","East Riding of Yorkshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Surrey","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Sussex CC","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Sussex CC","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Enfield","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex Haven Gateway","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex Thames Gateway","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Falkirk","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","16-19","Flintshire and Wrexham","AA/AO","AA","15","15","16260","16780"
"In post","2021","16-19","Flintshire and Wrexham","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Flintshire and Wrexham","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Glasgow City","AA/AO","AA","15","15","20540","20060"
"In post","2021","16-19","Glasgow City","AA/AO","AO","15","15","21050","21010"
"In post","2021","16-19","Glasgow City","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester North West","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester North West","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester South East","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","16-19","Greater Manchester South West","AA/AO","AO","10","10","20120","20140"
"In post","2021","16-19","Greater Manchester South West","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gwent Valleys","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gwynedd","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gwynedd","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hackney and Newham","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Haringey and Islington","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Haringey and Islington","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Harrow and Hillingdon","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heart of Essex","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hertfordshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hertfordshire","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","16-19","Hertfordshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hounslow and Richmond upon Thames","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hounslow and Richmond upon Thames","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inverclyde, East Renfrewshire and Renfrewshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inverness and Nairn and Moray, Badenoch and Strathspey","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kensington & Chelsea and Hammersmith & Fulham","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kent Thames Gateway","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kent Thames Gateway","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kingston upon Hull, City of","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lambeth","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lambeth","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lambeth","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lancaster and Wyre","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leeds","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leeds","AA/AO","AO","45","40","20430","20140"
"In post","2021","16-19","Leeds","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leicester","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leicester","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","16-19","Leicestershire CC and Rutland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leicestershire CC and Rutland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lewisham and Southwark","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lewisham and Southwark","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lincolnshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Liverpool","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Liverpool","AA/AO","AO","15","15","20800","20780"
"In post","2021","16-19","Liverpool","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Manchester","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Manchester","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","16-19","Manchester","EO","EO","10","10","25060","25000"
"In post","2021","16-19","Medway","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mid Kent","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mid Lancashire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mid Lancashire","AA/AO","AO","10","10","20700","20140"
"In post","2021","16-19","Mid Lancashire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Milton Keynes","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Milton Keynes","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","16-19","Milton Keynes","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Milton Keynes","Unknown","Unknown","15","15","20920","21600"
"In post","2021","16-19","Monmouthshire and Newport","AA/AO","AO","10","5","[c]","[c]"
"In post","2021","16-19","Monmouthshire and Newport","EO","EO","10","10","[c]","[c]"
"In post","2021","16-19","Na h-Eileanan Siar","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North and North East Lincolnshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Hampshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Lanarkshire","AA/AO","AO","15","10","20180","20140"
"In post","2021","16-19","North Nottinghamshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Nottinghamshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Nottinghamshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Norwich and East Norfolk","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Norwich and East Norfolk","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Nottingham","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Nottingham","AA/AO","AO","20","20","21000","20880"
"In post","2021","16-19","Nottingham","EO","EO","5","5","[c]","[c]"
"In post","2021","16-19","Orkney Islands","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Oxfordshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Oxfordshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Oxfordshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Perth and Kinross and Stirling","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Peterborough","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","16-19","Peterborough","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Plymouth","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","16-19","Plymouth","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Plymouth","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Plymouth","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Portsmouth","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Portsmouth","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Redbridge and Waltham Forest","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Borders","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Sefton","AA/AO","AO","25","25","20330","20140"
"In post","2021","16-19","Sheffield","AA/AO","AO","15","15","20830","21010"
"In post","2021","16-19","Sheffield","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Sheffield","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Shropshire CC","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Solihull","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Solihull","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Somerset","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Somerset","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Somerset","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South and West Derbyshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South and West Derbyshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Hampshire","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","16-19","South Hampshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Hampshire","EO","EO","5","5","[c]","[c]"
"In post","2021","16-19","South Lanarkshire","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","16-19","South Nottinghamshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Teesside","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West Wales","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","16-19","Southampton","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Southampton","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Southend-on-Sea","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Staffordshire CC","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Staffordshire CC","AA/AO","AO","10","10","22700","22850"
"In post","2021","16-19","Staffordshire CC","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Stoke-on-Trent","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Stoke-on-Trent","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Suffolk","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Suffolk","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","16-19","Suffolk","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Sunderland","AA/AO","AO","15","15","20190","20140"
"In post","2021","16-19","Swansea","AA/AO","AA","25","20","18160","18060"
"In post","2021","16-19","Swansea","AA/AO","AO","20","20","21440","21590"
"In post","2021","16-19","Swansea","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Thurrock","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","16-19","Tower Hamlets","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","16-19","Tower Hamlets","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tyneside","AA/AO","AO","55","55","20570","20140"
"In post","2021","16-19","Tyneside","EO","EO","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Unknown","35","35","18640","15940"
"In post","2021","16-19","Wakefield","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wakefield","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Warwickshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Cumbria","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Lothian","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Northamptonshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Surrey","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Surrey","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Sussex (South West)","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Sussex (South West)","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Sussex (South West)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Westminster","AA/AO","AO","25","25","23730","23500"
"In post","2021","16-19","Westminster","EO","EO","65","65","25790","25170"
"In post","2021","16-19","Westminster","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","16-19","Wiltshire","AA/AO","AA","10","10","[c]","[c]"
"In post","2021","16-19","Wiltshire","AA/AO","AO","20","20","19810","19750"
"In post","2021","16-19","Wiltshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wirral","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","16-19","Wolverhampton","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Worcestershire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Worcestershire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Worcestershire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","York","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","16-19","York","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Aberdeen City and Aberdeenshire","AA/AO","AA","20","15","20380","20280"
"In post","2021","20-29","Aberdeen City and Aberdeenshire","AA/AO","AO","95","95","24470","22820"
"In post","2021","20-29","Aberdeen City and Aberdeenshire","EO","EO","75","75","28500","27840"
"In post","2021","20-29","Aberdeen City and Aberdeenshire","SEO/HEO","HEO","30","30","32990","31990"
"In post","2021","20-29","Aberdeen City and Aberdeenshire","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","20-29","Angus and Dundee City","AA/AO","AA","35","35","21250","21150"
"In post","2021","20-29","Angus and Dundee City","AA/AO","AO","125","120","21110","21010"
"In post","2021","20-29","Angus and Dundee City","EO","EO","40","40","26750","27360"
"In post","2021","20-29","Angus and Dundee City","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Angus and Dundee City","SEO/HEO","HEO","10","10","31030","30650"
"In post","2021","20-29","Angus and Dundee City","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Antrim and Newtownabbey","AA/AO","AA","10","10","19970","20310"
"In post","2021","20-29","Antrim and Newtownabbey","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ards and North Down","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Barking & Dagenham and Havering","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Barking & Dagenham and Havering","AA/AO","AO","15","15","24180","25110"
"In post","2021","20-29","Barking & Dagenham and Havering","EO","EO","60","60","30950","31060"
"In post","2021","20-29","Barking & Dagenham and Havering","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Barking & Dagenham and Havering","Unknown","Unknown","10","10","30160","26810"
"In post","2021","20-29","Barnet","AA/AO","AA","10","10","22100","22100"
"In post","2021","20-29","Barnet","AA/AO","AO","65","60","24340","23530"
"In post","2021","20-29","Barnet","EO","EO","115","115","28920","27720"
"In post","2021","20-29","Barnet","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","20-29","Barnet","SEO/HEO","HEO","85","85","33170","32330"
"In post","2021","20-29","Barnet","SEO/HEO","SEO","30","30","40580","40070"
"In post","2021","20-29","Barnet","Unknown","Unknown","15","15","27880","26810"
"In post","2021","20-29","Barnsley, Doncaster and Rotherham","AA/AO","AA","60","60","20780","20600"
"In post","2021","20-29","Barnsley, Doncaster and Rotherham","AA/AO","AO","240","235","24170","24440"
"In post","2021","20-29","Barnsley, Doncaster and Rotherham","EO","EO","70","70","28080","27570"
"In post","2021","20-29","Barnsley, Doncaster and Rotherham","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Barnsley, Doncaster and Rotherham","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","20-29","Barnsley, Doncaster and Rotherham","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Barnsley, Doncaster and Rotherham","Unknown","Unknown","30","30","25730","22920"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AA","30","30","19870","19560"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AO","155","145","22090","21010"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","EO","1130","1115","23810","25310"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G7","15","15","49690","47600"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","HEO","870","860","29840","30420"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","SEO","275","275","38780","39110"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Unknown","340","340","28720","27540"
"In post","2021","20-29","Bedford","AA/AO","AA","15","15","22440","21500"
"In post","2021","20-29","Bedford","AA/AO","AO","90","90","28580","30400"
"In post","2021","20-29","Bedford","EO","EO","35","35","27180","27570"
"In post","2021","20-29","Bedford","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bedford","Unknown","Unknown","15","15","23270","22920"
"In post","2021","20-29","Belfast","AA/AO","AO","240","225","20360","20140"
"In post","2021","20-29","Belfast","EO","EO","100","100","25450","25560"
"In post","2021","20-29","Belfast","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Belfast","SEO/HEO","HEO","40","40","31560","31810"
"In post","2021","20-29","Belfast","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","20-29","Berkshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Berkshire","AA/AO","AO","205","205","26800","26610"
"In post","2021","20-29","Berkshire","EO","EO","105","100","29080","29290"
"In post","2021","20-29","Berkshire","G6/G7","G7","15","15","51470","51970"
"In post","2021","20-29","Berkshire","SEO/HEO","HEO","40","40","32110","31800"
"In post","2021","20-29","Berkshire","SEO/HEO","SEO","15","15","38080","38540"
"In post","2021","20-29","Berkshire","Unknown","Unknown","40","40","24770","24020"
"In post","2021","20-29","Bexley and Greenwich","AA/AO","AA","40","40","23280","23790"
"In post","2021","20-29","Bexley and Greenwich","AA/AO","AO","170","165","30000","31050"
