"Status","Year","Region_ITL1","Region_ITL2","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","AO","Male","1065","1030","23550","21950"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","Female","1040","930","27040","27570"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","Male","780","760","27690","27570"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G6","Female","10","10","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G6","Male","15","15","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G7","Female","100","95","54570","52580"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G7","Male","70","70","55980","54550"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","HEO","Female","315","295","32510","32100"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","HEO","Male","305","290","34560","33840"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SCS level","Female","5","5","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO","Female","190","175","41260","40610"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO","Male","135","130","44320","43310"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","Female","290","265","29250","30210"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","Male","70","65","30130","30210"
"In post","2021","East Midlands (England)","Lincolnshire","AA","Female","155","145","19720","19560"
"In post","2021","East Midlands (England)","Lincolnshire","AA","Male","170","165","19510","19560"
"In post","2021","East Midlands (England)","Lincolnshire","AO","Female","525","470","21820","21010"
"In post","2021","East Midlands (England)","Lincolnshire","AO","Male","445","430","24670","24300"
"In post","2021","East Midlands (England)","Lincolnshire","EO","Female","395","360","27270","27570"
"In post","2021","East Midlands (England)","Lincolnshire","EO","Male","355","340","28400","27570"
"In post","2021","East Midlands (England)","Lincolnshire","G6","Female","5","5","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","G7","Female","30","25","55630","51720"
"In post","2021","East Midlands (England)","Lincolnshire","G7","Male","40","40","59610","55720"
"In post","2021","East Midlands (England)","Lincolnshire","HEO","Female","165","155","32920","33300"
"In post","2021","East Midlands (England)","Lincolnshire","HEO","Male","205","200","33660","33300"
"In post","2021","East Midlands (England)","Lincolnshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","SEO","Female","65","65","41760","40580"
"In post","2021","East Midlands (England)","Lincolnshire","SEO","Male","130","130","43070","42000"
"In post","2021","East Midlands (England)","Lincolnshire","Unknown","Female","100","95","29640","30210"
"In post","2021","East Midlands (England)","Lincolnshire","Unknown","Male","35","35","34460","32690"
"In post","2021","East of England","Bedfordshire and Hertfordshire","AA","Female","125","110","19710","19560"
"In post","2021","East of England","Bedfordshire and Hertfordshire","AA","Male","125","120","21080","21500"
"In post","2021","East of England","Bedfordshire and Hertfordshire","AO","Female","590","530","24070","22980"
"In post","2021","East of England","Bedfordshire and Hertfordshire","AO","Male","430","420","27210","27850"
"In post","2021","East of England","Bedfordshire and Hertfordshire","EO","Female","945","855","28730","29290"
"In post","2021","East of England","Bedfordshire and Hertfordshire","EO","Male","665","630","29440","29290"
"In post","2021","East of England","Bedfordshire and Hertfordshire","G6","Female","30","30","71520","69310"
"In post","2021","East of England","Bedfordshire and Hertfordshire","G6","Male","35","35","71700","69800"
"In post","2021","East of England","Bedfordshire and Hertfordshire","G7","Female","140","130","57280","54770"
"In post","2021","East of England","Bedfordshire and Hertfordshire","G7","Male","120","115","57650","56360"
"In post","2021","East of England","Bedfordshire and Hertfordshire","HEO","Female","295","280","35050","34680"
"In post","2021","East of England","Bedfordshire and Hertfordshire","HEO","Male","325","315","35870","36240"
"In post","2021","East of England","Bedfordshire and Hertfordshire","SCS level","Female","15","15","[c]","[c]"
"In post","2021","East of England","Bedfordshire and Hertfordshire","SCS level","Male","15","15","[c]","[c]"
"In post","2021","East of England","Bedfordshire and Hertfordshire","SEO","Female","205","195","43410","43080"
"In post","2021","East of England","Bedfordshire and Hertfordshire","SEO","Male","190","185","43840","44040"
"In post","2021","East of England","Bedfordshire and Hertfordshire","Unknown","Female","240","220","27880","24410"
"In post","2021","East of England","Bedfordshire and Hertfordshire","Unknown","Male","55","55","28700","24170"
"In post","2021","East of England","East Anglia","AA","Female","450","415","19630","19560"
"In post","2021","East of England","East Anglia","AA","Male","485","460","19930","20600"
"In post","2021","East of England","East Anglia","AO","Female","2050","1780","22480","21430"
"In post","2021","East of England","East Anglia","AO","Male","1970","1900","25980","25380"
"In post","2021","East of England","East Anglia","EO","Female","1770","1565","27020","27570"
"In post","2021","East of England","East Anglia","EO","Male","1520","1470","28100","27570"
"In post","2021","East of England","East Anglia","G6","Female","75","70","68570","64670"
"In post","2021","East of England","East Anglia","G6","Male","90","85","68610","65250"
"In post","2021","East of England","East Anglia","G7","Female","260","245","55120","52670"
"In post","2021","East of England","East Anglia","G7","Male","300","290","55880","53780"
"In post","2021","East of England","East Anglia","HEO","Female","860","810","32220","32060"
"In post","2021","East of England","East Anglia","HEO","Male","1010","980","33190","33300"
"In post","2021","East of England","East Anglia","SCS level","Female","25","25","[c]","[c]"
"In post","2021","East of England","East Anglia","SCS level","Male","40","40","96960","93690"
"In post","2021","East of England","East Anglia","SEO","Female","500","470","41630","40580"
"In post","2021","East of England","East Anglia","SEO","Male","560","545","42240","40580"
"In post","2021","East of England","East Anglia","Unknown","Female","375","340","29030","30210"
"In post","2021","East of England","East Anglia","Unknown","Male","115","110","31040","30210"
"In post","2021","East of England","Essex","AA","Female","85","70","18820","17600"
"In post","2021","East of England","Essex","AA","Male","105","100","19670","20070"
"In post","2021","East of England","Essex","AO","Female","875","760","23080","22130"
"In post","2021","East of England","Essex","AO","Male","550","530","26230","24180"
"In post","2021","East of England","Essex","EO","Female","1325","1190","28620","29290"
"In post","2021","East of England","Essex","EO","Male","950","890","28810","28340"
"In post","2021","East of England","Essex","G6","Female","20","20","[c]","[c]"
"In post","2021","East of England","Essex","G6","Male","40","35","70970","64670"
"In post","2021","East of England","Essex","G7","Female","125","115","54590","52580"
"In post","2021","East of England","Essex","G7","Male","105","105","57230","52580"
"In post","2021","East of England","Essex","HEO","Female","380","350","33580","32740"
"In post","2021","East of England","Essex","HEO","Male","350","335","34740","33250"
"In post","2021","East of England","Essex","SCS level","Female","10","10","[c]","[c]"
"In post","2021","East of England","Essex","SCS level","Male","20","20","[c]","[c]"
"In post","2021","East of England","Essex","SEO","Female","215","195","39950","38630"
"In post","2021","East of England","Essex","SEO","Male","200","190","43050","39750"
"In post","2021","East of England","Essex","Unknown","Female","190","170","27470","23840"
"In post","2021","East of England","Essex","Unknown","Male","55","50","29320","29200"
"In post","2021","London","Inner London - East","AA","Female","155","145","22390","22100"
"In post","2021","London","Inner London - East","AA","Male","115","110","22180","21790"
"In post","2021","London","Inner London - East","AO","Female","1380","1225","25180","24960"
"In post","2021","London","Inner London - East","AO","Male","1065","1025","27780","25250"
"In post","2021","London","Inner London - East","EO","Female","2735","2550","30620","31060"
"In post","2021","London","Inner London - East","EO","Male","1735","1695","31080","31060"
"In post","2021","London","Inner London - East","G6","Female","515","485","71570","71290"
"In post","2021","London","Inner London - East","G6","Male","550","530","72690","71400"
"In post","2021","London","Inner London - East","G7","Female","1335","1265","56870","56360"
"In post","2021","London","Inner London - East","G7","Male","1360","1335","58380","59020"
"In post","2021","London","Inner London - East","HEO","Female","1490","1425","35840","36000"
"In post","2021","London","Inner London - East","HEO","Male","1250","1230","37430","36240"
"In post","2021","London","Inner London - East","SCS level","Female","325","295","98830","93570"
"In post","2021","London","Inner London - East","SCS level","Male","345","330","99050","94560"
"In post","2021","London","Inner London - East","SEO","Female","1195","1140","42590","41760"
"In post","2021","London","Inner London - East","SEO","Male","945","925","44420","43260"
"In post","2021","London","Inner London - East","Unknown","Female","505","485","33050","32090"
"In post","2021","London","Inner London - East","Unknown","Male","195","190","34250","34100"
"In post","2021","London","Inner London - West","AA","Female","235","215","22280","22210"
"In post","2021","London","Inner London - West","AA","Male","395","385","22280","22210"
"In post","2021","London","Inner London - West","AO","Female","2155","1995","25250","24400"
"In post","2021","London","Inner London - West","AO","Male","1710","1675","27170","25140"
"In post","2021","London","Inner London - West","EO","Female","4725","4535","29160","29080"
"In post","2021","London","Inner London - West","EO","Male","3150","3115","29500","29460"
"In post","2021","London","Inner London - West","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Inner London - West","G6","Female","3265","3065","68280","66610"
"In post","2021","London","Inner London - West","G6","Male","3240","3190","69450","67950"
"In post","2021","London","Inner London - West","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Inner London - West","G7","Female","7865","7495","56010","54700"
"In post","2021","London","Inner London - West","G7","Male","7325","7235","56740","55500"
"In post","2021","London","Inner London - West","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Inner London - West","HEO","Female","7305","7155","34560","34310"
"In post","2021","London","Inner London - West","HEO","Male","6370","6330","34970","34710"
"In post","2021","London","Inner London - West","HEO","Unknown","10","10","[c]","[c]"
"In post","2021","London","Inner London - West","SCS level","Female","1860","1765","86190","78060"
"In post","2021","London","Inner London - West","SCS level","Male","2025","2005","92010","81490"
"In post","2021","London","Inner London - West","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Inner London - West","SEO","Female","4750","4605","42250","41760"
"In post","2021","London","Inner London - West","SEO","Male","4510","4465","42810","41970"
"In post","2021","London","Inner London - West","SEO","Unknown","5","5","[c]","[c]"
"In post","2021","London","Inner London - West","Unknown","Female","150","145","37790","34770"
"In post","2021","London","Inner London - West","Unknown","Male","80","80","37440","36580"
"In post","2021","London","Outer London - East and North East","AA","Female","165","155","22840","23790"
"In post","2021","London","Outer London - East and North East","AA","Male","100","95","22660","23790"
"In post","2021","London","Outer London - East and North East","AO","Female","640","560","25790","25110"
"In post","2021","London","Outer London - East and North East","AO","Male","515","505","29590","30150"
"In post","2021","London","Outer London - East and North East","EO","Female","1075","975","30950","31060"
"In post","2021","London","Outer London - East and North East","EO","Male","640","620","31700","31060"
"In post","2021","London","Outer London - East and North East","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","London","Outer London - East and North East","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","London","Outer London - East and North East","G7","Female","15","15","[c]","[c]"
"In post","2021","London","Outer London - East and North East","G7","Male","10","10","[c]","[c]"
"In post","2021","London","Outer London - East and North East","HEO","Female","115","110","36290","36650"
"In post","2021","London","Outer London - East and North East","HEO","Male","140","135","38530","38410"
"In post","2021","London","Outer London - East and North East","SEO","Female","45","40","44970","42900"
"In post","2021","London","Outer London - East and North East","SEO","Male","35","30","50310","49780"
"In post","2021","London","Outer London - East and North East","Unknown","Female","215","205","32910","34100"
"In post","2021","London","Outer London - East and North East","Unknown","Male","70","70","33590","33950"
"In post","2021","London","Outer London - South","AA","Female","135","110","21130","22210"
"In post","2021","London","Outer London - South","AA","Male","125","120","21390","22210"
"In post","2021","London","Outer London - South","AO","Female","1145","1015","24630","25630"
"In post","2021","London","Outer London - South","AO","Male","605","585","24660","25630"
"In post","2021","London","Outer London - South","EO","Female","1965","1800","29900","29570"
"In post","2021","London","Outer London - South","EO","Male","1255","1230","30070","29570"
"In post","2021","London","Outer London - South","G6","Female","200","190","71230","70390"
"In post","2021","London","Outer London - South","G6","Male","275","265","72900","71290"
"In post","2021","London","Outer London - South","G7","Female","510","490","59630","58710"
"In post","2021","London","Outer London - South","G7","Male","605","600","59870","59160"
"In post","2021","London","Outer London - South","HEO","Female","1175","1120","35740","35710"
"In post","2021","London","Outer London - South","HEO","Male","980","960","36300","36160"
"In post","2021","London","Outer London - South","SCS level","Female","45","40","86930","82030"
"In post","2021","London","Outer London - South","SCS level","Male","30","30","97540","84690"
"In post","2021","London","Outer London - South","SEO","Female","770","730","43910","42550"
"In post","2021","London","Outer London - South","SEO","Male","740","725","44070","42550"
"In post","2021","London","Outer London - South","Unknown","Female","135","125","33650","32090"
"In post","2021","London","Outer London - South","Unknown","Male","45","45","34710","32090"
"In post","2021","London","Outer London - West and North West","AA","Female","180","150","21980","22210"
"In post","2021","London","Outer London - West and North West","AA","Male","165","155","22540","22210"
"In post","2021","London","Outer London - West and North West","AO","Female","990","880","25440","25110"
"In post","2021","London","Outer London - West and North West","AO","Male","730","705","27410","25630"
"In post","2021","London","Outer London - West and North West","EO","Female","2170","1970","29970","30500"
"In post","2021","London","Outer London - West and North West","EO","Male","1850","1705","29880","30160"
"In post","2021","London","Outer London - West and North West","G6","Female","65","60","70470","68720"
"In post","2021","London","Outer London - West and North West","G6","Male","70","65","68990","69070"
"In post","2021","London","Outer London - West and North West","G7","Female","215","205","54890","54230"
"In post","2021","London","Outer London - West and North West","G7","Male","210","210","57110","57460"
"In post","2021","London","Outer London - West and North West","HEO","Female","690","650","34650","35200"
"In post","2021","London","Outer London - West and North West","HEO","Male","615","590","35400","35270"
"In post","2021","London","Outer London - West and North West","SCS level","Female","30","25","116060","108190"
"In post","2021","London","Outer London - West and North West","SCS level","Male","30","25","[c]","[c]"
"In post","2021","London","Outer London - West and North West","SEO","Female","420","395","42590","41990"
"In post","2021","London","Outer London - West and North West","SEO","Male","380","375","43910","43400"
"In post","2021","London","Outer London - West and North West","Unknown","Female","195","185","32420","28690"
"In post","2021","London","Outer London - West and North West","Unknown","Male","60","60","32550","29960"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","AA","Female","425","295","19770","20070"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","AA","Male","225","205","19510","20070"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","AO","Female","5375","4280","20810","21010"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","AO","Male","2980","2795","20750","21010"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","EO","Female","3310","2905","26580","27570"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","EO","Male","2230","2135","26400","26120"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","G6","Female","170","160","63110","64670"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","G6","Male","205","205","64770","64670"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","G7","Female","590","565","51290","52580"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","G7","Male","705","695","52070","52580"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","HEO","Female","1640","1515","31750","31810"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","HEO","Male","1310","1270","32100","31810"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","SCS level","Female","40","40","84830","76900"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","SCS level","Male","50","50","92390","88790"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","SEO","Female","865","805","38190","38630"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","SEO","Male","895","875","38590","38630"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","Unknown","Female","255","235","28690","28200"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","Unknown","Male","90","90","30870","30210"
"In post","2021","North East (England)","Tees Valley and Durham","AA","Female","265","225","19940","20600"
"In post","2021","North East (England)","Tees Valley and Durham","AA","Male","265","245","20140","20600"
"In post","2021","North East (England)","Tees Valley and Durham","AO","Female","2330","1975","22120","21300"
"In post","2021","North East (England)","Tees Valley and Durham","AO","Male","1815","1705","24850","22850"
"In post","2021","North East (England)","Tees Valley and Durham","EO","Female","1445","1265","27130","27570"
"In post","2021","North East (England)","Tees Valley and Durham","EO","Male","925","875","28110","27570"
"In post","2021","North East (England)","Tees Valley and Durham","G6","Female","30","30","68570","64670"
"In post","2021","North East (England)","Tees Valley and Durham","G6","Male","40","40","68590","63280"
"In post","2021","North East (England)","Tees Valley and Durham","G7","Female","165","155","53350","50630"
"In post","2021","North East (England)","Tees Valley and Durham","G7","Male","130","130","53420","50630"
"In post","2021","North East (England)","Tees Valley and Durham","HEO","Female","490","460","31890","31870"
"In post","2021","North East (England)","Tees Valley and Durham","HEO","Male","360","345","33410","33350"
"In post","2021","North East (England)","Tees Valley and Durham","SCS level","Female","10","10","[c]","[c]"
"In post","2021","North East (England)","Tees Valley and Durham","SCS level","Male","10","10","[c]","[c]"
"In post","2021","North East (England)","Tees Valley and Durham","SEO","Female","345","320","40240","38280"
"In post","2021","North East (England)","Tees Valley and Durham","SEO","Male","245","240","43340","40840"
"In post","2021","North East (England)","Tees Valley and Durham","Unknown","Female","290","265","29290","28200"
"In post","2021","North East (England)","Tees Valley and Durham","Unknown","Male","75","75","30200","30210"
"In post","2021","North West (England)","Cheshire","AA","Female","70","65","20070","20600"
"In post","2021","North West (England)","Cheshire","AA","Male","80","80","20250","20600"
"In post","2021","North West (England)","Cheshire","AO","Female","625","555","22640","21010"
"In post","2021","North West (England)","Cheshire","AO","Male","430","410","24970","23940"
"In post","2021","North West (England)","Cheshire","EO","Female","825","770","28970","27570"
"In post","2021","North West (England)","Cheshire","EO","Male","610","595","30330","28840"
"In post","2021","North West (England)","Cheshire","G6","Female","25","25","[c]","[c]"
"In post","2021","North West (England)","Cheshire","G6","Male","20","20","[c]","[c]"
"In post","2021","North West (England)","Cheshire","G7","Female","80","75","52980","52590"
"In post","2021","North West (England)","Cheshire","G7","Male","85","85","53990","51320"
"In post","2021","North West (England)","Cheshire","HEO","Female","265","255","35350","36740"
"In post","2021","North West (England)","Cheshire","HEO","Male","290","285","37960","38160"
"In post","2021","North West (England)","Cheshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Cheshire","SCS level","Male","5","5","[c]","[c]"
"In post","2021","North West (England)","Cheshire","SEO","Female","140","135","43620","45480"
"In post","2021","North West (England)","Cheshire","SEO","Male","150","150","45560","45480"
"In post","2021","North West (England)","Cheshire","Unknown","Female","155","140","29570","30210"
"In post","2021","North West (England)","Cheshire","Unknown","Male","40","40","28780","26740"
"In post","2021","North West (England)","Cumbria","AA","Female","45","40","19620","20230"
"In post","2021","North West (England)","Cumbria","AA","Male","40","40","20070","20060"
"In post","2021","North West (England)","Cumbria","AO","Female","515","430","21470","21050"
"In post","2021","North West (England)","Cumbria","AO","Male","325","315","23280","21050"
"In post","2021","North West (England)","Cumbria","EO","Female","360","310","26150","26350"
"In post","2021","North West (England)","Cumbria","EO","Male","215","210","26150","25990"
"In post","2021","North West (England)","Cumbria","G6","Female","5","5","[c]","[c]"
"In post","2021","North West (England)","Cumbria","G6","Male","10","10","[c]","[c]"
"In post","2021","North West (England)","Cumbria","G7","Female","35","35","52180","50540"
"In post","2021","North West (England)","Cumbria","G7","Male","30","30","[c]","[c]"
"In post","2021","North West (England)","Cumbria","HEO","Female","100","90","30930","30440"
"In post","2021","North West (England)","Cumbria","HEO","Male","85","85","31800","31090"
"In post","2021","North West (England)","Cumbria","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Cumbria","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Cumbria","SEO","Female","75","70","38780","37230"
"In post","2021","North West (England)","Cumbria","SEO","Male","55","55","41350","39570"
"In post","2021","North West (England)","Cumbria","Unknown","Female","105","95","32510","31150"
"In post","2021","North West (England)","Cumbria","Unknown","Male","140","135","41820","40670"
"In post","2021","North West (England)","Greater Manchester","AA","Female","245","220","19170","19960"
"In post","2021","North West (England)","Greater Manchester","AA","Male","235","215","19650","20070"
"In post","2021","North West (England)","Greater Manchester","AO","Female","3060","2645","21020","21010"
"In post","2021","North West (England)","Greater Manchester","AO","Male","2170","2085","22090","21010"
"In post","2021","North West (England)","Greater Manchester","EO","Female","3130","2860","26520","27570"
"In post","2021","North West (England)","Greater Manchester","EO","Male","2670","2595","26610","26480"
"In post","2021","North West (England)","Greater Manchester","G6","Female","255","245","65840","64670"
"In post","2021","North West (England)","Greater Manchester","G6","Male","280","275","67450","65000"
"In post","2021","North West (England)","Greater Manchester","G7","Female","775","735","53130","52580"
"In post","2021","North West (England)","Greater Manchester","G7","Male","785","770","53410","52580"
"In post","2021","North West (England)","Greater Manchester","HEO","Female","1605","1510","31740","31810"
"In post","2021","North West (England)","Greater Manchester","HEO","Male","1585","1550","32100","31810"
"In post","2021","North West (England)","Greater Manchester","SCS level","Female","65","60","85320","81330"
"In post","2021","North West (England)","Greater Manchester","SCS level","Male","75","75","88170","81120"
"In post","2021","North West (England)","Greater Manchester","SEO","Female","1080","1025","39120","38630"
"In post","2021","North West (England)","Greater Manchester","SEO","Male","950","925","39240","38630"
"In post","2021","North West (England)","Greater Manchester","Unknown","Female","545","510","29580","30210"
"In post","2021","North West (England)","Greater Manchester","Unknown","Male","210","195","30380","29770"
"In post","2021","North West (England)","Lancashire","AA","Female","240","210","19710","20070"
"In post","2021","North West (England)","Lancashire","AA","Male","225","210","20410","20600"
"In post","2021","North West (England)","Lancashire","AO","Female","3195","2705","21390","21010"
"In post","2021","North West (England)","Lancashire","AO","Male","2435","2300","22850","21010"
"In post","2021","North West (England)","Lancashire","EO","Female","2680","2340","27270","27570"
"In post","2021","North West (England)","Lancashire","EO","Male","1695","1630","27800","27570"
"In post","2021","North West (England)","Lancashire","G6","Female","80","75","65530","64670"
"In post","2021","North West (England)","Lancashire","G6","Male","125","120","68650","65570"
"In post","2021","North West (England)","Lancashire","G7","Female","310","290","52070","51470"
"In post","2021","North West (England)","Lancashire","G7","Male","255","250","53470","52580"
"In post","2021","North West (England)","Lancashire","HEO","Female","855","795","32580","31990"
"In post","2021","North West (England)","Lancashire","HEO","Male","615","590","33420","32250"
"In post","2021","North West (England)","Lancashire","SCS level","Female","30","30","78090","74340"
"In post","2021","North West (England)","Lancashire","SCS level","Male","15","15","[c]","[c]"
"In post","2021","North West (England)","Lancashire","SEO","Female","540","505","39460","38310"
"In post","2021","North West (England)","Lancashire","SEO","Male","375","360","40040","38630"
"In post","2021","North West (England)","Lancashire","Unknown","Female","335","305","29200","30210"
"In post","2021","North West (England)","Lancashire","Unknown","Male","95","95","31140","32100"
"In post","2021","North West (England)","Merseyside","AA","Female","290","230","18360","17990"
"In post","2021","North West (England)","Merseyside","AA","Male","275","265","19050","17990"
"In post","2021","North West (England)","Merseyside","AO","Female","4145","3450","21110","21180"
"In post","2021","North West (England)","Merseyside","AO","Male","2460","2330","21650","21430"
"In post","2021","North West (England)","Merseyside","EO","Female","3865","3410","26240","26160"
"In post","2021","North West (England)","Merseyside","EO","Male","2325","2230","26290","26000"
"In post","2021","North West (England)","Merseyside","G6","Female","145","140","65480","64670"
"In post","2021","North West (England)","Merseyside","G6","Male","160","155","66080","64670"
"In post","2021","North West (England)","Merseyside","G7","Female","585","555","52220","52580"
"In post","2021","North West (England)","Merseyside","G7","Male","535","520","53830","52580"
"In post","2021","North West (England)","Merseyside","HEO","Female","1465","1360","31560","31810"
"In post","2021","North West (England)","Merseyside","HEO","Male","1155","1125","31910","31810"
"In post","2021","North West (England)","Merseyside","SCS level","Female","40","40","88740","82500"
"In post","2021","North West (England)","Merseyside","SCS level","Male","45","45","92490","88050"
"In post","2021","North West (England)","Merseyside","SEO","Female","820","775","38730","38630"
"In post","2021","North West (England)","Merseyside","SEO","Male","765","745","40350","38630"
"In post","2021","North West (England)","Merseyside","Unknown","Female","325","295","28970","28200"
"In post","2021","North West (England)","Merseyside","Unknown","Male","85","80","31290","32690"
"In post","2021","Northern Ireland","Northern Ireland","AA","Female","75","70","19530","20070"
"In post","2021","Northern Ireland","Northern Ireland","AA","Male","420","410","19970","20310"
"In post","2021","Northern Ireland","Northern Ireland","AO","Female","625","535","21100","21430"
"In post","2021","Northern Ireland","Northern Ireland","AO","Male","565","540","21170","20710"
"In post","2021","Northern Ireland","Northern Ireland","EO","Female","500","455","26610","25560"
"In post","2021","Northern Ireland","Northern Ireland","EO","Male","480","470","26510","25560"
"In post","2021","Northern Ireland","Northern Ireland","G6","Female","15","15","[c]","[c]"
"In post","2021","Northern Ireland","Northern Ireland","G6","Male","20","20","[c]","[c]"
"In post","2021","Northern Ireland","Northern Ireland","G7","Female","95","90","54240","52580"
"In post","2021","Northern Ireland","Northern Ireland","G7","Male","105","100","54010","52580"
"In post","2021","Northern Ireland","Northern Ireland","HEO","Female","295","275","32610","31810"
"In post","2021","Northern Ireland","Northern Ireland","HEO","Male","325","320","33070","31810"
"In post","2021","Northern Ireland","Northern Ireland","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Northern Ireland","Northern Ireland","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Northern Ireland","Northern Ireland","SEO","Female","145","140","38770","38630"
"In post","2021","Northern Ireland","Northern Ireland","SEO","Male","135","130","39690","38630"
"In post","2021","Northern Ireland","Northern Ireland","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Northern Ireland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Overseas","AA","Female","[c]","[c]","[c]","[c]"
