"Status","Year","Function_of_post","Parent_department","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Department for Education","G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","G7","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","HEO","Heterosexual / straight","35","[c]","33340","33190"
"Leaver CS","2021","Unknown","Department for Education","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","SEO","Heterosexual / straight","60","[c]","39520","39180"
"Leaver CS","2021","Unknown","Department for Education","SEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","AA","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","AO","Heterosexual / straight","1160","[c]","21310","21010"
"Leaver CS","2021","Unknown","Department for Work and Pensions","AO","LGBO","75","[c]","21590","21010"
"Leaver CS","2021","Unknown","Department for Work and Pensions","AO","Undeclared","130","[c]","21020","21010"
"Leaver CS","2021","Unknown","Department for Work and Pensions","AO","Unknown","670","[c]","21010","21010"
"Leaver CS","2021","Unknown","Department for Work and Pensions","EO","Heterosexual / straight","885","[c]","27930","27570"
"Leaver CS","2021","Unknown","Department for Work and Pensions","EO","LGBO","55","[c]","28040","27570"
"Leaver CS","2021","Unknown","Department for Work and Pensions","EO","Undeclared","120","[c]","27810","27570"
"Leaver CS","2021","Unknown","Department for Work and Pensions","EO","Unknown","800","[c]","28250","27570"
"Leaver CS","2021","Unknown","Department for Work and Pensions","G6","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","G6","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","G6","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","G7","Heterosexual / straight","45","[c]","52420","49960"
"Leaver CS","2021","Unknown","Department for Work and Pensions","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","G7","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","HEO","Heterosexual / straight","145","[c]","33960","34290"
"Leaver CS","2021","Unknown","Department for Work and Pensions","HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","HEO","Unknown","55","[c]","33570","33180"
"Leaver CS","2021","Unknown","Department for Work and Pensions","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","SEO","Heterosexual / straight","65","[c]","38150","37880"
"Leaver CS","2021","Unknown","Department for Work and Pensions","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","SEO","Unknown","40","[c]","39000","39660"
"Leaver CS","2021","Unknown","Department of Health and Social Care","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","EO","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","G6","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","G7","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","SCS level","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","SEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","AO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","G6","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","SCS level","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","AA","Unknown","155","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","AO","Unknown","2285","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","EO","Unknown","1175","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","G6","Unknown","100","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","G7","Unknown","235","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","HEO","Unknown","760","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","SCS level","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","SEO","Unknown","350","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Unknown","Unknown","340","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","AA","Heterosexual / straight","90","[c]","19990","21770"
"Leaver CS","2021","Unknown","Home Office","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","AA","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","AO","Heterosexual / straight","275","[c]","21890","21430"
"Leaver CS","2021","Unknown","Home Office","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","AO","Undeclared","35","[c]","22150","21010"
"Leaver CS","2021","Unknown","Home Office","AO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","EO","Heterosexual / straight","345","[c]","26790","27240"
"Leaver CS","2021","Unknown","Home Office","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","EO","Undeclared","80","[c]","27560","27370"
"Leaver CS","2021","Unknown","Home Office","EO","Unknown","50","[c]","27150","28650"
"Leaver CS","2021","Unknown","Home Office","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","G6","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","G7","Heterosexual / straight","50","[c]","57850","57430"
"Leaver CS","2021","Unknown","Home Office","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","G7","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","HEO","Heterosexual / straight","100","[c]","34110","34250"
"Leaver CS","2021","Unknown","Home Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","HEO","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","HEO","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","SEO","Heterosexual / straight","65","[c]","41820","41650"
"Leaver CS","2021","Unknown","Home Office","SEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","SEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","AA","Heterosexual / straight","120","[c]","19120","18800"
"Leaver CS","2021","Unknown","Ministry of Defence","AA","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","AA","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","AA","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","AO","Heterosexual / straight","285","[c]","21490","21130"
"Leaver CS","2021","Unknown","Ministry of Defence","AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","AO","Undeclared","50","[c]","21820","21370"
"Leaver CS","2021","Unknown","Ministry of Defence","AO","Unknown","40","[c]","21460","21130"
"Leaver CS","2021","Unknown","Ministry of Defence","EO","Heterosexual / straight","275","[c]","29190","29670"
"Leaver CS","2021","Unknown","Ministry of Defence","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","EO","Undeclared","35","[c]","28890","28470"
"Leaver CS","2021","Unknown","Ministry of Defence","EO","Unknown","45","[c]","28770","29930"
"Leaver CS","2021","Unknown","Ministry of Defence","G6","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","G6","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","HEO","Heterosexual / straight","160","[c]","35020","33700"
"Leaver CS","2021","Unknown","Ministry of Defence","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","HEO","Unknown","65","[c]","35610","35970"
"Leaver CS","2021","Unknown","Ministry of Defence","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","SEO","Heterosexual / straight","55","[c]","43280","41720"
"Leaver CS","2021","Unknown","Ministry of Defence","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","SEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Unknown","Unknown","150","[c]","35000","32400"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","HEO","LGBO","[c]","[c]","[c]","[c]"
