"Status","Year","Disability","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Asian","East Midlands (England)","205","180","26320","24000"
"In post","2021","Declared disabled","Asian","East of England","130","115","29430","27570"
"In post","2021","Declared disabled","Asian","London","1275","1180","35810","31520"
"In post","2021","Declared disabled","Asian","North East (England)","35","30","27150","26560"
"In post","2021","Declared disabled","Asian","North West (England)","255","230","27140","25410"
"In post","2021","Declared disabled","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Overseas","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scotland","40","35","29480","25870"
"In post","2021","Declared disabled","Asian","South East (England)","110","100","30130","27980"
"In post","2021","Declared disabled","Asian","South West (England)","65","60","31300","27570"
"In post","2021","Declared disabled","Asian","Unknown","25","25","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wales","25","25","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Midlands (England)","405","370","27150","27570"
"In post","2021","Declared disabled","Asian","Yorkshire and The Humber","185","170","27640","27570"
"In post","2021","Declared disabled","Black","East Midlands (England)","60","55","25950","26520"
"In post","2021","Declared disabled","Black","East of England","75","70","29380","29290"
"In post","2021","Declared disabled","Black","London","1205","1150","33460","31060"
"In post","2021","Declared disabled","Black","North East (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","North West (England)","65","60","29600","27570"
"In post","2021","Declared disabled","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Overseas","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Scotland","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","South East (England)","75","70","30990","27630"
"In post","2021","Declared disabled","Black","South West (England)","55","50","31440","28650"
"In post","2021","Declared disabled","Black","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Wales","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","West Midlands (England)","160","150","28180","27570"
"In post","2021","Declared disabled","Black","Yorkshire and The Humber","60","55","29750","27570"
"In post","2021","Declared disabled","Chinese","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","London","35","30","36380","31110"
"In post","2021","Declared disabled","Chinese","North East (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Chinese","North West (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","East Midlands (England)","60","55","30080","27570"
"In post","2021","Declared disabled","Mixed","East of England","70","65","29580","27570"
"In post","2021","Declared disabled","Mixed","London","420","400","39090","33640"
"In post","2021","Declared disabled","Mixed","North East (England)","35","30","31870","27570"
"In post","2021","Declared disabled","Mixed","North West (England)","145","130","27900","26470"
"In post","2021","Declared disabled","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Overseas","15","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Scotland","35","35","30470","27570"
"In post","2021","Declared disabled","Mixed","South East (England)","100","95","31890","29290"
"In post","2021","Declared disabled","Mixed","South West (England)","85","80","32630","27570"
"In post","2021","Declared disabled","Mixed","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Wales","55","55","28850","27570"
"In post","2021","Declared disabled","Mixed","West Midlands (England)","75","65","27670","27470"
"In post","2021","Declared disabled","Mixed","Yorkshire and The Humber","90","80","29770","27570"
"In post","2021","Declared disabled","Other ethnicity","East Midlands (England)","15","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","East of England","20","20","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","London","160","155","39730","34650"
"In post","2021","Declared disabled","Other ethnicity","North East (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","North West (England)","35","35","30150","27570"
"In post","2021","Declared disabled","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Scotland","15","15","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","South East (England)","25","25","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","South West (England)","15","15","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Wales","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","West Midlands (England)","25","25","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","East Midlands (England)","115","105","27910","27370"
"In post","2021","Declared disabled","Undeclared","East of England","100","90","30840","29050"
"In post","2021","Declared disabled","Undeclared","London","405","380","38050","31880"
"In post","2021","Declared disabled","Undeclared","North East (England)","100","90","28050","25560"
"In post","2021","Declared disabled","Undeclared","North West (England)","265","235","28050","27570"
"In post","2021","Declared disabled","Undeclared","Northern Ireland","10","10","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Overseas","15","15","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Scotland","150","140","30480","27570"
"In post","2021","Declared disabled","Undeclared","South East (England)","215","195","29530","27570"
"In post","2021","Declared disabled","Undeclared","South West (England)","265","245","33490","29360"
"In post","2021","Declared disabled","Undeclared","Unknown","10","5","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Wales","105","100","29200","27570"
"In post","2021","Declared disabled","Undeclared","West Midlands (England)","135","125","29230","27570"
"In post","2021","Declared disabled","Undeclared","Yorkshire and The Humber","150","135","29660","27570"
"In post","2021","Declared disabled","Unknown","East Midlands (England)","55","50","29490","27570"
"In post","2021","Declared disabled","Unknown","East of England","40","40","28050","27690"
"In post","2021","Declared disabled","Unknown","London","250","240","39450","35630"
"In post","2021","Declared disabled","Unknown","North East (England)","95","80","25120","21440"
"In post","2021","Declared disabled","Unknown","North West (England)","135","120","27360","26000"
"In post","2021","Declared disabled","Unknown","Northern Ireland","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Overseas","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Scotland","250","220","31960","33430"
"In post","2021","Declared disabled","Unknown","South East (England)","110","95","28500","26700"
"In post","2021","Declared disabled","Unknown","South West (England)","95","90","33370","28430"
"In post","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Wales","60","55","28100","25890"
"In post","2021","Declared disabled","Unknown","West Midlands (England)","75","65","29500","27570"
"In post","2021","Declared disabled","Unknown","Yorkshire and The Humber","65","60","27830","26000"
"In post","2021","Declared disabled","White","East Midlands (England)","2170","1985","28670","27570"
"In post","2021","Declared disabled","White","East of England","2145","1965","29870","27570"
"In post","2021","Declared disabled","White","London","5450","5210","43590","37920"
"In post","2021","Declared disabled","White","North East (England)","3125","2745","26950","25560"
"In post","2021","Declared disabled","White","North West (England)","6105","5485","28300","27370"
"In post","2021","Declared disabled","White","Northern Ireland","305","280","27280","25560"
"In post","2021","Declared disabled","White","Overseas","170","170","49400","52430"
"In post","2021","Declared disabled","White","Scotland","3965","3605","30300","27570"
"In post","2021","Declared disabled","White","South East (England)","3930","3615","30270","27570"
"In post","2021","Declared disabled","White","South West (England)","4175","3860","32170","28200"
"In post","2021","Declared disabled","White","Unknown","140","130","31450","27570"
"In post","2021","Declared disabled","White","Wales","3260","2910","28640","26780"
"In post","2021","Declared disabled","White","West Midlands (England)","2715","2465","29220","27570"
"In post","2021","Declared disabled","White","Yorkshire and The Humber","3405","3060","30230","27570"
"In post","2021","Declared non-disabled","Asian","East Midlands (England)","1315","1185","27010","25560"
"In post","2021","Declared non-disabled","Asian","East of England","890","800","29530","27570"
"In post","2021","Declared non-disabled","Asian","London","10670","10075","36860","31800"
"In post","2021","Declared non-disabled","Asian","North East (England)","315","290","27380","23140"
"In post","2021","Declared non-disabled","Asian","North West (England)","2020","1860","27410","25560"
"In post","2021","Declared non-disabled","Asian","Northern Ireland","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Overseas","125","125","45880","39980"
"In post","2021","Declared non-disabled","Asian","Scotland","380","355","31870","27260"
"In post","2021","Declared non-disabled","Asian","South East (England)","1080","1000","30270","27850"
"In post","2021","Declared non-disabled","Asian","South West (England)","620","590","34400","31600"
"In post","2021","Declared non-disabled","Asian","Unknown","130","115","28880","27570"
"In post","2021","Declared non-disabled","Asian","Wales","345","325","30160","25560"
"In post","2021","Declared non-disabled","Asian","West Midlands (England)","3240","3015","27540","25790"
"In post","2021","Declared non-disabled","Asian","Yorkshire and The Humber","1870","1720","27850","25560"
"In post","2021","Declared non-disabled","Black","East Midlands (England)","385","360","27080","26090"
"In post","2021","Declared non-disabled","Black","East of England","470","445","30370","29290"
"In post","2021","Declared non-disabled","Black","London","7675","7430","34570","31060"
"In post","2021","Declared non-disabled","Black","North East (England)","120","115","27290","25560"
"In post","2021","Declared non-disabled","Black","North West (England)","575","545","28110","26550"
"In post","2021","Declared non-disabled","Black","Northern Ireland","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Overseas","50","50","42160","37500"
"In post","2021","Declared non-disabled","Black","Scotland","185","175","31180","27570"
"In post","2021","Declared non-disabled","Black","South East (England)","675","650","30530","29290"
"In post","2021","Declared non-disabled","Black","South West (England)","425","410","32380","31020"
"In post","2021","Declared non-disabled","Black","Unknown","45","45","30330","30410"
"In post","2021","Declared non-disabled","Black","Wales","145","135","28670","26290"
"In post","2021","Declared non-disabled","Black","West Midlands (England)","915","860","27770","26550"
"In post","2021","Declared non-disabled","Black","Yorkshire and The Humber","400","380","28670","27570"
"In post","2021","Declared non-disabled","Chinese","East Midlands (England)","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","East of England","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","London","475","465","43440","39830"
"In post","2021","Declared non-disabled","Chinese","North East (England)","40","35","28550","25560"
"In post","2021","Declared non-disabled","Chinese","North West (England)","115","110","28690","25190"
"In post","2021","Declared non-disabled","Chinese","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Overseas","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Scotland","40","40","31460","26580"
"In post","2021","Declared non-disabled","Chinese","South East (England)","75","70","31350","28750"
"In post","2021","Declared non-disabled","Chinese","South West (England)","45","45","30420","27570"
"In post","2021","Declared non-disabled","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Wales","50","50","31470","29720"
"In post","2021","Declared non-disabled","Chinese","West Midlands (England)","35","30","29070","26160"
"In post","2021","Declared non-disabled","Chinese","Yorkshire and The Humber","40","40","29140","24970"
"In post","2021","Declared non-disabled","Mixed","East Midlands (England)","250","230","30120","27570"
"In post","2021","Declared non-disabled","Mixed","East of England","295","275","30160","28080"
"In post","2021","Declared non-disabled","Mixed","London","2555","2480","40960","35700"
"In post","2021","Declared non-disabled","Mixed","North East (England)","155","145","28670","25560"
"In post","2021","Declared non-disabled","Mixed","North West (England)","535","500","29840","26470"
"In post","2021","Declared non-disabled","Mixed","Northern Ireland","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Overseas","90","90","48410","50940"
