"Status","Year","Age","Organisation","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Standards and Testing Agency","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Standards and Testing Agency","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Standards and Testing Agency","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Standards and Testing Agency","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Student Awards Agency for Scotland","Unknown","AA","15","10","21400","22230"
"In post","2021","40-49","Student Awards Agency for Scotland","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Student Awards Agency for Scotland","Unknown","EO","15","15","28290","27150"
"In post","2021","40-49","Student Awards Agency for Scotland","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Student Awards Agency for Scotland","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Student Awards Agency for Scotland","Unknown","HEO","10","10","35250","35110"
"In post","2021","40-49","Student Awards Agency for Scotland","Unknown","SEO","10","10","46250","48600"
"In post","2021","40-49","Submarine Delivery Agency","Commercial","Unknown","35","35","41710","40070"
"In post","2021","40-49","Submarine Delivery Agency","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Submarine Delivery Agency","Finance","Unknown","35","35","45830","46010"
"In post","2021","40-49","Submarine Delivery Agency","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Submarine Delivery Agency","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Submarine Delivery Agency","Knowledge and Information Management","Unknown","10","10","39490","39860"
"In post","2021","40-49","Submarine Delivery Agency","Operational Delivery","Unknown","50","45","38880","38670"
"In post","2021","40-49","Submarine Delivery Agency","Project Delivery","Unknown","125","125","46620","41920"
"In post","2021","40-49","Submarine Delivery Agency","Science and Engineering","Unknown","105","105","49580","49540"
"In post","2021","40-49","Submarine Delivery Agency","Security","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Submarine Delivery Agency","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Teaching Regulation Agency","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Teaching Regulation Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Teaching Regulation Agency","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Teaching Regulation Agency","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Teaching Regulation Agency","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Digital, Data and Technology","G7","5","5","[c]","[c]"
"In post","2021","40-49","The National Archives","Digital, Data and Technology","HEO","5","5","[c]","[c]"
"In post","2021","40-49","The National Archives","Digital, Data and Technology","SEO","20","20","42880","41380"
"In post","2021","40-49","The National Archives","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Knowledge and Information Management","HEO","10","10","32010","31260"
"In post","2021","40-49","The National Archives","Knowledge and Information Management","SEO","10","10","[c]","[c]"
"In post","2021","40-49","The National Archives","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Operational Delivery","AO","10","10","21200","21100"
"In post","2021","40-49","The National Archives","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Operational Delivery","SEO","10","10","36590","35930"
"In post","2021","40-49","The National Archives","Other","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Other","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Other","G7","5","5","[c]","[c]"
"In post","2021","40-49","The National Archives","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Property","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Transport Scotland","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Transport Scotland","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Transport Scotland","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Transport Scotland","Unknown","G6","25","25","71970","73940"
"In post","2021","40-49","Transport Scotland","Unknown","G7","30","25","57990","61010"
"In post","2021","40-49","Transport Scotland","Unknown","HEO","15","15","33480","33620"
"In post","2021","40-49","Transport Scotland","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Transport Scotland","Unknown","SEO","45","45","44920","46600"
"In post","2021","40-49","UK Export Finance","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Digital, Data and Technology","G7","5","5","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Digital, Data and Technology","SEO","5","5","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Legal","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Operational Delivery","EO","5","5","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Operational Delivery","G6","10","10","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Operational Delivery","G7","15","15","64950","63240"
"In post","2021","40-49","UK Export Finance","Operational Delivery","HEO","5","5","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Operational Delivery","SEO","20","20","47910","47610"
"In post","2021","40-49","UK Export Finance","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Security","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Digital, Data and Technology","G7","5","5","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Digital, Data and Technology","HEO","15","15","33780","33290"
"In post","2021","40-49","UK Hydrographic Office","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Digital, Data and Technology","SEO","25","25","43100","42510"
"In post","2021","40-49","UK Hydrographic Office","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Legal","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Operational Delivery","AO","5","5","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Operational Delivery","EO","40","35","27500","27150"
"In post","2021","40-49","UK Hydrographic Office","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Operational Delivery","G7","10","10","53930","53720"
"In post","2021","40-49","UK Hydrographic Office","Operational Delivery","HEO","50","50","33480","33290"
"In post","2021","40-49","UK Hydrographic Office","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Operational Delivery","SEO","25","25","42810","42510"
"In post","2021","40-49","UK Hydrographic Office","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Digital, Data and Technology","G7","10","10","62380","63480"
"In post","2021","40-49","UK Intellectual Property Office","Digital, Data and Technology","HEO","20","20","37050","38030"
"In post","2021","40-49","UK Intellectual Property Office","Digital, Data and Technology","SEO","25","25","46230","47240"
"In post","2021","40-49","UK Intellectual Property Office","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Economics","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Legal","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Legal","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Operational Delivery","AO","40","35","20830","21140"
"In post","2021","40-49","UK Intellectual Property Office","Operational Delivery","EO","80","70","24920","23320"
"In post","2021","40-49","UK Intellectual Property Office","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Operational Delivery","HEO","20","20","30520","30440"
"In post","2021","40-49","UK Intellectual Property Office","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Operational Delivery","SEO","10","10","39440","39160"
"In post","2021","40-49","UK Intellectual Property Office","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Policy","G7","10","10","57480","57530"
"In post","2021","40-49","UK Intellectual Property Office","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Policy","SEO","10","10","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Project Delivery","SEO","5","5","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Science and Engineering","EO","5","5","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Science and Engineering","G6","15","15","66080","66440"
"In post","2021","40-49","UK Intellectual Property Office","Science and Engineering","G7","75","70","59190","59720"
"In post","2021","40-49","UK Intellectual Property Office","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Science and Engineering","SEO","20","20","41230","40870"
"In post","2021","40-49","UK Intellectual Property Office","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Space Agency","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Space Agency","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Space Agency","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Space Agency","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Space Agency","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Space Agency","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Space Agency","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Space Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Space Agency","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Space Agency","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Space Agency","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Space Agency","Policy","G6","10","10","[c]","[c]"
"In post","2021","40-49","UK Space Agency","Policy","G7","15","15","53830","54420"
"In post","2021","40-49","UK Space Agency","Policy","HEO","5","5","[c]","[c]"
"In post","2021","40-49","UK Space Agency","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Space Agency","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Space Agency","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Space Agency","Project Delivery","G7","5","5","[c]","[c]"
"In post","2021","40-49","UK Space Agency","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Space Agency","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Supreme Court","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Supreme Court","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Supreme Court","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Supreme Court","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Supreme Court","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Supreme Court","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Supreme Court","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Communications","G7","5","5","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Communications","HEO","5","5","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Digital, Data and Technology","EO","10","10","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Digital, Data and Technology","G6","10","10","60510","58030"
"In post","2021","40-49","United Kingdom Statistics Authority","Digital, Data and Technology","G7","65","65","51250","49180"
"In post","2021","40-49","United Kingdom Statistics Authority","Digital, Data and Technology","HEO","15","15","31470","30130"
"In post","2021","40-49","United Kingdom Statistics Authority","Digital, Data and Technology","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Digital, Data and Technology","SEO","45","45","37330","36480"
"In post","2021","40-49","United Kingdom Statistics Authority","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Economics","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Economics","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Economics","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Human Resources","EO","5","5","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Human Resources","G7","10","5","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Human Resources","HEO","10","10","30010","29540"
"In post","2021","40-49","United Kingdom Statistics Authority","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Human Resources","SEO","10","10","36840","36030"
"In post","2021","40-49","United Kingdom Statistics Authority","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Operational Delivery","AA","45","30","20270","19130"
"In post","2021","40-49","United Kingdom Statistics Authority","Operational Delivery","AO","135","105","19600","19520"
"In post","2021","40-49","United Kingdom Statistics Authority","Operational Delivery","EO","100","95","24060","23520"
"In post","2021","40-49","United Kingdom Statistics Authority","Operational Delivery","G6","10","10","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Operational Delivery","G7","55","50","49660","49100"
"In post","2021","40-49","United Kingdom Statistics Authority","Operational Delivery","HEO","95","95","30220","29540"
"In post","2021","40-49","United Kingdom Statistics Authority","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Operational Delivery","SEO","95","90","36740","36030"
"In post","2021","40-49","United Kingdom Statistics Authority","Operational Research","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Project Delivery","G6","10","10","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Project Delivery","G7","20","20","50380","49120"
"In post","2021","40-49","United Kingdom Statistics Authority","Project Delivery","HEO","10","10","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Project Delivery","SEO","15","15","36740","36030"
"In post","2021","40-49","United Kingdom Statistics Authority","Property","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Property","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Security","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Security","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Social Research","G6","5","5","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Social Research","G7","25","20","50090","49100"
"In post","2021","40-49","United Kingdom Statistics Authority","Social Research","HEO","25","20","31500","31770"
"In post","2021","40-49","United Kingdom Statistics Authority","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Social Research","SEO","40","35","38460","37950"
"In post","2021","40-49","United Kingdom Statistics Authority","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Statistics","G6","25","25","61300","58950"
