"Status","Year","Disability","Ethnicity","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared disabled","Undeclared","North West (England)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","South East (England)","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","South West (England)","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","West Midlands (England)","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","West Midlands (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","East of England","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","North East (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","North West (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Scotland","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","South East (England)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","South West (England)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","West Midlands (England)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","East Midlands (England)","Heterosexual / straight","90","[c]","28580","26690"
"Leaver CS","2021","Declared disabled","White","East Midlands (England)","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","East Midlands (England)","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","East Midlands (England)","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","East of England","Heterosexual / straight","100","[c]","27950","26740"
"Leaver CS","2021","Declared disabled","White","East of England","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","East of England","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","East of England","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","London","Heterosexual / straight","165","[c]","40030","33130"
"Leaver CS","2021","Declared disabled","White","London","LGBO","35","[c]","40960","36200"
"Leaver CS","2021","Declared disabled","White","London","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","London","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","North East (England)","Heterosexual / straight","90","[c]","25560","21010"
"Leaver CS","2021","Declared disabled","White","North East (England)","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","North East (England)","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","North East (England)","Unknown","80","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","North West (England)","Heterosexual / straight","175","[c]","29590","26120"
"Leaver CS","2021","Declared disabled","White","North West (England)","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","North West (England)","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","North West (England)","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Northern Ireland","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Northern Ireland","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Overseas","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Scotland","Heterosexual / straight","110","[c]","28880","27170"
"Leaver CS","2021","Declared disabled","White","Scotland","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Scotland","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Scotland","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","South East (England)","Heterosexual / straight","190","[c]","26520","25970"
"Leaver CS","2021","Declared disabled","White","South East (England)","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","South East (England)","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","South East (England)","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","South West (England)","Heterosexual / straight","205","[c]","29490","26380"
"Leaver CS","2021","Declared disabled","White","South West (England)","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","South West (England)","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","South West (England)","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Wales","Heterosexual / straight","115","[c]","26130","21590"
"Leaver CS","2021","Declared disabled","White","Wales","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Wales","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Wales","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","West Midlands (England)","Heterosexual / straight","105","[c]","26120","26060"
"Leaver CS","2021","Declared disabled","White","West Midlands (England)","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","West Midlands (England)","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","West Midlands (England)","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Yorkshire and The Humber","Heterosexual / straight","130","[c]","28950","26670"
"Leaver CS","2021","Declared disabled","White","Yorkshire and The Humber","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Yorkshire and The Humber","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Yorkshire and The Humber","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","East Midlands (England)","Heterosexual / straight","40","[c]","26120","21760"
"Leaver CS","2021","Declared non-disabled","Asian","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","East Midlands (England)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","East of England","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","East of England","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","London","Heterosexual / straight","295","[c]","32620","28600"
"Leaver CS","2021","Declared non-disabled","Asian","London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","London","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","London","Unknown","110","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","North East (England)","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","North East (England)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","North West (England)","Heterosexual / straight","45","[c]","24300","21160"
"Leaver CS","2021","Declared non-disabled","Asian","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","North West (England)","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","North West (England)","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Scotland","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Scotland","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","South East (England)","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","South West (England)","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","West Midlands (England)","Heterosexual / straight","65","[c]","26010","21010"
"Leaver CS","2021","Declared non-disabled","Asian","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","West Midlands (England)","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Yorkshire and The Humber","Heterosexual / straight","45","[c]","29600","25310"
"Leaver CS","2021","Declared non-disabled","Asian","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Yorkshire and The Humber","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","East Midlands (England)","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","East of England","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","East of England","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","London","Heterosexual / straight","220","[c]","32500","28170"
"Leaver CS","2021","Declared non-disabled","Black","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","London","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","North West (England)","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","North West (England)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Scotland","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","South East (England)","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","South West (England)","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Wales","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","West Midlands (England)","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","West Midlands (England)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Yorkshire and The Humber","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","East of England","Unknown","[c]","[c]","[c]","[c]"
