"Status","Year","Age","Function_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","60-64","Digital, Data & Technology","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Grants Management","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Grants Management","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Grants Management","AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Grants Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Grants Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Grants Management","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Grants Management","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Grants Management","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Grants Management","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Grants Management","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Grants Management","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","G6","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","G7","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","AA","Heterosexual / straight","75","[c]","17450","16930"
"Leaver CS","2021","60-64","No function","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","AA","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","AA","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","AO","Heterosexual / straight","215","[c]","21280","20650"
"Leaver CS","2021","60-64","No function","AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","AO","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","AO","Unknown","100","[c]","21790","21170"
"Leaver CS","2021","60-64","No function","EO","Heterosexual / straight","100","[c]","28010","27130"
"Leaver CS","2021","60-64","No function","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","EO","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","EO","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","G6","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","G6","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","G6","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","G7","Heterosexual / straight","30","[c]","62820","57450"
"Leaver CS","2021","60-64","No function","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","G7","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","HEO","Heterosexual / straight","70","[c]","34590","33840"
"Leaver CS","2021","60-64","No function","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","HEO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","SCS level","Heterosexual / straight","35","[c]","104730","104930"
"Leaver CS","2021","60-64","No function","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","SEO","Heterosexual / straight","55","[c]","45930","45240"
"Leaver CS","2021","60-64","No function","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","SEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","SEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Unknown","Heterosexual / straight","70","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Unknown","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","SEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","AA","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","AA","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","AO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","AA","Heterosexual / straight","30","[c]","19340","18920"
"Leaver CS","2021","60-64","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","AA","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","AA","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","AO","Heterosexual / straight","275","[c]","21230","21010"
"Leaver CS","2021","60-64","Unknown","AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","AO","Undeclared","50","[c]","21520","21010"
"Leaver CS","2021","60-64","Unknown","AO","Unknown","525","[c]","21170","21010"
"Leaver CS","2021","60-64","Unknown","EO","Heterosexual / straight","340","[c]","27990","27570"
"Leaver CS","2021","60-64","Unknown","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","EO","Undeclared","55","[c]","28270","27570"
"Leaver CS","2021","60-64","Unknown","EO","Unknown","430","[c]","27580","27570"
"Leaver CS","2021","60-64","Unknown","G6","Heterosexual / straight","35","[c]","73410","72780"
"Leaver CS","2021","60-64","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","G6","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","G6","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","G7","Heterosexual / straight","55","[c]","56130","56510"
"Leaver CS","2021","60-64","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","G7","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","HEO","Heterosexual / straight","130","[c]","34610","34270"
"Leaver CS","2021","60-64","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","HEO","Undeclared","30","[c]","34510","34290"
"Leaver CS","2021","60-64","Unknown","HEO","Unknown","235","[c]","34520","34290"
"Leaver CS","2021","60-64","Unknown","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","SCS level","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","SEO","Heterosexual / straight","85","[c]","42260","41600"
"Leaver CS","2021","60-64","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","SEO","Unknown","135","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","Unknown","60","[c]","42540","36940"
"Leaver CS","2021","65+","Analysis","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Analysis","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Analysis","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Analysis","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Analysis","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Analysis","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Analysis","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Analysis","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Analysis","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Analysis","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","HEO","LGBO","[c]","[c]","[c]","[c]"
