"Status","Year","Region_ITL1","Region_ITL3","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East Midlands (England)","Leicester","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicester","SEO","Female","75","70","39070","38630"
"In post","2021","East Midlands (England)","Leicester","SEO","Male","55","55","42010","40760"
"In post","2021","East Midlands (England)","Leicester","Unknown","Female","130","120","28680","28200"
"In post","2021","East Midlands (England)","Leicester","Unknown","Male","35","30","30570","30810"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","AA","Female","110","100","19340","18800"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","AA","Male","95","90","20070","20600"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","AO","Female","390","345","22600","21140"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","AO","Male","360","350","25840","25400"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","EO","Female","275","250","26960","27370"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","EO","Male","270","260","28300","27380"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","G6","Female","5","5","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","G6","Male","10","10","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","G7","Female","20","20","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","G7","Male","20","20","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","HEO","Female","115","110","33020","32930"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","HEO","Male","150","145","36160","37180"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","SEO","Female","90","80","43130","41720"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","SEO","Male","60","60","46940","46280"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","Unknown","Female","35","35","33360","32690"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","Unknown","Male","5","5","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","AA","Female","155","145","19720","19560"
"In post","2021","East Midlands (England)","Lincolnshire","AA","Male","170","165","19510","19560"
"In post","2021","East Midlands (England)","Lincolnshire","AO","Female","525","470","21820","21010"
"In post","2021","East Midlands (England)","Lincolnshire","AO","Male","445","430","24670","24300"
"In post","2021","East Midlands (England)","Lincolnshire","EO","Female","395","360","27270","27570"
"In post","2021","East Midlands (England)","Lincolnshire","EO","Male","355","340","28400","27570"
"In post","2021","East Midlands (England)","Lincolnshire","G6","Female","5","5","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","G7","Female","30","25","55630","51720"
"In post","2021","East Midlands (England)","Lincolnshire","G7","Male","40","40","59610","55720"
"In post","2021","East Midlands (England)","Lincolnshire","HEO","Female","165","155","32920","33300"
"In post","2021","East Midlands (England)","Lincolnshire","HEO","Male","205","200","33660","33300"
"In post","2021","East Midlands (England)","Lincolnshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","SEO","Female","65","65","41760","40580"
"In post","2021","East Midlands (England)","Lincolnshire","SEO","Male","130","130","43070","42000"
"In post","2021","East Midlands (England)","Lincolnshire","Unknown","Female","100","95","29640","30210"
"In post","2021","East Midlands (England)","Lincolnshire","Unknown","Male","35","35","34460","32690"
"In post","2021","East Midlands (England)","North Northamptonshire","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","AO","Female","155","120","20970","21010"
"In post","2021","East Midlands (England)","North Northamptonshire","AO","Male","50","45","22050","21010"
"In post","2021","East Midlands (England)","North Northamptonshire","EO","Female","160","145","27490","27570"
"In post","2021","East Midlands (England)","North Northamptonshire","EO","Male","90","85","27900","27570"
"In post","2021","East Midlands (England)","North Northamptonshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","HEO","Female","15","15","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","HEO","Male","10","5","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","Unknown","Female","25","20","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","AA","Female","35","35","19920","20600"
"In post","2021","East Midlands (England)","North Nottinghamshire","AA","Male","65","60","20360","20600"
"In post","2021","East Midlands (England)","North Nottinghamshire","AO","Female","135","125","23560","23240"
"In post","2021","East Midlands (England)","North Nottinghamshire","AO","Male","185","180","26630","26810"
"In post","2021","East Midlands (England)","North Nottinghamshire","EO","Female","195","175","27470","27570"
"In post","2021","East Midlands (England)","North Nottinghamshire","EO","Male","130","120","28300","27570"
"In post","2021","East Midlands (England)","North Nottinghamshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","G7","Female","15","15","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","G7","Male","5","5","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","HEO","Female","40","40","33350","32250"
"In post","2021","East Midlands (England)","North Nottinghamshire","HEO","Male","45","40","34810","34290"
"In post","2021","East Midlands (England)","North Nottinghamshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","SEO","Female","30","30","46370","44630"
"In post","2021","East Midlands (England)","North Nottinghamshire","SEO","Male","20","20","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","Unknown","Female","70","65","29770","30210"
"In post","2021","East Midlands (England)","North Nottinghamshire","Unknown","Male","25","25","[c]","[c]"
"In post","2021","East Midlands (England)","Nottingham","AA","Female","65","55","19110","20070"
"In post","2021","East Midlands (England)","Nottingham","AA","Male","55","50","19230","20070"
"In post","2021","East Midlands (England)","Nottingham","AO","Female","1105","970","20930","20490"
"In post","2021","East Midlands (England)","Nottingham","AO","Male","860","820","21800","21010"
"In post","2021","East Midlands (England)","Nottingham","EO","Female","1230","1105","26060","26120"
"In post","2021","East Midlands (England)","Nottingham","EO","Male","915","890","26150","25560"
"In post","2021","East Midlands (England)","Nottingham","G6","Female","105","100","64680","64670"
"In post","2021","East Midlands (England)","Nottingham","G6","Male","95","95","67560","64670"
"In post","2021","East Midlands (England)","Nottingham","G7","Female","370","350","53340","52580"
"In post","2021","East Midlands (England)","Nottingham","G7","Male","380","370","53780","52580"
"In post","2021","East Midlands (England)","Nottingham","HEO","Female","845","785","31690","31810"
"In post","2021","East Midlands (England)","Nottingham","HEO","Male","755","735","32110","31810"
"In post","2021","East Midlands (England)","Nottingham","SCS level","Female","35","35","88390","79070"
"In post","2021","East Midlands (England)","Nottingham","SCS level","Male","30","30","92980","87580"
"In post","2021","East Midlands (England)","Nottingham","SEO","Female","540","505","39970","38630"
"In post","2021","East Midlands (England)","Nottingham","SEO","Male","400","385","40030","38640"
"In post","2021","East Midlands (England)","Nottingham","Unknown","Female","135","120","27600","28200"
"In post","2021","East Midlands (England)","Nottingham","Unknown","Male","40","35","29830","30210"
"In post","2021","East Midlands (England)","South and West Derbyshire","AA","Female","35","30","20410","20600"
"In post","2021","East Midlands (England)","South and West Derbyshire","AA","Male","30","25","[c]","[c]"
"In post","2021","East Midlands (England)","South and West Derbyshire","AO","Female","170","145","24540","23240"
"In post","2021","East Midlands (England)","South and West Derbyshire","AO","Male","110","105","26830","26810"
"In post","2021","East Midlands (England)","South and West Derbyshire","EO","Female","220","190","27640","27570"
"In post","2021","East Midlands (England)","South and West Derbyshire","EO","Male","150","140","28240","27570"
"In post","2021","East Midlands (England)","South and West Derbyshire","G6","Female","10","10","[c]","[c]"
"In post","2021","East Midlands (England)","South and West Derbyshire","G6","Male","15","10","[c]","[c]"
"In post","2021","East Midlands (England)","South and West Derbyshire","G7","Female","30","30","55820","53430"
"In post","2021","East Midlands (England)","South and West Derbyshire","G7","Male","45","40","56430","57510"
"In post","2021","East Midlands (England)","South and West Derbyshire","HEO","Female","100","90","33030","32400"
"In post","2021","East Midlands (England)","South and West Derbyshire","HEO","Male","65","60","33840","33180"
"In post","2021","East Midlands (England)","South and West Derbyshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","South and West Derbyshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","South and West Derbyshire","SEO","Female","65","60","43240","42910"
"In post","2021","East Midlands (England)","South and West Derbyshire","SEO","Male","65","65","44410","44820"
"In post","2021","East Midlands (England)","South and West Derbyshire","Unknown","Female","30","30","33160","37170"
"In post","2021","East Midlands (England)","South and West Derbyshire","Unknown","Male","10","10","[c]","[c]"
"In post","2021","East Midlands (England)","South Nottinghamshire","AA","Female","30","30","20380","20600"
"In post","2021","East Midlands (England)","South Nottinghamshire","AA","Male","40","40","20250","20600"
"In post","2021","East Midlands (England)","South Nottinghamshire","AO","Female","135","125","23410","22080"
"In post","2021","East Midlands (England)","South Nottinghamshire","AO","Male","140","135","26720","26300"
"In post","2021","East Midlands (England)","South Nottinghamshire","EO","Female","90","80","27740","27470"
"In post","2021","East Midlands (England)","South Nottinghamshire","EO","Male","115","105","28440","27570"
"In post","2021","East Midlands (England)","South Nottinghamshire","G6","Female","5","5","[c]","[c]"
"In post","2021","East Midlands (England)","South Nottinghamshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","South Nottinghamshire","G7","Female","10","10","[c]","[c]"
"In post","2021","East Midlands (England)","South Nottinghamshire","G7","Male","20","15","[c]","[c]"
"In post","2021","East Midlands (England)","South Nottinghamshire","HEO","Female","65","60","32670","31270"
"In post","2021","East Midlands (England)","South Nottinghamshire","HEO","Male","50","50","34330","33300"
"In post","2021","East Midlands (England)","South Nottinghamshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","South Nottinghamshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","South Nottinghamshire","SEO","Female","35","30","44510","43830"
"In post","2021","East Midlands (England)","South Nottinghamshire","SEO","Male","25","25","[c]","[c]"
"In post","2021","East Midlands (England)","South Nottinghamshire","Unknown","Female","5","5","[c]","[c]"
"In post","2021","East Midlands (England)","South Nottinghamshire","Unknown","Male","5","5","[c]","[c]"
"In post","2021","East Midlands (England)","West Northamptonshire","AA","Female","55","50","18570","16930"
"In post","2021","East Midlands (England)","West Northamptonshire","AA","Male","30","30","19310","20600"
"In post","2021","East Midlands (England)","West Northamptonshire","AO","Female","280","235","21150","20100"
"In post","2021","East Midlands (England)","West Northamptonshire","AO","Male","185","185","24140","23970"
"In post","2021","East Midlands (England)","West Northamptonshire","EO","Female","165","150","26870","27570"
"In post","2021","East Midlands (England)","West Northamptonshire","EO","Male","110","110","27730","27570"
"In post","2021","East Midlands (England)","West Northamptonshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","West Northamptonshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","West Northamptonshire","G7","Female","15","15","[c]","[c]"
"In post","2021","East Midlands (England)","West Northamptonshire","G7","Male","5","5","[c]","[c]"
"In post","2021","East Midlands (England)","West Northamptonshire","HEO","Female","45","40","32070","32600"
"In post","2021","East Midlands (England)","West Northamptonshire","HEO","Male","40","35","34070","34430"
"In post","2021","East Midlands (England)","West Northamptonshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","West Northamptonshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","West Northamptonshire","SEO","Female","25","20","[c]","[c]"
"In post","2021","East Midlands (England)","West Northamptonshire","SEO","Male","15","15","[c]","[c]"
"In post","2021","East Midlands (England)","West Northamptonshire","Unknown","Female","95","90","28890","28200"
"In post","2021","East Midlands (England)","West Northamptonshire","Unknown","Male","25","25","[c]","[c]"
"In post","2021","East of England","Bedford","AA","Female","25","25","[c]","[c]"
"In post","2021","East of England","Bedford","AA","Male","20","20","[c]","[c]"
"In post","2021","East of England","Bedford","AO","Female","130","120","25240","23200"
"In post","2021","East of England","Bedford","AO","Male","115","110","28530","29920"
"In post","2021","East of England","Bedford","EO","Female","165","145","27420","27570"
"In post","2021","East of England","Bedford","EO","Male","120","115","28220","27570"
"In post","2021","East of England","Bedford","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Bedford","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Bedford","G7","Female","10","10","[c]","[c]"
"In post","2021","East of England","Bedford","G7","Male","10","10","[c]","[c]"
"In post","2021","East of England","Bedford","HEO","Female","45","45","33190","32740"
"In post","2021","East of England","Bedford","HEO","Male","50","50","34290","33900"
"In post","2021","East of England","Bedford","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Bedford","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Bedford","SEO","Female","25","25","[c]","[c]"
"In post","2021","East of England","Bedford","SEO","Male","35","35","44350","45100"
"In post","2021","East of England","Bedford","Unknown","Female","60","50","27250","23380"
"In post","2021","East of England","Bedford","Unknown","Male","15","10","[c]","[c]"
"In post","2021","East of England","Breckland and South Norfolk","AA","Female","25","25","[c]","[c]"
"In post","2021","East of England","Breckland and South Norfolk","AA","Male","35","35","20540","20600"
"In post","2021","East of England","Breckland and South Norfolk","AO","Female","90","80","24220","23240"
"In post","2021","East of England","Breckland and South Norfolk","AO","Male","150","145","25810","25300"
"In post","2021","East of England","Breckland and South Norfolk","EO","Female","65","55","27210","27570"
"In post","2021","East of England","Breckland and South Norfolk","EO","Male","70","65","30210","28860"
"In post","2021","East of England","Breckland and South Norfolk","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Breckland and South Norfolk","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Breckland and South Norfolk","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Breckland and South Norfolk","G7","Male","5","5","[c]","[c]"
"In post","2021","East of England","Breckland and South Norfolk","HEO","Female","20","20","[c]","[c]"
"In post","2021","East of England","Breckland and South Norfolk","HEO","Male","30","25","[c]","[c]"
"In post","2021","East of England","Breckland and South Norfolk","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Breckland and South Norfolk","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Breckland and South Norfolk","SEO","Female","10","10","[c]","[c]"
"In post","2021","East of England","Breckland and South Norfolk","SEO","Male","15","15","[c]","[c]"
"In post","2021","East of England","Breckland and South Norfolk","Unknown","Female","5","5","[c]","[c]"
"In post","2021","East of England","Breckland and South Norfolk","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Cambridgeshire CC","AA","Female","125","110","20180","20600"
"In post","2021","East of England","Cambridgeshire CC","AA","Male","110","100","20510","20600"
"In post","2021","East of England","Cambridgeshire CC","AO","Female","380","350","23990","21710"
"In post","2021","East of England","Cambridgeshire CC","AO","Male","520","500","28610","29810"
"In post","2021","East of England","Cambridgeshire CC","EO","Female","350","320","27130","26930"
"In post","2021","East of England","Cambridgeshire CC","EO","Male","360","355","28800","27570"
"In post","2021","East of England","Cambridgeshire CC","G6","Female","40","35","71210","66290"
"In post","2021","East of England","Cambridgeshire CC","G6","Male","30","30","67130","64220"
"In post","2021","East of England","Cambridgeshire CC","G7","Female","110","105","57410","54540"
"In post","2021","East of England","Cambridgeshire CC","G7","Male","125","120","58310","54540"
"In post","2021","East of England","Cambridgeshire CC","HEO","Female","305","290","32850","33300"
"In post","2021","East of England","Cambridgeshire CC","HEO","Male","345","340","33980","33300"
"In post","2021","East of England","Cambridgeshire CC","SCS level","Female","20","15","[c]","[c]"
"In post","2021","East of England","Cambridgeshire CC","SCS level","Male","25","20","[c]","[c]"
"In post","2021","East of England","Cambridgeshire CC","SEO","Female","205","195","43260","40810"
"In post","2021","East of England","Cambridgeshire CC","SEO","Male","225","220","42550","40580"
"In post","2021","East of England","Cambridgeshire CC","Unknown","Female","85","80","29870","30210"
"In post","2021","East of England","Cambridgeshire CC","Unknown","Male","15","15","[c]","[c]"
"In post","2021","East of England","Central Bedfordshire","AA","Female","20","20","[c]","[c]"
"In post","2021","East of England","Central Bedfordshire","AA","Male","30","30","19160","19560"
"In post","2021","East of England","Central Bedfordshire","AO","Female","55","50","21050","20920"
"In post","2021","East of England","Central Bedfordshire","AO","Male","40","40","22220","20970"
"In post","2021","East of England","Central Bedfordshire","EO","Female","65","60","27720","26930"
"In post","2021","East of England","Central Bedfordshire","EO","Male","60","60","28420","27570"
"In post","2021","East of England","Central Bedfordshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Central Bedfordshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Central Bedfordshire","G7","Female","5","5","[c]","[c]"
"In post","2021","East of England","Central Bedfordshire","G7","Male","5","5","[c]","[c]"
"In post","2021","East of England","Central Bedfordshire","HEO","Female","25","25","[c]","[c]"
"In post","2021","East of England","Central Bedfordshire","HEO","Male","80","80","35880","36300"
"In post","2021","East of England","Central Bedfordshire","SEO","Female","10","10","[c]","[c]"
"In post","2021","East of England","Central Bedfordshire","SEO","Male","25","25","[c]","[c]"
"In post","2021","East of England","Central Bedfordshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Central Bedfordshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Essex Haven Gateway","AA","Female","15","15","[c]","[c]"
"In post","2021","East of England","Essex Haven Gateway","AA","Male","20","20","[c]","[c]"
"In post","2021","East of England","Essex Haven Gateway","AO","Female","150","140","23360","21430"
"In post","2021","East of England","Essex Haven Gateway","AO","Male","135","130","29580","25110"
"In post","2021","East of England","Essex Haven Gateway","EO","Female","265","240","29170","29290"
"In post","2021","East of England","Essex Haven Gateway","EO","Male","250","240","30470","29290"
"In post","2021","East of England","Essex Haven Gateway","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Essex Haven Gateway","G6","Male","10","5","[c]","[c]"
"In post","2021","East of England","Essex Haven Gateway","G7","Female","10","10","[c]","[c]"
"In post","2021","East of England","Essex Haven Gateway","G7","Male","20","20","[c]","[c]"
"In post","2021","East of England","Essex Haven Gateway","HEO","Female","75","75","35470","33300"
"In post","2021","East of England","Essex Haven Gateway","HEO","Male","85","85","40410","35490"
"In post","2021","East of England","Essex Haven Gateway","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Essex Haven Gateway","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Essex Haven Gateway","SEO","Female","30","25","43050","41280"
"In post","2021","East of England","Essex Haven Gateway","SEO","Male","35","35","52240","45250"
"In post","2021","East of England","Essex Haven Gateway","Unknown","Female","25","25","[c]","[c]"
"In post","2021","East of England","Essex Haven Gateway","Unknown","Male","5","5","[c]","[c]"
"In post","2021","East of England","Essex Thames Gateway","AA","Female","5","5","[c]","[c]"
"In post","2021","East of England","Essex Thames Gateway","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Essex Thames Gateway","AO","Female","250","210","23620","24180"
"In post","2021","East of England","Essex Thames Gateway","AO","Male","75","75","23890","24180"
"In post","2021","East of England","Essex Thames Gateway","EO","Female","285","250","29550","29290"
"In post","2021","East of England","Essex Thames Gateway","EO","Male","125","115","29420","29290"
"In post","2021","East of England","Essex Thames Gateway","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Essex Thames Gateway","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Essex Thames Gateway","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Essex Thames Gateway","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Essex Thames Gateway","HEO","Female","35","35","34930","35700"
"In post","2021","East of England","Essex Thames Gateway","HEO","Male","15","15","[c]","[c]"
"In post","2021","East of England","Essex Thames Gateway","SEO","Female","10","10","[c]","[c]"
"In post","2021","East of England","Essex Thames Gateway","SEO","Male","5","5","[c]","[c]"
"In post","2021","East of England","Essex Thames Gateway","Unknown","Female","90","80","27170","23840"
"In post","2021","East of England","Essex Thames Gateway","Unknown","Male","25","20","[c]","[c]"
"In post","2021","East of England","Heart of Essex","AA","Female","45","40","19210","17600"
"In post","2021","East of England","Heart of Essex","AA","Male","35","35","20410","20600"
"In post","2021","East of England","Heart of Essex","AO","Female","180","160","24240","23520"
"In post","2021","East of England","Heart of Essex","AO","Male","180","180","28820","30680"
"In post","2021","East of England","Heart of Essex","EO","Female","205","195","28670","29290"
"In post","2021","East of England","Heart of Essex","EO","Male","125","125","29460","29290"
"In post","2021","East of England","Heart of Essex","G6","Female","10","10","[c]","[c]"
"In post","2021","East of England","Heart of Essex","G6","Male","5","5","[c]","[c]"
"In post","2021","East of England","Heart of Essex","G7","Female","60","50","57210","54770"
"In post","2021","East of England","Heart of Essex","G7","Male","25","25","[c]","[c]"
"In post","2021","East of England","Heart of Essex","HEO","Female","60","55","33670","33120"
"In post","2021","East of England","Heart of Essex","HEO","Male","50","45","33910","33410"
"In post","2021","East of England","Heart of Essex","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Heart of Essex","SCS level","Male","5","5","[c]","[c]"
"In post","2021","East of England","Heart of Essex","SEO","Female","30","30","41720","41240"
"In post","2021","East of England","Heart of Essex","SEO","Male","30","30","[c]","[c]"
"In post","2021","East of England","Heart of Essex","Unknown","Female","50","45","28070","28200"
"In post","2021","East of England","Heart of Essex","Unknown","Male","20","20","[c]","[c]"
"In post","2021","East of England","Hertfordshire","AA","Female","60","50","19820","18640"
"In post","2021","East of England","Hertfordshire","AA","Male","70","70","21820","22450"
"In post","2021","East of England","Hertfordshire","AO","Female","330","295","24840","24180"
"In post","2021","East of England","Hertfordshire","AO","Male","235","230","28470","28970"
"In post","2021","East of England","Hertfordshire","EO","Female","570","520","29650","29290"
"In post","2021","East of England","Hertfordshire","EO","Male","345","340","30540","29290"
"In post","2021","East of England","Hertfordshire","G6","Female","25","25","[c]","[c]"
"In post","2021","East of England","Hertfordshire","G6","Male","35","35","71080","69800"
"In post","2021","East of England","Hertfordshire","G7","Female","125","115","57360","55580"
"In post","2021","East of England","Hertfordshire","G7","Male","100","95","57550","57140"
"In post","2021","East of England","Hertfordshire","HEO","Female","205","195","35940","36240"
"In post","2021","East of England","Hertfordshire","HEO","Male","180","175","36750","37000"
"In post","2021","East of England","Hertfordshire","SCS level","Female","15","15","[c]","[c]"
"In post","2021","East of England","Hertfordshire","SCS level","Male","15","15","[c]","[c]"
"In post","2021","East of England","Hertfordshire","SEO","Female","155","150","43400","42920"
