"Status","Year","Region_ITL2","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bedfordshire and Hertfordshire","Outside London","Female","Heterosexual / straight","1830","1685","31390","29290"
"In post","2021","Bedfordshire and Hertfordshire","Outside London","Female","LGBO","95","90","30600","29290"
"In post","2021","Bedfordshire and Hertfordshire","Outside London","Female","Undeclared","215","195","32070","29290"
"In post","2021","Bedfordshire and Hertfordshire","Outside London","Female","Unknown","440","390","31580","29290"
"In post","2021","Bedfordshire and Hertfordshire","Outside London","Male","Heterosexual / straight","1375","1335","33950","30830"
"In post","2021","Bedfordshire and Hertfordshire","Outside London","Male","LGBO","65","65","31960","29290"
"In post","2021","Bedfordshire and Hertfordshire","Outside London","Male","Undeclared","200","195","34300","31810"
"In post","2021","Bedfordshire and Hertfordshire","Outside London","Male","Unknown","315","305","33330","30400"
"In post","2021","Bedfordshire and Hertfordshire","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","Heterosexual / straight","3355","3110","31520","28350"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","LGBO","195","190","29260","27850"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","Undeclared","435","405","31840","28670"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","Unknown","795","710","31950","28990"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","Heterosexual / straight","3270","3210","34260","31800"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","LGBO","160","160","33330","29970"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","Undeclared","455","445","35010","33670"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","Unknown","920","895","34100","31280"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Outside London","Female","Heterosexual / straight","1540","1425","30450","27570"
"In post","2021","Cheshire","Outside London","Female","LGBO","115","115","30580","27570"
"In post","2021","Cheshire","Outside London","Female","Undeclared","170","160","29920","28840"
"In post","2021","Cheshire","Outside London","Female","Unknown","360","320","27840","27470"
"In post","2021","Cheshire","Outside London","Male","Heterosexual / straight","1165","1140","33530","31650"
"In post","2021","Cheshire","Outside London","Male","LGBO","70","70","30780","28200"
"In post","2021","Cheshire","Outside London","Male","Undeclared","150","140","32940","31650"
