"Status","Year","Organisation","Parent_department","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Central Valleys","Female","420","360","25970","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Central Valleys","Male","180","170","27500","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cheshire East","Female","105","90","27260","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cheshire East","Male","50","45","27030","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cheshire West and Chester","Female","165","150","25710","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cheshire West and Chester","Male","120","120","24390","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Chorley and West Lancashire","Female","80","70","27540","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Chorley and West Lancashire","Male","25","25","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","City of Edinburgh","Female","170","160","27780","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","City of Edinburgh","Male","130","125","27040","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Clackmannanshire and Fife","Female","285","245","25720","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Clackmannanshire and Fife","Male","110","105","26880","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Conwy and Denbighshire","Female","95","80","27490","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Conwy and Denbighshire","Male","45","40","26730","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cornwall and Isles of Scilly","Female","570","495","25360","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cornwall and Isles of Scilly","Male","255","245","25760","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Coventry","Female","280","240","25920","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Coventry","Male","150","145","25800","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Croydon","Female","175","160","30530","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Croydon","Male","70","70","29950","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Darlington","Female","50","40","26230","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Darlington","Male","25","25","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Derby","Female","415","345","24330","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Derby","Male","205","200","24220","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Devon CC","Female","970","780","24800","25190"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Devon CC","Male","425","400","25970","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Dorset CC","Female","60","55","26550","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Dorset CC","Male","30","30","27300","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Dudley","Female","695","570","24670","26120"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Dudley","Male","280","265","25460","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Dumfries and Galloway","Female","60","50","26410","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Dumfries and Galloway","Male","15","15","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Durham CC","Female","615","510","24790","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Durham CC","Male","235","220","25170","26120"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Ealing","Female","255","235","31580","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Ealing","Male","130","125","30860","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Ayrshire and North Ayrshire mainland","Female","310","255","24860","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Ayrshire and North Ayrshire mainland","Male","115","110","26130","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Cumbria","Female","70","60","27890","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Cumbria","Male","25","25","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Derbyshire","Female","225","185","25660","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Derbyshire","Male","90","85","26970","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Female","245","205","25210","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Male","85","85","25450","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Kent","Female","615","555","28240","29290"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Kent","Male","340","330","28250","29290"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Lancashire","Female","205","175","25390","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Lancashire","Male","115","110","25470","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Lothian and Midlothian","Female","55","45","27130","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Lothian and Midlothian","Male","30","30","27910","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Merseyside","Female","515","430","26170","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Merseyside","Male","205","195","27190","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Riding of Yorkshire","Female","75","65","27590","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Riding of Yorkshire","Male","40","35","29110","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Surrey","Female","95","90","30230","29290"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Surrey","Male","40","40","29470","29290"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Sussex CC","Female","805","675","25110","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Sussex CC","Male","410","390","25120","26840"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Enfield","Female","195","180","30600","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Enfield","Male","80","80","30490","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Essex Haven Gateway","Female","190","170","29990","29290"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Essex Haven Gateway","Male","125","120","30560","29290"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Essex Thames Gateway","Female","530","455","27990","29290"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Essex Thames Gateway","Male","185","180","28810","29290"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Falkirk","Female","845","700","24330","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Falkirk","Male","280","265","25090","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Flintshire and Wrexham","Female","435","375","24600","22530"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Flintshire and Wrexham","Male","195","185","25180","26120"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Glasgow City","Female","1515","1285","25190","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Glasgow City","Male","1010","945","25010","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Gloucestershire","Female","235","195","26880","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Gloucestershire","Male","135","125","27080","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Greater Manchester North East","Female","500","445","26790","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Greater Manchester North East","Male","255","245","27060","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Greater Manchester North West","Female","1015","865","24290","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Greater Manchester North West","Male","385","370","24600","25660"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Greater Manchester South East","Female","510","450","24080","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Greater Manchester South East","Male","305","295","24510","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Greater Manchester South West","Female","370","330","25460","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Greater Manchester South West","Male","270","260","24850","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Gwent Valleys","Female","480","420","25740","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Gwent Valleys","Male","205","200","26180","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Gwynedd","Female","265","230","23480","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Gwynedd","Male","165","160","23360","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Hackney and Newham","Female","770","680","28880","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Hackney and Newham","Male","430","415","29110","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Haringey and Islington","Female","285","260","30680","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Haringey and Islington","Male","170","160","30960","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Harrow and Hillingdon","Female","350","320","30730","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Harrow and Hillingdon","Male","145","140","31410","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Hartlepool and Stockton-on-Tees","Female","545","455","25130","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Hartlepool and Stockton-on-Tees","Male","245","235","25230","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Heart of Essex","Female","110","105","29900","29290"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Heart of Essex","Male","40","40","29640","29290"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Herefordshire, County of","Female","60","50","27790","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Herefordshire, County of","Male","20","15","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Hertfordshire","Female","500","445","29370","29290"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Hertfordshire","Male","230","220","29950","29290"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Hounslow and Richmond upon Thames","Female","180","160","30590","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Hounslow and Richmond upon Thames","Male","95","95","31250","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Inverclyde, East Renfrewshire and Renfrewshire","Female","290","245","25070","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Inverclyde, East Renfrewshire and Renfrewshire","Male","100","95","25170","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Inverness and Nairn and Moray, Badenoch and Strathspey","Female","180","155","26490","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Inverness and Nairn and Moray, Badenoch and Strathspey","Male","65","65","27090","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Isle of Anglesey","Female","55","50","27270","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Isle of Anglesey","Male","15","15","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Isle of Wight","Female","155","125","25220","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Isle of Wight","Male","70","65","24960","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Kensington & Chelsea and Hammersmith & Fulham","Female","155","145","30670","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Kensington & Chelsea and Hammersmith & Fulham","Male","85","85","30980","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Kent Thames Gateway","Female","220","200","29430","29290"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Kent Thames Gateway","Male","85","85","30370","29290"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Kingston upon Hull, City of","Female","385","305","25690","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Kingston upon Hull, City of","Male","210","190","26330","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Lambeth","Female","350","325","31070","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Lambeth","Male","165","165","30810","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Lancaster and Wyre","Female","145","135","25700","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Lancaster and Wyre","Male","105","105","25410","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Leeds","Female","1390","1235","31820","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Leeds","Male","1050","1015","34330","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Leicester","Female","530","450","25000","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Leicester","Male","380","360","24910","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Leicestershire CC and Rutland","Female","75","60","27940","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Leicestershire CC and Rutland","Male","30","30","28340","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Lewisham and Southwark","Female","285","270","30430","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Lewisham and Southwark","Male","125","120","30940","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Lincolnshire","Female","390","330","26110","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Lincolnshire","Male","165","155","27210","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Liverpool","Female","460","375","26140","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Liverpool","Male","185","175","26940","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Female","35","35","27220","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Male","15","10","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Luton","Female","110","100","27020","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Luton","Male","70","65","26350","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Manchester","Female","795","725","30340","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Manchester","Male","735","720","35850","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Medway","Female","175","160","29410","29290"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Medway","Male","55","55","30440","29290"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Merton, Kingston upon Thames and Sutton","Female","210","195","30790","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Merton, Kingston upon Thames and Sutton","Male","105","100","30960","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Mid Kent","Female","120","110","30090","29290"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Mid Kent","Male","60","60","29080","29290"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Mid Lancashire","Female","1095","920","23960","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Mid Lancashire","Male","645","620","23600","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Milton Keynes","Female","170","145","27440","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Milton Keynes","Male","60","60","26320","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Monmouthshire and Newport","Female","290","245","26090","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Monmouthshire and Newport","Male","125","125","26290","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Na h-Eileanan Siar","Female","65","55","22510","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Na h-Eileanan Siar","Male","40","35","22340","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","North and North East Lincolnshire","Female","375","315","25390","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","North and North East Lincolnshire","Male","130","120","25530","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","North and West Norfolk","Female","85","70","27310","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","North and West Norfolk","Male","40","35","27130","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","North Hampshire","Female","105","90","26680","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","North Hampshire","Male","50","50","26710","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","North Lanarkshire","Female","545","450","23780","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","North Lanarkshire","Male","180","165","24590","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","North Northamptonshire","Female","325","275","24900","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","North Northamptonshire","Male","120","115","25820","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","North Nottinghamshire","Female","185","165","27870","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","North Nottinghamshire","Male","70","65","28000","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","North Yorkshire CC","Female","165","145","28120","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","North Yorkshire CC","Male","75","75","28450","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Northumberland","Female","145","125","27730","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Northumberland","Male","55","55","26820","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Norwich and East Norfolk","Female","350","280","25890","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Norwich and East Norfolk","Male","215","200","26830","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Nottingham","Female","455","400","25910","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Nottingham","Male","280","265","26280","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Orkney Islands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Orkney Islands","Male","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Oxfordshire","Female","165","145","27570","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Oxfordshire","Male","90","90","27890","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Perth and Kinross and Stirling","Female","130","115","26710","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Perth and Kinross and Stirling","Male","40","40","28040","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Peterborough","Female","155","130","26080","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Peterborough","Male","85","80","27630","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Plymouth","Female","255","215","27580","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Plymouth","Male","120","115","28050","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Portsmouth","Female","235","195","25180","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Portsmouth","Male","95","95","26090","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Powys","Female","50","45","27000","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Powys","Male","35","30","27770","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Redbridge and Waltham Forest","Female","540","475","29000","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Redbridge and Waltham Forest","Male","270","265","29530","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Sandwell","Female","245","215","27140","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Sandwell","Male","100","100","27610","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Scottish Borders","Female","35","35","27870","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Scottish Borders","Male","30","30","27520","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Sefton","Female","565","485","26850","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Sefton","Male","350","335","26940","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Sheffield","Female","1135","985","32660","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Sheffield","Male","800","765","35810","31990"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Shetland Islands","Female","10","10","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Shetland Islands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Shropshire CC","Female","85","75","27530","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Shropshire CC","Male","45","45","27860","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Solihull","Female","85","75","27170","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Solihull","Male","45","45","27480","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Somerset","Female","380","315","26220","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Somerset","Male","160","155","26260","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","South and West Derbyshire","Female","225","190","27950","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","South and West Derbyshire","Male","90","85","27930","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","South Ayrshire","Female","105","95","27270","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","South Ayrshire","Male","40","40","27560","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","South Hampshire","Female","170","140","27600","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","South Hampshire","Male","60","60","27600","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","South Lanarkshire","Female","125","100","27460","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","South Lanarkshire","Male","40","40","27330","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","South Nottinghamshire","Female","35","30","26810","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","South Nottinghamshire","Male","15","15","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","South Teesside","Female","405","345","25320","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","South Teesside","Male","225","215","24490","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","South West Wales","Female","295","250","25220","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","South West Wales","Male","135","130","25430","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Southampton","Female","185","155","25640","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Southampton","Male","85","80","27250","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Southend-on-Sea","Female","165","140","28470","29290"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Southend-on-Sea","Male","55","55","29730","29290"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Staffordshire CC","Female","330","280","27470","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Staffordshire CC","Male","150","145","27750","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Stoke-on-Trent","Female","315","265","25560","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Stoke-on-Trent","Male","175","165","25820","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Suffolk","Female","400","340","26530","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Suffolk","Male","215","210","27810","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Sunderland","Female","1230","1025","25550","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Sunderland","Male","530","495","26210","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Swansea","Female","385","325","24510","21010"
