"Status","Year","Ethnicity","Parent_department","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Chinese","Food Standards Agency","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","London","EO","5","5","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","London","G7","5","5","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","London","HEO","10","10","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","Overseas","HEO","5","5","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","South West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","East of England","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","London","EO","15","10","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","London","G6","5","5","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","London","G7","15","15","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","London","HEO","15","15","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","North East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","North East (England)","AO","10","10","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","North East (England)","EO","5","5","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","North West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","North West (England)","AO","10","10","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","North West (England)","EO","15","15","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","North West (England)","HEO","5","5","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","North West (England)","SEO","5","5","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Northern Ireland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","South West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Wales","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Wales","EO","5","5","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","London","G7","5","5","[c]","[c]"
"In post","2021","Chinese","HM Treasury","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","East of England","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","London","AO","5","5","[c]","[c]"
"In post","2021","Chinese","Home Office","London","EO","25","25","[c]","[c]"
"In post","2021","Chinese","Home Office","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","London","G7","10","10","[c]","[c]"
"In post","2021","Chinese","Home Office","London","HEO","20","20","[c]","[c]"
"In post","2021","Chinese","Home Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","London","SEO","10","10","[c]","[c]"
"In post","2021","Chinese","Home Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","North East (England)","AA","[c]","[c]","[c]","[c]"
