"Status","Year","Disability","Region_ITL1","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","South West (England)","Devon","Female","430","395","26390","22350"
"In post","2021","Unknown","South West (England)","Devon","Male","575","565","29690","26650"
"In post","2021","Unknown","South West (England)","Dorset and Somerset","Female","265","240","28620","24920"
"In post","2021","Unknown","South West (England)","Dorset and Somerset","Male","410","395","31540","27540"
"In post","2021","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","1770","1635","34640","31810"
"In post","2021","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","2320","2275","38530","35740"
"In post","2021","Unknown","Unknown","Unknown","Female","475","470","34480","32000"
"In post","2021","Unknown","Unknown","Unknown","Male","1990","1990","37870","33570"
"In post","2021","Unknown","Wales","East Wales","Female","2060","1885","28500","25560"
"In post","2021","Unknown","Wales","East Wales","Male","2035","1990","30840","26670"
"In post","2021","Unknown","Wales","East Wales","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Wales","West Wales and The Valleys","Female","880","795","25470","21590"
"In post","2021","Unknown","Wales","West Wales and The Valleys","Male","640","625","28340","23840"
"In post","2021","Unknown","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","120","115","24900","22850"
"In post","2021","Unknown","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","160","155","28060","24440"
"In post","2021","Unknown","West Midlands (England)","Shropshire and Staffordshire","Female","515","480","29110","23970"
"In post","2021","Unknown","West Midlands (England)","Shropshire and Staffordshire","Male","460","450","30970","25560"
"In post","2021","Unknown","West Midlands (England)","West Midlands","Female","1515","1420","30360","25560"
"In post","2021","Unknown","West Midlands (England)","West Midlands","Male","1365","1335","32510","28130"
"In post","2021","Unknown","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","175","170","24950","22350"
"In post","2021","Unknown","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","265","265","26280","24920"
"In post","2021","Unknown","Yorkshire and The Humber","North Yorkshire","Female","300","280","32250","26670"
"In post","2021","Unknown","Yorkshire and The Humber","North Yorkshire","Male","310","300","30340","26670"
"In post","2021","Unknown","Yorkshire and The Humber","South Yorkshire","Female","420","400","30460","27570"
"In post","2021","Unknown","Yorkshire and The Humber","South Yorkshire","Male","405","400","32440","27570"
"In post","2021","Unknown","Yorkshire and The Humber","West Yorkshire","Female","1750","1640","31450","26800"
"In post","2021","Unknown","Yorkshire and The Humber","West Yorkshire","Male","1715","1680","30530","25560"
"Leaver CS","2021","Declared disabled","East Midlands (England)","Derbyshire and Nottinghamshire","Female","50","[c]","29020","27570"
"Leaver CS","2021","Declared disabled","East Midlands (England)","Derbyshire and Nottinghamshire","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","45","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","East Midlands (England)","Lincolnshire","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","East Midlands (England)","Lincolnshire","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","East Midlands (England)","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","East of England","Bedfordshire and Hertfordshire","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","East of England","Bedfordshire and Hertfordshire","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","East of England","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","East of England","East Anglia","Female","60","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","East of England","East Anglia","Male","55","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","East of England","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","East of England","Essex","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","East of England","Essex","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","East of England","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","Inner London - East","Female","40","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","Inner London - East","Male","40","[c]","34740","31880"
"Leaver CS","2021","Declared disabled","London","Inner London - East","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","Inner London - West","Female","125","[c]","42640","34780"
"Leaver CS","2021","Declared disabled","London","Inner London - West","Male","105","[c]","44900","38170"
"Leaver CS","2021","Declared disabled","London","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","Outer London - East and North East","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","Outer London - East and North East","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","Outer London - South","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","Outer London - South","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","Outer London - West and North West","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","Outer London - West and North West","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North East (England)","Northumberland and Tyne and Wear","Female","90","[c]","26160","26130"
"Leaver CS","2021","Declared disabled","North East (England)","Northumberland and Tyne and Wear","Male","55","[c]","25510","21010"
"Leaver CS","2021","Declared disabled","North East (England)","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North East (England)","Tees Valley and Durham","Female","40","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North East (England)","Tees Valley and Durham","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North East (England)","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North West (England)","Cheshire","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North West (England)","Cheshire","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North West (England)","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North West (England)","Cumbria","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North West (England)","Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North West (England)","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North West (England)","Greater Manchester","Female","55","[c]","24610","21010"
"Leaver CS","2021","Declared disabled","North West (England)","Greater Manchester","Male","50","[c]","35820","27570"
"Leaver CS","2021","Declared disabled","North West (England)","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North West (England)","Lancashire","Female","50","[c]","31040","27570"
"Leaver CS","2021","Declared disabled","North West (England)","Lancashire","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North West (England)","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North West (England)","Merseyside","Female","55","[c]","26740","24380"
"Leaver CS","2021","Declared disabled","North West (England)","Merseyside","Male","40","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North West (England)","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Northern Ireland","Northern Ireland","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Northern Ireland","Northern Ireland","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Northern Ireland","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","Overseas","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland","Eastern Scotland","Female","55","[c]","28650","27570"
"Leaver CS","2021","Declared disabled","Scotland","Eastern Scotland","Male","55","[c]","28830","27570"
"Leaver CS","2021","Declared disabled","Scotland","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland","North Eastern Scotland","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland","Southern Scotland","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland","Southern Scotland","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland","West Central Scotland","Female","45","[c]","26030","24500"
"Leaver CS","2021","Declared disabled","Scotland","West Central Scotland","Male","35","[c]","30010","27570"
"Leaver CS","2021","Declared disabled","Scotland","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","45","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","40","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South East (England)","Hampshire and Isle of Wight","Female","50","[c]","25710","21580"
"Leaver CS","2021","Declared disabled","South East (England)","Hampshire and Isle of Wight","Male","55","[c]","27600","26350"
"Leaver CS","2021","Declared disabled","South East (England)","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South East (England)","Kent","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South East (England)","Kent","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South East (England)","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South East (England)","Surrey, East and West Sussex","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South East (England)","Surrey, East and West Sussex","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South East (England)","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South West (England)","Cornwall and Isles of Scilly","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South West (England)","Cornwall and Isles of Scilly","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South West (England)","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South West (England)","Devon","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South West (England)","Devon","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South West (England)","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South West (England)","Dorset and Somerset","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South West (England)","Dorset and Somerset","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South West (England)","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","90","[c]","26060","23690"
"Leaver CS","2021","Declared disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","80","[c]","33660","31490"
"Leaver CS","2021","Declared disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales","East Wales","Female","80","[c]","29560","24250"
"Leaver CS","2021","Declared disabled","Wales","East Wales","Male","55","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales","West Wales and The Valleys","Female","70","[c]","23360","21590"
"Leaver CS","2021","Declared disabled","Wales","West Wales and The Valleys","Male","40","[c]","23930","21590"
"Leaver CS","2021","Declared disabled","Wales","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","West Midlands (England)","Shropshire and Staffordshire","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","West Midlands (England)","Shropshire and Staffordshire","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","West Midlands (England)","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","West Midlands (England)","West Midlands","Female","105","[c]","27870","26000"
"Leaver CS","2021","Declared disabled","West Midlands (England)","West Midlands","Male","45","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","West Midlands (England)","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","North Yorkshire","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","North Yorkshire","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","South Yorkshire","Female","60","[c]","28550","26120"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","South Yorkshire","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","West Yorkshire","Female","65","[c]","26980","26840"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","West Yorkshire","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","Derbyshire and Nottinghamshire","Female","220","[c]","25530","21170"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","Derbyshire and Nottinghamshire","Male","150","[c]","30650","26120"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","215","[c]","25820","21430"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","150","[c]","28350","26910"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","Lincolnshire","Female","90","[c]","26800","26580"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","Lincolnshire","Male","120","[c]","29550","29930"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","East of England","Bedfordshire and Hertfordshire","Female","130","[c]","27390","24820"
"Leaver CS","2021","Declared non-disabled","East of England","Bedfordshire and Hertfordshire","Male","115","[c]","34920","27570"
"Leaver CS","2021","Declared non-disabled","East of England","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","East of England","East Anglia","Female","290","[c]","27940","24110"
"Leaver CS","2021","Declared non-disabled","East of England","East Anglia","Male","270","[c]","33690","27570"
"Leaver CS","2021","Declared non-disabled","East of England","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","East of England","Essex","Female","115","[c]","28720","24590"
"Leaver CS","2021","Declared non-disabled","East of England","Essex","Male","75","[c]","30760","27260"
"Leaver CS","2021","Declared non-disabled","East of England","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","London","Inner London - East","Female","320","[c]","40490","34780"
"Leaver CS","2021","Declared non-disabled","London","Inner London - East","Male","265","[c]","46140","35910"
"Leaver CS","2021","Declared non-disabled","London","Inner London - East","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","London","Inner London - West","Female","815","[c]","44590","37420"
"Leaver CS","2021","Declared non-disabled","London","Inner London - West","Male","810","[c]","49570","42700"
"Leaver CS","2021","Declared non-disabled","London","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","London","Outer London - East and North East","Female","70","[c]","27210","25110"
"Leaver CS","2021","Declared non-disabled","London","Outer London - East and North East","Male","45","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","London","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","London","Outer London - South","Female","145","[c]","32570","28630"
"Leaver CS","2021","Declared non-disabled","London","Outer London - South","Male","130","[c]","39420","31060"
"Leaver CS","2021","Declared non-disabled","London","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","London","Outer London - West and North West","Female","185","[c]","31790","28670"
"Leaver CS","2021","Declared non-disabled","London","Outer London - West and North West","Male","160","[c]","34660","31060"
"Leaver CS","2021","Declared non-disabled","London","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","North East (England)","Northumberland and Tyne and Wear","Female","375","[c]","25420","21010"
"Leaver CS","2021","Declared non-disabled","North East (England)","Northumberland and Tyne and Wear","Male","235","[c]","27580","21090"
"Leaver CS","2021","Declared non-disabled","North East (England)","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","North East (England)","Tees Valley and Durham","Female","225","[c]","26360","21430"
"Leaver CS","2021","Declared non-disabled","North East (England)","Tees Valley and Durham","Male","140","[c]","30600","26380"
"Leaver CS","2021","Declared non-disabled","North East (England)","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","North West (England)","Cheshire","Female","55","[c]","22610","21010"
"Leaver CS","2021","Declared non-disabled","North West (England)","Cheshire","Male","45","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","North West (England)","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","North West (England)","Cumbria","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","North West (England)","Cumbria","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","North West (England)","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","North West (England)","Greater Manchester","Female","335","[c]","30660","26050"
"Leaver CS","2021","Declared non-disabled","North West (England)","Greater Manchester","Male","255","[c]","30650","26350"
"Leaver CS","2021","Declared non-disabled","North West (England)","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","North West (England)","Lancashire","Female","250","[c]","25050","21010"
"Leaver CS","2021","Declared non-disabled","North West (England)","Lancashire","Male","200","[c]","28040","21970"
"Leaver CS","2021","Declared non-disabled","North West (England)","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","North West (England)","Merseyside","Female","300","[c]","26510","22720"
"Leaver CS","2021","Declared non-disabled","North West (England)","Merseyside","Male","200","[c]","28480","24890"
"Leaver CS","2021","Declared non-disabled","North West (England)","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Northern Ireland","Northern Ireland","Female","70","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Northern Ireland","Northern Ireland","Male","50","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Northern Ireland","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","Overseas","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","Overseas","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scotland","Eastern Scotland","Female","265","[c]","33220","26890"
"Leaver CS","2021","Declared non-disabled","Scotland","Eastern Scotland","Male","215","[c]","35940","29190"
"Leaver CS","2021","Declared non-disabled","Scotland","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scotland","Highlands and Islands","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scotland","Highlands and Islands","Male","35","[c]","28810","26530"
"Leaver CS","2021","Declared non-disabled","Scotland","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scotland","North Eastern Scotland","Female","45","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scotland","North Eastern Scotland","Male","50","[c]","42590","33770"
"Leaver CS","2021","Declared non-disabled","Scotland","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scotland","Southern Scotland","Female","85","[c]","28480","26780"
"Leaver CS","2021","Declared non-disabled","Scotland","Southern Scotland","Male","60","[c]","31310","27570"
"Leaver CS","2021","Declared non-disabled","Scotland","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scotland","West Central Scotland","Female","210","[c]","28530","23450"
"Leaver CS","2021","Declared non-disabled","Scotland","West Central Scotland","Male","175","[c]","32780","27570"
"Leaver CS","2021","Declared non-disabled","Scotland","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","170","[c]","31980","26010"
"Leaver CS","2021","Declared non-disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","210","[c]","34340","29930"
"Leaver CS","2021","Declared non-disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","South East (England)","Hampshire and Isle of Wight","Female","215","[c]","27670","26380"
"Leaver CS","2021","Declared non-disabled","South East (England)","Hampshire and Isle of Wight","Male","265","[c]","32830","31380"
"Leaver CS","2021","Declared non-disabled","South East (England)","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","South East (England)","Kent","Female","180","[c]","26890","25110"
"Leaver CS","2021","Declared non-disabled","South East (England)","Kent","Male","145","[c]","27560","26430"
"Leaver CS","2021","Declared non-disabled","South East (England)","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","South East (England)","Surrey, East and West Sussex","Female","160","[c]","28130","25500"
"Leaver CS","2021","Declared non-disabled","South East (England)","Surrey, East and West Sussex","Male","130","[c]","28280","27570"
"Leaver CS","2021","Declared non-disabled","South East (England)","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","South West (England)","Cornwall and Isles of Scilly","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","South West (England)","Cornwall and Isles of Scilly","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","South West (England)","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","South West (England)","Devon","Female","170","[c]","25380","21010"
"Leaver CS","2021","Declared non-disabled","South West (England)","Devon","Male","195","[c]","27670","25720"
"Leaver CS","2021","Declared non-disabled","South West (England)","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","South West (England)","Dorset and Somerset","Female","95","[c]","26180","26000"
"Leaver CS","2021","Declared non-disabled","South West (England)","Dorset and Somerset","Male","115","[c]","32100","30830"
"Leaver CS","2021","Declared non-disabled","South West (England)","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","385","[c]","31340","27020"
"Leaver CS","2021","Declared non-disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","485","[c]","37680","33300"
"Leaver CS","2021","Declared non-disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Wales","East Wales","Female","355","[c]","32270","26180"
"Leaver CS","2021","Declared non-disabled","Wales","East Wales","Male","295","[c]","37690","30280"
"Leaver CS","2021","Declared non-disabled","Wales","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Wales","West Wales and The Valleys","Female","245","[c]","25400","21590"
"Leaver CS","2021","Declared non-disabled","Wales","West Wales and The Valleys","Male","235","[c]","29060","25390"
"Leaver CS","2021","Declared non-disabled","Wales","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
