"Status","Year","Disability","Ethnicity","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared disabled","Black","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","East Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","East Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Essex","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Essex","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Essex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Hampshire and Isle of Wight","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Inner London - East","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Inner London - East","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Inner London - East","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Inner London - West","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Inner London - West","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Kent","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Kent","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Kent","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Lancashire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Leicestershire, Rutland and Northamptonshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Merseyside","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Merseyside","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","North Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","North Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","North Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Northumberland and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Northumberland and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Northumberland and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Northumberland and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Outer London - South","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Outer London - West and North West","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","West Midlands","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","West Wales and The Valleys","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Cheshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Cumbria","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Devon","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Devon","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Devon","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Devon","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Dorset and Somerset","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","East Anglia","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","East Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","East Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
