"Status","Year","Ethnicity","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Central Hampshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Hampshire","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Asian","Central Hampshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Hampshire","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Asian","Central Hampshire","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Asian","Central Hampshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Valleys","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Valleys","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Valleys","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Valleys","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Valleys","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Valleys","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Valleys","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Valleys","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Valleys","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire East","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire East","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire East","EO","EO","5","5","[c]","[c]"
"In post","2021","Asian","Cheshire East","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire East","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire East","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire East","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire East","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire East","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire West and Chester","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire West and Chester","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire West and Chester","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire West and Chester","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire West and Chester","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire West and Chester","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire West and Chester","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire West and Chester","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chorley and West Lancashire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chorley and West Lancashire","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Asian","Chorley and West Lancashire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chorley and West Lancashire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chorley and West Lancashire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chorley and West Lancashire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chorley and West Lancashire","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Asian","Chorley and West Lancashire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chorley and West Lancashire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","City of Edinburgh","AA/AO","AA","[c]","[c]","[c]","[c]"
