"Status","Year","Ethnicity","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Aberdeen City and Aberdeenshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Aberdeen City and Aberdeenshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Aberdeen City and Aberdeenshire","EO","EO","5","5","[c]","[c]"
"In post","2021","Asian","Aberdeen City and Aberdeenshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Aberdeen City and Aberdeenshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Aberdeen City and Aberdeenshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Aberdeen City and Aberdeenshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Aberdeen City and Aberdeenshire","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Asian","Angus and Dundee City","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Asian","Angus and Dundee City","AA/AO","AO","20","20","[c]","[c]"
"In post","2021","Asian","Angus and Dundee City","EO","EO","5","5","[c]","[c]"
"In post","2021","Asian","Angus and Dundee City","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Angus and Dundee City","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Angus and Dundee City","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Angus and Dundee City","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Angus and Dundee City","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Antrim and Newtownabbey","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Antrim and Newtownabbey","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Antrim and Newtownabbey","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Antrim and Newtownabbey","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Antrim and Newtownabbey","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Antrim and Newtownabbey","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ards and North Down","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ards and North Down","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ards and North Down","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ards and North Down","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ards and North Down","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ards and North Down","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Armagh City, Banbridge and Craigavon","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Armagh City, Banbridge and Craigavon","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Barking & Dagenham and Havering","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Barking & Dagenham and Havering","AA/AO","AO","15","15","[c]","[c]"
"In post","2021","Asian","Barking & Dagenham and Havering","EO","EO","110","100","30840","31060"
"In post","2021","Asian","Barking & Dagenham and Havering","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Barking & Dagenham and Havering","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Asian","Barking & Dagenham and Havering","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Barking & Dagenham and Havering","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Barnet","AA/AO","AA","15","10","[c]","[c]"
"In post","2021","Asian","Barnet","AA/AO","AO","70","65","24280","23930"
"In post","2021","Asian","Barnet","EO","EO","120","110","30230","31060"
"In post","2021","Asian","Barnet","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Asian","Barnet","G6/G7","G7","45","45","57890","55930"
"In post","2021","Asian","Barnet","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","Barnet","SEO/HEO","HEO","65","65","34900","33350"
"In post","2021","Asian","Barnet","SEO/HEO","SEO","60","60","42940","41950"
"In post","2021","Asian","Barnet","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Barnsley, Doncaster and Rotherham","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Barnsley, Doncaster and Rotherham","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Asian","Barnsley, Doncaster and Rotherham","EO","EO","10","10","[c]","[c]"
"In post","2021","Asian","Barnsley, Doncaster and Rotherham","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Barnsley, Doncaster and Rotherham","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Barnsley, Doncaster and Rotherham","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Barnsley, Doncaster and Rotherham","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Barnsley, Doncaster and Rotherham","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Barnsley, Doncaster and Rotherham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","EO","75","70","24070","24890"
"In post","2021","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G7","30","30","[c]","[c]"
"In post","2021","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","HEO","110","105","31140","31950"
"In post","2021","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","SEO","90","90","41760","41660"
"In post","2021","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Unknown","35","35","37790","33230"
"In post","2021","Asian","Bedford","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bedford","AA/AO","AO","20","20","[c]","[c]"
"In post","2021","Asian","Bedford","EO","EO","40","35","26900","27570"
"In post","2021","Asian","Bedford","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bedford","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bedford","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bedford","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Asian","Bedford","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bedford","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Belfast","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Belfast","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Belfast","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Belfast","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Belfast","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Belfast","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Belfast","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Belfast","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Asian","Berkshire","AA/AO","AO","80","70","24250","23520"
"In post","2021","Asian","Berkshire","EO","EO","135","125","29420","29290"
"In post","2021","Asian","Berkshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Asian","Berkshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire","SEO/HEO","HEO","35","35","35020","35010"
"In post","2021","Asian","Berkshire","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2021","Asian","Berkshire","Unknown","Unknown","15","10","[c]","[c]"
"In post","2021","Asian","Bexley and Greenwich","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Asian","Bexley and Greenwich","AA/AO","AO","30","30","27360","26700"
"In post","2021","Asian","Bexley and Greenwich","EO","EO","50","45","30620","31060"
"In post","2021","Asian","Bexley and Greenwich","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bexley and Greenwich","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bexley and Greenwich","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Asian","Bexley and Greenwich","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bexley and Greenwich","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Birmingham","AA/AO","AA","50","45","18630","17780"
"In post","2021","Asian","Birmingham","AA/AO","AO","915","820","20590","20140"
"In post","2021","Asian","Birmingham","EO","EO","830","775","26280","27570"
"In post","2021","Asian","Birmingham","G6/G7","G6","15","15","[c]","[c]"
"In post","2021","Asian","Birmingham","G6/G7","G7","95","90","52140","52580"
"In post","2021","Asian","Birmingham","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","Birmingham","SEO/HEO","HEO","325","315","31960","31810"
"In post","2021","Asian","Birmingham","SEO/HEO","SEO","140","135","39230","38630"
"In post","2021","Asian","Birmingham","Unknown","Unknown","65","60","26800","23840"
"In post","2021","Asian","Blackburn with Darwen","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Blackburn with Darwen","AA/AO","AO","45","35","20800","21010"
"In post","2021","Asian","Blackburn with Darwen","EO","EO","65","60","27500","27570"
"In post","2021","Asian","Blackburn with Darwen","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Blackburn with Darwen","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Blackburn with Darwen","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Blackburn with Darwen","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Asian","Blackburn with Darwen","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Blackburn with Darwen","Unknown","Unknown","15","15","[c]","[c]"
"In post","2021","Asian","Blackpool","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Blackpool","AA/AO","AO","25","25","[c]","[c]"
"In post","2021","Asian","Blackpool","EO","EO","40","40","27480","27570"
"In post","2021","Asian","Blackpool","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Blackpool","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Blackpool","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Blackpool","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Asian","Blackpool","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Asian","Blackpool","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bournemouth and Poole","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bournemouth and Poole","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bournemouth and Poole","EO","EO","5","5","[c]","[c]"
"In post","2021","Asian","Bournemouth and Poole","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bournemouth and Poole","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bournemouth and Poole","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bournemouth and Poole","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bournemouth and Poole","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bradford","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Asian","Bradford","AA/AO","AO","335","280","20410","20140"
"In post","2021","Asian","Bradford","EO","EO","225","210","26760","27570"
"In post","2021","Asian","Bradford","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bradford","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Asian","Bradford","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bradford","SEO/HEO","HEO","60","55","30900","31810"
"In post","2021","Asian","Bradford","SEO/HEO","SEO","30","25","[c]","[c]"
"In post","2021","Asian","Bradford","Unknown","Unknown","25","20","[c]","[c]"
"In post","2021","Asian","Breckland and South Norfolk","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Breckland and South Norfolk","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Breckland and South Norfolk","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Breckland and South Norfolk","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Breckland and South Norfolk","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Breckland and South Norfolk","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Breckland and South Norfolk","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Breckland and South Norfolk","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Breckland and South Norfolk","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Brent","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Brent","AA/AO","AO","35","30","24060","23500"
"In post","2021","Asian","Brent","EO","EO","80","75","30770","31060"
"In post","2021","Asian","Brent","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Brent","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Brent","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Asian","Brent","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Brent","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Bridgend and Neath Port Talbot","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bridgend and Neath Port Talbot","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bridgend and Neath Port Talbot","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bridgend and Neath Port Talbot","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bridgend and Neath Port Talbot","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bridgend and Neath Port Talbot","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bridgend and Neath Port Talbot","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bridgend and Neath Port Talbot","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Brighton and Hove","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Brighton and Hove","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Asian","Brighton and Hove","EO","EO","5","5","[c]","[c]"
"In post","2021","Asian","Brighton and Hove","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Brighton and Hove","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Brighton and Hove","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Brighton and Hove","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Brighton and Hove","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Brighton and Hove","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bristol, City of","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bristol, City of","AA/AO","AO","40","35","21340","21010"
"In post","2021","Asian","Bristol, City of","EO","EO","40","35","26630","27570"
"In post","2021","Asian","Bristol, City of","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bristol, City of","G6/G7","G7","15","15","[c]","[c]"
"In post","2021","Asian","Bristol, City of","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Asian","Bristol, City of","SEO/HEO","HEO","30","30","32490","31810"
"In post","2021","Asian","Bristol, City of","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2021","Asian","Bristol, City of","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bromley","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bromley","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bromley","EO","EO","15","15","[c]","[c]"
"In post","2021","Asian","Bromley","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bromley","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bromley","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bromley","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Buckinghamshire CC","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Asian","Buckinghamshire CC","AA/AO","AO","30","25","[c]","[c]"
"In post","2021","Asian","Buckinghamshire CC","EO","EO","30","30","27840","27570"
"In post","2021","Asian","Buckinghamshire CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Buckinghamshire CC","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Asian","Buckinghamshire CC","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Buckinghamshire CC","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Asian","Buckinghamshire CC","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Asian","Buckinghamshire CC","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Caithness and Sutherland and Ross and Cromarty","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Caithness and Sutherland and Ross and Cromarty","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Caithness and Sutherland and Ross and Cromarty","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Caithness and Sutherland and Ross and Cromarty","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Caithness and Sutherland and Ross and Cromarty","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Caithness and Sutherland and Ross and Cromarty","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Caithness and Sutherland and Ross and Cromarty","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Calderdale and Kirklees","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Calderdale and Kirklees","AA/AO","AO","30","25","[c]","[c]"
"In post","2021","Asian","Calderdale and Kirklees","EO","EO","100","95","27440","27570"
"In post","2021","Asian","Calderdale and Kirklees","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Calderdale and Kirklees","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Calderdale and Kirklees","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Calderdale and Kirklees","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Calderdale and Kirklees","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Calderdale and Kirklees","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Cambridgeshire CC","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Asian","Cambridgeshire CC","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Asian","Cambridgeshire CC","EO","EO","30","30","27420","27570"
"In post","2021","Asian","Cambridgeshire CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cambridgeshire CC","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Asian","Cambridgeshire CC","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cambridgeshire CC","SEO/HEO","HEO","20","15","[c]","[c]"
"In post","2021","Asian","Cambridgeshire CC","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Asian","Cambridgeshire CC","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Camden and City of London","AA/AO","AA","15","15","[c]","[c]"
"In post","2021","Asian","Camden and City of London","AA/AO","AO","140","125","23980","23500"
"In post","2021","Asian","Camden and City of London","EO","EO","190","185","29510","29570"
"In post","2021","Asian","Camden and City of London","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Asian","Camden and City of London","G6/G7","G7","35","35","58790","59160"
"In post","2021","Asian","Camden and City of London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Camden and City of London","SEO/HEO","HEO","135","130","35610","36160"
"In post","2021","Asian","Camden and City of London","SEO/HEO","SEO","45","45","42880","42060"
"In post","2021","Asian","Camden and City of London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cardiff and Vale of Glamorgan","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cardiff and Vale of Glamorgan","AA/AO","AO","95","80","20640","20140"
"In post","2021","Asian","Cardiff and Vale of Glamorgan","EO","EO","70","70","26580","25560"
"In post","2021","Asian","Cardiff and Vale of Glamorgan","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Asian","Cardiff and Vale of Glamorgan","G6/G7","G7","15","15","[c]","[c]"
"In post","2021","Asian","Cardiff and Vale of Glamorgan","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cardiff and Vale of Glamorgan","SEO/HEO","HEO","30","30","32910","31810"
"In post","2021","Asian","Cardiff and Vale of Glamorgan","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Asian","Cardiff and Vale of Glamorgan","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Causeway Coast and Glens","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Causeway Coast and Glens","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Causeway Coast and Glens","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Bedfordshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Bedfordshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Bedfordshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Bedfordshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Bedfordshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Bedfordshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Bedfordshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Bedfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Hampshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Hampshire","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Asian","Central Hampshire","EO","EO","15","15","[c]","[c]"
