"Status","Year","Disability","Profession_of_post","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Economics","Inner London - West","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Economics","Inner London - West","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Economics","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Economics","Inner London - West","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Economics","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Economics","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Economics","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Devon","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Inner London - East","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Inner London - West","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Northumberland and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","East Anglia","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","East Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Inner London - East","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Inner London - East","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Inner London - West","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Inner London - West","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Inner London - West","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Kent","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Lancashire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Merseyside","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","West Midlands","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Inspector of Education and Training","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Inspector of Education and Training","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Inspector of Education and Training","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Inspector of Education and Training","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Intelligence Analysis","Devon","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Intelligence Analysis","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Intelligence Analysis","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Intelligence Analysis","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Intelligence Analysis","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","East Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","International Trade","Inner London - West","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","International Trade","Inner London - West","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","International Trade","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","International Trade","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","International Trade","Inner London - West","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","Inner London - West","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","Kent","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","Northumberland and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","East Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Essex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Inner London - West","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Inner London - West","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Inner London - West","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Merseyside","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Devon","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Essex","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Hampshire and Isle of Wight","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Inner London - East","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Kent","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Northumberland and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Northumberland and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Outer London - West and North West","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Bedfordshire and Hertfordshire","AA/AO","55","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Bedfordshire and Hertfordshire","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","75","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Cheshire","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Cheshire","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Cornwall and Isles of Scilly","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Cumbria","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Cumbria","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Derbyshire and Nottinghamshire","AA/AO","45","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Derbyshire and Nottinghamshire","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Derbyshire and Nottinghamshire","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Devon","AA/AO","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Devon","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Devon","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Dorset and Somerset","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Dorset and Somerset","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","East Anglia","AA/AO","65","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","East Anglia","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","East Anglia","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","East Anglia","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","East Anglia","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","East Wales","AA/AO","75","[c]","19880","19520"
"Leaver CS","2021","Unknown","Operational Delivery","East Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","East Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","East Wales","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","East Yorkshire and Northern Lincolnshire","AA/AO","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Eastern Scotland","AA/AO","65","[c]","21950","21180"
"Leaver CS","2021","Unknown","Operational Delivery","Eastern Scotland","EO","55","[c]","31280","33650"
"Leaver CS","2021","Unknown","Operational Delivery","Eastern Scotland","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Eastern Scotland","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Essex","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Essex","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","40","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","EO","5","[c]","[c]","[c]"
