"Status","Year","Disability","Ethnicity","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","Asian","Commercial","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Commercial","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Communications","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Communications","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Digital, Data and Technology","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Digital, Data and Technology","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Digital, Data and Technology","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Digital, Data and Technology","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Economics","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Economics","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Economics","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Economics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Economics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Economics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Finance","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Finance","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Human Resources","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Human Resources","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Inspector of Education and Training","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Inspector of Education and Training","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Inspector of Education and Training","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Internal Audit","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Internal Audit","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","International Trade","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","International Trade","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","International Trade","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","International Trade","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","International Trade","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Legal","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Legal","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Legal","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Legal","G7","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Legal","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Legal","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Medicine","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Medicine","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Medicine","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Medicine","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Medicine","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Medicine","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Medicine","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Operational Delivery","AO","95","[c]","22260","22350"
"New entrant CS","2021","Unknown","Asian","Operational Delivery","EO","50","[c]","27750","27400"
"New entrant CS","2021","Unknown","Asian","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Operational Delivery","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Operational Research","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Operational Research","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Operational Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Operational Research","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Operational Research","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Other","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Other","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Other","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Other","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Other","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Other","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Planning","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Planning","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Planning","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Planning","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Planning","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Policy","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Policy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Policy","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Policy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Policy","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Policy","HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Policy","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Project Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Project Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Project Delivery","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Property","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Property","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Property","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Property","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Property","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Property","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Psychology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Psychology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Psychology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Psychology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Psychology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Security","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Security","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Security","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Security","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Social Research","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Social Research","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Social Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Social Research","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Social Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Social Research","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Statistics","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Statistics","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Statistics","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Statistics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Statistics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Statistics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Statistics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Tax","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Tax","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Tax","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Tax","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Tax","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Unknown","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Unknown","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Veterinarian","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Veterinarian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Veterinarian","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Veterinarian","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Commercial","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Commercial","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Commercial","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Communications","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Communications","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Digital, Data and Technology","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Digital, Data and Technology","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Economics","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Economics","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Economics","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Economics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Economics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Economics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Finance","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Human Resources","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Inspector of Education and Training","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Inspector of Education and Training","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Inspector of Education and Training","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Internal Audit","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Internal Audit","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","International Trade","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","International Trade","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","International Trade","G7","[c]","[c]","[c]","[c]"
