"Status","Year","Age","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Operational Delivery","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Operational Delivery","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Operational Delivery","HEO","15","[c]","30000","29540"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Operational Delivery","SEO","25","[c]","36960","36030"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Property","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Social Research","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Social Research","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Statistics","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Statistics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Statistics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Statistics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Statistics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Water Services Regulation Authority","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Water Services Regulation Authority","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Water Services Regulation Authority","Economics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Water Services Regulation Authority","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Water Services Regulation Authority","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Water Services Regulation Authority","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Water Services Regulation Authority","Legal","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Water Services Regulation Authority","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Water Services Regulation Authority","Policy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Water Services Regulation Authority","Policy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Water Services Regulation Authority","Policy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Water Services Regulation Authority","Policy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Water Services Regulation Authority","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Water Services Regulation Authority","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Welsh Government","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Welsh Government","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Welsh Government","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Welsh Government","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Welsh Government","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Welsh Government","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Welsh Government","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Welsh Government","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Welsh Government","Legal","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Welsh Government","Medicine","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Welsh Government","Medicine","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Welsh Government","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Welsh Government","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Welsh Government","Other","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Welsh Government","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Welsh Government","Policy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Welsh Government","Property","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Welsh Government","Social Research","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Welsh Government","Statistics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Attorney General's Departments","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Attorney General's Departments","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Attorney General's Departments","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Attorney General's Departments","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Attorney General's Departments","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Attorney General's Departments","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Attorney General's Departments","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Attorney General's Departments","Legal","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Attorney General's Departments","Legal","G7","50","[c]","51570","50520"
"New entrant CS","2021","50-59","Attorney General's Departments","Legal","HEO","15","[c]","38860","38000"
"New entrant CS","2021","50-59","Attorney General's Departments","Operational Delivery","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Attorney General's Departments","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Attorney General's Departments","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Attorney General's Departments","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Attorney General's Departments","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Cabinet Office","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Cabinet Office","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Cabinet Office","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Cabinet Office","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Cabinet Office","Other","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Cabinet Office","Unknown","AO","15","[c]","21180","20800"
"New entrant CS","2021","50-59","Cabinet Office","Unknown","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Cabinet Office","Unknown","G6","25","[c]","84230","90000"
"New entrant CS","2021","50-59","Cabinet Office","Unknown","G7","15","[c]","55290","54700"
"New entrant CS","2021","50-59","Cabinet Office","Unknown","HEO","10","[c]","33850","34550"
"New entrant CS","2021","50-59","Cabinet Office","Unknown","SCS level","50","[c]","94240","72500"
"New entrant CS","2021","50-59","Cabinet Office","Unknown","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Chancellor's other departments","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Chancellor's other departments","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Chancellor's other departments","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Chancellor's other departments","Other","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Chancellor's other departments","Other","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Chancellor's other departments","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Charity Commission","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Charity Commission","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Charity Commission","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Charity Commission","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Charity Commission","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Charity Commission","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Charity Commission","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Charity Commission","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Competition and Markets Authority","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Competition and Markets Authority","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Competition and Markets Authority","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Competition and Markets Authority","Property","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Competition and Markets Authority","Property","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy","Operational Delivery","AO","15","[c]","20980","20880"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy","Operational Delivery","EO","20","[c]","24150","24250"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy","Operational Delivery","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy","Other","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy","Policy","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy","Policy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy","Policy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy","Policy","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy","Security","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Digital, Culture, Media and Sport","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Digital, Culture, Media and Sport","Policy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Digital, Culture, Media and Sport","Policy","G7","[c]","[c]","[c]","[c]"
